,0
0,FFFCEA AAFFFB BBAFFA BCAFFD FFFDDA FFFCFA FFFCCA FFFDCA AAABCF AAACDF AAABBF CCBFFA BBBAAF AAACBF AAABBF AAACCF AAAECF AAABAF AAACBF AAACBF AAACBF AAAFFC FFFDDA FFFDEA FFEFDA FFFAAA FFFACA FFFDFA EEFFFA FFFBAA AAADDF AAAFAF AAACCF AAACBF AAACBF DDFAAF FFFFAA EEFFFA FFFCBA FFFCCA FFFDDA FFFCDA FFFDDA FFFDDA FFFCCA BBAAAF AAADCF AAAEEF AAAFFF AAAEFF AACABF FFFAAE AAADFF AAABBF AAACDF AAAFCF AAABCF FFFDDA FFFBCA FFFACA FFFCDA AAABCF AABBBF AABACF AAAFFA FFEFCA AAACCF BAFFBA AAABCF AAAFFD AAABCF AADAAF AAEAAF AAAACF AAADCF FFFEEA FFFEDA EEFFFA FFCFFA FFFAAA FFFEEA EEFFEA FFFEDA FFFFEA FFFABA
1,DDAFFA AAABEF FFFEDA CCAAAF AAACBF AAAEDF EEFEEA FFFDCA FFFEFA FFFCEA FFFEBA FFCAAF AADABF AAADBF AAACBF AAACEF FFAAAF AAADBF AAACCF DDFFFA FFFAAF AAABBF AAABBF FFFADA AAAAAF AAAFFA DDAFFA FFFCEA FFFDBA FFFDEA AAAFFA FFFBDA FFFEEA BBAAAF FFFEFA FFFEDA FFFADA FFFCDA AAACEF BBAABF BACAFF AAABCF AAAABF AAAEFF FFFEEA FFEDDA AADAEF AAABBF AAAFBF AAADBF AAAABF FFFCDA AAAAAF AAABEF FFEEEA FFFDEA FFFEDA FFFEEA FFFBBA FFFCEA AAFADF AAAAEF AAACDF AAACCF AAACBF AAAFFF FFFDDA FFFDEA BBAAFF AAACCF AAAFFF CCAABF AABABF CBFFFA FFFDDA FFFFDA FFFBDA FFFABA AAACBF AAACCF FFFEDA FFFCDA EFFAAF AAABBF FFAAFD
2,AAAAEF AABABF AAACBF AAAAFF AAAADF EEFFEA FFDEEA FFFDCA FFFABA FFFBDA FFFEDA FFFDEA FFFCEA FFFECA FFFBCA FFFCCA FFFEEA FFFFFA FFFEDA FFFAAA FFFCAA FFFAAA AAABAF AAACCF AAABBF AAADCF AAAAAF EEFAAF AAABCF AAABBF AABADF AAACCF AAAFDF CCBFEA FFBFFA BBABBF AAACAF AAABCF AAAEFF AABCAF EEFAFA CBFAAF AABFEA FFEBAA EFACAF EEEFFA EEFFFA FFFFCA FFFCBA FFFCDA FFFFFA FFFDEA FFFDDA FFFEDA AAAFFF AAADBF AACACF AAACBF BBFFCA AAACAF FFFFFA FFEFBA FFFDBA FFFEEA FFFBBA AABFFA FFFCEA FFEDFA FFFAAB AAACCF FFFCFA FFEDAC FFFAFA FFFAAA AABBAF AAAABF AAACBF AAACBF AAACCF AAAECF AAABDF AAADBF AAABBF CBFADA FFFFFA
3,EEFFFA FFAFAF FFEFAB FFFAEC EEFEFA BBAAAF AAACCF AAACCF FFFCBA FFFCFA FFFBDA FFFDDA FFFAFA AAAFFF FFFCAA FFFEEA FFFEDA FFFFFA FFFBAA AAABDF AAAECF AAADBF AAACBF AAAEDF AAAEDF FFFEEA FFFBAA FFFECA FFFAFA FFFEEA FFFECA FFFDFA AAACDF AAABBF AAAEEF AADABF BBAADF CCFAFA FFFCAA AABDCF AAAFAF AAFFCA CCBAAF AAAECF CCDFFA FFFCFA EFAAAF AAAADF AAADFF AAAEFF AAACAF BABACF AAADFF FFFCEA FFFBBA FFFDEA FFFACA AAACAF AAABDF AAACCF AAEAAF AADAAF AAADFF FFFEDA FFFEDA FFFCBA FFFCAA AAACCF AAEAAF DEABFA EEFAAC FFFDCA FFFCEA AAACBF AAAABF AAAEBF AAABCF FFFCDA FFFEFA FFFCEA FFFEEA FFFEFA EEEAAF AAADFF AAADCF
4,AAAEBF AAAFCF DDAAAF AAEAEF AADADF AAAFDA FFFBDA EFBAAF AAACCF AAACBF AAABBF AAACBF AAABCF AAACCF AAAFFF FFFDDA FFFDDA FFFDEA FFFDEA FFFDDA FFFDEA FFFCDA AAFAFF FFFEEA AAADCF AAADCF AAAFBF FFEABE FFFAAC CBFFFA FFAFDA AAABCF AAADBF AAACBF EEFFBA AABCDF AACAAF FFFEAA AAACCF AAAEAF AAAFFF FFFDDA FFFDDA FFFEFA FFFAAA FFAFAB AAACFF AAADCF AAADCF AABFFA FFFAAD ABABCF AAADDF AAAFDF AAACDF AAADBF AAADEF FFFDEA FFFEDA FFFCFA FFFDDA CCAAAF EDFFFA FFFEEA FFFDDA BADFFA FFFDDA FFFDDA AAACBF AAABBF AAACCF AAABBF AAADEF FFFEDA FFEEFA DEAFFA FFFCDA FFFAAF DCFFEA EEDFFA EEFFFA FFFDDA CCAAAF EEFFEA FFFCDA
5,AAFFBD BBBAFE FFFCBA DDFFFA EEFFDA FFFAAB AAACBF AABAAF AAABBF EEFFDA AAADCF FFFCAA AAACCF FFFDCA DDDFFA FFFBEA FFBAAF EEFFDA FFFFEA FFFEEA FFEAFA BBABAF AAABBF AAADDF AAACBF AAABBF AAACCF DDFFFA FFEFEA EFBAEF FFFDDA FFFFEA FFFAAA AAEFFA FFFEFA FFCFFA FFFDDA ABABBF AAABDF FFFBFA FFFFEA FFFAEA FFFDDA EEDAAF CCFFEA FFFEEA FFFEEA FFFDDA AAACDF AAACCF AAABBF AAABBF AAABCF AAACCF AAACBF AAACBF AAABBF EEFFFA FFFEEA FFFDDA FFFDDA FFFDEA FFDFEA FFFCAA FFFDCA FFFDCA FFFCAA AAACCF AAACBF AAABBF AAAFFF BBAABF AAABBF EEFAAF AABACF FFFEEA FFFDEA AAABBF AAADDF AAADEF AAAFFA FFFAAA DCEDFA FFCFFA AADAAF
6,AABDFF AAAEDF AAAEFF FFFEFA FFFEDA FFFEEA FFFDDA FFFCDA EEEAAF AAACCF AAACCF AAACCF AAACBF AAADCF AAAFEF FFFEFA FFFDEA AAAFFF FFFDEA FFFDDA FFFDDA FFFDDA FFFBCA CCCADF AAACCF AAACBF AAADCF AAADDF BBFFFA FFFEEA FFFCCA FFFCDA FFEFDA FFFDEA FFFCAA AAACCF AAAFDF EEFAAF AAACEF EEAFAA AAAACF AAACCF AAABBF AAAFFF FFFFDA FFFAAA AAAFAF FFCFFA FFFDEA FFFDDA FFFEEA FFFEFA DDDFFA BBAAAF FFFCBA AAACCF AAEAAF AAAECF AAADCF AAABCF AAABBF AAACBF AAACCF DCEFFA FFFEEA FFEFEA FFFDCA FFFCEA FFFCDA FFEAAF AAABBF AAACBF AAACCF AAACBF AAADCF AAACCF AABFFC FFFEFA FFFDEA FFFDEA EFCAAF AAADCF AAAFEF AAFFFA FFFEFA
7,FFFDDA FFFEEA FFFCDA AAACCF AAABBF AABCBF AAAFEF FFEAAF AAAADF CCFFEA AAACBF BBAABF AAAFFC FFFDDA FFFDDA FFBAAE AAAEDF FFFDBA AAADAF CCEFFA FFFAAC AAACBF AABFAF AAAFBF AAAFFF FFFDDA FFFEEA FFFEEA CCEFFA FFFDDA FFFDDA FFFAAA AAACBF AABAAF BBEBAF AAAEEF AAAFFD FFFBAA AAACCF AABABF CCEAAF AAADAF AAACCF FFFFDA FFFEEA FFFADA FFFDCA FFFAAA BACFFA FFEEEA EEFFFA FFFDDA CCDAAF AAAFAF AAACBF BAAAAF AAABCF AAAABF AAACDF FFFCEA FFFAEA FFFBFA AAAFFA FFCFFA DDDAAF CBFFFA FFFAAB FFFAAC CCFFFA FFFCAA AAAABF AAACCF AAADEF FFFAFA FFFDAA FFFEFA FFFDEA CCAAEF FFFAAA FFFDEA FFFDDA FFFCEA FFFAAF AAABBF AAACBF
8,AAACDF AAACBF AAACDF AACFEF FFFBBA AAAFFB FFFBAA EEFFEA FFFCDA FFFDEA FFFDEA FFFDDA FFFDDA FFFCCA FFFCBA AAAAAF AAADDF BABFFA DDAAAF AAABBF AAAFFA FFFDDA FFFCDA FFFEDA FFFDDA FFFDEA FFFCDA FFFAAF AAABBF AAACBF AAACBF AAACBF AAACBF AAACBF AAADCF AAACCF FFFEEA FFFDDA AAABCF AAADCF AAABBF AAACBF AACAAF AAADFF FFFEEA FFFDDA FFFAAB DCFFFA FFFEEA FFFDEA FFFDDA FFFAAA AAABBF AAACCF AAAFFA FFFDDA EEFFEA FFFDDA FFFEDA FFFCDA FFFEEA FFFDEA FFFCAA AAABAF AAACCF AAABBF AAACBF AAACBF AAABBF AAABBF FFFADA BBAAAF FFFEDA FFFDCA FFEFCA BAFFAA AAABBF AAAEBF AAACBF AAADEF AAABAF AAAFCB FFFCFA FFFDCA FFFDDA
9,FFFEEA FFFAEA FFFEAA DEAAFF AAABDF AABABF AAABBF AAAACF FFEFEA FFFDEA FFFFFA FFFDFA DEDABF AAAFDF AAACCF AAABCF AAACCF AAABDF AAABBF EEFFFA FFFCFA FFFDEA FFFDDA FFFDDA FFFDDA FFFDDA AAAFAF AAAFEF AAAABF AADAAF AAADBF AAABBF AAACBF DDFFFA FFEFDA FFFDDA FFFCCA FFEEBA AAACCF AAABCF AAADAF AAAFFA FFFABA AAADCF AAABBF AAAEFF FFFEEA FFFEDA FFFEFA FFFDDA FFFDDA AAACAF BBAAAF AAABBF AAACCF AAADCF AAAFFA FFFBAA AAAEDF AAADBF AABABF BAFFFA FFFCEA FFFEEA FFFCAA AAACBF FFFFEA FFFDDA FFFCBA FFFCBA FFFEDA FFFCCA BCABAF AAABCF AAACBF AAABBF AAABAF AAACCF AAACCF DCFFFA FFEFFA FFFDDA FFFDEA FFFDEA DEAAAF
