,0
0,DADDF EEDBA FDBAB ABDEF ABCEF ABDEF ABCEF FFDBA FECBA FEDBA ABCEF ABDEF EEEBA FEDBA FEDBA ABDEF ABDEF BADDF ABCEF FECBA CABEF ACFEB ACEDF ABCEF ABCEF FECBA FECBA FEDBA
1,DBEFA ABCEF FECBA FECBA ABCEF ACCDF ADEED CDFEA ACFDD FECBA FFDBA CFECA FEBAC ACDEF ACFEB CABDF ABCEF EAADF FEDCA FECBA ABCEF ABCEF FECAB ABEEE CEFCA FECBA ABDFE FBACE
2,ABCEF ABDFE FEDBA FECBA FEDBA FEDBA FECBA BABEF ABDEF BBCEF ABDEF FEBAC ABDEF CEFBA FECBB FEECA FECBA FECBA ABCEF ACEDF FEDCA FDBBB FECBA ADEED EDABE ABCEF ABDEF ABDEE
3,FDBDA EECAD ABEFE FEDBA ABFEC FEDBA BACEF ABCEF EFEBA FEDBA FEBAC ABEEE BEFCA ABDEF ABDFF FDABD ACDEF ACFEB FECBA ABDEF ABCEF FECBA BACEF EEDCA BACEF ABEFD FEDBA FCACE
4,ABDEF ABDEF CBADF ABCEF ABDEF FEDBA FEDBA FBCDB ABDEF CDBED BABEF BFEAC BECBE BDFEA FECBA BACDF ACFEC ABCEF ABDEF FECBA FCADC FEBBB FCAAE ABCEF DFEBA FFDBA FEDBA FCADB
5,EEEDA FEDBA ABCEF BADFE CFDBA FDBCB FEDBA ABCEF ABCEF FEDAA FEDBA FEDBA BABEF FECBA FBADD FEDBA ABDEF ABCEF ABDEF FEDBA FECBA FECBA BACEF ACEDF ACCEF FECAB ABDEF FDEBA
6,AADEF FEDBA FECBA ABCEF ABDEF FECAB FEDBA FEBBB ABCEF AEFEB FEDBA ECABF ACCDF BABEF ACEED FBCCB FEDBA FDCAB CACEF ABDEF ABCEF FEDBA FECBA ABCEF ABCEF ACEED FECBA ACEEE
7,FEDBA ABCEF CDACF BACEF FFDBA BBEFB CEFCA ABCEF EFDBA FEDBA FDBBC ABCEF EEABE ABCEF CFECA FEDBA FECBA EBADF ABCEF ABEFE FECAA DBAEE FDACC BBBEF CFECA FECAB FEDBA FCABE
8,ABDEF CEDBD EEEBA FEDBA FECBA ABDEF ABCEF FECBA FECBA BBCEF ABDEF ABDEF FECAB ABCEF ABEED FDACB FECBA BBCEF FECBA FECBA FECBA ABCEF ABDEF AEEDE FECBA BBBEF ABDEF EEDBA
9,FECBA BBCEF ACEFD FEDBA ABCEF ABDEF CFFCA FECBA FEBAB ABCEF ABCEF FEDBA FCABE ABDEF BACEF EFDBA FECBA ABCEF ABDEF BACEF BDFDA FEBAC FECBA FEDBA ABCEF ABCEF AEFCB FEDBA
10,FEDBA FDBAC BBBDF FEABC ACDEF EFDBA ABDEF ABDFE FECBA ABDEF ACFEB FEDBA ABCEF FECBA CABEF ABCEF FECBA FEBAD ABCEF FECBA FEDBA BABEF EFDBA FEDBA ACFEC FEDBA DCACF ABDEF
11,ABCEF FEDBA FEDBA FECBA CBBCF ABEFC ABDEF EEECA ABCEF ABCEF CEECA CABEF ADEEC FECBA FECAB ABDEF BEFDA FEDBA FEDBA FECBA ABCEF ABDEF FEDBA FEDBA DBACF ABCEF ABDEF DFEBA
12,CCDBE EDCAE FECAB FECBA ADFDD EDECA FECBA ABCEF DFDCA FDBBB ABCEF BACEF DEFCA FBBCD BACEF DBADF ABCEF FECBA FECBA AACEF ABDEF CABDF AACEF FEDBA EACFC FEDBA CBADF ACCEF
13,FDDAD CABEF FEDBA CABEF ABDEF ABDFE FECAB FEDBA FDBAD ABDEF FEDBA FECBA FEBAD ABCEF ABDFE FEDBA FDABC ABDEF ADFEB FBBBE ABDEF DCADF ACEFB FECBA FECBA ABCEF ABDEF EBDFA
14,ABDEF BBCDF ABDEF ABDEF BFFBA ACEFC EEECA FECBA FECBA CABEF ABDEF FEDBA FEDBA FECBA FEDBA ABCEF ABDEF ABCEF ABDEF CEFCA ABCEF BEFDA FECBA FEDBA FECBA FEDBA FCCCA FEDBA
15,ADDCF FEDBA DAADF ABCEF DFEBA FECBA BACEF ADDEE FCBBD ABDFF FDBBB FEBBB FEDBA FBACE ABCEF DBAEF FECBA FEDBA ABDEF ACEDE CEFCA FEBAB ABDEF ABDEF FECAC FEDBA FEDBA ABDEF
16,ABDEF FCCEA FEDBA FFCAA BBBDF BABEF EEDBA FECBA ABDEF ABDEF ADFEC FECBA ABDEF ABDFE FECAB FEDBA FECBA FECBA ABDEF AEFDB EFDBA FECBA CCBBF ABCEF ABBEF ABCEF ADEEC ACEED
17,ACFEC BACEF EFDBA FEDBA FDBAD ABDEF ABCEF FDBBC FECBA DCFDA BBBDF ABDEF AEFBD FEDBA FCBAD ABFFC FEDBA FDCBB ABCEF BEACF EFEBA FECBA FCABE ABCEF ABDEF BEFDA CABDF CFFBA
18,BBBDF FECAB ABEFE FEDBA FEBAB ABDEF EFDBA FECBA AACEF ABDEF BBBCF ACEEE ACEED CEFCA EAEDC DEEDA FDBBC CEFCA FECBA ABCEF ABDEF EFDBA FECBA ABCEF ABCEF FECBA BABEF EFDAA
19,FECCA ABDEF ABCEF DEECA FECBA ABDEF ABEFD FECBA FECAC ABDEF FEDBA FDADB ABCEF ACFEC FECAA EDBAF ABCEF FDCDA FEDBA ABDEF FECBA FCACD FDBBB DDBBF ABCEF ABCEF EFDBA EEECA
20,EEDCA FEDBA FDBBB ABCEF ABDEF ABCEF ACFEC FEDBA BBEFB FEDBA FECBA ABDEF ABDEF ABDFE ECEDA ABEFE FECBA FDBAE ABDEF FECBA FEDBA FFCBA ABCEF ABCEF BEFDA FCABE ACEFD FEDCA
21,BADFD ABCEF ABDEF BFDCB CBBCF ACEED ACCCF BEFDA FCCCA FEBBB ABDFD FEDBA EBBCF ADFBE FEDBA FEBAB ABDEF ACBDF FFCBA CABDF ABCEF BACFF FECBA AEFCB FECBA FFCAC FEDBA FBBBD
