,0
0,DACCFBE FEEDBAA AABDEFF AABCEFF AABCEFF CDFFCBA FFDDBBA FDAACEF AABDEFF FEEDBAA FFDCBBA CAABEEF AACDFFE AABCEEF EFEDBAA BABCDFF DDBACFF ABCCEFF AABDFFE FEECCAA FEEDBAA
1,EDEFDAA ABEFFDB FFDCBAA AABDEFF AABCEFF BBCEFEA BDFEEBA FEDCDBA FCCFEBA FEBABCE AABCDFF FDBABCE ABCDFFD ABDFEDC FEECBBA ABBCDEF CEFFDBA AABDFEF DEFECAA EDBABDF FECBABC
2,AABDEFF CFFDCBA FFECBAA FFEDBAA FEEDCAA FCBABDF AACDEFF AABDEEF BEFDAAC AACDEEF DCACFDC EEEDDBA FEEDCBA FEBABCE AACDEEF FEEDCBA FDFECAA AACEEEE CCAACEF AABDEFF AACDEFE
3,FECDBBA BAACDFF FEEDCBA BBFFDCA FEDBAAD AABDEFF EFEDBAA FFECBAA AABDEFF CEFEAAC ABDCCEF FFDBABC ABCDEFF FFEDBAA BABCEEF ABCEFFC FEDBABC CEFEDCA BABCDFF EFEDCBA FEDBABC
4,AACDEFF BDFFDAA AABCEFF ABCEFEC FFECBBA FECBBBB AACEFEE EEFCAAC ABDFECD ADCADEF FFEDBAA CBBBDEF ACFEBCF AACCDEF EFEDBAA FDCEEBA FEEDBAA AABCDFF EFEDBAA FDBDEBA FFDBBCB
5,FEEEABA CBAADFF ABCBEFE DFEDCBA EEFDCAA BBABDFF AABDEFF FEDDBAA EEFECAA BABDFFD FEDDBAA FFEDBAA AABDEFF AABDEFF EEFECAA FFECCBA FEDBABC AACDEEF ABBDEFE DAABDEF FFDCCBA
6,AACEEEE FFEDBAA AABCEFF ABCEFEE FEEECBA FFDCBAB AABDEFF FFEDCAA FEDBABE ABBCEFF ABBCDFF FECBBBB FFECBBA FCBFBAE AABDEFF AABDEFF FEEDBAA EBAACEF ABBDEFF EFEDCAA AACDEFF
7,FEDBAAD ABDEEEE ABCBDFF FFEDBAA CECABEE AABCDEF FFEDBAA FFEDBAA AABDDEF CDAACEF AABCEFE FEDDBAA FFECCBA AABCEFF AABDEFE FFDCCBA BDFECBA CCBABEF DFFDBBA FEDDCBA FEDBABC
8,ABCDEEE EEEECCA FEEDCBA FEDBBBB ACECBDF FFEDBAA FFECBAA AABCEFF AABCEFF FECABBD AABDDEF FFDCABB FFECBAA AACEFED FFECBAA FFDBAAC AABDEFF AACEEEE FECBBBB AABCDFF DEEEDBA
9,FFDCBAB AABDEFF FFECCAA AABCDFF ABBDEFE FFEDBAA FECABCD ABBCEFF DEFECBA EBAACEF ACFEBCF BDFFECA FFDCBAB AABCEFF CCAADEF CEFECBA ECDFEBA FFEDCBA AABCEEF AABDEFF FFEDCAA
10,FEEDCAA BABEFEF BEFDABC ABCDDEF FECAACC AABDEFF FFDCAAC ABBCEFF FFECBAA ABBDEFE FFDCBAB AABCEEF FFDCBBA BABCEFF EFEDBBA FFECBAA AACEFEE FEEDBAA ACFFDBA FFDCBAA AABCEFF
11,ABBDEFF FFDCBBA FFDCBBA BAABEFF BBBBCFF DEEEECA AABCEFF AACDEFE FDBABDF CEEFEBA FEECBBA AABCEFF CEFECBA FFECBBA FFECBAA AABCDFF ABEFEDC FEEDBAA BBBBCEF AACDEEF ACEFECA
12,BBCBBFF BAAFFEC EFEDBAA AEFEEBA FFECBAA BBABDFF EFEDCBA BABCDEF ACCBDFF EEFECAA AABDEEF BDDABDF ABCEFEC FFDDCAA ECAACEF ABCDEFD AACDDEF EFEDCBA EBDFEBA FFDCBAB ABCDDEF
13,EEECDCA CEFEDBA FDBABDF AACDEEF DFFDCBA DEFECAA ECBABEF ADFFDBA FFEDBAA EDBABDF AABCEFF FFEDCAA FDABCCD ABCCDFF FECBBBC AABCEFF AABDDEF FEEDBAA FFDCBAB AABDEFF FFCBBCA
