,0
0,ECAACCDFD EFFEDCBAA FFECBBABC AABCDEFFE AABBCDEFF AABCDDEFF AABCCDEFF EFFEDCBAA FFEDCCBAA FFEDDCBAA AABBCDEFF AABCDEFEF EEEEECBAA FFEEDCBAA FFEEDCBAA AABCDEEFF AAABDEEFF BAABDDDFF AABBCDEFF FFEDCCBAA CBAABDEFF AACEFFDCB AABDEDDEF AAABCEFFF AABCCDEFF FFEDCBBAA FFEDCCBAA FFEEDBAAA
1,DDBBEFECA AAABCDEFF FFEDCBBAA FFEDCBBAB AABBCDEFF ABCCCCEFF AADEEEDDD BCDEFFDAA AABEFEDED FFEECBBAA EFFEDCBAA CCEFEECAA FFEDBAABD AABDDDDFF AACEFFECB DBABBCDFF AABBCDEFF ECBAACDFF FFEDDCCAA FFEDCBBAA AABBCDEFF AABCDDEFF FFEDCBABB AABDEEEEE BCDFFECAA FFEDCCBAA AABCDFFED FEBBAACDF
2,AABCCDEFF AABCDEFFE FEEEDCBAA FFEDCBBAA FFEEDCBAA FFEEDCBAA FFEDCCBAA CBAABCEFF AABCDEEFF BABBCDEFF AABBDEEFF FFEBBABBD AABCDEEFF BDEFEEAAB EFEDCBAAB FEEEEDBAA FFEDCBBAA FFEDCCBAA ABBBCDEFF AABDECDEF FFEDDCBAA FFECBABCB FFEDCBBAA AADEEEDDD FEEBAABDF AABBCDEFF AABCDEEFF AABDDEEEE
3,FFDCBBDBA FEFDCAAAE AABDEFFED FFEDDCBAA BAADFFEDC FFEEDCBAA BAABCDEFF AABCCDEFF DEFFECBAA FFEDDCBAA FFECBAABC AABDEEEEE BCEFFECAA AABCDDFFF AABBDEFFE FFDAABBCE AABCDDEFF AACDFFECA FFEDCBBAA AABCDEEFF AABCCDEFF FFEDDBBAA BAABCDFFF EEFEDDCAA BBABCDEFF AABDEFFEC FFEEDCBAA FEDAABCEE
4,AAABDEFEF AAACDEFFF DCCBABDFF AABCCDEFF AABCDDEFF FFEDDCBAA FFEEDCBAA FEBBBCDCA AABBDEFFF DACEBBEFB BBAABDEFF BDFFEBABD BCEFCABDF BCDEFFEBA FFEDDCBAA BBABCDEFF AACEFFDCC AABCCDEFF AABCDEEFF FFEDCBBAA FECAACEDB FFEDBBBBB FEDBAABDF AABBCDEFF DEFFECBAA FFFECBBAA FFEDDCBAA FECAACDDB
5,EEEDDECAA FFEEDCBAA AABCCDEFF BBABDEFEE BEFFDBBBA FFDBBBDCA FFEDDCBAA AABBCDEFF AABCCDEFF FFEDDBAAA FFEDDCBAA FFFEDCAAA BBABBDEFF FFEDDBBAA FECAABEED FFEDDCBAA AABBDDEFF AABCCDEFF AABCDEEFF FFEEDCBAA FFEDCBBAA FFEDCCBAA BAABCDEFF AABDEEDEF AABDCDEFF FFEDCBAAB AABCDEEFF FEDDEDAAA
6,AAABDEFFF FFEEDCBAA FFEDCBAAB AABCCDEFF AABCDEEFF FFEDCBABB FFEEDCBAA FFEDBBAAB AABCCDEFF ABEEFEDCB FFEDCCBAA EEDCAABEF ABCCCCEFF BBABBCEFF AABDEEEED FDCBCDCBA FFEEDCBAA FFECCBAAC EBAACDEFF AABCDDEFF AABBCDEFF FFEEDCBAA FFEDCCBAA BAABCDEFF AABCCDEFF AACEFEEDC FFEDCBAAA AABDEEEEE
7,FFEDDCBAA AABCCDEFF BDEBABDEF BBAACDEFF EFFEDCBAA BAADEFFDB CDEFFEBAA AABCCCEFF EFFEDCBAA FFEDDDBAA FFECBABBC AABCCCEFF DEECAABEF AABCCDEFF BDEFFDBAA FEFEDCBAA FFEDDBBAA EDBAABDFF AABCCDEFF AABCEFFEE FFEDCBABA EDCAABFFE FEECAADDC CBBABCEFF BEFFEDBAA FFEDCBAAB FFEEDCBAA FEDBAACDF
8,AABCDEEFF BDDFDABED FEEEECBAA FFEEDCBAA FFEDCBBAA AABBDDFFE AAABCDFFF FFEDCBBAA FFEDDCBAA BBBBCDEFF AABCDDEFF AABCDDEFF FFEDCBABB AABCCDEFF AABCEFEED FFECAADCA FFEDCCBAA BBABCDEFF EFFECBBAA FFEDCCBAA FFEDCBBAA AABBCDEFF AABCDDEFF ABDEEDDDF FFEDCBBBA BBBBBCEFF AABCDEEEF EEEEDCBAA
9,FFEDCCBAA BBBBCCEFF AABDEFEED FFEDDCBAA AAABDDEFF AABCDEEFF BDFFFDBAA FFEDCCBAA FFECBBABB AABBCEEFF AABCCDEFF FFEDDCBAA FECBAABDF AABCDDFFF BAABCDEFF DEFEDCBAA FFEDCCBAA AABBCDEFF AABCDEEFF BAABCDEFF ABDFFEDBA FFECBAABC FFEDCCBAA FFEEDCBAA AABCCDEFF AABCCDEFF ABDFFECBA FFEEDCBAA
