,0
0,FECBACDDC CEFDBACDC FFEEDCBAA FFEDCBBAA AABCCDEFF AABCDEFED AAABCDEFF AABCDDEFF AABCCEEFF AABCDDEFF AABCDEFFE FFEDCBBAA FFEEDBAAA FEEEDCBAA FFEEDCBAA AABCCDEFF AABCDDEFF AABDEEEEF EEEDDEDAA FFEDDCBAA FFEDCBBAA FFEDDCBAA FFDCBAABD AABCDDEFF AABBBDEFF ADDFFDBAC ABCCBCDFF AABCCDEFF CDEFFDCAA FFEDDCBAA FDBAABCEF AABBCEEFF DEFFDCBAA AABCDFFEE AABCDEFFE AABCDEEEF ABABCDEFF ABDEFEDBA FFEDCCBAA FFFECBBAA FFEDCCCAA FFEDCBBAA
1,CCDBABCFF FFEDBAABD AABCDEEFF FFEEDCBAA FFEECBBAA FFECCBABB ABBBCDEFF AABCDDEFF BABBCDEFF AABDEEEEE BBBBBCEFF DEEFFCAAA AABCDEFFE FFFEDBBAA FFEDCCBAA DEFEECBAA FFDCAAACF FFEEDCBAA FFEEDCBAA AACDDDDFF ABBCBCEFF AABCDEEFF FFEDCBBAA ABBBCDEFF AABCCDEFF BCEFFECAA AABCDDEFF FFEDCBBAA FFEDCCBAA FFEDDCBAA ABBCCCDFF AABBCDEFF AABCDEEFF FFEDCBBAA AABBCDEFF ABEFDBBDF AABCDFFEC FFEDCBBAA FFEEDCBAA AABBCDEFF FFEDDCBAA BBABCDEFF
2,AABCCDEFF AABCDEEFF AABEEFEDC FEEEDDBAA FFEDDCBAA FFEDCBBAA FFEEDCBAA FFEDDBBAA FFEDCCBAA FFEDCBAAA FFEDCCBAA AABBCDEFF AABCDDEFF AABEFEEDF AABCCDEFF AABCCDEFF ABCCDEFED EBCABCDEF AABCDEEFF AACDDDEEF FEEECBAAC BFFEDCBAB DBDDEEEDA FFEEDCBAA FFEDDCBAA FFEEDCBAA FFEDCBBAA ABBCBCEFF ABBBCDEFF BDCAABDEF FFEECBBAA FFEDDCBAA FDBAACEED FFEDCBBAA BBABBDEFF FFEECBBAB FFEEDBAAA AABBCDEFF AABBCDEFF AABCDEEFF AABBCDEFF AABDEFEEE
3,FFEDCBBAB FECBDDABC EEDBAABDF AABCDDEFF FFEDCBBBA FFEEDCBAA BBABBDFFF FFEDDBBAA FFEDCBBAA ECAABCDFF AABBCDEFF AABCDDEFF BCEFFEDBA FFEDCCBAA FFEEDCBAA FFEDDCBAA AABCCCEFF AACEEEEEE AABDEFEFD FEBAABDEF AABBDFFEE BAACCCEFF EFFEDCBAA BABCCCDFF AACDDDEFF AABBDEEFF CEFFEDBAA FFEDDCBAA ECAABCEEF AABDCCEFF ABBBCEEFF CDEFEDCAA FFEDCCBAA DBBABCEFF AAACEEEFE FFEEECBAA ECBAABDFF AABCDDEFF ACDFFEDBA FFEEDCBAA FFEDCBBAA BAABCDEFF
4,AABBCDEFF BAABDEEFF AAACDEFEE FFEDCBAAC AABCCDEFF AABCDDEFF AABCDEEFF CEEFEDBAA FFEDDCBAA FFEDDCBAA FFEDCCBAA BCCEFFDBA AABCCDEFF DEEFFCAAB ECABCEFEA ECDBAACEF AABBDEEFF FFEBAABCD ACCEFFEAA AABDDCEEF DEEEEDBAA FFEDCBBAA FEBACDDBC AABBCDEFF AABCDEFFE CBAABCDFF AABBCEFFF AABCCDEFF CDEFFDCAA FFEDCBBAA FFEDBAABC FFEEDCBAA FFDBACDCA FFEDCCBAA AABCCDEFF AABCCDEFF ACEFFEDBA FFEDBABBB FFEDCBAAB EFFDCBCBA FFEEDCBAA BABDFFFDB
5,CFEDCAAFC FECABEECA FFEDDBAAA AABCDEEFF AABDEFFDC AACEFFEDD ABDFFEDBA FFFEDCBAA DBBCEFFBA FFEDCCBAA FEEDBABBE AABCDEEFF AABCDDEFF AABDEFFED FFEDCBABB FFEDCCBAA FCAABEFEC FFEDCBBAA ECBABBDFF BCEFFECBA FFEDCBAAA FFECBBAAC EFEEDCBAA FFEDCBBAA AABBCDEFF AABCDDEFF AABCCDEFF AABCDEEFF AACDEFFDB FFEDCBBAA FFEDDCBAA FFEEDCBAA FFEDDCBAA CBBABCEFF AABCCDEFF ACDECABEF AABDEEEDF ABBEFFECA FFECBABBC AABCCDEFF EEFFDCAAA EFFEDBBBA
6,BBBBBDEFF DDEEEECAA FFEEDCBAA FFEDCCBAA BAABCDEFF AABCCDEFF AABCDEEFF CEFFEDCAA FFDCABBCB FFEEDCBAA FFEDCBBAA FFDCBAACD AABCDDEFF AABCDEEFF EFEEECBAA FFEDDCBAA FFEDCBBAA CCBABCEFF ABDEEEEEE AACDEEFDD AABBCDEFF AABCDEFFF FFEDDBAAA CDEEFDCBA FFEEDCBAA FFEEDCBAA EFECAAACF FEBAABDEF ABBBCDEFF AABCDEEFF AABBCDEFF AABCEFFEC FFEDCBBAA FFEDDCBAA FFEDCBAAB AABCCDEFF AABCDDEFF AABCCDEFF CEFEEDCAA FFEDCCBAA BAABCDEFF ABCCDEFEE
7,FFEEDCBAA DCBAABDFF AABCDEEFF CDFFEBAAC AABCEFFED AABCDEEFF EEFFECBAA FFEDCBBAB BCEEFFDAA AABCDFFEC DBAABDEFF ABBBCDEFF DEFFECBAA FFEEDCBAA EFFEDCBAA FFEDCBBAA AABBCDEFF ABABCDEFF DEFFECBAA AABCDEEFF AAABCEEFF AACEFFEDB FFEECBAAA FFEDDBAAA EFFEDCBAA FFFEDCBAA BAABCDEFF AABCDEEEF AABCDDEFF AACEFEEDC FFEEDCBAA EFFEDBBAA BAABDFFED FFEDDCAAB EFEEDDBAA AABBCDEFF ABDFFEDCB FFDBDECBA FFECBAABC FFEEDCBAA FFEDCCBAA CBABCDEFF
8,AABCDEEFF AABDEEEEE FFBAABEDC FEDDDECAA FFEDCCBAA FFEEDCBAA FFEDCBBAA FDBAABCEF AABCDEFFC BAABCDEFF EEFEEDBAA FFEDCCBAA FFEDCCBAA FFEDCBBBB AABBCDEFF AABCDDEFF AABBCDEFF AABCDDEFF FFEEDCBAA AABCCDEFF AABBCDEFF AABBCDEFF FFEEDCBAA ECBACFFDA FFEDDCBAA FFEDCBBAA AABBCDEFF DFFEDCBAA FFEEDCBAA FFEDCCBAA FFEDCCBAA DCBABBDEF AABCDDEFF AABCDDEFF AABBCDEFF FDCCBAADF FFEDCBBAA FFDBBCDBB AABBCEEFF AABBCEEFF AABCDEFEE FFEEDCBAA
9,FFEEDBBAA FFDBBBBCC AABBCDEFF AABCDEEFF FFEDDCBAA FFEDCCBAA BAABCDFFF AABCDDEFF AABCDDEFF AACEFFEDB FFEEDCBAA FFEDCCBAA FFEDCBBAA AABBDEEFF AABCDEEEF AABCDEEFF AABDEFFEC FFEEDCBAA FFEDCBBAA AABCDDEFF AABBDEFFE DBAABCEFF AABCDEEFF FFEEDCBAA FFEEDBBAA FFDBABBCD AABBCDEFF AABCDEEFF DEFEDCBAA AABCCEEFF AABCDFFED FFEDCCBAA FEBAABCDF FFEDCCBAA FFEDDCBAA FFEDDCBAA AABBCDEFF AABCCDEFF AABBCDEFF AABCEFFED FFEEDCBAA FFEECBBAA
