,0
0,HGEDBABGEFC DEHGDBABFEC HGGFFEDCBBA HHGFEDCBBAA AABCCDEFGHH AABCDFGHHGE BBBBCDEFGHH AABCDEEFGHH AABCCDFFGHH AABCDEEFGHH AABBCEFGHHG HHGFEDCBBBA HHGGFECBAAB HGGFFEDCBAA HHGGFEDBBAA AABCDDEGGGH AABCDEEFGHH AABCEFGGFGH GGGEEFFFCAA HHGFEEDCBAA HHGFEDCBBAA HHGFEEDCBAA HHFECBBBBDF AABCDEEFGHH ABBCCCDFHHH AEEFHHFCAAD ABCDDCCEGHH AABCEDEFGHH DDFGHHFDBAA HHGFFEDBBAA HFDBAABDEGH ABBBCDFGGHH EFHHGFDCBAA AABCDFGHGGF AABBCEFGHGG AABCDEFGGGH ABBBCDFFGHH ABEFGHGFDBA HHGFEDCCBAA HGHGFDCBAAA HHGFEDDDCAA HHGFECCBBBA
1,DDEDBABDFHH HHGFDCBABCE AABCDEFGGHH HHGGFEDCBAA HHGGFDCCBAA HHGECCCBBBC ABBBCDEFGHH AABCDEEFGHH BBBBBCEFGHH AABDEFGGGGF CBBBBCDEGHH EFGGHGEBAAA AABBDEFHHGF GGGGGECBBAA HHGEEDDCBAA EGGHGFECBAA HHFECBAABEG HHGGFEDCBAA HHGFFEDCBAA AABDEEEEFHH BBBCCCCEGHH AABBDEFGGHG HHGGEDCBBAA ABBBCCEFGHH AACCDDEFGHH CDEGHHGECAA AABBDEFFGHH HGGFEDCCBAA HHGFEDDCBAA HHGFEEDCBAA ACBCCDDEGHH AABCCDEFGHH AABCCEFGGHH HHGFEDCCBAA BBBCCCDFGHH ABFHGECCDFH ABBCDFGHHFD HHGFEDCCBAA HHGFFEDBBAA AABBCDEFGHH HHGFEEDCBAA CBBBBCEFGHH
2,ABBCCDEFGHH AABCDEFGGHH AABDFGGGGED GGGGFFEDBAA HHGFEEDBBAA HHGFEDCCBAA HGGGFEDCBAA HHGFFECBBAA HHGFEDCCBAA HHGFFDCBAAB HHGEEDDBBAB AABBCDEFGHH AABCDEEFGHH AABDFGGFEEG AABCCDEFGHH AABCDDEFGHH AACCDEGHHFE GCCCABDCFHH AABBDEFGGHH AACEEEEFGGH HGFGGCBBABE BGHGFEDBBAB FBDEFGGFFDA GGGGFEDCBAA HHGFEEDCBAA HGGGFEDCBAA HHGFFDCCBAA ABCDCCDFGHH ABBBCDEFGHH BEECBBCEFGH HHGGFDCBBAA HHGFEEDCBAA HGCAAACGGFE HHGFEDCBBBA CBBBBCDFGHH HHGGFDCBBAB HGFGGECBAAB ABBBCDEFGHH AABBCDFFGHH AABCDEFGGGH AABCCDFGGHH AABDFGGGFFF
3,HHHGDDCBBAC HGFBCEFDADD FGEEBBBBCFH AABCDEFFGHH HHGFEDCBBBA HHGFFEDCBAA CBABBCEGHHG HHGFEECCBAA HHGFEDCCBAA FDBAABCDGHH AABCCDEFGHH AABCDEFGGHH BDFGGGGFDAA HHGFEDDCBAA HGGGFEDCBAA HHGFEEDCBAA ABBCDDDEGHH AACEFFFFFGG AAADEFGGGGE HGDAABBDEFG AABBCEGHGGG BBBBDDDFGHH GGHGFEDBBAA CABCDDDEGHH AABDEEFFGHG AABBCEFFGHH DFGHHGECBAA HHGFFEDCBAA FDBBABCEGGH AABDEDDEGHH ABBBCDFFFHH DEGHHGEDBAA HHGFEDCBBAA FDCBABCEGHH ABABEFFFGHF GHGFFFECBAA FECBAABDFHH AABCDEEGGHH ACDFHHGFCBA HHGGFEDCBAA HHGFEDCCBBA BBABCDEFGHH
4,ABBBCCEFHHH BAABCEFGGHH AAACDEGGHGG HHGFEDBAAAE AABCDDEFGHH AABCCEFFGHH AABCDEFFGHH DFGGGGFDBAA HHGFFEDCBAA HHGFFEDCBAA HHGFEDCBBAA BDCFGGHGDBA AABCCDDFGHH EFGGGGEAABC FEABCDFHHFA GCECBABCEHH ABBBCEFFGHH HHGDBAACCEE BCCEGHHGDAA AABDEEDEGGH FFGGGGFDBAA HHGFEDCBBBA HGDABDEDEBD ABBCCDEFGHH AABCDEGGHGG DCBABCDDGHH AABCCDFGHHH AABCCDEFGHH CEFGHGFDBAA HHGFEDCBBBA HHGFDCBABCD GHGGFEDCBAA HHFDBBCEECB HHGFEDCCBAA AABCCDEFGHH AABCCDEFGHH ACEGHHGFDBA HHGFECBBBCB HHGFEDCBAAC GHHGFDCCCBA HHGGFEDCBAA BABDFGHHGDB
5,CGGFFCAACHD HHEBACFGFCA HHGFEECBAAB AABCDEFGGGH AABCEGHHGED AACEFGHGFDE ABDFHHGEDBA GGGGFEDBBAA FCCCDFHHFBA HHGFEDCCBAA HGFFDBAACDF AABCDEFGGHH AABCDEEFGHH AABCEFGGGFE HHGGEDBABBB HHGFEDDCBAA HEBAACEGGFD HHGGEDCBBBA FECBABCDFHH BCEGHHGDBBA HHGFEDCBBBB HHGFDCBBBBD GGGGFEDCBAA HHGFEDCBBAA AABCCDEFGHH AABCDEFFGHH AABCCDFFGHH AABCDEFGGGH AACDFGHHGDB HHGFEDCBBAA HHGFFEDCBAA HGGGFEDCBAA HHGFEEDCBAA ECBBABDFGHH AABCCDEFGHH ACEFFDBBDGH AABCEGGGFFH ABBDFGHHFCA HHGEDBBBBCD AABCCDFGGHH GGGGGFDBAAA GGGGGECBBBA
6,BBBBBCDFGHH EEFGGGGECAA HHGFFEDCBAA HHGFEDCCBAA BBABCDEFGHH AABCCDEFGHH AABCDEFGGHH DFGGGGEDBAA HHGECBBBCDC HHGFFEDCBAA HHGFEDCCBAA HHFEDCBBBDE AABCDEEFGHH AABCDEFGGGH GGGGFFECBAA HHGFFEDCBAA HHGFEDCCBAA DDBBABDEGHH AADEFFFFFFG AABEFFGGGEF AABBCDEFGHH AABCDEFGGGG HHGGFECBAAA CEGFGGFDDBA HHGGFEDCBAA HGGFFEDCBAA GGGFDBAACEH HGDBAABDEGH ABBBCDEFGHH AABCCEFGGHH ABBBCDEFGHH AABCEFGHGFD HHGFEDCBBAA HHGFFECBBAA HHGFEDCBBBB AABCCDEFGHH AABCDEFFGHH AABCCDEFGHH CFGGGFFECAA HHGFEDCCBAA BBBBBDEFGHH ABCDDEGGGGF
7,HHGFFEDCBAA EDCBBBBDGHH AABBDEFGGHH DEGHHGDAABD AABCDFGHGFE AABCDEFFGHH FGGGGFECBAA HHGFEDBBBBB BDEGGHGFCAA AABCDFGHHFD ECAABCEFGHH ABBBBDEGGHH EFGGGFECBAA HHGGFEDCBAA GGGGFEDCBAA HHGFEDCBBAB ABBBCDEFGHH BBBBBDEFGHH EFGHGFDCAAB AABCDEFFGHH BBABCDFGGGH AACDFGHGFDC HHGGFDCBABB HHGFEECBAAB FGHGFEDCBAA GHGGFEDCBAA BBABCDFGGHH AABCDFFFGGH AABCDEFFGHH AACFGHGFEDC HGFFFEDCBAA FGHHGECBBBA BAABCFGHGFE HHFEFFDBAAB GHGGFEECBAA AABBCDEFGHH AADGHGGFDDB HHFCCEFECBA HHGFDCBABDD GGGFFFECBAA HHGFEDCBBAA CBABBCEFGHH
8,AABCDEFGGGH AABDEFGGGGG HHEBAABEFED HGFEEFFFCAA HHGFEDDCBAA HHGGFEDCBAA HHGFEDCBBAA HGDBABBCEGH AABCDEFHHGD BBBBCDEFGHH FFGGGFEDBAA HHGFEDDCBAA HHGFEDDCBAA HHGFDCBBBBB AABBCDEFGHH AABCDEFFGHH AABCCDEFGHH AABCCEFFGHH HHGGFEDCBAA AABCDDEFGHH AABBCDEFGHH ABBBCDEFGHH HHGGFEDCBAA GECABDGHGDA HHGFFEDCBAA HHGFEDCBBBB AABBCDEFGHH FGHHGEDCBAA HHGGFEDCBAA HHGFEDCCBAA HHGGFDCCBAA FDCBBBBDFGH AABCDEFFGHH AABCDEFFGHH AABBCDEFGHH HFEDCBBBBFH HHGFEDCBBAA HGGDBBDEDBC ABBBCDFGGHH AABBCDFGGHH AABCDFFGHGG HGGGFEDCBAA
9,HHGGFECBBAA HHGDCCBBCDC AABBCDFGGHH AABCDEFFGHH HGGFEEDCBAA HHGGEDCCBAA BBABBCEGHHH AABCDEEFGHH AABCDEFFGHH AABDFGHGFEC HGGGFEDCBAA HHGFEDCCBAA HHGFEDCBBAA AABBCEFGGHH AABCDEFFFGH AABCDEFFGHH AABCEGHHGFD HGGGFEDCBAA HHGFEDCBBBB AABCDEFFGHH AABBCEFGHGF EDBBABCEGHH AABBCEFGGHH HHGGFEDCBAA HHGGFECBBAA HHFDBBBBCDE BBBBCDEFGHH AABCDEFGGHH EGHHGFDCBAA AABCDDFGGHH AABCDEGHHGF HHGFEDDCBAA HGEBBABCEFH HHGGEDCCBAA HHGFFEDBBAA HHGFFEDCBAA BABBCDEFGHH AABCDDEFGHH AABBCDEFGHH AABCEFGHGFE HGGGFEDBBAA HHGGFDCBBAA
