,0
0,FCAED DFBBC FEDBA FECBA ABCEF ABDFE ABCEF ABDEF ABCEF ABDEF ABDFF FECBA FEDAA FEDBA FEDBA ABCEF ABDEF ABEEE EDDDA FEDBA FECBA FEDBA FDBAC ABDEF ABBEF BEFBB ACBDF ABCEF CEFCA FEDBA EBACF ABCEF DFDBA ABDFE ABDFF ABDEF ABCEF AEFDA FECBA FECBA FECCA FECBA
1,CCACF FEBAC ABDEF FEDBA FECBA FDCAB ABCEF ABDEF BBCEF ABEEE BBBDF DEFBA ABDFE FFDBA FDCBA EFEBA FDAAE FEDBA FEDBA ACDDF BBBDF ABDEF FECBA ABCEF ABCEF CEFCA ABDEF FECBA FECBA FEDBA ABCDF ABCEF ABDEF FECBA ABCEF AFDBE ABDFD FECBA FEDBA ABCEF FEDBA BACEF
2,ABCEF ABDEF ACEFC EEDCA FEDBA FECBA FEDBA FEDBA FECBA FECBA FDCBA ABCEF ABDEF ABFEE ABCEF ABCEF ACDFD DBBCF ABDEF ACDEF FECAB DFDBA CDEEA FEDBA FEDBA FEDBA FECBA ACBEF ABCEF CCADF FECBA FEDBA FAAED FECBA BABEF FECBA FEDBA ABCEF ABCEF ABDEF ABCEF ABEEE
3,FECBA FBDBC EDAAF ABDEF FECBA FEDBA BABFF FEDBA FECBA DABDF ABCEF ABDEF BEFDA FECBA FEDBA FEDBA ABCDF ADEEE ABEEE FAADE ABDFE ABCEF FFDBA BBCDF ACDEF ABDEF DFEBA FEDBA DABDF ACCDF ABCEF DFECA FECBA DABDF ABEEF FEEBA DBADF ABDEF BDFDA FEDBA FECBA BACEF
4,ABCEF AADEF ABDFE FECAB ABCEF ABDEF ABDEF DFECA FEDBA FEDBA FECBA CDFEA ABCEF DEFAB DACFC DCABF ABDEF FDABD BCFEA ACDDF EEECA FECBA FACDB ABCEF ABDFE CABDF ABCEF ABCEF CEFCA FECBA FEBAC FEDBA FCADB FECBA ABCEF ABCEF BEFDA FEBAB FECAB FECCA FEDBA ABFFB
5,DECAE FBBEB FEDBA ABDEF ABEFD ACFEC AEFDA FFDBA CBEFA FECBA FEBAD ABDEF ABDEF ABEFD FECAB FECBA EABFD FECBA DBBCF BEFCA FECAA FEBAB FEDBA FECBA ABCEF ABDEF ABCEF ABDEF ACEFB FECBA FEDBA FEDBA FEDBA CABEF ABCEF BECBF ABEEE ACFFB FDBBC ABCEF EFDBA FFDBA
6,BBBEF DEEDA FEDBA FECBA BACEF ABCEF ABDEF DFECA FDABC FEDBA FECBA FDBAD ABDEF ABDEF EEEBA FEDBA FECBA CABDF ADEEE ACEED ABCEF ABDEF FEDBA CEFCA FEDBA FEDBA EEAAE FBACF ABCEF ABDEF ABCEF ABEFD FECBA FEDBA FECAB ABCEF ABDEF ABCEF DFECA FECBA BACEF ACDFE
7,FEDBA DBADF ABDEF DFEAB ABEFD ABDEF EFEBA FECBB BEFDA ABDFD CABEF ABCEF DFEBA FEDBA EFDBA FECBA ABCEF BACEF EFEBA ABDEF AACEF ACFEC FECAA FEDBA EFDBA FEDBA AACEF ABDEF ABDEF ADFEC FEDBA EFDBA AADFE FDDAA FEDBA ABCEF AEFDC FCDDA FEBAC FEDBA FECBA BACEF
8,ABDEF ACEEE FBADD FDDDA FECBA FEDBA FECBA FBACF ABDFE ABCEF EFECA FECBA FECBA FECBB ABCEF ABDEF ABCEF ABDEF FEDBA ABCEF ABCEF ABCEF FEDBA EACFB FEDBA FECBA ABCEF EFDBA FEDBA FECBA FECBA DBBCF ABDEF ABDEF ABCEF ECBAF FECBA FDBDB ABCEF ABCEF ABDFE FEDBA
9,FEDBA FCBBC ABCEF ABDEF FEDBA FECBA BACEF ABDEF ABDEF ACFFC FEDBA FECBA FECBA ABDEF ABDEF ABDEF ABEFD FEDBA FECBA ABDEF ABDFE CABDF ABDEF FEDBA FEDBA FDABD ABCEF ABDEF DFDBA ABCEF ABDFE FECBA FBACE FECBA FEDBA FEDBA ABCEF ABCEF ABCEF ABEFD FEDBA FECBA
10,FEDBA FECBA EBACF CEBAF ACEFE DABEF ABEEE ABCEF FEDBA ABDEF ABCEF ACEFC FEDBA EAADF ABDEF ABDEF FEDBA FECAA ABDEF ADFEB FECBA ECACF ABCEF ABCEF FEDBA FEDBA EBACF ABDEF BEFDA FDDBA FEEBA FEBCA ABCEF DFEBA FECBA FECBA ABCFF FEBBA FEDBA FECBA ABCEF ABDEF
11,ABDEF ADEEC FEDBA FEDBA FECBA FEDBA FDBBB ACDEE CEEEA ABCEF ABDEF FEDBA BACEF ABCEF ABDEF ACEED FECBA ABCEF ABDEF FEDBA FECBA FEDBA ABCEF ABCEF ACEED FEDBA FEDBA FEDBA FEDBA FECBA ABCDF ABCEF ABDEF FEDBA FECBA FECBA FECAB ABCEF ABDEF ABCEF ABDEF FEDBA
12,BBDFB AAFEE DCABF FECBA CDFDA FECAC ABEFE FFDAA FEDBA FECBA FDABD ABCEF BEFDA FEDBA FACCE ABCDF ACFEB ABDFE ACDFD FEDBA ABCDF BBBEF BBFFB ABCEF ABCEF EFEBA FEDBA FECBA FECAB ABDEF ABDFF BEFDA ABCEF BACEF ADFEA FECCA FBACF FEDBA FECBA FDBAE ABDEF ABCEF
