,0
0,GHCCECB CFDGDDD CBEDGGC GHFBCCB FBDEFCF
1,CBDBFGG GCDDEDD GFDDDCC FFEFFCA CCFGBDG
2,GHFBDBC FEDCDFD FFFFGAA BCCEFFE DCECDHE
3,ECFCCBH HGEDCCA HGCDCCC BBDEEGF BBFFFFE
4,BFGDEDC GFDCDBF BEECCGG BCCDEGH FFFFFAB
5,FEFDEDC CBCCEGH EFGGDBA CCBFEFF BCDDGGE
6,BEDCBGG GCDCCGD CGECCEF FFGGABB CBCGGEF
7,DCABHGG HFEDECA GEDBDEC CECDEGF ECBECFG
8,EFFECCD EDEBEBG BDDEDEG EFFGGAA CEBEECG
9,DCBFCFH GDDDDEB AGFFEEC GFGEABC BEGBFFE
10,CFDEFDC CDDDDCH BEECGCF HCBCCEE DBCEDGH
11,CFEEFDB EECCBFG BBCEEHG CBEDGEF CCDCGHD
12,DBCCEFG FDCEFBE ECDFCFE BEBEEGF ABCDFFH
13,FCEGCEC GBCDFFC BECBGEH GFGGABB BCBDDHH
14,GDFEEBC GEDGCBB CCBDGEH DCEBEEH EFFGFBA
15,EEEEECB ACGFEDE FGCDBDD DFGCCBF FCECEDD
16,FECFFDB GEBDEEC BAEEFGH BDBDDHG FFGGBBB
17,DFDFDDD FCFBCFF AECDFFG BCDBHFF HGDBBBE
18,FEDBFEE ADFEFGE DEECEEE BBDEEFH GGGFBBA
19,CCBEBHG HFEDDEA GDCDBDF EDCBGCG CBGDEFE
20,CCCGEFD GDDCCDF BBDDDGH BBDEGFG BBDDDHH
21,EEFGDCC HECCECC BDAEGFH CFACEGF HHBBCCD
22,EFDGBCE CFEECDE GFCCECC BBEDDGH HHCCCBC
23,BHEBDEF BFDEECG DBEDDEH BEBDDGG BBFDCGG
24,CBFEFED AEFFFFD FDEDDFB CFGFDBC CEECBGF
25,EGGFDBA AGEEEED GGFDCCB ECCCFHD EFDBFCG
26,ECGEFCB DDCEDEF ECFGFEA DBCEFEG BCDCFGE
27,FFEGCCB DEEFFDB HCGDDBB CCFFDDG DBDCFEG
28,FEDEDDE ACGGFED HFDCBDD BGEBFEE BCFFFED
29,HBCEDDE AEFDDFG CFFDBEF DDFFEFA BDBEFGE
