,0
0,GEDEGAC FBBGGDC CCCCCHH DEBBGGE AGCEEGC BFEEAGF CCBCHEF HBCGCDE GHGDBBB DGGGBBC HGFBBCC GDCECGC
1,FEBDAGG BCBCGHG HGFFDAA BCFDGED FDFDADG GDGEBFA CFEEECF DDAGGDE CECBEDH GGHCBBC EDBCDGF GGDBDCC
2,CFDGGBC GAEEEEC BBCEGGG EECFDBE CDDFHCB FEEDEEB EDFGFDA BAGGGEC FFBCHDC GDEEDCC CGCDBGG CEBFECG
3,FCECAFH DDGGCCC AEHEEED HGDDFCA FFGECDA HFGDDBB BFHEEBC DBBEGEG BBCGCGF ADFEFCG DEADCGG FDDECFC
4,BAFEEFG DFBGCFD GFBEFEA FGCEGBB GDACDDH FCAFFEF DBGCCEG FBGBDCG AFBEGEF CBDFDDH FECBDDH FEFGGAA
5,CEHCBFD EBEFFBF GGCFBCC ACCGCGF ADFCDGG CDADHFF GGGFBBB EDGBEEC DBCBEGH BFCFEGC BBGDDGF CBDCFFH
6,DACFGEG CBGBDEH GEFFGBA CECHDBF BDEHGDA EAGGEEB HDBBDGD FCHEECB DEFBDGD AAFFGEF EFDCDED CGBCFFC
7,GEFGBBB ABBEGGF FEFHDAA GGGCBDB HFFDCAE FGDCFFA EBBFEGE ECEECCG EFFACEG CCEGBHC GGDDCFA AHECDDG
8,FDCFCFC GFEFACD DHHDDBB DCFGBBG DDCCBFH DCDCGEF DEFAFDF AFEFEDF GBBDGCG HHDBCBB DDEEHCB CEFDCFD
9,DFHDCBE DGGCCFB HEEEGAB DBDEFBH BEGGCBF ACDHEEE HCFCDBD ECBEHFB FEFGFCA BBCEFFH CABDFHG BABEGGF
10,CDBDHED CCGHBDC EDHEBDC FBFGEDA DDCCAGH BBFCFDG BCDEHDD CEEEFGA EBCFHDD DAGDFGD GFDBDCG BCFDCDH
11,EBCFHFA HBEFFCC GHACDDC GEGACGB CBBGFFG DGBBEFC DBDDCFH HGGEBBA CFBGFBG CHBCFFC ECGBDEE BBBEGEG
12,DHDDCFC DBCBGHF BBBGFGE FDCCDHC EHBCCEE CEHCBFE EHDEBCE GFBBBEG FCCCEHC DECGHBC DDAGEEF DBEFEHB
13,GDCDDED HHEACCC GGDFECA DBCFCDH EFEFFEA ADGFGDD BCBGFGD ACCDHGD DDFEFFA DDCCEFG BFEGDEC CCDCBHH
14,FFBCDCH CFGGFCA EDGCBFD BBECGGF DEBHCCF GEAFFFB ABDEHFE ABFFDHE EFGDCCC BEBEBGH BCGGDED FFFGGAA
15,AGEECED DGCFDFA FEDDEGA CEFFCFC EECBHED GCEGFBB HEDFACD GFEBFAE DEHEDBD EBCBEEH FFFABEE CDEEEDF
16,EDGDEFA BDGHCCC GEFDFBA FDBCCEH BFDGGEA ECBADGH DADEFEH BECCHFE GDBBCEG ABFGGEC GCBBGGC HGGDBAC
17,BDHCFCD DHBDCED FFHFCCA CGFGDAE EAGCFDF ABEHECF CBDDHFD DACGEFG BEGFBCG GGBDCDC FGEEFCA FFCECGB
18,CHDFBDD DBBGDFF CEFFDAG BEHCEBE DGEGGAC DDBDGEF BDCEEGF BEEDGDC BGBBFEG CCCDFHC EEBFECG HHCCBCC
19,DGGFBCC DEDBAFH HGCCCDB FFFAFBD EFGFECA GGDBEEB BDHDCCG BFBGGED GCCFBCG GDADDGE BDDACHG CCECEFG
20,CEFECDF BFGBGCE GDFEBFB BFGBCFD BFECDGC BDDFCCH GCCBCGG DCDBDFH ACEECGG DEDDBCH CAECDHH BDCCCGH
21,EDCDFCG FGHDDBA FECEGDA GBBGFDC HDCEBCE CEFGFCC ADCHDEE ABECFEH GABEDEG DBHDDGC FFGGFAA FBBEEGD
22,DDDBHDD EGFBEBC BDCBCHG CHDCBFF CBGCFGC GFEGBAD CEAGFEE BEEBFEG CCEGEFB ACCDFGG DFFGFAA EBFBEHB
23,BBBGHED EBBFFDG CDDBCFH GCDBDFE FCCAGEG CEGCAFF FEDBBGF BGEDBDH HACDCEG ABDFGFF DCBBBGH FCCCBHG
24,BEFCBFH BGBEFDE EDEDDBG FBFDFBG GCEHDDA CGDFBBG CGCDDEE HGBFBDD EFEFEEA HFCCBDE ABGDEGF BDECBFH
25,DBDEEHC GFFCDFA DBDBCGH FCBDCEG EDEFDEC HCCFEBE CHCCGBE CEBBEHF BFEDBEH DDGGBDB GDBFFBF CCBEHFC
26,GCCCBGG GFCDHAD DBEEGBF DCDCGGC DDEDBFG BFDBBHF BFFCBGG EGCBGED DADEDEH GBBDFEF BCFFDBG DADDEHF
27,EDFFDCC GGGDBBC DCBBGGG DEFAFGC FHDDEAC HFFABED HFDDEDA FDEFDBD AEFGGEB EBGADFG EEGBBED DBDCFFF
28,GECCGDB HDBCECC EFGFEAB AEBHGDD HCECFEA HEEDDBB GECCECE GFFDACD GHDCCCB GGBECDB CBDECEH AFFGDEC
29,FHFBCBE BBHCDEE BECEDDH BFGEAEF BADFFEH BBFEECH GGCADCG DFDHDCB CHFBEED EEEGHAA DCDFGCE ADDGGDD
