,0
0,FDDFBCCAB ECBBBBBFF DEBDFDAEB DDBBDEADE BCCEEEEAC EDEEEEAAA CEEBABFEB BBCFCDCFC
1,ECCADFCDC AFDEDDCBB ACCCCBEDF ABEEDECDB BEECCDDDB FBBCDCBCF FFECBBCBB BDCFFBBBC
2,DEDFCDCAC BCBBBBFFF DCDDBCBDE FDADDDBDB EEFFEBAAB BBAEEAFED DCDBBBEFE BCDBCCEBF
3,ECDADFBBE AAABFFEED FECECACCC EFDECDBAA BEFCBBDBE BCCBBEDEE BDDECEDCB ADDECECEC
4,BAFCEECCC DFEEBBCCA EDDEDAEBA BBEEABEDE BBBBBDFEF ABEAEBFEE BADCBFEEC DDEDDEFAA
5,BEFAEDCBC FDEDDCBBB ABDBCDCFF ACDCCAFEE FFFDBBBBA CCBCBADFF ADDCEBDCE ACBCBDDFF
6,CADEEEBCD AADEEEFDB BCCDADAEF FDACAEDDB FBABECDDF BBAEEDDFD AAEDDEDEB BBAEEBEFD
7,FEEEABBCC FFDCCDDAA EEDBBBECB DAEDECBEA DBBEDDEBD CBEDEDADE BBDCDCFEC CCBBFCDCE
8,EBCDECDCC DCDCFDCBB CCECBECDC ABEDCDDDE CCACCDCFE BACFBCFDE FFCBBBCCC DCBCDDCEC
9,BDDBACDEE ABAFEEFDD CBDECFBDD EBDACEECD FDECCCDAB EEBDDDECA ABDEDFDBC DEEAABEED
10,BCAFDCBDF FDEBDDBBB DBFDCAFDB ABEBDECEF ACCEEBCED FFDBBBCBB CBEEFDCBB BBCCDFBCF
11,CBCEEAECE FEDDDACBB EECBEBCBC EDECEADDB CABCBFFDE CCACDCFBE BFBDEBCCD ACCBBBFEF
12,CECCEBDDB BCBBBEEFE DCBBECDFC ADDCEDBDD DEBBBCEEB BCFEBDBFB DCEFCCBBC BABDCEEFC
13,ECBCBCFEC BEEFDCEBA BBBDBFEED DBABEEEDD ABCDEBEFE DECCCDEEA DBCDDFADC BABDDDBFF
14,EDADBFBDD FDACDEADC CCEEFFBBB BBBFCDEEB ABCEECBEF CEDCEFABB BCBBDECDF DDCDEEFAA
15,AFEBDDCDC EFBDCBDDA DEFBECBBA EEDEADEBA FCDBACEEC DBCDDFCBC CABCDFEDB BCEBDCDDD
16,DDCDEABDF FEEDBCCBA EBCADFBDD DDBDCABEF BABDBEEFE BCBFDADDF ABDEDBFDD DEDFEEAAB
17,BDFCCCCFB EFEDDEBAA CEDEADDBE DCDABFFBE BACDDCECF BCDBEEDAE EDCBBBEFB FFCCCBCCB
18,CFEBCDCAE CDDBDDEAE BDCCBCCEF ECCCCAFDE BDAFDEBEC CCACECDEE BCBDFBDCC EEEFEBAAB
19,BEFAABEED ABFFDDCDC EEBDCCBBF FFBEDBCCA BCEABDDEE EDDEBBDBE FBADEDCEC AEEBCDBEE
20,BCEACDCFE EDEDCCBDA BECCDCBEE CFDACCDBF CBABCDFEE BCEACDCFF CCCBAFDCF ACDBDBCEF
21,DCCCBEDED FDBECCDDA EACEDBFCC CCCBEFECB ABCDCCDEF CDFEACCCE BBFBEBCCE FCADBCCDC
22,CDAFDCDEB CBBBDCBFF CFCCCEBBD ACBFEFDAD DCDEEDBDB CCEBDDFEB BCCEEFACC FDCCBCBDB
23,CBDFEDCBA DACCDCCDF ECBDDEECA CEEBDDACD DCBAECCFE ABFFACCCF ABDFEEDCB ACEECDAEF
24,AECBDFCEB FDDCCDABE DCDDBEDAE EECBEBCAE CEDBDDFCA CBCDEEEDA FDCADDACE DEEACCBCF
25,DBECFCDBB DEBCBBADF ECBDDECCC FFDDBBDBC DFBECEBDA CEEADBBBF CDEDBBECD ECEBBBEEB
26,FACADEEDB FCDBBDCBD BBDBECEEC BACCECBFE DEECEFAAA DDCCAEBDF EBAEDECDD CADCACEFE
27,CCCECBDED CBCDBBDFF CDBCECEEB EDCFEBACC FEDDDBBAB DACBEDFEB CBCADDEEE BCCDBDDFD
28,FCAECBFCC DDDDDEEAB BCDFDCEAC EECFCDBBA FBCBBDEDE BDDEFBDCB EEBDCABBE BBFBDEDCC
29,EFCBBDBCE BCDADCDBF BEEBCEBAF DCFAAECBF EDAABDEFE DAACFECED EEEFCBBBB CBABDCFDD
