,0
0,DCBBA CBBAD CBDAB CACBD BBDCA CCDAA CCACC ACCBC
1,CBBCB CCCBA ABCCD ADCCB BBBDB CBBBC DCABB BCDBB
2,CDCBA BABCD CCABC DBBBB CDCAA ABCCC CBBCC BCBCC
3,CCBCC AADDC DBBBB DCCBA BCBCB BBACD BCCCB ACCCC
4,ACCCB DCBBA DCBCA ACADC ABBDD ABCCC ABBDC CCCDA
5,BCCCB DCBBB ABBBD ACBCD DDAAA BBBBD BBCBC ABBCD
6,ACCBC ACCDB BCABD DBBCB CACBC BADBD ACCCC AADCC
7,DDAAB DCBCA DCBCA BCCBB BCCCB BCCAC ACCCC BADBC
8,CCCCB CCDBA BDACC ACBCC BBCCD ACBCC DBBBB CBCBC
9,BCACC ABDDB BCBCC BBADC DCBCA DBCCA ACDCB CCACC
10,BBCBD DCBBB BDBCB ACCCD ABDBC DCABB ACDCA BBCCD
11,BBCBC DCBAB CBCAB CBCAB ABBDC BABDC CADBC BBADD
12,CBBBB BBADD CACBC BCDAC CBADB BDBBC CCCBB ABBDD
13,CBBCC CDCCA ABBDC BACDC ABCBD CBCCB BBDBC ABCBD
14,DABCC DBCAC BCDBA BBCDC ABCBD BCCBB BBBCD CCCDA
15,CCCBB DBBBB CDCBA CCBCA DBACC BBDCB AACDB BCBCC
16,BCCAD DCBBA CACCC CBBAD ABBCD BBCBD ACCCC CDDAA
17,BCCBC DCCBA CCACC BBBDC ABCCD BBDBC CABCC DBBBB
18,CCBBB BCCCB BCBBD CBBCC BCCBC BACCD BBDCB CDCAA
19,CCBCC ADCCB CBBBC DBCBB BBBCD CCABC CACBC BCBBD
20,BBACD CDBBB BBCBC CCBBC BABDD BBBBD BBACC ABBBD
21,BBCCC DBCCA BBBCB BBBDB ACBCD BDABC ACCBC DABBB
22,BBCCB BBBBD CBCBB BBCCB CCCBB BCBCC BCDBC DBBBB
23,BDDCA BBBBD CBCCB CCCAC BABCD ADABD ACDCB ACBAD
24,BBCCB CCBBB BCBDB CBCBB CBCDA BCCCB DBBBC CCBAD
25,BCDCA CBBAD CBBBC DCABB DBCBA CBCAC BDACB CCACB
26,CACDB DCBCB BBDCC ABCBD CCCBA CBACD BBCBC ACACD
27,BCACC BBBCD BBCCB CCCAB DCCAA ABCDB BABDC BCBCD
28,CBCCB CCDCA BCCCA DCCBA CABCC BCDBB DBBAC ACCCB
29,DBBBC BBBCD BCBBC CCACC CABDD BADCC DDCAA BACDC
