,0
0,DCBBB AACCD BCBCC BCCBB DBBCA CACBC
1,BBBBD DCABB CADCB BCBCC CCCBA BBDBB
2,CCCAB ACCCC BDBCB DDAAA BBCCB BBBCC
3,CBCCA CDCBA DDCBA BBBBD ACBCC ABDCC
4,ADCBB CCCBA BADBD AACCD ABBCD CCCDA
5,CCBBB DCABB ABCBD DCBBA BBCCC ABBBD
6,ACBBC DDABA BDBCB CBCCB DDBAB BABCD
7,BBACD DDBBA DBCBB BCCBC CABDC CBACC
8,CCCBA DCBBA BACBD BABDC CDDAA BCBCC
9,CACCC DCBAB CBADC CBBAC DDAAB ACCBD
10,BCBDB CBBBB AACCD BCBCC ABBCD BBBCD
11,BCBCB DCCBB ACCBC CCDCA BCCCC BBBCD
12,BBABD ADCBC CBBCB CBCBC BBBCC ABBDD
13,CBDBB DDABB BBADC ACBCD DDBAA ABBCD
14,CBCCA DCBAC ABCCC ACBDD BABCD BCCDA
15,BCCBB AABDD CCCBA CACCB DCBAC CABCC
16,CCADB DCBAB BCBAD AACCD BABDC CCDCA
17,CBBCB DCACA BBBDC ABBCD BACCC DDBAA
18,CCBBC AACDD CCBBC BCBCC BBBCD CCDBA
19,BBBBD DCBAA DDBAA BACCC BBDBC BBCBD
20,BBBCC DDBBA CCBCB AACCD ABCCC ABBBD
21,BBDCB DDBAA CBBDB ABBCD ABCCC DDAAB
22,CCBBB ABCCC ABCDB BDBBC ABBCD DDBAB
23,BDBBB AADCC BCCCB BBBDC BABCD BBDBD
24,BACCC AACDD CDBCA CCDBA CCCAB BCBBC
25,CDCBA AADCD CDBBA CBBAD BACDB CCBBC
26,BBDBB BCBBC BACCD DDCAA ABCBC BACBD
27,CCBCA ABCCC DCCBB DCBBA BDBAC CABBD
28,CBCBB BABDD CCCBA CBCCA DABCB ABCDC
29,DABCC AACDC ACCBC CACDB CCCCA ACADC
