,0
0,FFEACB EFFAAC FFDAAD FEDBCB BDEEFA BAAFDE ECCFBB ACFFDB ACEFBC EDCEFA ACEDBE CAAEFD DBBFAE AEFCAD FEBAAD FCABCD ADFFAD ABDBFE ABCFBE FCBDAE EEEDFA DBABFC EFEABC DBCFBC ABCBDF
1,DFEBAD BAAEDF CDDFAE ACEFEC FEDDCA FFEBCA CAAFED BEFBFB DDCAFD CBAAFE FCBAFD DCCFDA BBBFAF BDEEAF EDDFAC FECBBB BCEFAE ACDAEF CDDDFA EDCBAF EEDDAF ABDFAE FEEFDA BDEAFB ABCFBF
2,BBCFCC FEDAEB FDBABE ADFEFA CDDAFB FCBECB CEECAF DDDEAF CBBFAF DFFCCA EBAEAE ACEFAC DCBADF EEEFBA CBABEF DEEAFA EEDFCA EFFCBB FCADAE BEEAFB AEFEBC CAAEDE DCCFAE DDCAFD FECBDB
3,FDBAFB CAAEAF CBBCAF ACEDAF AABEFE BDEFAC FEEDBA EFEDDA BEFAFB ECCFBB FEDAFB DEFEAC ABDDEE BEFACD CDDAAF ADEEAF CBBBAF EBAFAE ACECFD CDDAFD EDDFAE AABEFE CEEABE CBCFBB FDBAEC
4,CBBADF ABDFAF CCCFAF CBBFAE CFFBAD DEFFDA CFFCAC DEFFAC EFFBAC ABCBBF EEEBAE FECAAE EBABFB CBAAFF ECBAFC ACDBBF ACEFDB FFEAAC EBACCF CBBABF FEECEA BCCAFF BBBAFF FFEABB ABDEFD
5,BABDFC BBCFBD DEDAFD EDDDAF EDCFAD ECBFAE ABCDAF DAAEFD AABEFD ABCCFD EDEFAA DFFAEB ACEDFB FDBCBC EBBEFA DDDAFA EEEAFA AABDFE ACDFAF BCEFBB BCDAFE ABCFCE CEEAFD BCDFAF EDCDAF
6,ECBAAF BEFCAE DCBAFB ABBBBF FCADFB FFEBDA BBCFAF FDBADD AABEBF FEEECA ECBAFE FDCFCA FFDBCA BBCFEB DBAAFE BEFFAD BEEBFA CBCFDB BBCAEF AEFBCD ECCFFA ECCFAE BEFFDA EEEFEA ADFDFB
7,DEEAED FDBAFB ADFDDD FEDEEA DDCAAF FEDAEA DEECFA DCBBFA FFEBFA DDDAAF DCDFAB BDFFDA FECBAE ECBBFA CEEAED ECBBAF EBBFFA ABDDDE CAABEF EBBEFA EEEFBA EDCDFA ACEFEB CCBCAF ECBCAF
8,CFFABC FCBFEB CFFACC FCADBE BBBFFB EFEADB CCBACF ECBCAF EBBFAE AABBFF CDDAAF ADEAFC CDDDFA BDDAFC ACEECD EDBAFD FECABC DEECAF FEEFAA ADFECB AEFAED CFFCDA ABCDFC CCCFAE ADFEFB
9,ACDBFB DDCAFD ADFBFB BBCFFA FECBCB FFEABB FCAACE CDDBAF ABBDFD FDBABE BABEAF FDBAFB FDBAEC BDEEAF FFEAAD CEFFAB DEDAFC FEEEAA CAADAF BCCAFE FDBABE BBBCFB ECAAAF CDEAFA ECAADF
10,ECBFEA EFEAEA CAADDF FCADCC EBADFD EBAFCD CDCACF FEEEDA DFFDAC BAACDF BAACEF ACECAF BABFAF BEFDAB BBCFFA EDDDFA EDCAAF BEFAEB EBAAFC CCDFAB EFFBDA BCDEAF ABCBDF ABCAFE ABEEBE
11,FDBBAF DEFEDA FCACCD EFEDAC EEEFAA FDBCFA DDDBFA BCDFFA FCADBD FCACAD CEFFEA EDDFBA EDCAFA DBAAFD FFEABC EDDFEA BCEFAE EECAAF BCDFAC BDFEFA EBACFC ACEFBE EBAFBD EEDAED FDBCAD
12,ADFFCB ECBFAC FCAEFB ABDFFB CCBCAF BBDFEA FDBEBB CBCEFA CDEFAC ABDFBE CBBEFA DBAFBE BEFEBB EBAEAF FDCFAB BAACDF EEDAAE ACEFEB BDEBAF DFFABC DCCEAF ECADAF EBABCF CCDFFA ABCCAF
13,FDBECB ECBAFA EEEEDA ACEEDD FFEEAB FEDDCA FCADAD ECAABF BEFEEA EEDBFA ABDCFD EFEAFA CBBEAF EDCEFA ABCFDE BDFFBB BCCAFD DEEDFA BEFACD ACCAFD AABFBE EDBAFA DBADAF AABEFE FCACAD
14,EEEFAA DCCBAF BABFCE FFECDA DAAEFC AABFFD ADEAFE ADEBFB CCDEAF FCBEAF DFFBAE EDEFDA AABDFF CFFDAB ABCBFF DBBEFB BAAFCF ACEEAE ACEFAF CAAEBF ACDAEF ECCFAD BAABEF FFEABB FEBACD
15,ABCFAE ABCEFC BDEFAE DDDFDA EEECFA EDCDFA BBBDAF ABDFEB FDCEFA CFFBDB DEEADD FFDCAC FECBAD EBABFC EDCEFA DEEBAF ADEAFD DEECAF FEDAFB ABCAEF EEEDFA BBCAFC EBAFEC DCCFAF DCCCFA
16,DDCBFA EDDFBA ABBCBF FDBBBC EFEAFB EFFCAB EEDBAE ABCCBF ACEEBE EEEDFA FDCEFA ABCCFE DEDAED DCCAFE ADFEBD AEFEBC FEDDDA DBAAFF AABCFE FEEEBA FECCBB ADFEFB FDCCFA CCCADF FCBFBC
17,ACDAFE ADFBDD BCEFAC EBAFCC ACDAFC FECEEA ABDFBD FECAAE ECBAFB CEEAAF ABBACF FDBBAE BEEAED BEFCEA ECABAF BBBEAF ACEBFC ECAAEE EEEEAD BCDBFA DDEFAA EEEFAB DEFECA FCBEFA ACDAFE
18,BBDFAE CAAEEE CDDAAF DBACFC AACFFC EDCAAF BBCDFB EEDAED BBCFAF DFFBAD EDDFEA FECAFB CBCFFA FCBBFB BBBFEC DEFFAC BBDFAC ACEAFD CBBFDC CCDFAB CDDDAF BCCACF EEEFAB BAACFE DEFFCA
19,ABCEAF BCCAFB CEFFCA BABBFF EFFDAB CDDEFA DDEDFA CEFDAE ACDABF DEEFAB CFFCFA EDEFFA AABCFF ABDCAF ADEEAF CEFEBB FECADB FCACAF FFEDAA FBAFEB CCDFFA AABEFE DAADDE ABDFAF BEFCFA
20,BBBDAF ABCEAF ACDEFB AEFACD FCACFB ECCFAB BCDEFA DBBEFA ADECFC BCDDFA BABFED ECBADF FEDBFA CAAFAF CEEAFB ABBBEF AABEFE CAAFBE CBBFAE CBAAEF EBAAFE AABCFE ACEFEC AAACFF CCDDFA
21,FDCEAE BDDAFD CCCEFA FFDBCA CFFABC EFFEBA FDBBAE EEDFAD FECBAC DCBFAF CAAFAF DEFEAC ACECAF FDBDAD ABDAFE ACDBAF FEDAAE BBBAFE CBBAFD BBDFEB EBABFE FFEBBA EEEABD DCCFBB CAACEE
22,EDDEFA CFFDAC BDFDFA DEEAFB ABDFEC AABFFD ACEFDB CBABFC BCCAFD ACEDFA DDDCAF FDBAFD BDEDAF EFFCAB ADEDFA ACDADF DAAFED FDBFDA ADFBDD ACDAFD ABDECE FFDACB EDBAFB BCEFEA CCDFBB
23,DCBDAF FFECAB FFEACA FDBADD CBBFFA BBBAFF FDBCFA CCCBFB FDBDEA ADEEAE BAADFD AABEFE FDCFCA BBBFAE ABCFBE BBBBBF FEBABD BBBBDF ACEBFE FEBBDB FDCECA BAADEF FDCBAF AABEFE CCDFCA
24,BBCFFB BAACDF ADEFBB FEBACC CDDAAF BCDCAF FCBAFC CDDCAF EDBAAF FEDEFA BCDFCB FCAABF CBCFAE ABEEED FEEEAC FBACED DBBFAE EEDDFA EFFAAC BBBFAF BAACFE ACDCFB BAAFFD BBBAFE DEEAAF
25,ECBAAF BCDFFA CEFAFB CDEFFA FDBAFB ABBBFF EFFACB EBBEAF FBAEBD EDCFAC FDBCBC FECABD BDEFBB CEEAEC DDEFCA ABCDFB ACEFFB DBAAEF BBBAFD FCADDB FECCAE CEEACE ECBFAE CEFFAB BCCBAF
26,EFEABC AABFEE EFFDAB DFFAAD EBABDF BEEAAE EBACAF ADFEFA BEFBFA EBAAFD ACDFFA AABFFD ABDEDE AABFCF ECCFDA BEFDCB ECAACF ABBBDF FDBDDB EDCAFB CAADFC EDBAEE FDBAFC DBAFDC CFFCBB
27,ECBEFA FDCEAD EBBFFA FCACAF EFEAAC ACEEBE CDDDFA BCEEFA BEFEBB EEEDAE FDCEFA ABCFCE FDBEAC CEECFA DEEADD FDBAFC ABDEFD FEEEAA EDBAFB ABDEBF BEEAFB BAAFFD FCAAFD BCDFAE AEFDFA
28,EFFBDA EEEBFA FFEAAC ADFBFB ADEAFC FFEABC ACDEAF FFDBBB FECACC BEFFDA EFEABC DFFCCA EFEAAD ADEADE FCACAE BBBFAF CDEFDA FECECA EDDFAB FDCFAB DBAADF DBACAF ABCECF FDCBFA EDDEFA
29,CCEFFA BCCAEF CBABFD ACDBFD ACEFBE CCBAFF AACEFE DAADEE CBBABF BCCACF BBBAEF BCCAAF DFFEDA ACDCAF ADFFBC FDBCCB ABDFDC ACEFAD BEFAAE EFFBAB CBBCAF DDEFAE ABDFEC FECAFB FDBFBB
