,0
0,BBBBCEF FDCACDE FFDBBBB BFEBBCC AAEFDED FFECCBA BBBCDEF ACCCDEF EEEEDAA ABDEEEE
1,EEEEDBA FDBBBCC ABDEEEE FECCBBB FECECAA DDEECCA ABBBDEF CDCBBCF ADDDDDE AEEEDCB
2,EEEEDBA FFEDAAB AADEEEE CCCEEBB BCDECEB CADDDDF BBCCDEF CFDBCBE ABBDEFF AAEEEEE
3,EEEECAA AAFEDCC FACEEDC AAADEFF FFDCBAB FEFCBAB BBBBCEF AACDEEF FBBBCCC ABDEEEE
4,EEEECAA BBBFEDD CFBDDCA BBACEFF EFEDCAA FEDCCBA BBBCDEF ADCCCDF FFCBBBB ABDEEEE
5,EEEEDBA FEEDAAB AADEEEE DCCFCBB DEECABD EDBBCEC AACDEEF BECDBBF ABBBEFF ACDEEDD
6,EEEEDBA FFBBBCC ABDEEEE FFCCBAA EFECCBA FDBCCAD BBBBCDF BDCBBDF AAEEEEE AEEEDCB
7,EEEEDBA FCBBBCD ABCEEEE FFDCBAA EFDDABA CDDEEEA CCAACDF ABCDEEF BBBBCFF DFDDCBB
8,EEEECAA AAAEEEF FFBBBBB AAADEFF AACDEEF AACDEEF AABCDEF FFECBAA AABDEFF ABDEEEE
9,AADEEED FEEEAAA ABDEEEE FECAACC CABBEEF CCEADED DDDDDDA BDDCCDF AACDEFF ABDEEEE
10,EEEECAA BBFECCC DACEEDC ABDDDEE FFDCBBA DEFDCAB BBBBCDF ABBEEEE FFBBBBC ABDEEEE
11,EEEEDBA DCEEBBC AADEEEE EDDEEAA ABBDCFF BDECCCC BDBBCEF ABCCCDF ABBCDEF ABDEEED
12,EEEECAA BBABEFF EFFCBBA BBBBBFF AACDEEF AACCEFF ABBCDEF EFFCAAB CDDEEEA ABDEEEE
13,BBBBCEF EDCADEE FFDBBBB BFDBBDD BAEECEC FCBCCCB BBBCDEF ABCCDEF EEEEDAA ABDEEEE
14,EEEEDBA DCBBBFF CDEEFAA FEEECAA AACDDFF DDEAAEE CCCDDDC ACDDDDE AABCEFF AEDEDCC
15,EEEEDAA AAEDEEE ABDEEED AAEDDEE DBCBDFB EFCBBAE BBBBCEF EEEEEAA AACDEFF ABDEEEE
16,EEEECAA AACDEEE FEBCCBB BBABEFF AABDEFF ABBCEFF BBBBCEF FEBBBBC EEFEAAB ABDEEEE
17,EEEECAA BBACFED CFFCCBA BBBBCFF CEFECBA FFDCBBA CBBBCEF AABEEEF DDDDEEA ABCDEEF
18,EEEECAA BAADEFF FFDBBBB BBABEFF AACDEEF ABBDEEF ABBCDEF FFDBBBB DDEEECA ABDEEEE
19,EEEECAA AACDEEE FDBCCCB AABEEFF BDCEECB FFEBBBB BBBCCEF ABCDEEF EEFEAAA ADEEECB
20,BBBBCEF FDCACDE FDBBBCE FEDAACC BABECEF CBDDEDD BBABDEF DDDDDEA AACDEFF ABDEEEE
21,EEEECAA AAEDEEE FACCDCC ABEDDEE FBBDEDA FDCCDDA BBBBCDF ABCDDEF FDBBCCC ABDEEEE
22,EEEEDBA FFECABB AACEEEE FEEDBAA DEFCDBA EEECDAB DDABCDF ABBCDFF AACDEFF ABEEEEE
23,EEEEDBA FFBBBCC ABDEEEE FFCCBBA FEEDBBA BCCEEEB AABCEFF BBBBBFF ABCCEFE FFEDBAA
24,EEEEDBA FCBBBCD ABDEEEE FFCCBBA BBADEFE FABCCCD BBBBCDF ACBBCDF ABDEEEE AEEEDCB
25,EEEECAA ACEDDEE DBCDDDC AACDEEE FCCBCBD EEDDCCA BBBCCEF ABCDEEF FBBCCCC ABDEEEE
26,CCCBBDF FEEDCAA ABCDDDF FDBABEE FECBCBA EBABDEE BBBBFFE ABBCEEF AACDEFF ABDEEEE
27,EEEEDBA FFBBBCC ABDEEEE FFDCBAA ACEEFCB FFCCACB BBBBCEF BDCBBBF ADDDDDD FFEDBAA
28,EEEECAA BBABEFF EFFCBBA BBABEFF AACDEEF AABDEFF ABBCDEF FFDBBBB EEEEDAA ABDEEEE
29,EEEEDBA FEABBCD ABDEEEE FFCCBBA FEEBBCB FBBECCC BBBCCDF BDCBBCF AACEEEE AEEEDCB
30,EEEEDBA FFBBBCC ABDEEEE FECCBBB DFCEDAA FDCCACD AAACEFF BBBBBEF AABCEFF AEEEDCB
31,BBBBCEF FDCACDE FFBBBBC FFDBABB DABBDEF CAAEDEE BBBBCEF ABBCDEF EFFBABB ABDEEEE
32,EEEEDBA DDCFBBB AACEEEE EDDCFAA AECCBDF DDDEEEA CACBDDF BDCBCCF AACDEFF ADDDDDD
33,EEEECAA ABEDEEE EBCDDDC AAEDEEE AABCDFF ABCDEEF DDDEEDA BBBCDEF FFBBBCC ABDEEEE
34,EEEECAA BBADEFF FFDBBBB BAADEFF DBBADDF FCCBBCD BBBBCEF ABBDEEF FFFBABB ABDEEEE
35,BBBBCEF FDCACDE FDBBBCE FFDBABC BBCEECC BBBBCFF BBBBCEF ABBCDEF FFBBBBC ABDEEEE
36,EEEECAA BBFECCC DACEEEC AADDEEF FEDCBBB EBCBEDE BBBBCEF ABCDDEF FBBCCCC ACEEEDD
37,EEEEDBA FFCCBBB ACDEEEE EEECBBB DCBDBCF DDDBBDD BBBCDEF DEDABDE AACDEFF ADDDDDD
38,EEEECAA AAEDEEE FACCCCB AADEEEE EADBDCE EEDCEBA BBBBDEF ABBCDEF EEEEDAA ABDEEEE
39,EEEECAA AACDEEE FDBCCCB BAADEFF FBBCDCD FFCCCBA BBBBCEF ABCDEEF EEFEAAA ABDEEEE
40,EEEECAA AAAEEEF FFBBBBB AAAEEFF AABDEEF ABDEEEF ABBCDEF FFDCBAB DDDEEEA ABDEEEE
41,EEEEDBA FFBBBBC ABDEEEE FFCCBBA EFDEBBA DAABEFF AADDEEE AABEEEE AABCEFF AEEEDCB
42,BBBBEFF EEDCDEA AABEEEE FECAACC CBADDFD CBBEFEA BBBCDEF FCCBBCC AACDEFF ABDEEEE
43,EEEECAA AACDEEE FDBCCBB AADDEEE AABDEEF AACDEFF DDDDEDA BBBCDEF FFBBBCC ABDDEEE
44,EEEEDBA FFBBBCC ABDEEEE FFCCBAA CEFECAA EFFCBBB BBBBDFF CCCCCCF ABBCEFF AEEEDCB
45,EEEEDBA FFDAABC AACEEEE FEEEBAA EDDEDAA FFCBBBB BBABDEF AABDEEF BBBCCEF ABBCDFF
46,BBBBCEF EDCADEE EFFCBBA ADEDDDD AABDDFE DFDCDCA BABCDEF ABCDCDF AABDEFF FEBBBBB
47,EEEECAA BEFDBBB DACEEEC AAADEFF EFECBAA FDDEBAA BBBBCDF FBABCDF FFEBBBB ABDEEEE
48,EEEECAA ACEDDEE DBCDDDC AAEDDEE FEBADCC FFECBBA BBBBCEF ABBDEEF FBBCCDD ABDEEEE
49,BBBBCEF FDCADDE FBBBBDE FFDAACC ACBDEDE AEEBCFC BBBCCEF ABCCDEF FABCDDE ABDEEEE
50,EEEECAA BBADEFF EFFBBBB BBABEFF CCBBBFF BDFEDCB BBBBCEF ABCDEEF FBBCCDD ABDEEEE
51,EEEECAA AAAEEEF FFDBBBB BBBBEFF CACEFEA BBFEEDA BBBCDEF ABCDDEF AABCEFF FFCBBBB
52,EEEECAA ACEDDEE DBCDDDC AEDCDEE FCCBBBE FEDCBBA BBBBCDF DDDDDDA AACDEFF ABDEEEE
53,EEEEDBA FFECAAB AADEEEE EDEEBBB ABBEEEE BACCDEF BBCBEDF ACBBDEF AAEEEEE ADEEDDC
54,EEEECAA BBACFED CFFCCBA BBBBCFF DFFECAA FEDDBBA BBBBCEF AABEEEF CDDDEEA ABDEEEE
55,EEEECAA BEEDDDA ABCCCFF FDCABEE FEECBAA DEDEACC CCCCCDE FCCCCCC AACDEFF ABDEEEE
56,BBBBCEF EDCACDE FFBBBBD FFDBABC AEEDEEB BBADEFD CBBBCEF ABCCDEF FEBBBCC ABDEEEE
57,EEEEDAA BBFECCC DACEEEC AAADEFF FFDCBAA FECBBCD BBBBEFF DDDDDDA AACDEFF ACEEEDD
58,EEEEDBA FFBBBBC ABDEEEE FFDCBAA EEDFBBA ABBDEEF AADDDEF AAADEEE AABCEFF AEEEDCB
59,BBBBCEF EDCADEE FFFBBBA AEEDCDD AACEEEE CCAAEFE BBBCDDF ABCCDEF EEEEDAA ABDEEEE
60,EEEECAA AAEDEEE FBBCCCB AAEDEEE AABDEFF ABCCFEF EEEEDAA ABCCDEF EBBCDDD ABDEEEE
61,EEEEDAA AAEDEEE FBBCCCB AAEDEEE ABBCEFF ABCCDFF EEEECAA EEEEECA AACDEFF ABDEEEE
62,EEEEDBA FFBBBBC ABDEEEE FEEEBAA FFECBBA FEEDAAB BBBCDEF ABCDEEF BBBBCFF AABCEFF
63,EEEECAA AAEDEEE FACCCCB AADDEEE FDCCCBB FFCBBBB BBBCDEF ABCDEEF FFBBBBC ABDEEEE
