,0
0,FFEDDCCCBAA AABDEEEEEDE DBAACEEEEEE EEEFFDBAAAA BAAABDEFFFF FECAABCDDDD AAAACEFFFEE EEFCABBCCDD FCCFECBBBBB BBBBBBCCEFF AAABCCDEFFF BBBCBBCCEFF AAABCDDEEFF DAABBCDEEFF AABCDDEEEEF
1,FFEEDDCBBAA FFEEDDDDCAA CDCAAACDEFF AABCCDEEFEF EEEEEEEDCAA FFFFECBAAAA FCDECABCDCC CBFBABBDEFF EEEECCEDAAA AAAACDDDEFF AABCDDDEEFF DBBBBBCCEFF ACDDDDDDDEE ABABCDEEFFF DEFFEDCBBAA
2,EEEFEDDCBAA FFEDCCCBBAA FFFDBBBBBBC AAABBDEEFFF EFEEEDDCBAA CCCFFDBBBBB AABBCDDEFFF AEEEBCEDABE BBCCCCCCCDF BBBBEDBBDFD ACABDDCEFEE EABCCDDBBDF AABBCDEEEFF BBBCCCCCCDF DDEEEAADDDD
3,CEEEEEDCBAA DDCCCBBBBBF FFEDCBBBBBB EFAAABDEEEE FFEEDCBBBAA ABCCCDEEEEE FFFEDCBBBAA FEFFECBBAAB FFEDCCBABBC ABBCBCCCEFF AABDEEEEEEE AABBCDDCEFF FFDBBBBBBCC AABBCDEEEFF AABDDDEEEEF
4,CEEFEEDCBAA FFEDDCCCCAA AEFFEDCCCCC BCEFDABCCCC FFEEDCBBBAA AAABDEEEEEE DEFFEDCBBAA FFEEDDCBAAA FEDEEEDBBAA BBBBBCCCEFF AAABBDEFFFE BBBBBBCDDEF EFFFFCAAABB AABBCDEEEFF AABDDDEEEEF
5,EEFEEDDCBAA FFEDCCCBBAA FFECBBBBCCC AAABCEEEFEF EFEEEEDCBAA CCFFCBBBBBB ECEDCEDADCA AACCCEEEFDD BBCCCCCEFCC DAAACDDEEFF BBCDECBBBFE ADDDBABBDEF BBBBCCCCDDF AAABCDEEFFF BCFFEDDCBBA
6,FEEEFEDBAAA FFEDDDCCCBA ABBABCDEFFF AABCCDEEFFF DEEEEEDDCBA FFFEECBAAAA DEFFECDCAAA FFECCCCDCAA CCDDDEBAEEE BBBBBCCDDDF AAABCDEEFFF DBBBBBBDEFF AAAADEEEEEE ABABCDEEFFF DEFFEDCBBAA
7,EDDEFEDBBAA FFEEDDDCBAA CCAAACDEFFF AABCCDEEFFF EEEEEEDCBAA FFEEDCBBBBA DEEFDCCDDAA CCFBABBDEFF DDEEEEEEDAA EEEEEBAABED BBBBBBCDEFF AABCCCCDEFF AABBCDDEEFF ACDDDDDDDDD EEFFEDCBBAA
8,CEEFEEDCBAA FFEDDDCDCBA ACCCDEEEEEE FFFFCBBBBBB FFEEDCBBBAA AACDDDEEEEE AAABCDDEFFF AABBCCDEEFF AAABCDDDEFF BAABBCDEFFF AABBCCDEFFE FFEEDCBAABB AAABCDDEEFF EFFFFDAAAAB AABCDDEEEEF
9,AAABBDEFFFF FFEDCCCBBAA FFFECBBBBBB AABCDDEEEEE EFEEEEDCBAA FDBAABDEEEE EDDAADDBBDF AABCCCDEDCF DFAACEEEDDC BCCCCBBCECF FFFFEBABBBB DBBBBBBCDFF AAABCDDEEFF AABBCDEEEFF ABCDDDEEDFA
