,0
0,BBBBBBDFF FECBACDEE FFFBBBBBB AFFEBBCCC AABFFDEED FFFDCDBAA BBBBCDDEF ABCCDDDEF DEEEEFAAA AACDEEEEE
1,EEEEEDDAA FFBCBBBCC ABCDEEEEE FFDCCCBBB FEDCEEAAA DDEEEBFAA ABBBBCEFF BDECAABDF ADDDDDDDE AEEDEDCCB
2,EEEEEDCAA FFEEDAAAB AABEEEEEE DCCCEFBBB BCDDEEBFA CABDDDDDF BBCBCDEEF CFECBBCBF AABCCDEFF AACEEEEEE
3,EEEEEEBAA AADFEDCCC FAADEEEDB AAABDEFFF FFECCBABB FEFECBAAB BBBBBCDFF AABCDEEEF FDBBBCCCC AACDEEEEE
4,EEEEEEBAA BBACFEDDD CFEBDDDBA BBAACEFFF EFFEDCBAA FEDDCDBAA BBBBCCDEF ADDCCBDDF FFFBBBBBB AACDEEEEE
5,EEEEEDCAA FEEFCAABB AACEEEEEE DDCCFCBBB EECECBADD EEBBBCCFC BABCDDEEF BCFBDBBCF AABBBEFFF ACDDEEEDD
6,EEEEEDDAA FFCBBBBCC AACDEEEEE FFECCBBAA EFEECCCAA FFBBCCABD BBBBBCCEF BCDCBBCEF AACEEEEEE AEEDEDCBB
7,EEEEEDDAA FFABBBCCD AABDEEEEE FFFCCBBAA EFEDEABBA CCDDEEEDA CDDAACDEF AACDEEEEF BBBBBCEFF CFDCDCCBB
8,EEEEEEBAA AAABEEEEF FFDBBBBBB AAABDEFFF AABCDEEFF AABCDEEEF AABBCCEFF FFFDCBAAA AABCCEFFF AACDEEEEE
9,AABEEEEED FFEEEBAAA ABCDEEEEE FFDCAABCC CBACADEFF CCEEACEDD DDDDDDDDA ACDDCCCDF AABCDEEFF AACDEEEEE
10,EEEEEEBAA BAEFECCCC DAADEEEDC AACDDDEEE FFEDCCBAA DEFFCCAAB BBBBBCCEF ABBBEEEEF FFDBBBBBC AACDEEEEE
11,EEEEEDCAA DDCFEBBBC AABEEEEEE EDDDDFAAA AACBDDDFF BBFCCCCCC BDDABCEEF ABBDCBDDF ABBBCCDFF AACDEEEED
12,EEEEEEBAA BBBABDFFF EEFFCBBBA BBBBBAEFF AABCDEEFF AABCCEFFF ABBBCDEFF EFFECBAAB CDDDEEEDA AACDEEEEE
13,BBBBBBDFF EECBACDEE FFFBBBBBB AFEDBBCDD AACEFCDFC FDCBCCCBB BBBBCDEFF ABBCCDEEF DEEEEFAAA AACDEEEEE
14,EEEEEDDAA DCBBBAEFF CDDEEFBAA FEEEEDAAA AABCDDEFF DDEEAADEE CCCCDDDDB ACDDDDDDE AABCCEFFF ADEDEDCCC
15,EEEEEEBAA AACEDEEEE AACEEEEED AACEDDEEE DBCCBBFEB EFDCBBABE BBBBBCCFF EEEEEECAA AABCDEEFF AACDEEEEE
16,EEEEEEBAA AAAEDEEEE FFBBCCCBB BBBABEFFF AABCDEEFF AABCDDEFF BBBBBCDFF FFCBBBBCC EEEFEAAAB AACDEEEEE
17,EEEEEEBAA BBAACFFED CEFFCCBBA BBBBBBFFF BEFFECCAA FFEDCBBAA CBABBBEFF AABCEEEEF DDDDDEEDA AACCDEEEF
18,EEEEEEBAA BBAADEFFF FFFBBBBBB BBBABDFFF AABCDEEFF ABBCDEEEF AABBCDEFF FFECBBBBB DDDEEEEAA AACDEEEEE
19,EEEEEEBAA AAAEDEEEE FFBBCCCBB AAABEEEFF CDCCEFDCB FFFDBBCBB BBBBCCDFF AABCDDEFF EEEFEAAAA ABEEEEDCB
20,BBBBBBDFF FEDBACDDE FFBBBBBCE FFECAABCC CABCEDDEF CBBDCFBDD BBBABDDEF DDDDDDECA AABCDEEFF AACDEEEEE
21,EEEEEEBAA AACEDDEEE FBBCCCCCB AAEEDDEEE FCBBDEEBA FDCCCDFBA BBBBCCDFF AABCDDEFF FFBBBBCCC AACDEEEEE
22,EEEEEDDAA FFEECAABB AABCEEEEE FFEEEBAAA DEFEDCDAA EEEDDDAAB DDBABCDEF AABBCDEFF AABCDEEFF AAEEEEEEE
23,EEEEEDDAA FFCBBBBCC ABCDEEEEE FFECCBBAA FEEEDCABA BBCCEEEEA AAABCEFFF BBBBBBDFF AACCCEFEE FFEDDCBAA
24,EEEEEDDAA FFACBBCCD AACDEEEEE FFDCCCBAA BDABDDEFE FCBBCCCDD BBBBBCCEF ACCBBCCEF AADDEEEEE AEEDEDCCB
25,EEEEEEBAA AAEEDDEEE FABDDDDDC AAAEDDEEE FDCCBBAEC EEEDDDEAA BBBBCCDEF AABCDDEFF FCBBBCCCC AACDEEEEE
26,CCCCBBBFF FFEDDCBAA ABCDDDDDF FECBAADEE FFDCBBCBA EBBAAEDFE BBBBBEFFE AABBCDEFF AABCDEEFF AACDEEEEE
27,EEEEEDCAA FFCBBBBCC AACDEEEEE FFECCBBAA ABDEEEECB FFECCABDB BBBBBCDFF BDECBBBDF ADDDDDDDD FFEDDCBAA
28,EEEEEEBAA BBBABDFFF EEFFCBBBA BBBABDFFF AABCDEEEF AABCDEEFF ABBBCCDFF FFECBBBBB EEEEEEAAA AACDEEEEE
29,EEEEEDDAA FFBBBBCCD AACDEEEEE FFECCBBAA FDFDBBBCB FCBBFCCCC BBBBCCCEF BCDCBBCDF AAAEEEEEE AEEDEDCBB
30,EEEEEDDAA FFCBBBBCC AACDEEEEE FFDCCCBBA DFEDEEAAA FFCCCAADD AAABCEFFF BBBBBBBFF AABCCEFFF AEEDEDDCB
31,BBBBBBDFF FECBACDEE FFDBBBBBD FFEDBABBB DAABADEEF CBAAECEEE BBBBBCDFF ABBBCDDEF EFFFBABBB AACDEEEEE
32,EEEEEDCAA DDCCFBBBB AABCEEEEE EEDDCFCAA ADEBCCAFF DDDDEEECA CABBBDCFF ACEBBCCDF AABCDEEFF ADDDDDDDD
33,EEEEEEBAA AAEDCEEEE FABCDDDCC AABEDDEEE AABCCDEFF ABCDDDEEF DDDDEEECA BABBCCDEF FFDBBBBCC AACDEEEEE
34,EEEEEEBAA BBAADEEFF FFFBBBBBB BAAADEFFF DBBCADDEF FDCBBBBDD BBBBCCDFF AABCDDEFF FFFFBABBB AACDEEEEE
35,BBBBBBDFF FEDBACDEE FFBBBBBCE FFECBABBC BCADEEEDC BBBBBCEFF BBBBBBCFF ABBBCDEEF FFFABBBBC AACDEEEEE
36,EEEEEEBAA BAEFECCCC DAADEEEDC AACDDDEFF FFDCCBBBA ECADACEDE BBBBBCDFF AABCDDEEF FCBBCCCCC ABDEEEEDD
37,EEEEEDDAA FFFCCBBBB ABCDEEEEE EEFCCBBBB DDCAECAEF DDDDBADDD BBBBCDEEF DEBEBACDE AABCDEEFF ACDDDDDDD
38,EEEEEEBAA AACEDDEEE FBBCCCCCB AAAEDDEEE EABEBBFBE FEDCCBFAA BBBBBCDFF AABCCDEFF EEEEEEAAA AACDEEEEE
39,EEEEEEBAA AAAEDEEEE FFBBCCCBB BAAADEFFF FBBBCCDDD FFFBCCBBA BBBBBCDFF AABCDDEFF EEEFEAAAA AACDEEEEE
40,EEEEEEBAA AAABEEEEF FFDBBBBBB AAABEEEFF AABCDDEFF AABDEEEEF ABBBCCEFF FFFDCBAAB DDDDEEEDA AACDEEEEE
41,EEEEEDCAA FFFABBBCC AACDEEEEE FFECCCBAA EFEDEBABA DBAABDFFF AABDDEEEF AAACEEEEE AABCCEFFF ADEDEEDCB
42,BBBBBDFFF EEDDCDEDA AAACEEEEE FFDCAABCC CBABDBFED CBBBEFFDA BBBBCDEEF FDCBBBBCC AABCDEEFF AACDEEEEE
43,EEEEEEBAA AAAEDEEEE FFBBCCCBB AABEDDEEE AABCDEEEF AABCCEFFF DDDDDDECA BBBBCCDEF FFDBBBBCC AACDDEEEE
44,EEEEEDCAA FFCBBBBCC ABCDEEEEE FFECCBBAA CEFFEDAAA EEFFBBBBB BABBBCFFF CCCCCCCCF AABCCEFFF AEEDEDCCB
45,EEEEEDDAA FFEDAABCC AABDEEEEE FFEEEBAAA EFCDFFAAA FFFABBBBB CCAABDEEF AABCDEEFF BBBBCCCFF ABABCDEFF
46,BBBBBBDFF EECBACEEE EFFFBBBAA ACEEDDDDD AAACDDEFE DFEDDCDAA BABBCDEFF ABCCDDCEF AABCDEFFF FFCBBBBBB
47,EEEEEEBAA BCFFDBBBB DAADEEEDC AAABDEFFF EFFECBBAA FEDDECABA BBBBBCCEF FDAABBDEF FFFDBBBBB AACDEEEEE
48,EEEEEEBAA AAEEDDEEE FABDDDDDC AACEDDEEE FFEAADDBC FFEDCCBAA BBBBCCDFF AABCDDEFF FBBCCCDDD AACDEEEEE
49,BBBBBBDFF FECBACDEE FCBBBBCEF FFECAABCC ADABDEEDE ADDEBBFEB BBBBCDDFF ABCCCCDFF FBBBCCDDE AACDEEEEE
50,EEEEEDBAA BBAADEFFF EFFEBBBBA BBBABEFFF DCBBBBDFF BEDFEDCBB BBBBBCDFF AABCDDEFF FBBCCCDDD AACDEEEEE
51,EEEEEEBAA AAABEEEEF FFFBBBBBB BBBBBDFFF DBADEFFCA BBDEEEECA BBBBCCDFF AABCDDEFF AABCCEFFF FFFBBBBBB
52,EEEEEEBAA AAEEDDEEE EABDDDDDC ADEDCCEEE FDCCBBADE FEDDCCBBA BBBBBCCFF DDDDDDDDA AABCDEEFF AACDEEEEE
53,EEEEEDCAA FFFECAABB AACEEEEEE EDDFEBBBB ABBBEFEDE BABCCCFEF CACCBEEDF ABDABCDEF AACEEEEEE ADEDEEDCC
54,EEEEEEBAA BBBACFFED CEFFCCCBA BBBBBBFFF CEFFEDBAA FFEDDBABA BBBBBCDFF AABCEEEFF CCDDDDEEA AACDEEEEE
55,EEEEEDBAA BDFEDDDBA ABBCCCDFF FECBAADEE FFEECBBAA CFDEEABCD CCCCCCDED FDCCCCCCC AABCDEEFF AACDEEEEE
56,BBBBBBDFF FECBACDEE FFCBBBBCD FFECAABCC ADDEDDEEA BCABDDFFC CBBBBCDFF AACCCDDEF FFCBBBCCC AACDEEEEE
57,EEEEEEBAA BAEFECCCC DAADEEEDC AAABDEFFF FFECCCBAA FFCCBBBDD BBBBBDFFF DDDDDDDCA AABCDEEFF ABDEEEEDD
58,EEEEEDDAA FFCBBBBCC AACDEEEEE FFFCCBBAA EFCEFCABA AABBDEEEF AABDDDEEF AAAAEEEEE AABCCEFFF AEEDEEDCB
59,BBBBBBDFF FECBACDEE FFFEBBBBA ADEEDCDDD AAACEEFEE CCCAADFFD BBBBCCDFF ABBCCDDEF DEEEEFAAA AACDEEEEE
60,EEEEEEBAA AACEDEEEE FCBCCCCCB AABEDDEEE AABCDDEFF ABBCCEEFF EEEEEEBAA AABCCDEFF FABBCCDDE AACDEEEEE
61,EEEEEEBAA AACEDEEEE FCBCCCCCB AABEDDEEE AABCCEFFF AACBCCFFF EEEEECAAA EEEEEEEAA AABCDEEFF AACDEEEEE
62,EEEEEDDAA FFFABBBCC AACDEEEEE FEEEEBAAA FFFECBBBA FEEEEAABB BBBBCDEEF ABCCDDEEF BBBBBCEFF AABBCDEFF
63,EEEEEEBAA AACEDDEEE FBBCCCCCB AAAEDDEEE FDCCCCCAB FFECBBBBB BBBBCCDFF AABCDDEFF FFDBBBBCC AACDEEEEE
64,EEEEEEBAA AACEDDEEE FBBCCCCCB AAABEEEFF EBAECDBCF FFECBBBBA BBBBBCDFF AABCDDEFF CCDDDDEEA ABDEEEEDC
65,EEEEEEBAA ADEDCDDEE EABDDDDDC AAEEDDEEE FABCCCEFB BFEDCCBAE BBBBCCDFF AABCDDEFF FFDBBBBCC AACDEEEEE
66,EEEEEDDAA FFCBBBBCC AACDEEEEE FFFCCBBAA FFEDEBABA AABBEEEEF CAABBDEEF AABCDEEFF BBBBCCCFF AAFEFEDCC
67,EEEEEEBAA BBAADEEFF EFFEBBBBA BBBBBDFFF CDDEABEDD FFDCDAACD BBBBCCDFF AABCCDEFF CCDDDDEEA ABDEEEDDC
68,EEEEEDDAA FEEFBABBB AADDEEEEE EEEEFBAAA EEDEBDBAE FDBBDDDEA BBBCCECDF CDAECCDEE BBBBBCEFF AEEDEDCCB
69,EEEEEEBAA AAAEDEEEE FFBBCCCBB AAABEEEFF EEDDECDDA FEEDCBBAE BBBBCCDFF AABCDDEFF EEEEEECAA AACDEEEEE
70,EEEEDDCAA FFEFBABBB AADDEEEEE EEDDFBBAA BCBBFDCDD CFCCDDDCB FCBBBADDE DBBBDBDCF AABCDDEFF ACDDDDDDD
71,EEEEEDDAA FFECCBBBB ABDDEEEEE FFFCCBBBB EDBCBDAEE ADDCDEBED BFBEDBDBE BCCBBDBFF AABBCEFFF AEEDEDCCB
72,EEEEEEBAA BFFEDBBBB AACEEEEED AADDDDEEE FFEDCCBAA FFEECBBAA ABBBBDFFF AABBDEEEF AABCDEEFF AACDDEEEF
73,EEEEEEBAA AAAEDEEEE FFBBCCCBB AAABEEFFF AABCDEEFF AABCBDEFF ABBBCDDFF FFEDCBAAB DDDDEEEDA AACDEEEEE
74,BBBBBCDFF FECBACDEE FFFBBBBBB AFFEBBCCC AABDEEFEC DCBDFFBBB BBBBBDEFF ABCCCDDEF EFFFCAABB AACDEEEEE
75,EEEEEEBAA AAAEDEEEE FFBBCCCBB BBBABEFFF ABBBCDFFE EEEEBDCAA BBBBCCDFF AABCCDEFF DDDEEEEAA AACDEEEEE
