,0
0,DBACC CDABB DDCBA DCBAA AABDD AACDC AABCD AACDD ABBDD ABCCD AACDD DCBAA DDCAA DCCBA DDCAA ABBDD ABCDD ABCCD DCCCA DCCAA DDBAA DCCBA DCAAB ABCDD ABBDD BCDAA ABBCD ABBDD BDDBA DCCAA DBABD AABDD CDCBA ABCDD AACDD ABCCD AABCD ACDCA DCBBA DDBAA DCBBA DCBAA
1,BBABD DCBAB AACDD DDCAA DDBAA DCBAB AABCD AACDD AABDD ABCDC BABCD CDDAA AACDD DDCAA DCBBA CDCBA DCAAC DDCAA DCCAA ABCCD ABBCD AACDD DDBAA AABCD ABBCD BCDBA AACCD DDBAA DCBBA DCCBA AABCD AABCD AACDD DCBAA AABCD ADCBD AACDC DCBAA DCCAA AABDD DDCAA AABCD
2,AABCD ABCDD ABDDB DDCBA DCCAA DCBAA DDCBA DCCAA DDBBA DDBAA DCBAA AABDD AACDD ABDCC AABCD AABCD ABCDC CBABD AACDD ABCCD DDBAB CDCAA BCDCA DDCBA DCCBA DDCBA DDBAA ABBCD AABDD BBACD DDBAA DCCBA DAADC DCBAA BABCD DDBAA DDCAA AABCD AABDD ABCDD AABDD ABDDC
3,DDBAA DBCAB DCAAD AACDD DCBAA DDCAA AABDD DCCAA DDBBA CAACD ABBDD AACDD BDDCA DCBBA DDCBA DDCAA ABBCD ACCCD ABCDC DAACD AACDD AABCD DDCAA AABCD ABCCD AACCD CDDBA DCCAA CAACD ABBCD AABCD CDDBA DCBAA CAACD AACCD DCCBA CAACD AACDD ACDCA DDCAA DDBBA AABDD
4,AABDD AACDD AACDD DCBAB AABDD AACDD AACDD CDDBA DDCAA DDCBA DDBAA BCDCA ABBCD CDDAB CABDB CBABD AACDD DCABC ABDDA ABCCD CDDBA DCBAA DABCB AABDD AACDD BABCD AABDD AABDD BDDBA DDBAA DCBAB DDCBA DBACA DCBAA AABDD AABDD ADDCA DDBAA DCBAA DDBBA DDCAA ABDDB
5,CCBAD DBBCA DDCAA ABCDD ABDDC ABDDB ACDCA DDCAA BBCDA DDBBA DCAAC AACDD AACCD ABCDC DDBAA DCBBA DABDC DDBAA CAABD BDDBA DDBAA DCBAB DDCBA DDBAA AABDD ABCCD AABDD AACDD ABDDB DDBAA DDCAA DDCAA DCCAA BAACD AABCD ACBAD ABDDD ABDDA DCAAB ABBDD DDCAA DDCAA
6,AABDD CDDCA DDCBA DDBAA AABCD AABDD AACDD CDDBA DCABB DDCAA DCBAA DCBAC AACDD ABCDD DDCBA DCCAA DDBAA BAACD ACCCC ABCDC AABDD AACDD DDCAA BDDBA DDCBA DDCBA DDAAD DAABD AABDD AACDD AABCD ABCDC DDBAA DCCAA DCBAA AABCD ABCDD AABDD CDCBA DDBAA AABDD ABCDD
7,DDCAA CAACD AACDD CDDAB ABCDC ABCCD CDCBA DCBAA BCDCA ABCDC BABDD AABDD CDCBA DDCAA DDCBA DDBAA AABCD AABDD CDCAA ABCCD AABDD ABDDB DDBAA DCCAA DDCAA DDCAA AABDD ABCCD AACCD ACDCB DCCAA CDCAA AACDC DCCAA DDCBA AABDD ACDCB DBCCA DCBAB DCCBA DCBAA BABCD
8,ABCDD ABCDD DAACC DCCCA DCBAA DDCAA DCBAA DAABD ABCDC AABCD CDCBA DCBBA DCBAA DCBAA AABCD ABCDD AABDD ABCDD DDCAA AABDD AABCD AABDD DDCAA CABDA DDCAA DCBAA AABCD CDCBA DDCAA DDBAA DDBAA CAABD ABCDD AACDD AABCD DBAAD DCBAA DCACA AABDD AABDD AACDD DDCBA
9,DDCAA DBBAB AABDD AACDD DDCBA DDBAA AABDD AACDD ABCCD ABDDB DDCBA DCBAA DCBAA AACDD AACCD ABCDD ABDDC DDCBA DCBAA ABCDD AACDD BAACD AACDD DDCBA DDCAA DCAAC AABCD AACDD CDCAA ABBDD AACDC DCBBA DBABD DDBAA DCCAA DDCAA AABDD AABCD AABDD ABCDC DDCAA DDBAA
