,0
0,GCACDDHGCEE GGGGGFDBBAA AABCDEFGHHG AABBCDEFGHH AABCCDEFGHH CDFGHGEDBAA HHGFEECCBAA GGDBAACDFGH AABCDEFGGGH GGGGGEDCBAA HHGFEDCBBAA ECAAACEGGHH AAACEEGHHFF ABBBCDEGGHH GHHGFECBBAA CBABCDEFGHH EGECAABEGHG AABCCDEFGHH AABCDEGHHGF HHGFFDDCBAA HGGGFEDBAAA
1,FFDEHHFCAAB AACEGHHGEDB HHGFEDCBBAB AABBCEEFGHH AAABCDEGHHH CCCCEFGHGBA BCEGHGGFCAA HGFFDCEECAA HFDCDHGFCAA HGFDBAADDEG BBBBCDEFGHH HGECBABBDFH ABBCDFGHHFD AACDGHGGFED HHGGFDCBBAA BBBBCDEFGHH CEFGHHFDBAA AABBDEGHGGG EFGHHFECBAA GFECBABCEGH HHGECBBBBCE
2,AABBCEFGGHH DFGHGFEDCAA HHGFEDCBBAA HHGGFEDCBAA HHGGFEDCBAA HFDCAABCEGH AABCDEFGGGG AABCDEFGGGH BFFHHEBABCE AABCDEGGGGG FECAADHHFDD FGGGGEFECAA HGGFEDDCBAA HGFDBABCCEG AABCDFGFFGH HGGFFEDCBAA HFFGGFECBAA AAACEGGGGFF EDCBABCDFHH AABCDEFGGHH AABCDEFGGGG
3,HHFECFDACAB BBBBBCEFGHH HGGFFEDCBAA BBBGHHGEDBA HHGEDCBABCE AABCDEEFGHH GGHGFECBBAA HHGGEDCBBAA AABBCEGGGGG CEGHHFCAABD AABEDDDEFHH HHGFEBABBCD ABBCDDEFGHH GHHGFEDCBAA BAABCDFGGHH AABCDFGHHFC HHGFDCBABCD DDGGHGFDDAA BBABCDEFGHH FGHHFEDCBAA HHGEDBABBDD
4,AAACEFFFGGH BCFHHGFDBAB AABCCDEFGHH AABDEFGHGFD HHGFEDCCBAA HHGECBBCCCB AABCEGGGGFF GFGHHDBAABD AABEGHHECEF BCFFBACFFGH GGHGFEDCBAA DBBBBBDEFHH ABDGHFCCDFH AABCDDEFGHH GHHGFEDBBAA HGECDFGECAA HGFGGEDCBAA AABCCDEFGHH FGHGFECBAAA HGECBEGECCA HHGFDBBBCCB
5,GGGFGFCABCA EDCBABDFGHH AACDCCEGHHG EGHGFEEDBAA GGGGGFDCBAA CBBABCDFGHH AABCDEFGHHG HHGFFFDBBAA GFFGGFECBAA BAABCEGHHGE HHGFEECBBAB HHGGFEDCBAA AABCDEFGGHH AABCDEFGGHH FGGGGFECBAA HHGFEDDCBAA HHGFDCBBBCD AABCDFGGFGH AACCCEFGHHF FDBABCDFGHH HHHFDDDDBAA
6,AAACFGGGGGF HHGGFEDCBAA AABBCDEFGHH AABDEFGGGFF HGFFFFECBAA HHGFEDCBBBB AABCDEFGGHH GGGGFEDCBAA HGFEDCBABDG ABCCCDFGGHG BBBBCCEFGHH HHGECCCCCBB HHGFEDCCBAA GGCBEHEAADG AABCDEFGGHH AABBCEFGHHG HHGFFEDCBAA GECBABCEFHH AABCCEFFGHH GGGGGFDCBAA AAACDFGGGGG
7,HHGFECBAACF AABDEFGGGFF AACDDCDFGHH GHHGFECBBAA CFGGBABDGHE BAABCDFFGHH GHHGFEDCBAA HHGGFEDCBAA AABCDEEEGHH DEDBAACEGHH AABCCDFGHHG HHGFFEDCBAA HHGFFDDCBAA AABCCDFGGHH AABCDEFGHGG HHGFECCCBBA CCFHHGEDCAA DDCCBBBDFHH DGHHGECBCBA HGFDEFEDCAA HHGEDBAABCE
8,AABCDFFGGGG GFFFGFECDBA HGGFFEDCBAA HHGEDCBBBBC ABDFGCBCEGH GHGGFECBBAA HHGFEDCBBBB AABBCDEGGHH AABCCDFFGHH HHGECABBCDE AABBCEEFGHH HHGFECBACCB HHGFEDCBBAA AABCEGHHGFE HHGFEDCCBAA HHGFDCBBBBD AABCDEFGGHH AABDFGGFFFG HHGEDCCBBBB AABCCDEFGHH EFGGGGFECAA
9,HHGFEDBBBBB AABCDEFGGHH HHGGEDDCBAA AABBCDEFGHH AABCDEFGHHG HHGGFECCBAA HHFDBABBCEE AABCCDEFGHH EFGHGFEDBAA GDCBAACEGHH ABDGHFCBCFH BCEGHHGEDBA HHGFEDCBABB AABBCDFGGHH CDCBABDFGHH DEGHHGECBAA GEDEFGGECAA HHGFEEDCBAA AABCCDFFGHH AABCDEFGHHG HHGFFEDCBAA
