,0
0,GDABDCFHE FGGGEDCAA HHFDCBBBC AABDEFGHG AABCDEGHH ABBCEFGGH ABBCDFGGH GHHFECBAA HHGECCBAA HGFEEDBAA ABBCDEGHH AABDEGGGG GGGGFDCAA HGFFEDBAA HGGFEDBAA AABDEFGGH ABBCEFGGH CABCEFEGH ABCCDEGHH HHGEDCBAA DBABCEGHH ABDGHHFDB AACFFEEGH ABBCDFGGH AABCDEGHH HHGEDCBBA HHGFDDCBA HHGFECBBA
1,EECBFHGCA AABCDFGHH HHGFDCBBA HHGEDBBBB AABCDFGHH ABDDCDFHH ABEGGFFFF CDEFGHEAA AACFHFFFE HGGFDCBBA GHGFEDBAA CDGHGFCBA HGGECBACE AACEEFFGH ABDFHHGDB ECABCDFGH ABCCDFFGH GDBABDFGH HGGFEDCAA HHGEDCBBA ABBBDEFHH AABCEFGHH HHFEDBBBB AACEGGFFG CDFHHFDBA HHGEDCBAA AABDFGHGF HFCBABDFG
2,ABBCDFGHH AABCEGHGF GGGGEDCAA HGGEDCBBA HGGFEDBAA HGGFECBBA HHGEDDCAA DBBBCDFHH AABCEFGGH BBBBCEGHH AABCEFGHH HHGCBABCE AABDEFGHH CEGHGGBAC FHGECCBBC GGFFFECAA HGGFDCBBA HHGFDCBBA ABBBDFGHH ABCFFDEGH HGGFEDCAA HHFCBBBCC HHGEDCBAB ABEGGFFEE HFFCAABEH ABBCDEGHH AABDEFGGH AABEFGGGG
3,HHEDCCEBA HGGEDBABG AACEFHGFF HGGFEDBAA BAAEHHGED HGGFEDBBA CBABCEGHH ABBCDFGHH FGGGFDBAA HGGFEDBAA HHFDCABCD AACEFGGGG BDFHHGDBA ABBDEFGHG AABBEFHHF HGFBABBDG ABCDEFGGH ABDFHHFDB HGGFDCBAA AABCEFFGH ABBCDEGHH HHGFECBAA CBABDFGGH GGGFEECAA CBABCEGGH ABCEFHHFD HGGFEDCAA HGEAABDFG
4,AABCEFGGH AABDEFGHG EDCBABEGH ABBCDFGHH AABDEFGHH HGGFECBAA HGGFECBAA HFCCCDECB ABBCEFGGH EBDFBCGHC CCBBCEGHH BEGHGBACE BCFHDABEH CDEFGHFBA HHGEECBAA BBBCDEFHH ABDGHGECD AABCDEGHH AABCEFGHH HHGFDCBBA HGDAADFEC HHFECBBCB HGECBABEH ABBCDEGHH EGHGFDBAA GHHFDCBAA HHGFFDBBA HGDBBDEEB
5,FGGEFGDAA GGFFFDBAA AABDDEGGH CBABEGHGF CFHHECBBA HGFCBCEDA HHGFECBAA AABCDFGHH ABBCDFGHH HHGFECAAB HGFFEDBAA GHGFECBAA CBABCEGHH HGGFECBAA HGCBABFFE HHGFECBAA ABBCEFGHH AABCDFGHH AABDEFGGH HHGFECBAA HHGFDCBBA HGGFDCBAA BBABDEGHH AACEGGEFH ABCEDEGGH HHGEDBABB AABDEFGHG HFEFFFBAA
6,AAACEGGGG HGGFEDCAA HHGEDCBAB ABBCDFGHH AABDEFGGG HHGEDBABB HGGFEDBAA HHGECBBBC ABBCDFGHH ACFGGGFDB HGGFDCBBA GFECBACFH ABDDDDFHH BBBBCDFHH AACFGGGFE HECCDEDCA HHGFECBAA HHFDDBABD FBABCFGGH ABBDEFGGH ABBCDFGHH HHGFECBAA HHGFDCBAA BABCDEGHH ABBCDFGHH ABDFGGGFD HHGEDCBAB AACEFFGGG
7,HHGFECBAA AABCDFGHH CEFBABEGH BCABCFGGH GHGFECBAA CABEGHHEB CEFHHFCAA ABBDDDGHH GHHFECBAA HGFEEECAA HHFDBBBCD ABCDDDFHH EGGCAACFH AABDDEGHH CEGHGECBA HGGFECBAA GHGFECBBA GECAABFGH ABCDDEGGH AABDFGGGF HGGFDCABA FECAACHHF HGFDAAEEC CBBBBDFHH BFHGFECBA HHGEDBAAB HGGFEDBAA HGEBABCEG
8,AACDEFGGH BEEHEABFE GGGGFDBAA HGGFEDBAA HHGEDCBBB AABCEFGHG AABCDFGHH HHGEDCBBA HHGFECBAA BBBBCEFHH AABDEFGGH AABCEFGHH HHGECBBBC ABBCDEGHH AABDGHGFE HGFDBBEDB HHGFDCBAA BBBBCEFHH GHGFDCBBA HHGEDCBBA HHGEDCBBA AABCDFGHH AABDEFGGH ABFGFEEEG HHFECCBBB BBBBCDGHH AABDFGGGH GGGGFDCAA
9,HHGEDCBBA BBBBCDGHH AACEFHGFE HGFFECBBA BABCEEGHH AABDEFGGH CEGHGECBA HHGFDCBAA HHFDCBBBC ABBCDFGGH ABBDDEGGH HHGFEDBAA HGDBBACEG AABDEFGHG CBABDEFGH FGHGFDCAA HHGEDCBBA ABBCCEFHH AABDEFGGG BBABDEGHH BCEHHGEBA HHGDBBBCD HHGFDCBAA HGGFEDCAA AABCDEGHH AABDDEGHH ACFHHFDCA HGGFEDBAA
10,HGGFEDBAA HHFDBBACE BCBBBDFHH HHGCAABDE AACEFFFGG GGHGEDBAA AACDDFFGH AABCEGHHF HGGFDCBAA AABDEFGGH ABDFGHGDB HHGFECBAA ABCDDEGGH HHGEDCBBA DCBACEFHH ABBCDEGHH HHGFDCBAA HGFDBABCE ABCCDFGGH HHFFDCCBA HGGFEDBAA BCABCEGHH FHHFECBBA GHGFECBBA AACFHGFEC GHGFEDBAA FECBAADGH AABCEFGHH
11,AABCDEFHH HHGFECBAA GGGFEDCAA HGGFDCBAA ECBBBBEHH ABBEGHHFC AABDEFGGH FGGGFECAA BABCDEGHH ABBCDFGHH CEGGGFDBA DCBACDFHH ABDFGGGEC HHGEDCBBA HHGEDBAAC AABCEFGHH ADFHGFDBA HGGFECBAA HGGFECBAA HHGEDCBBA BBBBDEGHH AABCEFGHH HHGFECBAA HGGFECBAA EDCBBBDGH AABCDFGHH AABCEFGGH EGGGGEBAA
12,DDDFEDBBH GFFEDBACH HHGEDCAAB HHFEDCBAC ABEGGFEFD GDEGGFDBA HHGEDDBBA AABCDEGHH DGHGFCDBA HHFCBBBCC ABBBDEGHH CBABDFGHG DFFGGFCAA HGBABCDEF BBABDEGGH FECABCEGH AABCDFGHH HHGEDDBAA HHGFDCBBA BABBDEGHH AABDEEGGH ECBACDFHH BBBCDEGHH HGFFECCBA GDAADGHFC HGFGEDBAA DCBBBDFHH ABCDDEGHH
13,HFEFEBABG DCBABEGHG HGGFECBAA DCBBCDFHH AABDEFGGH AACDEGHGF HGGEDCAAB HHGFEDBAA HGFCBABDF AABCEFGHH HGGFEDBAA HHGFECBAA HHGDCAACF ABBCDFGHH AABDEGGGG HGGFEDBAA HGEBABCDD AABCEFGGH ABDFHHFCB HFCBBBCEH ABBCEFGGH EFDAACEGH BBCEGHHDA HHGFDCBBA HHGFDCBBA AABCDFGHH AABDEFGHG HDBCEGGCA
14,AABCEFGHH BBBCCDFHH AABDEFGGH AABCEFGHH BDGHHEBAB ABDFGHGFC GFFGGFCAA HHGFDCBBA HHGEDCBBA DBABCEFHH AABDEFGGG HHGFEDBAA HGGFECBAA HHGEDCBAA HGGGFEBAA ABBCDEGHH AABDEFGGG AABCDFGGH AABDEFGGH BEGHGGCAA ABBCDEGHH BDFHHGDBA HGGFDCBBA HHFEEDBBA HHGEDBBBB HHGFEDBAA HHECCDCCA HGGFEDBAA
15,ABDFEDDGH HGGFEDBAA FDBABCFGH ABBCDFGHH DGHGFDBBA HGGEDCBBA BBBCDEGHH ABDEEFFGG HFDCBBBCG AABDEGGHG HHFCBCCCB HGGECBBBB GGGFEDCAA HFCABBDEG AABCEFGHH EECAADGHH HHGFDCBBA HHGFECBAA AABCEFGHH AADFGFEFG CEGHGFDBA HHGECBABC AABDEFGGH AABDFGGGH HHGEDBABD HHGFECBAA HGGFECBAA AABDEFGGH
16,AABDEFGGG HGEBDFFCA HHGFEDBAA HHGFDBBBA BBBCCDFHH CCBACEGHH GGGGEDBAA HHGEDCBAB ABBCEFGGH AABDEFGGH ABDFGGGEC HHGFDCBAB AABDEFGGH AABDEGHGG HHGEDBAAC GGGFEDBAA HHGFDCBAA HHGFDCBAA AABCDFGHH ACEHHGECA GGGGEDBAA HHGEDCBBA DCCCCBCGH AABCDFGHH BBCCCDGHH BBBBDEGHH ABDFGGGEC AADFGGGFD
17,AABGGGGFC BBBBDEGHH FGHGFDBAA HGGFECBAA HGECBBBDF AABCEFGGH AABCDFGHH HHFDBACCC HHGEDCBBA FEEEHGDBA CBBBBDFHH AABDDFGGH ABFHHDCED HGGFECBAA HGECBBBDG AACEGHGFD HHGFEDBBA HHFDCBBBB ABBCDEGHH BEGCABDGH FGGGFECAA HHGEDCBBA HGDBABCFH ABBCDEGHH AABDEGGGH BDEHHGDBA ECBBBDFHH CEGHHDBBB
18,BCCBBCFHH HHGEDBBBB AABDFGHGE HGGFEDBAA HHFECBBBC AABCEFGGH FGHGECBAA HHFEDCBBA BBBBDEGHH AABDFGGGH CCCCCCEGH AACEFFFGG ABCFGGGFF CEFHHFCAA HBAEGFDDC EEFGGFEBA HGFDBBBCD CEGGHFDBA HHGFDCBBA BBBCDEGHH AABDEGFGH GGHGECBAA HHGEDCBBB ABBCDEGHH ABCDDEGHH HHGFDCBAA CBABCEGHH EGHHFCAAB
19,HGFEDDCBA AACDEFGGH ABCBEFGGH EEGHGECBA HGGFDCBBA ABBDDEGHH AABDFHHGD HHGEDCBBA HHFFCBABD AABDEFGGH HGGFECBBA HGFBAEDBC AABDDEGHH ABCFHHFEC HHFFDCABA FFECBABGH AABDDFGHH HFFDDEDBA GHGFEDBAA AABCEFGHH HHGFDDBAA HFDCABDFC HHFDCBBBB EFEDBABFH AABCDFGHH ABCDDFGHH GGGGFDBAA FGGFFFDAA
20,GGGFEEDBA HHGFDDBAA HHFDCBBBB ABBCDEGHH ABBDEFGHH BABCDFGHH ABCFGHGEC HGGFEDBBA DBBDGHGDA HGGFEDBAA HHGEDCBAA AABCEFGHH AABCEFGHH AABDFGGGF GFDBGGEDA AABEGGGFF HHGFDCBAA HGECBABEH AABDEFGGH HHGFDCBAA GGGFFDBAA GHHFDCBBA ABBCEEGHH ABBCDFGHH BDFGHGEBA HGDBBACEG ABCEFGHFD HGFEEDCBA
21,DBBAEHGFE ABBCDFGHH AABDEFGGH BFHHECCCA FCCBBCEGH AADFGGGFE BBCEEDDFH BDFGHGDBA HGECDFDBA HHFDBBBBC ABCDEFHHD HGGEEDBBA GCBBBBDGH ABDGHCBEG GHGFEDBAA HHGECBBBC AABCEFGGH ABDDCDFHH GHGFDDBAA ECBBBCFGH ABBCDFGGH DBAADFHHG HHGFDCBAA ACFHHFDDB HHGFDCBAA GHHEDBACD HHGFEDBAA HFCBCBCDF
22,AABDEFGGH GGGFEDBAA HHGFECBAA GGGFEDBAA HGGFEDBAA HGFDCBBCC ABBCDEGGH HGGFECBAA ECBABDFGH ABBCDEGGH BEGGHGDBA AABCDEGHH AACEFGHGD BCEFHHFBA GGHGEDBAA CBBBCDFHH HHGFDCBAA HHGFDCBAA BBBCDEGHH FGHGFDBAA HHGFDCBBA DCBBBCEHH AABDEGGGG HHFDBBBCD ABBCDEGHH ABBCDEGHH ABBCDEGHH ABEFGGGEC
23,AABDFGHGF AABDFGGGG GHGGDBBBA HGGFEDBAA BABCDEGHH AABCEFHHG HHGFECBAA HGDBABCEG ABBCDFGHH AACEEEFGH CFGHGECAA AABCDFGHH ABDFHHECD DEFGHFDBA HHFDCBABE GHGFECCBA HHGFDCBBA ABBCDEGHH EGHGFDBAA HGFGFDBAA HHGEDCBBA AABCDFGHH ABBCEFGHH FGHGEDBAA ABBCCEGHH AACEGFFGG BEDGFGFCA DEAADFGGF
24,ADEHHFCAC ABBDEFFHH GGGGFDBAA BABCDEGHH AABCEEGHH HGGFEDCAA AABCEFGHH ABCDFGHGE HHGFECBAA ECBABEGGH ABBCEGGGH GHFFEECAA HHGFDCBAB ABBDDEGHH ACEHHGDCB HGGFECBBA CBABCEGHH AACEGGGFE HHFEEDBBA HHGFDCBAA AABDEEGHH HGEEDFCAA ECBBBCFGH HGGEEDCAA HGGEDDCBA HHFEECBAA AABDEFGGH FAABDEGHG
25,CABCDFCHH GGHFEDCBA GGGGEDBAA CBABDEFHH DFGHGDCAA HGGFDCBBA HHGECABBC ABBCDFGHH AABCEFGGH ADHGFDEDB HHFDDDCBA GHGFDBABD HHGFECBBA HGECAACEG ABBCDEGHH AACFGGGFD HHGFDCBAA HGEBAACEG AABDEFGGH GGDAADEFG CBCEFBCGH ABBCDFGHH HGGEDCBBA CBABDFGGH GHHGECBAA ABBCEFGHH BBABDEGHH ADGHECFFC
26,HGFDBCBAG CBCCBCHHG HHFEDCBBA AABDFGGGG HHFDEDBAA HHGFDCBAA DDCBBCFGH AABCEFGGH ABBCDEGHH HGGFEDBAA HHGFECBAA HHFCBBBDE AABDFFGHF AABDFFHGG DDEGHFAAE ABCBCEFHH BAACDFHHG AACDEFGHG HHGFDCBAA HHGEDCBAB ABBDEDFGH ACFHHEBBE AABDEEFGH BDGHGFCBA HGGFECBAA FGHGEDBAA HHFECBABC ABCDCEGHH
27,ABBCDEGHH AABCEFGHH ABDFGGFEE BABBFHGGG HHGEDCBBA HECAABDGH ABBCDFGHH ACDDDGHGB HGEBABBDF AABCDFHHG HHGFDCBBA HHFDCCBBB HHGEEDCBA HHGEDCBAA BBBBCDGHH ABBCDEGHH AABDEFGGH AABCEFGHH GGGFEDBAA HHGEDCAAB AABCEFGHG HGFFEDBAA HGGFECBAA AABCDEGHH HFCCBDGEA HHFEDCBAA HGGFECCAA GGGFFECAA
28,HHGFDBCAA AABCEFGGH ABDDFHHFB HHGFDCBAA AABEFFGGG FGGGFECAA HHEBDDDBA ABBCDFGGH EGHHFCBAA HHGEDCCBA HGFDBABDG AABDEFGHG HGGFDCBBA GFDBABDGH HHFDCCBBC FEDCAADGH HGGFEDBAA GHGECBABG AABCDFGGH AABCDFGHH HHGFDCBBA HHFEDCBBA CBBBDEGHH AABDEFGGH HHGDBABCE ABCDEEFGH HHGEDCBBB GGHGECBAA
29,DDCBBBGHH AABCEFGHH BBBBCEGHH AABCDFGHH ABBCDEFHH ABCDEFGGH AABDEFGGH HHGFDBABD HHEDDBBBC AABDEFGHH HGFEDDCBA GGGFFECAA HHGEDCBBB HGGDDDCAB GGGGEDCAA HHGEDCBBA ABBCDFGHH AABDEEGGH GHGFECBAA BBBCDEGHH ABBCDEGHH ABCBDEGHH GGHGECBAA HGGFECBAA AABDEGHGF HHGFDCBBA HGGFECBAA HHFEDCBBB
30,ABCDEFFGH AABDEGHGG HHECCCBBC HGFEEFDBA HHFDCBBBB EEGHGECAA HGGFEDBAA DBBBBDFHH ABCDCDFHH HHGFECBAA HHGFDCBAA ABBCDEGHH AABDFGGGH FGHGFDBAA BBBBDEGHH AACFFEEGH DFGHGECAA FGHGFDBAA HHFECBBBC AABDFGHGE HGFFFDBAA HHFDCBBBC AABDEFGGH ABDFHHFDB GHGFDCBAA CBBBCDFHH AABDFGGGF HGGFECBAA
31,HGGEDCBBA HGFEGDAAB HGDBABDFH HGGFECBBA HHGFECBAA AACFGGFFG AABDEEGHH AABCDFGHH AABCDFGHH HGFEDCCBA GGHGDBCBA HGFGFDBAA HGECAACFH AABDEFGGH EEDGHFEBA HGGFEDBAA AABDEFGGH ABCEFDDGH CFDAEFHFB BBDBEEFGH GHHFECBAA HHGFDCBAA ABBCEFGGH ABBCDFGHG HGGFECBAA BABCDFGHH ABCCEFGHG ADGDGGCEC
