,0
0,EBACCFDCD FFEEDCBAA AABCDEEFF AABBCDEFF AABBCDEFF BDEFFDBAA FFEDDBBAA FEBAABDEF AABCDEFFF FEFEDCBAA FFEDCBBAA DBAABDEFF AAADDEFEE ABABCDEFF EFFEDBBAA BAABCDEFF DECAABDFF AABCCDEFF AABCDEFFE FFEDCCBAA FFEEDCBAA
1,EDCFFDBAB AACEFFECB FFEDCBBAA AABCDDEFF AABBCDFFF BBCCEFFBA BCEFEEDAA FEECBDCBA FDBCFEDBA FEDBAADCE AABBCDEFF FECBABBDF AABCDEFEC AACEFEEDC FFEECBBAA AABBCDEFF CDEFFDBAA AAACDEFEF DEFFECBAA FDCAAACEF FFECBABBC
2,AABBDDEFF CEFFEDCBA FFEDCBBAA FFEEDCBAA FFEEDCBAA FDCAABCEF AABCDEFFF AABCDEEFF BDFFDBABD AABCDEEEF DDAACFEDC EEEEDDCAA FFEDDCBAA FEDBABBCF AABCDEEEF FFEEDCBAA FDEFECBAA AAADEEEEE DCBAABDFF AABCDEEFF AABCDEFFE
3,FFDCDBBBB BBABCDEFF FFEEDCBAA BADFFECBA FFDCBAABD AABCDDEFF EFFEDBBAA FFEDCBBAA AAABDEFFF BEFFEBABC AACCCCDFF FFEDBABBC ABBCCDEFF EFFEDCBAA BAABCEEFF AABCEFFEB FFECBAABC CDEFEDDBA BAABCDEFF EFFEDCBAA FFECBABBC
4,AABCDEEFF BCEFFDCAA AABCCDEFF AABDEFFEC FFEDCCBAA FFDCBBBBB AABCEFFEE EEFFCBAAC AACEFFCCE ACEBACEEF FFFEDCBAA CABBBCDFF ABEFEBCDF AABCCDEFF EFFEDCBAA FECCEECBA FEEEDCBAA AABBCDEFF EFFEDCBAA FECADECBA FFECBABCB
5,FFEEEBABA DCBAACEFF ABCCBDFFE DFFEDDCAA EEFEDCBAA BBAABDEFF AABCDEFFF FFEDDCBAA FDEFEDBAA BAABDFFED FFEDDBBAA FFEEDCBAA AABCDEEFF AABCDDEFF EEFEECBAA FFEDCCBAA FFECBAABC AABCDEEEF AACBDEFFE DBAABDEFF FFECCCBAA
6,AAADEEEEE FFEEDCBAA AABBCDEFF AABDEEEED FEDEECBAA FFEDCBBAB AABCDEEFF FFEEDCBAA FEDCBAACE ABBBCEFFF AABBCDEFF FFEBBBBBB FFEDCCBAA FEACFCABE AABCDEEFF AABBDEFFF FFEDDCBAA ECBAACDEF AABCDDEFF EFEEDCBAA AABCDEEFF
7,FFEDBAABD AABDEEEEE AACCBDEFF FFFEDBBAA BEEBABDFE AABBCDEFF FFFEDCBAA FFEEDCBAA AABCDDEFF CDBAACEFF AABBCEFFE FFEDDCBAA FFEDCCBAA AABBCEEFF AABCDEFFE FFEDBCBAA BCFFEDCAA CCCBABDFF CFFEDBBBA FEDDDDCBA FFECBAABD
8,AABCDEEEE EEEEECCCA FFEEDCBAA FFECBBBBB ABDEBBCEF FFFEDBBAA FFEDCBBAA AABBCDEFF AABCCDEFF FFDBAABCD AABCDDEFF FFEDCAACA FFEDCBBAA AABCEFFED FFEDCBBAA FFECBBABC AABCDEEFF AABDEEEEE FFDCBBBBB AABBCDEFF DEEEEDCAA
9,FFEDCBBAB AABCDEEFF FFEDCCBAA AABCCDEFF AABCDEFFE FFEEDCBAA FFDBAABCD AABBCDEFF DEFFECBAA ECBAACDFF ABEFEBBDF ACEFFEDBA FFEDCBAAB AABBCDEFF BCBAACEFF CDFFEDBAA EDCDFECAA FFEDDCBAA AABBCDEFF AABCDEEFF FFEEDCBAA
