,0
0,CACCD DDCBA DCBAB AACDD AABDD AACDD ABBDD DDCAA DDBBA DCCAA AABCD ABCDD DDCBA DCCAA DDCBA AACDD AACDD AACCD ABBCD DCBAA BABCD ABDCB ABCCD AABDD AABDD DDBAA DDBBA DDCAA
1,CBCDA AABDD DDBAA DCBAA AABDD ABBCD ACDCC BCDCA ABDCC DDBBA DDCBA BDDBA DCBAB ABCCD ABDDB BABCD AABCD CAACD DCCBA DCBBA AABCD ABBDD DCBAA ABDCD BCDBA DCBBA AACDC DBABD
2,AABDD ABCDD DDCBA DDBAA DDCBA DDCAA DDBBA BABCD ABCDD AABCD AACDD DCAAB ABCDD BDDBA DDBAA DCCBA DCBAA DDBAA AABDD ABCCD DDCBA DCAAB DDBAA ACDCC DCAAD AABCD ABCDD ABCDD
3,DCBCA DDBAC ABCDC DDCBA AADDB DDCAA AABCD ABBDD CDCBA DDCBA DCBAB ABCDD BDDBA ABCDD AACDD DCABC ABCCD ABDDA DDBAA AACCD AABDD DDBAA AABDD DDCBA BABCD ABCDC DDCBA DBABD
4,AACDD AACDD BBACD AABDD ABCDD DDCAA DDCAA DBBCA AACDD BCBCC BABCD BDCAB ADBAD BCDDA DCBAA AABCD ABDCB AABCD AACDD DDBAA DBACB DCBAA DBAAD AABCD CDCBA DDCAA DCCAA DBACB
5,DCCCA DCCBA ABBCD AACDC BDCAA DCABA DCCAA AABDD AABCD DDCAA DCCAA DDCAA BABCD DDBAA DBACC DDCAA AACDD AABDD ABCDD DDCAA DDBAA DCBAA AABCD ABDCD ABBCD DDBAA AACDD DCCBA
6,AACDD DDCBA DCBAA AABCD ABCDD DDBAA DDCAA DCBAA AABDD ACDCB DDCAA CBAAD ABBCD BABCD ABDDC DBBBA DDCAA DCBAB BABDD ABCDD AABDD DDCAA DDBAA AABCD ABBDD ABDDC DCBAA ABCDD
7,DDCAA ABBDD BCABD BABDD DDCBA AADDB BCDBA ABBCD DDCAA DCCBA DCAAB ABBCD CCAAD ABBCD BDDBA DDCAA DDBAA CAACD ABBDD ABCDC DDBAA CBADD DCABB BAACD BDCBA DDBAA DDCAA DBABD
8,ABCDD BDCAC DDCBA DDCBA DCBAA AACDD AABDD DCBAA DDBAA AABCD ABCDD AACDD DCBAA AABCD ABDDC DCABA DDBAA AABCD DDBAA DCBAA DDBAA AABDD ABCDD ACCCC DCBAA AABCD ABCDD DDCBA
9,DDBAA AABCD ABDDC DCCAA AABCD ABCDD BDDBA DDBAA DCBAB AABDD ABBCD DDCBA DBAAD ABCDD AABCD CDCBA DDBAA ABBCD ABCDD AABDD ACDCA DCAAB DDBAA DDCBA AABDD ABBCD ACDBA DDCAA
10,DDCBA DCAAB BAACD DDAAB ABCCD DDCBA ABCCD ABCDD DDBBA AACDD ABDDA DCCAA ABBCD DCBAA BABCD AABCD DDBAA DCAAC ABBCD DCBBA DDCAA BABCD DDCAA DDCBA ABDDB DDCBA CBABD AACDD
11,ABBCD DDCAA DDCBA DCBAA BAABD ABDDB ABCDD DDCBA AABDD AABDD BDDBA BABCD ACDDB DCBAA DDBAA AACDD ADDCA DDCBA DDCAA DCBAA AABCD AACDD DDCAA DDCAA CBABD AABDD AACDD CDDBA
12,BBCBC DCBAD DCBAA DCBAA ACDCC CCDBA DCBBA AABDD CDCBA DCAAB AABDD BABDD CDDBA DAABC AABDD CAACD AABDD DCBBA DDBBA AABDD ABCCD BABCD AABDD DCCBA CABDB DCCBA BAACD ABBCD
13,DCCAC BAADD DDCAA BABCD ABCDD ABCDD DCBAA DDCAA DCAAC AACDD DCCAA DCBAA DCBAC AABDD AACDD DDCBA DCABB AACDD ACDDA DBAAD AACCD CBACD ABDDA DDBAA DDBAA AABDD AACDD DBCDA
14,AACDD ABBCD AACDD AACDD BDDBA ABDDB DCDBA DDBAA DCBBA BABCD ABCDD DDCBA DDCAA DCBAA DDCAA AABCD ABCDD AABCD ABCDD BDDBA AABCD ADDCA DDBAA DCCBA DDBAA DDCBA DBBBA DDCAA
15,ACCBD DDCBA CAACD AABDD CDCBA DCBAA AABCD ACCCD DBAAC AACDD DCABA DCBAA DDCBA DAABC AABDD CAACD DDBAA DDCAA AACDD ABDCD BDDBA DCBAB ABCDD ABCDD DDBAB DDCAA DDCAA ABCDD
16,ABCDD DBBCA DDCBA DDBAA AABCD BABCD DDCBA DCBAA AACDD ABCDD ACDDB DDBAA ABCDD AACDD DCBAA DDCBA DDBAA DCBAA AACDD ACDCA DDCBA DDBAA BBBBD AABDD ABBCD AABDD ACDDB ABDDC
