,0
0,FECBA AFDEC BCFDA BAFED FEDBA FFCCA FECBA FECBA ABCEF ABDEF ABCEF CEFCA BBBDF ABDEF ABCEF ABDEF ABDEF ABCEF ABCEF ABCEF ABCEF ACEFC FEDBA FECBA FEDBA FDBBB FDBBB FEDBA EFDCA FECAB ABDEF ABDDF ABDEF ABDEF ABDEF DDABF FEEAB EFDBA FECAA FECBA FEDBA FECBA FECBA FECBA FECBA BBBEF ABDEF ABDEF ABEFD ABDFE ACCEF FCBAD ABDFE ABCEF ABCEF ABDEF ABCEF FEDBA FECBA FECBA FECBA ABCEF ACCEF ABCEF ACFEC FDDBA ABCEF BFEBB ABCEF ACFED ABCEF ACBEF ADBDF ABCEF ABDEF FEDBA FEDBA EFDBA FDEBA FEBAB FEDBA EEEBA FEDBA FEDBA FFBBB
1,DDFCA ABCFF FEDBA CABDF ABCEF ABDEF EFDBA FEDBA FEDBA FECBA FFDAA FBABF ACBEF ABDEF ABDEF ABDEF FAACE ABDEF ABCEF DFEBA FDABD ABCEF ABCEF FDBBA ABCEF ADFDA DDFEA FECBA FECAA FEDBA ADFFB FECBA FEDBA BBBEF FEDBA FEDBA FEBBA FECBA ABDFF BACEF BBBFF ABCEF ABCEF ABDFE FEDBA FDCBA ACBFF ABCEF ABDEF ABDEF ABCEF FECBA ABCEF ABCEF FDDBA FECBA FEDBA FEDBA FECBA FECBA AEBEF ABCFF ABDEF ABCEF ABDEF ABDFE FECBA FECBA BACFF ABDEF ABEFE CABEF ACCEF CFFCA FECBA FEDBA FECBA FECBA ABCEF ABDEF FEDBA FECBA EEAAF ABCEF FABDD
2,ABCFF ABBEF ABDEF ABCFF ABCEF EFDBA FDDBA FECBA FECBA FECBA FEDBA FECBA FDCBA FEDBA FECBA FDCBA FEDBA FFDBA FEDBA FEBAB FECAA FDBBB ABCEF ABDEF ABCEF ABDEF ABCEF EDBAF AACEF ABCEF ABBEF ABDEF ACEEE CEFBA FCDCA BACEF ABDEF ABCEF ABDFE ACDEF EEAFA CEACF AEFDC FDCAB EACCF EEEDA EEECA FEDBA FECAA FECBA FEDCA FECBA FECBA FEDBA ABEFE ABDEF ACCEF ABDEF BFFBA ABDEF FEDBA FEEAA FECAA FEDBA FECBA AEFEC FECBA FDDBA FEBAC ABDEF FECDA FDCAC FEADA FEBAB ACCDF ABCEF ABDEF ABCEF ABDEF ABDEF ABCEF ABDEF ABCEF CFBCB FEDBA
3,EFECA FCDAE FDDAC FEADC EFDCA BBBEF ABDEF ABDEF FECBA FECCA FECBA FECBA FDAEB ABEFD FECAB FEDBA FFDBA FEDBA FECAB ABCEF ABDEF ABDEF ABDEF ABDEF ABDEF FEDBA FECAB FFDBA FECCA FEDBA FEDBA FEDBA ABDEF ABCEF ABDEF ACBEF BACEF CFCEA FECAB ACDEF AAEDF AFDBB CBAEF ABDEF CEFCA FECBA EABDF ABCEF ABDFE AADFE ABDDF BBBEF ABDFE FECBA FECBA FECBA FEBBB ABDEF ABCEF ABDEF ADCCF ACBEF ABDFE FEDBA FEDBA FECBA FDCAB ABDEF ACBEF DACFB EFBAC FEDBA FECBA ABCEF ABCEF ABDEF ABCEF FECBA FEDBA FECBA FEDBA FEDBA EBADF ABDFE ABDEF
4,ABDEF ABEEF DABDF ADBFF ABBFF AEFCB FECBA EBBBF ABCEF ABDEF ABCEF ABDEF ABCEF ABDEF ABDFE FECBA FECBA FECBA FEDBA FEDBA FECBA FECBA ACAFF FEDBA ABDEF ABDEF ABDEF FBACD FEABC CEEDA FCFBA AACEF ACDEF ABCEF EFDAA ACDEF ACCEF FEDAA ABCEF AADEF ABDFE FECBA FECBA FEDBA FEBAB FCEAC ABDFF ABDEF ABDEF AEFDC FEAAD AACEF ABDEF ABEEF ABDEF ABDEF ABDEF FECBA FEDBA FDCBA FECBA CABDF EFEBA FEDBA FEDBA BEFCA FECBA FECBA ABDEF ABCEF ABCEF ABCEF ABDEF FEDBA FEDBA DAEFC FECBA FDABE DFEBA EEECA EEEBA FECBA CACEF EFEBA FFCBA
5,AFECD BBBFD FECBA DFECA EFDBA FEBAC ABDEF ABCEF ABCEF EFDBA ABDEF FECAB ABDEF FECBA DEECA FECBA FBBBE EFDBA FEDBA FEDBA FDCDA BACDF ABCEF ABDEF ABCEF ABCEF ABDEF DFEBA FEDBA EAAEE FECBA FEDBA FEBAB AEFDA FEDBA FDDBA FECBA AACEF ABCEF FECBA FEDBA FDBCB FECBA EBABF CFEBA FEDBA FEDBA FECBA ABDEF ABDEF ABCEF ABCEF ABCEF ABDEF ABDEF ABDEF ABCEF EFEBA FEDBA FECBA FEDBA FECBA FEEBA FECAA FECBA FECBA FDCAB ABDEF ABDEF ABCEF ABEFE BACEF ABCEF EEBAF ABBEF FFDBA FEDBA AACEF ABDEF ABDEF ACEFB FECAB DEDFA FDDCA ACCDF
6,ACDFE ABDEF AADFE FEDBA FEDBA FEDBA FEDBA FECBA EBACF ABDEF ABDEF ABDEF ABCEF ABDEF ACEEE FEDBA FECBA ABEFE FECBA FECBA FECBA FECBA FECBA CBAEF ABCEF ABCEF ABDEF ABDEF BFECA FEDBA FECBA FECBA FEEBA FECBA FECAA ABDEF ACDEF EEAAF ABDEF EDFAB ABBEF ABDEF ABCEF ABEEE FEDBA FEBBB ABEDF FDDBA FECBA FEDBA FEDBA FEDBA DEFCA BACEF FECBA ABDEF ADCDF ABDEF ABDEF ABCEF ABCEF ABCEF ABDEF DFFBA FEDBA FEDBA FECBA FECBA FECBA FCBBD ABCEF ABCEF ABDEF ABCEF ABDEF ABDEF ADEEC FEDBA FECBA FECBA EBACF ABDEF ACEEE AFEDB FEDBA
7,FEDBA FEDBA FECBA ABDEF ABCEF ACCEF ABEEF FBABE ABCEF CFFBA ABCEF BACEF ACEFC FECBA FECBA FBBBD ABDEF FFCBA ABDDF CEFCA FDAAC ACDEF ADEBF ABDEF ABEFE FECBA FEDBA FEDBA CEEDA FECBA FECBA FECAB ABCEF ABCEF BDCAF ABDEF ABEFD FECAC ABDEF ABCEF CCADF ABDDF ABCEF FEDBA FEDBA FDACC FECBA FEBAC BEFDA FEDBA EEEBA FECBA CBACF ABDDF ABCEF BBCDF ABCEF ABCEF ABDEF FECBA FEBBA FECCA ACFEA FDDCA DBADF CFEBA FEBAC FDBAC CFECA FECAB AACEF ABDEF ABDEF FECCA FFCAB FEDBA FEDBA CABFF FFBAB FEDBA FECBA FECBA FCACE ABCEF ABDEF
8,ABDEF ABDEF ABDEF ADEED FFCBA ACFEC FECAB EFDBA FECBA FEDBA FEDBA FEDBA FECBA FECBA FECAA ABCEF ABDEF BEFDA DABDF ABCEF ACFFB FEDBA FECBA FEDBA FECBA FEDBA FECBA FDAAE ABCEF ABCEF ABDEF ABCEF ABDEF ABDEF ABDEF ABCEF FEDBA FECBA AACEF ABDEF ABCEF ABDEF ACCEF ABDFE FEDBA FEDBA FECAC DFEBA FEDBA FECBA FECBA FEBAB ABCEF ABCEF ADFEB FECBA EFDBA FECBA FEDBA FECBA FEDBA FECBA FECAA ABCEF ABDEF ABCEF ABDEF ABCEF ABCEF ABCEF FDCBA BBBDF FEDBA FECBA FEDBA BFEAC ABCEF ACDEF ABCEF ABDFF ABCEF ADFCC FECCA FEDBA FECBA
9,FEDBA FECBA FECAA DACFE ABCEF ABCEF ABCEF ABCEF FEDBA FEDBA FEDBA FEDBA DBAEF ABEEF ABDEF ABCEF ABDEF ABCEF ABCEF EFDBA FECBA FEDBA FECBA FECBA FECBA FECBA ABDDF ABDEE ABCEF ACBDF ABDEF ABCEF ABCEF DFDBA FEDBA FEDBA FECBA FDDAA ABCEF ABCEF ABDEF ADFEB FEBBB ABDEF ABCEF ABDFE FEDBA FEDBA FEDBA FECBA FECBA ABCEF BBBEF ABCEF ABDEF ABDEF ACFEB FECAB ABDEF ACDEF ACCEF BFFCA FECBA FFDBA FECAB ABCEF FFDBA FEDBA FECBA FECBA FEDBA FECBA BACDF ABCEF ABDEF ABCEF ABCDF ABDEF ABDEF DFEBA FEDCA FECBA FEDBA FECBA DABDF
