,0
0,CACCDBCBA DDCBAAABC AABBABCDD AAABBCDDD CCDDCBAAA DDDCCBAAA AAABBCDDD CDDDDCAAA DDDCBBAAA AABBCCDDD ABAABBCDD CCDDDBAAA AAABBCDDD AAABCCCDD AAABBCDDD DDDCBBAAA DDDCBAAAA
1,BBBCBAACD CDDDCBAAA BAAABBCDD AAAABCDDD BBCCDDAAB DDDDCBAAA DDDCBAABA DDCBAAABC AAABCDDDC AAAABCDDD BCBAABDDD DDDCCBAAA AAABBCDDD DDDCBAAAB ABABCDDCA DDCBAAABD DDCAAABBB
2,AAABCCDDD DDDDCBAAA DDCCBBBAA DDDCCBAAA CBAAABCDD AABBBBCDD AABCDDDCC AAABCCDDD CBABDDBBB DDDDCBAAA DDDCBBAAA AABBCDDDD DDDCCBAAA DDDCBAAAC DDCCCBAAC AAABBCDDD AABCDDDDB
3,DDCCCCBAA AABCDDDCC DDCAAACBB DDDCBAAAB AAABCCDDD DDCCCBAAA CBAAABCDD BBBDDCAAB AABBBBDDD CBAAABDDD ABCCDDCBA DBAAABCDD ABCCDDCBA DBAAACCDD DCCBAABCD ACDDDCBAA DDBAAABCD
4,AABBCCCDD BBBAABCDD AAABCCDDD DDDCBBAAA DDCBBBBAB ABDDBCBCC AAABCCDDD AABDCBCDD DDDCCBAAA AAABBCDDD AAABBCDDD BCDDDCBAA DCCCDCBAA DCBAAABCD AABCDDDCB DDCBABBAA DDCBABBAA
5,DDDDBBBAA AAABCCDDD ABBBDDCBB DDCCCBBAA AAAABCDDD AACDDDCBB DDDCABBAA CBAAACDDC DDCCBAABB DDCBAABCD AAABBCDDD BCDDDCBAA DDDCCBAAA CBAAABCDD AAABCCCDD DDBAAABCD DDCCCBAAA
6,AABDDDDCB DDDCBAAAB AAABCCDDD DDCBCBBAA DDCBAAABC AABCCDDDC DDDCCBAAA AABCCCDDD AAAABDDDD DCCDCCBAA DDDBBAABA AAABCCDDD AABCDDDCA DDDCBBAAA AAABBCDDD BCDDDCBAA AABCDDDDC
7,DCBBAABCD AABCABCDD ABCDDDBAA AACDBABDD AAABBCDDD DDDCBBBAA DCAAABCDD ABCCAACDD AABBDDDCB DDDCABBAA CCBAABCDD AAABCCDDD DDCCBBAAA DDCCABBBA AABCDDDCC DDCBBBBAA DDBAAABCD
8,AABCCDDDD DDDDCBAAA DDDCBBAAA AABCDBBCD DDDCBBAAA DCBAAABCD AAABBCDDD DDDCBAABB AAABCCDDD DDCCDCBAA BBAAABCDD DDDCBBAAA DDBAAAACD AAABCCDDD DDCDCBAAA AAAABCCDD CDDDCCBAA
9,DDCBAAABC AABCDDDCB DCBAAACDD AABBCCDDD DDDCBBAAA BAAABCDDD AABBCDDCB DDBAAABCD ABCCAACDD DDDCCBAAA BAAABBCDD ABCBABCDD CDDDCBBAA DDDDCBAAA DCBAABCDD AAABCCDDD DDDCCBAAA
