,0
0,CACDC DDCAA AACDD AABDD AABDD BDDBA DCBBA DAABD AACDD DDCBA DCBAA BABDD AACDC AABDD DDCAA AABCD CBACD ABBDD AACDD DCBBA DDCAA
1,CCDBA ACDDB DCBAA AABDD AABDD BBCDA ADDCA DCBCA DBDCA DBABC AABCD DBABD ABCDC ABDDB DDBAA AABCD BDDBA AACDD CDCBA DBABD DCAAB
2,AACDD CDCBA DDBAA DDCBA DDCBA DBABD ABCDD AACDD BDCAB ABCDD CABDB DDCBA DDCBA DBABC ABCCD DDCBA DDCBA AADDC BAACD AACDD ABCDD
3,DCBAA AABCD DCCBA ACDCA DCBAB AACDD DDCAA DDBAA AACDD BDCAB ABBCD DCAAB ABCCD DDCAA AABDD ABCDB DCBAB BDDBA AABCD DDCBA DCAAB
4,AACDD BDDBA AABDD ABCDC DCBAA DCABA AACDC DDBAB ABDCC ACACD DDCAA BABCD ADCBD ABBCD DDCAA DBCCA DDCAA AABCD DDCAA DBBCA DCABB
5,DCCAA BAACD ABBDD CDCBA DDCBA BABCD AACDD DCCAA DDCBA AACDC DCCAA DDCAA AACDD AACDD CDCBA DCBBA DCBAB ABCDD ABCDD CABCD DCBBA
6,AADDC DDCAA AABDD ABCDC DCCBA DCBAA AACDD DDCBA DCBAC ABBDD AABDD DCABA DDBBA DADAC AACDD AACDD DCCBA CAACD AABDD DDCBA AACDD
7,DCBAB ABCDC ABBCD DDBAA BCACD AABCD DDCAA DDCAA AACCD CAACD AABDD DCCBA DDCBA AABDD AACDD DDBBA BDDBA BBABD CDCAA DCCBA DCAAB
8,ABCDD DCCBA DDCBA DCBAA ACBBD DDCAA DCBAA AABDD AABDD DCAAB AACCD DCBAA DDBAA ABDDC DDBAA DCBAB ABCDD ABDCD DCBAA AABCD CDDBA
9,DCBAA AACDD DDBBA AABCD ABCDD DDCAA DBABC ABBDD CDCBA CAACD ADCAD ACDCA DCBAA AABDD BAACD BDDBA CCDCA DDCBA AABDD AACDD DDCBA
10,DDCBA AACDD BDCAB ABCCD DCAAB AABDD DCBAB AABDD DDBAA ABCDD DCBAA AABCD DCBAA AABDD DDCAA DDBAA ABCDC DCCAA ADDBA DDBAA AABDD
11,AACDD DCBBA DCBAA BAADD ABACD CCDCA AABCD ABCDD DBABD BDDCA DCBAA AABDD CDCBA DDBBA DDBAA AABCD ACDCB DDCAA BABCD ABCCD ACDCA
12,BBACD BADDC DDCAA ADDCA DDBAA AABCD DDCBA AABCD ABADD CDCBA AACCD BCABD ABDDB DCCBA CAACD ABCDC ABCCD CDCBA CBDCA DCBAA ABCCD
13,DCBCA BDDBA DBABD ABCCD CDCBA CDCBA CAABD ADDBA DDCAA DBABD AABCD DDCBA DAABC ABBCD DCAAB AABDD AACCD DCCAA DCBAA ABCDD DCABA
14,ABCDD AACDD AACDD BDBAD DDBAA DDBAA DCBAA AACDD DDCBA DDBAA DCBAA AABCD ABCDD AABDD ABDDA AABCD DDBAA DCBBA DCBAA DDBAA DDCBA
15,BCCDA DDCAA AABCD DDCBA DCAAC ABCDD BAABD CDDBA DCBAA DDCBA AABCD ACABD DDBAA DBABD ABCDD CDCBA BABCD AACDD DCABC DDCBA BABDD
16,ABCDD DDCBA DCCAA AABDD BCDDA DCBAA AABCD AACDD DDCAA ABCDD CDCBA CDCBA DDBAA CAACD ABDDC DDCBA DCBAA AABDD AABDD ABCDD BACDC
17,ADDCA ABCDC DCBAA CAABD AACDD DDBAB DCBAA DCBAB AACDD ADBCA DCBAA AACDC DDCAA BAACD ABCBD DDCAA DCBAA AABCD ABCCD DDBAA ACDCB
18,AABDD BAACD DDCBA DBAAD ABCDC DDBAA AABDD ABDCD ABCDD ABBBD DCBAA CCCCA DBABD DDCBA BABCD ABCCD DDCAA AABCD AACDD DCBAB ACDBA
19,DCBAB ABCDD BCDCA DCBAB AABCD DDBAA DCABC ABDDB DCBBA ABBDD DDBAA DCBAC ABCDC DDBBA BABCD DDCAA CDCAA BCCAD AACDD ABCDC CCDCA
20,DDCBA DDCAA AABCD ABCDD ABBDD DDBBA CCDBA DCBAA AABDD ABCDD BDBBB AACDD DDBAA AABDD DDCAA DDCAA CAACD AABCD CDDBA AACDD DCBBA
21,AADCD ABBCD ACDCC BABCD CCABD ABDDB DCCBA AABDD DCBBA BAACD CADDA DDBAA AACDD AACDC DBAAD AACDD BDDCA AADDB DCBAA CCDCA DCAAB
22,ABCDD DDCBA DDCBA DDCBA AABCD CDDBA BABCD AACDD BABCD ABDCC DDBBA CBABD DDBAA DCAAC ADDCA DCBAA AABDD DDBAA AABDD ABCDD ABCDC
23,ABDCC BDCCA DDCBA AABCD CDCBA DCAAB AABCD AACDD BABCD ACCBD DDCAA ADDBA DCBAA ABCDD DCCBA DCBAB ABCDD DCDBA AABDD AACDD DBACC
24,ADBAD ABCDC DAABD ABCDC DCAAB ABCDD DDBAA ABCDD CDCBA DCAAB AACDD DDCAA AABDD DDCAA DDCAA ABCDD DDCAA BDCBA DCCBA BAACD ACACD
25,ABBDC DCBBA DAABD CDCBA DDCAA AABDD AABCD DDCBA DCCAA DDCBA AABCD ABCDC DDBAA AACDD CDAAC ABACD CDDBA DAACD DDAAB ABCCD AADCC
26,CBACD BDDBA AACDD DCBAA DCBAA ABCDD AACDD DDCBA DCBAB ACDCB ACBCD ABBCD AACCD CDCBA DDBAA ABBCD BABCD ABDDB DCBAB DCCAA ABCCD
27,AABCD ABCDD AABDD DCBAA AABCD ABCDD DAACD CDDBA DCBAA DCCBA DCBAB AABCD ABCCD ABDDC DCCAA ABDDC DDBAA BABCD DCCBA DCCBA DCCBA
28,DCAAC ABCDD DCBAA ABCCD DDBAA AABDD DDCBA DDCBA AACDD DDBAA ABDDC CCBAD DDCAA AABCD AABDD DCBBA DCBAB AACDD DBABD CCDBA CDDBA
29,BABCD ABCCD AABCD AABDD AABCD CDCAA DCABB BDDBA DDCBA DCBAA CBCDA DDBAA AABDD ABDDC BAACD AABDD ABDDB DDCBA ABDDB DDCBA DCBAA
30,ABBCD BDCAA DDBBA DCBBA DCBBA DBABD ABBDD DDCAA AABCD ABCCD DCAAC ABCDD CDCAA DDCAA AACDD DDCBA BABCD ABCDC DDBAA AACDD DDCAA
31,DCBAA DCCAA DDCBA DDBAA AABCD AABDD ABCDC DDBBA DCCBA CAACD ABCCD DDCBA ABCDD AACDD BABCD DDCBA DBABD AABDD DDBAA ABCDD ABDDC
32,BABDB CDCAA CAACD AACDD BDDBA DDBAA DCAAC AACCD BCDCA DBABD ABCDC AACDD DCBAA ABCCD ACDCA DBCDA DCBAA AABDD ABCDD DCAAC DDCAA
33,AABDD DDCBA BABCD DDCAA DDBAA AACDD AABDD DDCBA DCBAA ABBDD DCBAA AABDD AABCD DDCAA DCBAA AABCD ABCCD ACDCA DDCAA DCAAC AACDD
34,ABCDD CABDD DDCAA DCBAA AACDD DBAAD AABCD ABCDD AACDD DAACD DDCAA ABCDD DDCBA AABDD DDCBA DCBAA AACDD AABDD DDCBA AABDD ACDDB
35,DCCAA ADDBA AABDD AACDD DBABA CDCAA ABDCB DAACD ABDDC DDBAA AABCD BCDCA DBAAC AABCD AACDD DDCAA CAACD DDAAC ABCDC DDCBA CDCAA
36,BBBBD DDCBA DCAAC ACDCA DDBAA BAACD BDBBA AABDD ABBCD BAACD AACDD DDCAA DDBAA CCDBA DCBAA AABCD DCBAA AABCD ABBCD DBABC ABDDB
37,AABCD BBABD DDBBA DDCBA AABCD DDCBA CABCD ABCDD DCAAB ABCDD DDCAA AABCD ABCCD CDCBA DDBAA AABCD DDBAA CAACD ABCDD DCBAA DCABC
