,0
0,DCBACCB BDCAACB DDCCBAA DDCBBAA AABBCDD AABCDDC AAABCDD AABCCDD AABBCDD AABCCDD AABCDDD DDCBBAA DDCCBAA DDCCBAA DDCCBAA AABBCDD AABCCDD AABCDCD DDCCCBA DDCCBAA DDCBBAA DDCCBAA DDBAAAC AABCCDD AABBCDD ACDDBAB AACBBDD AABBCDD BCDDCAA DDCCBAA DBAABCD AABBCDD CDDCBAA AABCDDD AABCDDD AABCDDD AAABCDD ABDDDBA DDCBBAA DDCBBAA DDCBBAA DDCBAAA
1,BCBABDD DDCBAAB AABCCDD DDCCBAA DDCBBAA DDBBAAB AABBCDD AABCCDD AAABCDD AABCDDC BAABBDD CCDDBAA AABCDDC DDDCBAA DDCBBAA CDDCBAA DDBAABD DDCCBAA DDCCBAA AACCCDD AABBBDD AABCCDD DDCBBAA AABBCDD AABBCDD BCDDCAA AABCCDD DDCBBAA DDCBBAA DDCCBAA AABBBDD AABBCDD AABCCDD DDCBBAA AABBCDD ACDCBBD AABCDDC DDCBBAA DDCCBAA AABBCDD DDCCBAA AAABCDD
2,AABBCDD AABCCDD AACDDCB DDCCCAA DDCCBAA DDCBBAA DDCCBAA DDCCBAA DDCBBAA DDCBBAA DDCBBAA AABBCDD AABCCDD AACDDCD AABBCDD AABBCDD ABBCDDC CBAABDD AABCCDD AACCCDD DDDBBAB BDDCBAA CBCDCCA DDDCBAA DDCCBAA DDDCBAA DDCBBAA AABBCDD AABBCDD BCAABDD DDCBBAA DDCCBAA DBAACDC DDCBBAA BAABCDD DDDBBAA DDDCBAA AAABCDD AABBCDD AABCCDD AABBCDD AACDDCC
3,DDCBAAA DCACCAB DCBAABD AABCCDD DDCBBAA DDCCBAA BAABCDD DDCCBAA DDCBBAA CBAABDD AABBCDD AABCCDD BCDDCBA DDCBBAA DDCCBAA DDCCBAA AABBCDD AACCCCD AABCDDC DCAABCD AABCDDD AABBCDD DDDCBAA AABBBDD AACCCDD AABCCDD BCDDBAA DDCCBAA CAAABDD AABBCDD AAABCDD BCDDCAA DDCBBAA CBAABDD AABCCDD DDCCBAA CBAABDD AABCCDD ABDDDBA DDCCBAA DDCBBAA AAABCDD
4,AAABCDD AAACDDD AABCDDD DDCBAAB AABBCDD AABCCDD AABCCDD CDDDCAA DDCCBAA DDCCBAA DDCBBAA BBDDDBA AABBCDD CDDDAAB CAABDDA CCBAACD AABCCDD DDBAABC ABCDDBA AABCCDD CDDDCAA DDCBBAA DBABBBB AABBCDD AABCDDD BAABBDD AABBCDD AABBCDD BCDDCAA DDCBAAA DDCBAAB DDCCBAA DDBABBA DDCBBAA AABBCDD AABBCDD ACDDCBA DDCBABA DDCBAAA DDCBBBA DDCCBAA AACDDCB
5,CDCBABC DCABCCA DDCCBAA AABCCDD AABDDCB AACDDCC ABDDCBA DDDCBAA CBBCDCA DDCBBAA DCCAABC AABCCDD AABCCDD AABCDDC DDCBAAA DDCBBAA DBABDDC DDCBAAA CBAABDD ACDDCAA DDCBAAA DDCBAAB DDDCBAA DDCBBAA AABBCDD AABCCDD AABBCDD AABCCDD AACDDCB DDCBBAA DDCCBAA DDCCBAA DDCCBAA BAAACDD AABBCDD ACCBACD AABDDCD AACDDCA DDCAABB AABBCDD DDDCBAA DDDCAAA
6,AAABCDD CCDDCAA DDCCBAA DDCBBAA AAABCDD AABBCDD AABCCDD BDDDBAA DDBAABB DDCCBAA DDCBBAA DDBBAAC AABCCDD AABCCDD DDDCBAA DDCCBAA DDCBBAA BBAACDD ABCCCCC AACCDDC AABBCDD AABCDDD DDCCBAA BCDDCBA DDCCBAA DDCCBAA DDCAABD DCAABCD AAABCDD AABCCDD AABBCDD AABCDDC DDCBBAA DDCCBAA DDCBAAA AABBCDD AABCCDD AABBCDD BDDCCAA DDCBBAA AAABCDD ABBCDDD
7,DDCCBAA CBAABDD AABCCDD CDDDAAB AABCDDC AABCCDD CDDCBAA DDCBAAA BCDDDAA AABCDDC BAABCDD AAABCDD CDDCBAA DDCCBAA DDDCBAA DDCBBAA AABBCDD AAABCDD CDDCBAA AABCCDD AAABCDD AACDDCB DDCBAAA DDCCBAA DDDCBAA DDCCBAA AAABCDD AABCCDD AABCCDD ABCDDCB DDCCBAA CDDCBAA AAACDDC DDCCBAA DDCCBAA AABBCDD ABDDCBB DDBCCBA DDCBAAB DDCCBAA DDCBBAA BAABCDD
8,AABCCDD AABCDDD DCAABCB DCCCCAA DDCBBAA DDCCBAA DDCBBAA DCAABCD AABCDDC AAABCDD CDDCBAA DDCBBAA DDCBBAA DDCBAAA AABBCDD AABCCDD AABBCDD AABCCDD DDCCBAA AABBCDD AABBCDD AABBCDD DDCCBAA CBABDCA DDCCBAA DDCBAAA AABBCDD CDDCBAA DDCCBAA DDCBBAA DDCBBAA CBAABCD AABCCDD AABCCDD AABBCDD DCBAABD DDCBBAA DDBACBA AAABCDD AABBCDD AABCDDD DDCCBAA
9,DDCCBAA DDBBABB AABBCDD AABCCDD DDCCBAA DDCBBAA AAABCDD AABCCDD AABCCDD AACDDCB DDCCBAA DDCBBAA DDCBBAA AABCCDD AABCCDD AABCCDD AABDDDB DDCCBAA DDCBAAA AABCCDD AABCDDD CAAABDD AABCCDD DDCCBAA DDCCBAA DDBAABC AABBCDD AABCCDD CDDCBAA AABBCDD AABCDDC DDCBBAA DCAAACD DDCBBAA DDCCBAA DDCCBAA AAABCDD AABBCDD AAABCDD AABCDDC DDDCBAA DDCBBAA
