,0
0,HHHDGA AAHGHC CCAHHA CDAHHE HHHFFA GGHDHA HHHDDA HHHEDA AAABDH AAADFH AAACBH DCBHHA BBCAAH AAADCH AAACBH AAADDH AAAGCH AAABBH AAACCH AAACBH AAACBH AAAHHD HHHFEA HHHEGA HHGHEA HHHAAA HHHACA HHHFHA GFHGHA HHHCAA AAAEFH AAAGAH AAADCH AAADCH AAADCH EEHAAH GGHHAA GGHHGA HHHDBA HHHDDA HHHFFA HHHDFA HHHEEA HHHEFA HHHDDA BCAAAH AAAEDH AAAGFH AAAHHG AAAGHH AADBBH HHHAAG AAAEHH AAACBH AAACEH AAAGCH AAACDH HHHFEA HHHCDA HHHADA HHHDFA AAABCH AACBBH AABADH AAAHHA HHFHDA AAACDH BAHHCA AABBCH AAAHHF AAACDH BBEAAH AAGAAH AAAADH AAAEDH HHHFFA HHHGEA GGHGGA GHDHHA HHHAAA HHHFGA GGHHFA HHHFFA HHHHFA HHHABA
1,FFAHHA AAABFH HHHGFA CDAAAH AAADBH AAAFEH GGHGGA HHHFDA HHHGGA HHHDGA HHHFCA GHDAAH AAFABH AAAECH AAADBH AAADFH HHAAAH AAAEBH AAACDH FEHHHA HHHAAH AAACCH AAACCH HHGAEA BBAABH BAAHHA EEBHHA HHHDGA HHHEBA HHHFFA AAAHHA HHHCEA HHHFFA BBBAAH HHHFHA HHHFFA HHHAFA HHHDEA AAADFH BBAACH BBCAGH AAACDH AAAABH AAAGHH HHHFGA HHGEFA AAEAGH AAABCH AAAHBH AAAEBH AAABCH HHHDEA BBABBH AAABFH HHFGFA HHHEFA HHHFEA HHHFFA HHHBCA HHHDFA AAHAEH AAAAFH AAADEH AAACDH AAADCH AAAGHH HHHEEA HHHEFA BBAAGH AAADDH AAAHHH CDAABH AACABH DCGHHA HHHEFA HHHGEA HHHBEA HHHBCA AAACBH AAADDH HHHFFA HHHDFA GGHAAH AAABCH HHAAGE
2,AABBFH AACABH AAADCH AABAHH AAAAFH GGHHGA HHEGFA HHHEDA HHHBCA HHHBFA HHHGEA HHHEFA HHGDFA HHHGDA HHHCDA HHGDDA HHHGFA GGHHGA HHHFFA HHHAAA HHHDBA HHHAAA AAABBH AAADDH AAACBH AAAEDH AAAABH GGHAAH AAACDH AAABCH AACAEH AAADDH AAAHFH DDCHGA HHBHHA CCABBH AAADBH AAABDH AAAFGH AABDBH GGHAHA CBHAAH AACHGA HHGCAA FGACAH FFGHHA FFHHHA HHHGDA HHHDBA HHHDEA GGGHHA HHHEGA HHHEEA HHHGEA AAAGHH AAAECH AADBDH AAADCH CBHHDA AAADAH GGHHGA HHFHBA HHHFBA HHHFFA HHHBBA AACHHB HHHCGA HHGEGA HHHAAC AAADDH HHHCHA HHFEAD HHHAHA HHHAAA AACBAH AAABCH AAADBH AAADCH AAADCH AAAGCH AAACEH AAAEBH AABBBH DCHAEA HHGHGA
3,FFHHHA GHBHAH HHGGAB GGHAFD GGHFHA BBAAAH AAADCH AAADCH HHHDBA HHHDHA HHHCEA HHHEEA HHHAHA AAAHHG HHHDAA HHHFFA HHHFEA GHGHHA HHHBAA AAACEH AAAGDH AAAECH AAADCH AAAGEH AAAGEH HHHGGA HHHCBA GGHFDA HHHAHA HHHGFA HHHGDA HHHEGA AAADEH AAACBH AAAFGH BAEABH BBAAEH DCHBHA HHHDAA AABFCH BBAHAH BAHHDA CDCABH AAAGDH DCFHHA HHHDHA FGAABH AAAAEH AAAEHH BBAFHH AAADAH BBBADH AAAEHH HHHDFA HHHCCA HHHEGA HHHADA AAADAH AAACEH AAADDH AAFAAH AAEAAH AAAEHH HHHGEA HHHFEA HHHDCA HHGDAA AAADDH BAFAAH EFABHA FFHAAD HHHFDA HHHDGA AAACCH BBABBH AAAGBH AAABCH HHHDEA HHHFGA HHHDGA HHHFFA GHHFHA FGGAAH AAAEHH AAAEDH
4,AAAGBH AAAHDH EEAAAH AAGAGH BAEAFH AABHEA HHHCEA GGBAAH AAACCH AAADCH AAACCH AAADBH AAACCH AAADCH AAAGHH HHHEEA HHHEEA HHHEFA HHHFGA HHHFFA HHHEFA HHHCEA BAGAHH HHHGFA AAAEDH AAAECH AAAHCH HHFABG HHHAAC DCGHHA HHAHFA BAABDH AAAFBH AAACCH GGHHCA AABDFH AADABH HHHFAA AAACDH AAAGAH AAAGHH HHHEFA HHHEEA HHHFGA HHHAAA HHAHAB AABCGH AAAECH AAAECH AABHHA HHHAAE BBACCH AAAEEH AAAHEH AAADEH AAAECH AAAFGH HHHEFA HHHFEA HHHDHA HHHEEA CDAAAH FEHHHA HHHFFA HHHEEA BAEHHA HHHEEA HHHEEA AAADBH AAACBH AAACDH AAACCH AAAEFH HHHGFA HHGGHA FGAHHB HHHCFA HHHAAH EDHHGA FFEHHA GGHHHA HHHEFA DDAABH GGHHGA HHHDEA
5,AAHHBE BBBAHG HHHDCA EEHHHA FFHHEA HHHAAC AAADCH AABABH AAACCH FFHHFA AAAEDH HHHCAA AAADCH HHHECA FFEHHA HHHBFA HHBAAH GFHHFA HHHHFA GHHGGA HHGBHA BBACAH AAACCH AAAEEH AAACCH AAACCH AAADCH FEHHHA HHGHFA GHBAFH HHHEEA GGHHGA HHHAAA BAFHHA HHHGGA HHDHGA HHHEEA BBABCH AAACEH HHHBGA HHHGFA HHHAGA HHHEEA FGEAAH DCHHGA HHHGGA HHHFFA HHHEEA AAACFH AAADDH AAACCH AAABBH AAACDH AAADDH AAADCH AAADCH AAACCH FFHHHA HHHGFA HHHEEA HHHEEA HHHEFA HHFHGA HHHDBA HHHFCA HHHEDA HHGDAA AAADCH AAADCH AAABCH AAAHHH BCAABH AAACBH FFHAAH BABACH GGHGGA HHHFFA BBACCH AAAFFH AAAFFH AAAHHA HHHBAA EDGEHA HHCHHA AAEAAH
6,AACFHH AAAFFH AAAGHH GHHFGA HHHFFA HHHFGA HHHFFA HHHDFA GGFAAH AAADDH AAADCH AAADCH AAACCH AAAEDH AABHGH HHHFHA HHHEFA AAAHHH HHHEFA HHHEFA HHHEFA HHHEFA HHHCDA CCDAEH AAACCH AAACCH AAAEDH AAAEEH CBHHGA HHHFFA HHHCCA HHHDEA HHFHEA HHHEFA HHHCBA AAADCH AAAGFH GGHAAH AABDFH FFBHAA AABADH AAADDH AAACBH AAAHGH HHHHFA HHHAAA AAAHAH HHDHHA HHHEFA HHHFFA HHHFFA HHHGHA FFFHHA BBAABH HHHCBA AAADDH AAGBAH AAAFDH AAAECH AAACDH AAABBH AAACBH AAADDH EDGHHA HHHFFA HHFHFA HHHEDA HHHDFA HHHDEA HHFAAG AAABCH AAACBH AAADDH AAACCH AAAECH AAADDH AACHHD GGHGHA HHHEFA HHHEGA GGDAAH AAAEDH AABHGH AAHHHA HHHFHA
7,HHHFFA HHHFFA HHHDEA AAADDH AAACBH AABCCH AAAHGH HHFAAH AAAAEH DCHHFA AAACCH BBAACH AAAHHD HHHEEA HHHEEA HHBAAF AAAFEH HHHECA AAAFAH DCGHHA HHHAAD AABDBH AABHAH AAAHBH AAAHHH HHHEFA HHHGFA HHHFFA DDGHHA HHHEFA HHHEFA HHHBAA AAADBH AABABH CCFCAH AAAFFH AAAHHE HHHBAA AAADDH AABABH DDGAAH AABEAH AAADDH HHHGEA HHGGGA HHHAEB HHHEDA HHHAAA BBDHHA HHGGGA GGGHHA HHHEFA DDEAAH AAAGAH AAADCH BBAAAH AAABDH BAABBH AAADEH HHHDFA HHHAFA HHHCHA BAAHHA HHDHHA EEFAAH DCHHHA HHHAAB HHHAAD DDHHHA HHHDAA BBABBH AAADDH AAAFGH HHHAHA GGHEAA HHHFGA HHHEFA DDAAGH HHHAAA HHHFGA HHHEEA HHHDFA HHHAAH AAACBH AAADBH
8,AAADEH AAADCH AAADFH AADHGH GGHCCA AAAHHB HHHBAA GGHHGA HHHDEA HHHEFA HHHFFA HHHFEA HHHEEA HHHDDA HHHDBA AAABBH AAAEEH BBCHHA EEAAAH AAABCH AAAHHA HHHFEA HHHDEA HHHFEA HHHEEA HHHFGA HHHDEA HHHAAH AAABBH AAACBH AAADCH AAACCH AAADCH AAADCH AAAEDH AAACCH HHHFFA HHHEEA BBABDH AAAECH AAABBH AAADCH AACAAH AAAEHH HHHFGA HHHFFA HHHBAB EDHHHA HHHFFA HHHEFA HHHEFA HHHAAA AAABCH AAACCH AAAHHA HHHEEA GGHHGA HHHEFA HHHFEA HHHDFA HHHFFA HHHEFA HHHDBA AAACAH AAADDH AAACCH AAADCH AAADCH AAABBH AAACCH HHHBEA BBBAAH HHHFEA HHHECA HHGHCA CBHHAA AAABBH AAAFCH AAACCH AAAFGH AAABAH AAAHDB HHHCHA HHHFDA HHHEEA
9,HHHGGA HHHBFA HHHFAA FGAAHH AAABEH AABBBH AAACCH AABACH HHGGGA HHHFGA GGHHGA HHHFGA FFEACH AAAHEH AAADDH AAACCH AAADDH AAABEH AAACCH GGHHGA HHHDHA HHHEFA HHHEFA HHHEEA HHHEEA HHHEEA AAAHAH AAAGFH AAAACH BAEAAH AAAECH AAACCH AAADCH FEHGHA HHGGFA HHHFFA HHHDDA HHGFBA AAACDH AAACDH AAAEBH AAAHHA HHHABA AAAEDH AAACCH AAAFHH HHHFGA HHHGEA HHHGHA HHHEFA HHHEFA AAACBH BBAAAH AAACCH AAADCH AAAEDH AAAHHA HHHCAA AAAFEH AABECH AABBCH BAGHHA HHHDGA GGHGFA HHHCAA AAADCH GGHGFA HHHFFA HHHCCA HHHDCA HHHGEA HHHDDA CCABAH AAACDH AAADCH AAACCH AAACAH AAADCH AAADCH EDHHHA HHGGHA HHHEEA HHHFFA HHHEFA EFAAAH
