,0
0,EBADCFE EFEDCBA FEDBABC AABDEFE AABCEFF ABBDEFF ABBCEFF EFEDBAA FFDCBAA FEDDCAA ABBCDEF AACDEEF EEEECAA FEEDBAA FEEDCAA AACDEEF ABBDEFF BABDDEF ABBCDEF FFDCBAA CAABDFF ABDFEDB ABDEDEF AABCEFF AABCEFF FFECBBA FFECCBA FFEDBAA
1,DCBEFDA AABCEFF FFECBBA FFDCBAB AABCEFF ACCCCEF ABEEEDD BCDFFBA AADFEED FFECBBA EFEDCBA CDFEDBA FEDBAAD AACDDEF ABDFFDB CBABCEF ABBCEEF EBAACEF FEEDCBA FFDCBBA ABBCDFF AABDEFF FEDCBAB AACEEEE CDEFDBA FFECBAA AABDFFD FDBABDF
2,AABCEEF ABBDFFE FEEDCAA FEECBAA FFEDCAA FEEDBBA FFECCBA CAABDFF AABDEFF BABCDFF AABDEFF FFCBABD AACDEFF CDFECAB EFDCBAB FEEECBA FEECBBA FFECBAA ABBCEFF ABDECEF FEEDCBA FECBABB FFDCBAA ACEEEDD FECAACF AABCDFF AACDEEF AACDEEE
3,FECBCCA FEDCAAE AACEFED FFEDCAA AACFFEC FEEDBAA BABCDFF ABBCEFF EFFECAA FEEDCBA FEDBABC AACEEEE BDFFEBA ABCDEFF AABDEFE FEBABBE ABCDEEF ABDFFDA FEECBAA AABDEEF AABCDFF FFECBAA BAACEFF EFEDDBA BAACDEF ABCEFEC FEEDCBA FEBABDE
4,AABDEEF AABDEFF DCBABEF AABCEFF AACDEFF FFEDBAA FFEDBAA FCBCDCB AABDEFF DBDBCFC BBABDFF BEFEABD BDFCACF BCEFFCA FEDDBAA BABCDFF ABEFECC AABCDFF AABDEFF FFECBAA FEBACEB FFDBABB FECAACF AABCEFF DFFECAA FFECBAA FFEDBBA FDBACDB
5,EEDDEBA FEEDCAA ABCCEEF BAADFFE CFFDBBA FECBCDA FFDDBAA AABCEFF AABCEFF FFEDBAA FEDDBAA FFEDBAA BAABDFF FFECBAA FDBACED FFEDBAA AABDEFF AABCEFF AACDEEF FFEDBAA FFECBBA FEECBAA BABCDFF ABCEEDF ABCCDEF FFDCBAB AABDEFF FDDECAA
6,AABDEFF FEEDCBA FFDCBAB AABCEFF AACDEFF FFECAAB FFEDBAA FFDBBAB AABCEFF ACEFEDB FEEDBBA EDCAADF ABCCDFF BBBBDFF ABDEFED FCCCDCA FFEDBAA FFCCBAC DAACDEF ABCDEFF AABCEFF FFEDBAA FFECBAA BABCDFF ABBCEFF ABDFEEC FFDCBAA ABCEEEE
7,FFEDBAA ABBCEFF CDCABEF BBACEEF EFEDBAA BACEFEB CDFFDAA ABBCDFF EFEDBAA FEDDCBA FEDBABC ABCCDFF DFDAADF ABCCDFF BEFEDBA FFEDBAA FFEDBBA ECAACEF ABCCDFF AACEFEE FFECBAA DCBADFE FEDABDC BBABDFF BFFECBA FFECBAB FEEDBAA FEBABCE
8,ABCDEFF BDFDADD FEEECAA FEEDCAA FEDCBBA AABDEFE AABCEFF FFDCBBA FEEDBAA BBBCDFF AACDEEF AABDEFF FFDCAAB AABCDFF AACEFED FECABDB FFECBAA BABCDEF FFECBBA FEDCBAA FFDCBAA AABCEFF AABDEEF ACEEDDE FFDCBBA BBBBDFF AACDEEF EEEDCBA
9,FFECBAA BBBCDFF ABCEFED FEDDBAA AABDDEF AACDEEF BEFFDBA FFECBAA FEDBBBB AABCEFF ABCCDEF FFEDCAA FDBAACF AACDEFF BABCDEF EFEDCBA FFECBBA ABBCDEF AACDEFF BABCDFF BCEFECA FFDBABC FFECBAA FEEDCAA AABCEFF ABCCDFF ACFFDCA FEEDBAA
