,0
0,DDBAABCCB BCDCAABCB DDDCCBBAA DDCCBBAAA AAABBCDDD AAABCDDDC AAABBCDDD AAABCCDDD AAABBCDDD AAABCCDDD AAABCCDDD DDDCBBAAA DDDCCBAAA DDCCCBAAA DDDCCBAAA AABBBCDDD AAABCCDDD AABCCDCCD DDCCCCCAA DDCCCBAAA DDDCBBAAA DDDCCBAAA DDCBAAABC AABBCCDDD AABBBCDDD ACCDDCAAB AABBBBCDD AABBBCDDD BCCDDCBAA DDCCCBAAA DCBAABBDD AAABBCDDD CDDDCBBAA AAABCDDDC AAABCDDDD AAABCCCDD AAABBCCDD ABCDDDCBA DDDCBBBAA DDDCBBAAA DDDCBBBAA DDDCBAAAA
1,BBCAAABDD DDDCBAAAC AAABCCDDD DDDCCBAAA DDDCBBAAA DDCBBAAAB AAABBCDDD AAABCCDDD AAAABCDDD AABCCDDDC BAAABBCDD CCDDDBAAA AAABCDDDC DDDDCBAAA DDCCBBBAA CDDDCBAAA DDCBAAABD DDDCCBAAA DDCCCBAAA AABCCCCDD AAABBBCDD AAABCCDDD DDDCBBAAA AAABBCCDD AABBBCDDD BBCDDDBAA AAABCCDDD DDDCBBAAA DDDCBBBAA DDCCCBAAA ABABBBCDD AAABBCDDD AAABCCDDD DDDCBBAAA AAABBCDDD ABDDCBBCD AAABCDDDB DDDCBBAAA DDDCCBAAA AAABBCDDD DDDCCBAAA AAAABCCDD
2,AAABBCCDD AAABCCDDD AABCDDDCB DDDCCCBAA DDCCCBAAA DDDCBBAAA DDDCCBAAA DDDCCBAAA DDDCBBBAA DDDCBBAAA DDCCBBAAA AAABBCDDD AAABCCDDD AABCDDCCD AAABBCDDD AAABBCDDD AABBCDDDC CBBAABCDD AAABCCDDD AABCCCCDD DDDDBBAAB BDDCCBAAA CACCDCCCA DDDCCBBAA DDCCCBAAA DDDCCBAAA DDDCBBAAA AABBBBCDD AAABBCDDD ACBAABCDD DDDCBBAAA DDCCCBBAA DCAAABDDC DDDCBBAAA BAAABCDDD DDDCBBAAA DDDDCBAAA AAABBCDDD AAABBCDDD AAABCCDDD AAABBCDDD AABCDDDCC
3,DDDCBBAAB DCBACCABB CDCBAAACD AAABCCDDD DDCCBBAAA DDDCCBAAA BAAABCDDD DDCCCBAAA DDDCBBBAA CBAAABCDD AAABBCDDD AAABCCDDD ABCDDDCAA DDCCBBBAA DDDCCBAAA DDDCCBAAA AABBBBCDD AABCCCCCD AAACCDDDC DCAAABCCD AAABCDDDD AAABBBDDD DDDCCBAAA BAABBBCDD AABCCCDDD AAABCCCDD BCDDDCBAA DDCCCBAAA CBAAABCDD AABCBBCDD AAABBCCDD BCDDDCBAA DDDCBBAAA CBAAABCDD AAABCCCDC DDCCCBBAA CBBAABCDD AAABCCDDD ABCDDDCAA DDDCCBAAA DDDCBBAAA AAABBCDDD
4,AAAABCDDD AAABCDDDD AAABCDDDD DDCCBAAAB AAABBCDDD AAABCCDDD AAABCCDDD BCDDDCBAA DDDCCBAAA DDDCCBAAA DDDCBBAAA BBBDDDCAA AAABBCDDD CCDDDBAAB CBAABDDDA CBCAAABDD AAABCCDDD DDCBAABBC ABBCDDCAA AABCCBCDD CCDDDCBAA DDDCBBAAA DCAABCCBB AAABBCDDD AAABCDDDD BBAABBCDD AAABBCDDD AAABBCDDD BCDDDCBAA DDDCBBAAA DDCCBAAAB DDDCCBAAA DDCAABCBA DDDCBBAAA AAABBCDDD AAABBCDDD ABCDDDCAA DDDCBAABA DDCCBBAAB DDDCBBBAA DDDCCBAAA AABCDDDCA
5,BDDCBAADB DDBABCCBA DDDCCBAAA AAABCCDDD AABCDDDCB AABCDDCCC ABCDDDCAA DDDDCBAAA CBBBCDDBA DDDCBBAAA DDCCAAABC AAABCCDDD AAABCCDDD AABCCDDDC DDDCBAAAA DDCCBBBAA DBAABCDDB DDDCBBAAA CBAAABCDD ABCDDCBAA DDDCBAAAA DDCBBAAAB DDDCCBBAA DDDCBBAAA AAABBCDDD AAABCCDDD AAABBCDDD AAABCCDDD AABCDDDCA DDDCBBAAA DDDCCBAAA DDDCCBAAA DDDCCBAAA BBAAABCDD AAABBCDDD ABCCBAACD AABCDDCCD AABCDDDBA DDCBAAABB AAABBCDDD DDDDCBAAA DDDDCAAAA
6,AAAABCDDD CCCDDDBAA DDDCCBAAA DDDCBBAAA AAAABCDDD AAABBCDDD AAABCCDDD BDDDDCBAA DDCBAABBB DDDCCBAAA DDDCBBAAA DDCBBAABC AAABCCDDD AAABCCDDD DDDCCBBAA DDCCCBAAA DDDCBBAAA BBAAABCDD AACCCCCCC AABCCDDCC AAABBCDDD AAABCCDDD DDDCCBAAA BCDDDCBAA DDDCCBAAA DDDCCBBAA DDDBAAABD DCAAABCCD AAABBCDDD AAABCCDDD AAABBCDDD AABBCDDDB DDDCBBAAA DDDCCBAAA DDCCBAAAA AAABBCDDD AAABCCDDD AAABBCDDD BDDDCCBAA DDDCBBAAA AAAABCDDD AABBCDDDC
7,DDDCCBAAA CBBAABCDD AAABCCDDD BCDDDBAAB AAABCDDDC AAABCCCDD CDDDCBAAA DDDCBAAAA ABCDDDCAA AABBCDDDB CAAABCDDD AAAABCDDD CDDDCBBAA DDDCCBAAA DDDDCBAAA DDDCBBAAA AAABBCCDD AAAABCDDD CDDDCBAAA AAABCCCDD AAAABCDDD AABCDDDCB DDDCBBAAA DDDCCBAAA CDDDCBAAA DDDCCBAAA AAAABCDDD AAABCCCDD AAABCCCDD AABDDDCCB DDCCCBAAA CDDDCBAAA AAABCDDDC DDCCCBAAA DDDCCCAAA AAABBCDDD AACDDDCBA DDCBCCBAA DDCBBAABB DDDCCBBAA DDDCBBAAA BAAABCCDD
8,AABBCCDDD AABCCDDDD DDBAABCCB DDCCCCBAA DDDCBBAAA DDDCCBAAA DDDCBBAAA DCBAAABCD AABBCDDDB AAAABCDDD CDDDCCBAA DDDCBBAAA DDDCBBAAA DDCCBAAAA AAABBCDDD AAABCCDDD AAABBCDDD AAABCCDDD DDDCCBAAA AAABBCDDD AAABBCDDD AAABBCDDD DDDCCBAAA DBAABDDCA DDDCCBAAA DDDCBBAAA AAABBCDDD CDDDCBAAA DDDCCBAAA DDDCBBAAA DDDCBBAAA CBAAABCDD AAABCCDDD AAABCCDDD AAABBCDDD DCBBAAACD DDDCBBAAA DDCAABCAA AAAABCDDD AAABBCDDD AAABCDDDD DDDCCBBAA
9,DDDCCBAAA DDCBBAABB AAABBCDDD AAABCCDDD DDDCCBAAA DDDCBBAAA AAAABCDDD AAABCCDDD AAABCCDDD AABCDDDCB DDDCCBAAA DDDCBBAAA DDDCBBAAA AAABCCDDD AAABCCCDD AAABCCDDD AABCDDDCB DDDCCBAAA DDCCBBAAA AAABCCDDD AAABCDDDC CBAAABCDD AAABCCDDD DDDCCBAAA DDDCCBAAA DDCBAABBC AAABBCCDD AAABCCDDD CDDDCBAAA AABBBCDDD AAABCDDDC DDCCBBBAA DCBAAABCD DDDCBBAAA DDDCCBAAA DDDCCBAAA AAABBCDDD AAABBCDDD AAABBCDDD AABBCDDCC DDDCCBAAA DDDCBBAAA
