,0
0,AAAFFF FFFEDA AAADDF FFFDCA CCBAAF AAAFEF FFFFDA FFFAAA AAACEF FFFEDA BBADBF AAABDF BBAAAF FFFDBA FFFBFA FFFEFA FFFBCA FFFFEA AAABBF AAACBF AAADDF FFFEEA AAACBF BBBFFA FFAAAF
1,AAAFFE EEFFBA FFFCDA EEFFAA AAAFCF DDEFBA AAABFF AAABAF AAABDF AABFAF DCFDFA FFAAEF AAAAAF FFFBAA EFFAAF EFEAFE FFFAEA FFECFA DDFFAA FFFABA BBAFFA AAFFAF AAACFE AAADEF BBAABF
2,AAADBF CCFAFA AAFAFF BBAABF ABADBF BBEFDA FFFDEA FFFBAA AAAABF AAADCF AAAEBF AAEAAF AAACFB FFFADA DDFAFA FFEFFA FFFEEA BBAAAF AAABBF AAAECF CCFFAA FFFFFA FFAFAA AAFACF BBFAFE
3,AAAFFF BCBAAF FFFEFA FFFAAF AACFFA FFFCDA EEFAAF AAAFEF FFFEDA BBABCF AAABCF CCAAAF FFFCDA FFFEEA BBBAAF AAABCF FFFDCA CDAAAF AAAFEF FFFEEA AAAABF AAACBF AAAFFA FFFAAA AAADDF
4,AAAECF FFFAFA FFFCAB AAAFAF AAAFEF AAFAAF FFFCFA FFFBDA BBAABF AAAEDF AAACDF DEFAFB AAAAAF FFFABA AAADDF FFFEEA FFFEEA FFFACA AAABBF AAAEBF BAFFFA FFBFFA CDAAFF AACDFF AAAFFA
5,AAABAF AAAAEF BAEAAF DDAFFC BBFAAF FFCAFA EEFFFA FFFDEA FFFBAA AAAEBF AAADCF AAACDF AAAFFA EEFFEA FFFCDA FFFEEA FFFAAC AAAEEF AAACAF BBAAEF DCFAAC EECFAB AAFAFA EEEFAA FFFEDA
6,EEFAAF BCAAFF FFFFFA FFFABA EEFAFA DEAFAF AAFADF AAABBF AAABAF AAAFBF FFBFAA FFFFFA FFFFCA AAAFFF FFFAAF EEFAAF FFEFFA FFFAEA FFAFAA EEFAAF AAAFBF BAAAAF AAFAAF EEFFAA FFAFBA
7,AAADCF BAFEAA FFAEFA FFEAAF FFFAAB EEFAAF DCFFFA DEEAAF AAADDF FFFEEA FFFDEA FFFAAE AAACBF FFFCDA DDEAAF AAACDF AAAFEF FFFDDA CCAAFF AACADF FFFAAF AAADEF FFFAAD AAAFFF BBAFFA
8,AABAAF AAAFEF BBAAFF FFFAFA CCAFAA FFFDFA DCFFFA FFFEEA CDAAAF AAACDF AAADCF AAADBF EEFFFA FFFDCA FFFACA FFFFFA FFEAAE AAABCF AAAFFB AAAFBF BADFFA CCFAFA CBFEAD FFFAFA EFEFEA
9,EEFEFA FFAFFA EEFFFA FFFADA DCFCAF FFFAAA AAEABF AAAAAF AAEAAF AAAFCF FFCFEA FFFEAA AAAFFE FFFAAF AAAFEF FFEFAA FFDFFA FFFDEA DDEFCA FFCFBA AAFFAB AAAFFA AAAEAF FFBBFA AAABDF
10,AAABCF FFFAFA FFFAFA AAEAFF AAFBAF CBFAEA FFFDDA FFFAAA AAADCF AAADCF AAADCF AADFAB AAAABF FFFABA AAAFFF FFFEEA FFFEEA FFFBAA AAACDF AAABBF DDAFFA FFFAFA FFDEEA FFEABA FFEEDA
11,AAAACF AAEAAF AAEAAF CCAFFA BBAEFF FFFAAF FFFFBA FFFDCA FFFCCA AAADCF AAAEDF AAAFEF AAAAAF AAAFEF FFFFCA FFFCEA FFFEEA FFFAAA AAADAF AAABBF AAABCF FFAAFA AAAFFA EEFFDA FFFFDA
12,FFFDEA FFBAAF CDAFFA FFAAFA EFAFAB CDAFFA AAFAAF AAAEAF AAAEAF AAAEAF CBDFAD FFFFBA FFFAFA AAAFAF FFFCCA FFFDEA FFFCEA FFFBDA FFBCAF AAABBF CCFAFA BBFAAF CBAFAA FFAFBA BBAACF
13,AAABBF AAACCF FFFCEA BBAEEF FFAEFA FFFDEA FFFDDA BBAAAF AAADBF AAACEF FFFBFA FFFFEA BBAAAF AACBAF AAABCF AAAAAF EEFFFA FFFEFA FFFEDA AAAABF AAACDF ABAFDF AAAECF AABFBF EEFFFA
14,FFFEFA FFFDEA EEDDFA BBAFFF FFFAFA FFDAAA EFAFAF AACCDF AAAEDF AAAFDF AABFAF AAACAF FFFBEA AABADF AAEAFF FFFDEA FFFCFA FFFEBA FFFAAA DCFAAE EEAFFA EEADFA CBFAED EEAFAA AAABCF
15,AAABCF AACAAF BAAFAF FFFAAB CCFAFA FFFBFA FFDFFA FFFAAA AAABAF AAADCF AAAFDF FFFFBA AAAACF FFFDAA AAAEEF FFFDEA FFFEFA FFFCCA AAACBF AAABAF AAADFF FFFAAA CBFAAF DDFFFA FFFFAA
16,DDEFFA EEDFFA DCFFFA EEFAAF CDBADF BCAAFF BBAFFD AABADF AABFBF BCAFFC EFFAFC FFFEDA FFFAAA AAAEFF AAFABF BBAAFF DDAFFA EEFFFA FFFABA FFFAAB DEDACF FFAAFA BAFFAC FFFAAC AAADBF
17,FFFEFA FFFAAC AABFFB FFFACD DDEFAA AAABFF AAABAF AAAFFF AAFAFF FFEFFA FFFEEA FFFEEA BBAAAF AAACBF AAFFFA FFFEEA FFFCDA CCBAAF AAFABF DDAABF DDCEFA EFAFFC EFFEFA DDAAAF AAABBF
18,AAAEAF FFCFFA EEFAFA AAAFFF EECAAF FFFCFA EEFAEC FFFDFA FFFAAF BAFDAF AAADBF AAAECF BAAFFA FFFECA FFFDFA EFAACF DEBAAF AAAEAF AAAAFF AAFAEF FFCFAA CCCAFA FFAABF BAFFAC AAFAFF
19,AAAFFE CCBBAF AAFAAF DCFFFA FFFAAA BAFFBA AAFAFD AADAEF AAAADF AAABEF AAACCF AAABAF FFFACA BCAAAF BBADAF FFAAFA EEFCAA FFFABA FFFDFA AAFBCE CCAFFA CCAAFF BAAFFA AAFBFA AAFAAF
20,EFAADF EEFEDA AAACDF BACFDA FFDFEA BCABDF AAAFFA EEFFFA CBBFFA EEFEAA AAADCF AAACCF AAABBF BAFFEA FFFDEA FFFDEA FFFEEA AAAEFF AAACFF DDFFFA AAAFFF AADAAF FFFDEA FFAACF DDFBAA
21,FFFFDA FFFDAA BAAFAF AAEFFA BAFACC BBAFFA BBAAFF CBFCFA FFFFFA FFFEEA FFFAAA AAAECF AAABBF EDFFFA FFFCEA FFFFEA AAADBF AAAEFF ABAAFF AAAFFA FFAFAA CDAFFA FFBFEA EEFFFA AAABCF
22,FFFDCA AAACDF FFFCDA AAADDF FFFDCA BBAABF EEFFEA BBAFAF AAAFFA FFFACF AAABFF FFFDAA BCAABF BBCAAF DCFFFA AAAFFB DEFAAF FEFEDA FFBAAF EEFFEA DDFAAF AACFAF BCAFFC EEFAAF FFFEEA
23,AAABDF FFCFFA EDFFFA FFFAAF AAAFEF FFFACC FFEDFA AAAABF AAAFFD FFFDEA FFFFEA CCAAAF EDFFFA DEBAAF AAACCF AAAFFF FFFDDA FFFEBA ABAACF DDEFAA BACFFA FFFAAF AAAFFC BBAABF FFAAFA
24,AAABCF AAADFF FFFEEA FFFBCA FFFFFA FFEFBA AAAAAF AAABBF AAADCF AAFCFA FFFCDA FFFDDA BCBAFF CCAAAF AAADCF AAAEDF EEFFFA FFFEEA FFFEDA FFFAAF AAADCF AAABAF AAACCF AAACCF EEEFFA
25,AAABDF AAAFFA FFFFEA FFFCCA FFFEDA FFFDEA BBAAAF AAABCF AAADDF AAAFFD FFFFCA FFFEDA EEEAFA BBAAAF AAACCF AAABAF DCFBFA FFFFEA FFFECA FFFBDA AAABFF AAAFAF AAADBF AAABBF FFFFFA
26,AAAFBF FEFAFA FFCFBA FFFEAA FFFABB DDAFFA FFFAAD DEBAAF AABBBF AAAAFF BBAFFA AAAFAF BABFFA FFFBEA BCAABF FFFDDA FFFCCA AACABF AABFFB BBAFBF EEFFAA CDAAAF AAACDF AAAABF FFFADD
