,0
0,CECAGHC ACGHGDB AGFCCEG BGHFECA GFDAAEH FGDABFG
1,GGGFCBA ADFCEFH AEGGGBB AHGDBDD HGEDCBA CBBCEFH
2,AEFEFDG FGGFDBA ABDFGGG HHECCCA DBACEGH HGECBBB
3,CDCHGCB GGEBADG CBADFGH HEBABFG FCBEHGA ACEGHEB
4,AGGFCCF FGGGEBA ABDFGGG BHFDEDA GEBACFH HGCBBCE
5,ABDFFGG GGGFEBA DABDFGH HGFECBA BACDFGH HFBBEFB
6,FFEGFBA BBBDFGH ABFGGFD DAEGEFF HGEDCBA BBBEGHE
7,CGHFEBA GCCFGBB EHGFCBA CGFBAEH HHFBBBC BBEFBFH
8,ABCFGGG GGFEDBA ABDEFGG HGECCBB AACEGGH FDFFDFA
9,HGEDCBA DCBBCGH BDFGGEA DFABFGF HGECCBA BBCCEHH
10,BHGFDBB FGGFDBA ABDFGGG AHFEFEA FDBADGH HHFDCBA
11,ABDFGGG GGFFEBA DABDFGH ABGGGFD HEAACEG AFDEHFB
12,FDABEGG ECCBCEH ACEGGGD BBGHFDB HGDBBBD FFGFECA
13,ACFGFEF HHFDBAB ACFGGFD ABDEFGG HGGEBAB ACDDFGH
14,HGCBBBF GEECBCG ABDEFGH GAADGGE HGFDBBA GECEFDB
15,ABCFGGF GGGECBA ABDFGGG EHFCDCA HEBABEH AFDDDGE
16,HGECCBB ACBEFGH ADFGFFB CABEGGG GGGECBA HHECBCA
17,HGBBCCC BBBCEHH FGGFDBA AACGHGF HCACDFG HGDEDAB
18,GHFCBAC FGGFDBA BBBCFGH HHFDCBB AACEGGH HGEDBBB
19,BBBFGGE HEFBBBE ABDEFGH HBACEFF HGFECAA CBBDGGG
20,BBCBEHH FCAEHFC HEBACFG BEHGECA BACEFHG EFGGEAA
21,GDABDGG BBEEGHC HHFCABC DGHGDBA ABEFFGG GGGFDBA
22,DADHDBG GBBHGBC HGCCEDA ABBFGFG FGGDBEA ABDEGHG
23,FGGFEAA DHEEBAF GHFECAB EBABEGH HFCBBDD FDACGDG
24,BFGGFCA FDBBBFH AFGGFDA BCACFHH HGFDBAA ABBDFGH
25,CGGGEBA GEBABEH AFGGFDA CBACFHH HGGEBAA ABBDFGH
26,FHGEDBA HGGEBAB ABEGGEG HHCBBDD FAACFFH DBBBFGH
27,HGEEBDA DBBBDGH ACEFEGG DAACFGH GGGFCBA BABDFGH
28,HFBCDEB HEEDFEA CCBEHHC CABDGGH FHGDBAB BABDGHF
29,ABCCGGH EFEEHDA HDABDFG EHGECBA ABFGGED FCACEGG
30,FGGFDAA GDBBBFH AEGHEBD GEBADGG HGFECBA BBCCEGH
31,CFGGFBA FFCABFG HHBBEDB ABGFEEG HGFFCAB EGCADGG
32,HFBACEE GHFCCBA BBBDFHH GDBADGH EGGFDCA BACFGHF
33,DFCBHGB CGDADHD BEHFBCF AADEGFH FFFGEAA FGAAEFG
34,HDBBCDH BCBGGGF HHFBABD DGHFDBA ABDFGGG GGGFDAA
35,HFBBCCF FBBCDGH ABBDFGH HBACFED HGGEBBA GGFCCDB
36,BBDCEGH GGDGDBA ABCEFGH HGEDCBA AADEGHG EGFGEBA
37,FBAFEGF ABDFFHD HGECBBC EHHFCAB ABDGGGG CABGGGE
38,HHFDCAA ABFDGGF HGFDCBA AFHGDBB DAAEGGF BCBCEGH
39,DGGEEAA FCBCBEH HGEBDEA AACFHGE BHBCBEH BCDDBGH
40,ACFGBFG EBADHGE EABGFEG AAFFGGF GGCABFF EACECFH
41,DBABFGH DCABEHG HFEGDBA DBBBEGH HGEBACE FBEEHEA
42,ABDFGGG HGFECAA ABCEFGH ADGGFDA HEBABEH CGFCFEB
43,HHFDCBA CBBDFGH DEFFGEA AGGBDGE GFGFBAB ABBDFGH
44,EFECAEH DACEBGH HGFEDBA ABDGHGE ABCEFHG EGGGDAB
45,ACFBCHG ECGHFCA ABDEFGH HFDCBBD FCABFHF BCGHDBE
46,BBCBDHH GGDDGCA FBACEGH GHFECBA ABEDHGF FFGGCAB
47,BCACGHG FFGGEBA AACEFGH HGEDCBA ABEGGFF FDEHFDA
48,HGFECBA AADEGHF GFGDBAG FHFECBA EBABEGH BACDGHG
49,HHECDBA ACDGFFH HGGECBA AEHGECB GBACFFH DDDBCDH
50,ABDFFGG GHGECBA AACEFGH FHFECBA DBABFGH HFBDCEB
51,BEFGCHB AFGFCAG GFGFEBA BGEABFH HHECCBB DGCADGE
52,CFDBHFB EGCAEGB BFHDBCE AACDGGH FEHGBAC ECGGABG
53,AFGGEDD GGGFDBA ABEFGGG AGDDFGC GFBABEH HGDBBCE
54,FDABCGH BBCFFGF ABCDFHH DGFFDDA HGFDCBA HFEDECA
55,DGHEECA FCFHEAB FHGECBA BEDACGH HHEBBDC BACEFFH
56,HGGDBBA DCHDFFA ABFFCCH GHGDBBB ABCFHFE HDDACEF
57,ABGHEFC HGGFCAA ABBDFGH HHFCBBB ABDFGHC FCAAGGF
58,BCFFBCH HGEECAB BACEFGH FHGECBA CBACFHH GCACGHC
59,CCBBEGH GGGEDBA GCBADGH GHGECBA ACFGGEC GEAADFH
60,BCBEHFH FHGFDBA ABCEFGH FHFEDBA DBBBEGH HFDFFBA
61,EEBGHDA CHHFCAB CHHFBBB ABEGGFE EEGHFBA ADFCBFH
62,HEABDDH ACEFGGE HFBACEF EHGFDBA AACEGGG GGFEDBA
63,FHGFCBA GFGFDBA BABEFGH GHFDCBA BBBDFGH HEEBEBC
64,HGDEDAA CBBDEGH ACEFGGE GDHECDA HGCBBDC CDFFEGA
65,BDFHGBB DDFGGCA BBBCFGH AEHGFDB GEBABFH DFABCHF
66,ABDFGGG GGFFCBA BABEFGH GHFDCBA BABDFGH CDFDGFB
67,AAFHGFD HFEEECA ACDFGFE AACFGGG HGFECBA BBCCFHH
68,HHDCCCB ABBDFGH ACEFHCF FABEFGG HGGCBCA HEDBDDB
69,BGGGEBA HGGDCAA AACEFGH EHGDCCA HGDBBCD ABBDFHH
70,EDDBAFH FDEACHD HFGEBAB BEHGEBA ABDFHGD GFGGDAA
71,HHFECAA CBBCEGH CGGFECA BACGFGG HGFDBBA ABBCFGH
72,HGADEBD GEHFBCC ABDEGGG GAACFGF HGFECBA ABCDGHG
73,EHGECBA GGGFDBA ABCEGGG HGDCCBB CBBCFGH DGEDFBD
74,HHCBAED CEDEHFA HGDBACE ADHGECA AABEGGH HFEDBBC
75,BFGGEBA FCBBCFH BFGGFCA BBACFHH HGFDBBA ABCDFGH
76,EGGFEAA HGBADED DHGEBAC GDAADGH HGCBCDC DABEEHG
77,ACFGGEC HGFEBAB ABCEGGH GHFDCBA HCDFFAD BBBDGGH
78,DBBFHDD GDCBBDH ABDEFHG HEBBCDE GGFEBBA GFHCCCA
79,HGEEBBA ACBFFGG GGGECAA ADHGFCB FCABCGH CBBCEGH
80,ABDEHGC DGHFCAC HCABEEG ACHGFDC GEEGEAB AFFAEHE
81,GGGEBAB ACCGGGF FFHFDAA BGHFCBB HDBBBDH ACCDFGG
82,GGGFCCA HGFDBBA ABCDFGH HGCBBDD BABGFFH HGBBBDG
83,HGECBBC ABDFFGG GGBACEG FHGECBA ABDFGGG HGGFBBA
84,BBCBFHH FGCFGDA FHEABDF ADHGFCA BACEGFG FGFGECA
85,HEABCDF ABCEFGH HHFDBCA DBACEGH CFHGEBA HGFDCBA
86,GEFGEBA ACFGEGC GFGGDAA BFHGEBB HEAADEG BADDHGE
87,BFGGFCA GDBBBEH AEGGFDB BBBCFHH HGFECBA ABBDFGH
88,HFDDDBB ABCEFHG BBBEFGH HABCDGF GGFEDBA HFFBBCE
89,GHGFBBA CCEHGFA ABCDFGH HHEDCBA BACDFGH HEDDGDA
90,ACGFCGE EAAFHGD ACFEEFG HHDCBBD GDDGGCA AEFDAEH
91,ABDFGGG GGGECBA GCABEFH FHGECBA BACDFGH GEGCFCB
92,ACEGFFF GGFFDBA DABEGGF AADFGGG HGGECAA CBCBFGG
93,HHFDCBA DBEGGEB CBBCFGH HHEDCBA ABCGGGF ABBDFGH
94,CFGGEBA HFCBBCG ACFGHED EHCACFE HGDBABD BBBCFHH
95,CGHGEBA EFGGEBA ABEFGGF ACDDGGG HGCABDG ECBADGH
96,HHFECAA CBBCEGH ABEFGEG HFAAEEE HHFDBBA BBBDFGH
97,BCBHHEB EHGDAAE HHEBBBC ABEGGFE GFDFGCA AEGCBFG
98,BBBCEHH DGBDHDB HFAACFG FHGEDBA ABCEGHE EFFHFAA
