,0
0,BCBADDCAA CDDBAACCC AAABCDDCC DDCCBAABD DDCABCDAA
1,DDDDCAAAA AAABBCDDD BBAACDDCB DDDCBBAAA AAAABBDDD
2,ABBBBBCDD DDCBAAABC BCCDDCAAA CCBAABCDD DDCBBAAAA
3,BBADDBACC CAAACDDCD CDDDCAAAA CDCAACDDA AACDDCABC
4,ACCCAABDD DDDCAAABC AABBCDCCC DDCBAAACD DDBAAACCD
5,AABCCDDDD DDDCBBAAA AACDDDCBA BBAABBCDD DCCCCCCAA
6,DDCDDBAAA AABBCCDDD DDDBAACBB DDDCBBAAA AAACDDCCB
7,BDDDCBAAA AABAABDDD DCAACDCAA CDDDCAAAA AABCABDDD
8,AABCCDDDD DDDCBAABC CCDDDBAAA BAAABCDDD CCCCCCCAA
9,DDCCCBAAA AAABBCDDD DCBADBABD DDDCBAAAA AAAABCCCD
10,ADDDBAABC DDCAAABCD AAAACDDDD DCCBAABCD DDDCBBAAA
11,AABCCDDCD DDDCBBAAA AAAABCDDD DDCBAAABC BCCCDDBAA
12,CBAACCDCC AAAABCDDD DCCAAADDC DDDCBAAAB DDDDCBAAA
13,AACDCCCCC DCBAABCDD BBAAACCDD DDDDCBAAA AABBCDDDC
14,DCBAAACDD BAAABBDDD BCCDBAACD DDDDCBAAA CCBBCBBAD
15,AAACDDCDD DDCBAABCD ABBBDDCBC DDCBAAABD BDCCCDDAA
16,DDCBBAABB AAABBCDDD DDDBAABCC DDDCCBAAA DDCBBBAAC
17,DDAABBBBB AAABCCDDD DCBAAABDD DDCAABBBB CCBBBAACD
18,DDDBBABAA DDDCBAAAA ABCDDCBAA AAAABCDDD DDBBAAABD
19,ABACDDCBA BAAABBDDD CDDDBAABB DDDDCBAAA AAABDCDCC
20,AABABDDDC BCDDCBBAA AAABCDDDC CBAABBDDD CDDDCAAAA
21,CBAABCDDD CCCDCCCAA AAABCDDDC AAABCDDDD DDDDCBAAA
22,BABDCACDB ACDBACDCB BCBAABBDD DDCDCBACA AABBCDDDB
23,CDDCCAABC BBAAACDDC DCBCCAABD DDDBAAABB CBAADBCDC
24,BDDDDBAAA AAABBCDDD DDCBAAABC DDDDCBAAA AAABCDDDD
25,BDDDCBAAA AAAABCDDD DDCBBAABC DDDDCBAAA AAABCCDDD
26,DDDCCBAAA BBAAABCDD DCCDDCAAA DDBAABCCC BAAABCDDD
27,DDCCBCBAA AAAABCDDD DCDCBAABC DDDDCCBAA AAABBCDDD
28,DDBCCCBAA DDDDCABAA DDDBAAACD ABDDDCBAA BABCDDDAA
29,AAAACDDDD DDDDCBAAA AABCDDDCB BAABDDDCC CAABBBCCD
30,DDDDCBAAA AAABBCDDD DCCCDBAAC DDDDCBAAA AAAABCDDD
31,ACDDDAACD CAACDDCCB AAAABDDDD DDDCCCAAA CCAAACCDD
32,DDAABCCBC DDCCBAAAB CDDDCAAAB ABCDDCCBA AABCCDCAD
33,BCBADDAAD CAADDAACC BABCAADDD CDCCCDCAA CCAABCDDB
34,DBAAABDDD CCCCCCCAA AAABCDDCC AAAACDDDD DDDDCAAAB
35,DCAABACDC AAABCCCDD ABDDCAABC DDDCCBAAA DDCBBBAAC
36,AABABCDDD DDDCCAABC BCDDDCBAA BAAABCDDD CDDDCBAAA
37,CAACCCCDD CDDDDCBAA AAABDDDCB AAABCDDDD CBBDCDCBA
38,DDDCBAAAA CCCDCDBAA BAAABDDDC CCBAACDDC AAAABCDDD
39,CDDCCAABA AAAACDDDC CDDAAABCD DBBDABACD AABBACDDD
40,ABCDBCDBA ACDDDBAAB AAAABCDDD DDCCAAACC CABCBCDCB
41,BAAACCDDC AACDDCCAB DDCBBAABD CDDDBAAAB DBCCDCABA
42,AABCDDDCC DDCAAABCC AAABCDDDD DDCBAAABD CDCCDCCAA
43,DDDCBAAAA AAABCCDDD DDCAADBAC DDCCCBAAA AAABBCDDD
44,BCBAABDDD BCBCDDBAA DCAAABCDD BAABBCDDD CDDDCAACB
45,ABCBBDDCA CDDBAABCC CCDDDBAAA ACCBABDDD ABDDCACDB
46,AABABDDDD DCDDCCAAA AABCDDCBA BAABCCDDC DDDDBAABA
47,AAAACDDDD DDDCBAAAB CCDDDBAAA AAABCDDDD DCCDDCAAA
48,DDDCCBAAA BCCDDBABA AAACDDCCA DCBAAABCD AAABDDCCD
49,DDCBCBAAA ADCBDDBAA BAAABDDDC DDCAABBBC BBBAABCDD
50,AABCCCDCD DDCBBAABB AABCDDCBB DCBAAACDD DCBCCCCBA
51,ACCDBDBAB CBAABDCDD DCAACDCAC DDDDBBAAA BDBABDCDC
52,BCBADDABD CABDCABDC BBCBAACCD BDCCDCAAB CBCDAACCD
53,ACDCBBBCD DDCBAABCC ABBABDCCD DDCBAAACD DDBAAACBB
54,CBAAACDDD ABBCBBCDD AABBDDDDC DDDCCBAAA DDCCCBAAC
55,BDDCCBABA BCBAABDDD DCAABDBAC BDDDBAABA AAABCBDDD
56,DDDCBBAAA DDCDCAABC BABCDDCBA AAABCDDDC DBBAABCDD
57,ABDDCCBBA DDCBAAABC ABCCDDCBA AAABCDDDB CBAACDDBB
58,AABCAADDD DDDAABABC AABCDDDCB BBBAABCDD DBABDDBAB
59,AAAABCDDD DDDCCBAAA AABCDDCBA AABCDDDCC DCAABCDDA
60,AAABCBCCD DDCBAAABC AABCDDCBB DCBAAACDD DDCCDBBAA
61,BCACDCAAD DCBAABCDC BAAAACDDD DCBCDDCAA ACDCACDCA
62,DBAABBCDD CDCDDCBAA AABCDDDCB BAAABCDDD DDCCCBAAB
63,DDDCBBAAA DDCCBAAAB ABCCDDCBA BAAAABDDD DCCABABBC
64,DDCCCAAAA AAABBCDDD DDDCABBAA DDDCAAABA BCCDCDBAA
65,ACDDDBAAB DDDDCAAAA AAABBDDDD DDCBAAABC BCAABDDCC
66,AABCCDDCD DDDCBBAAA ABCCDDCBA CBAAABCDD CCCCDDCAA
67,AACDDCBCC DDDCAAAAB AAAAABCDD DDDDCBAAA AAAACDDDC
68,DDCBBBBAA AAABBCDDD DDCDAAABC DDDCCAAAA DCCBCCBAC
69,ADDDCBAAA DDCBAAABC AABBDDCCB DDDBBAAAB AAABBDDDD
70,BBBAABDDD DCBDDCAAA BAABCDDDC AABBCDDDC DDDDCAAAA
71,DDDCBAAAA AAABCCDDD DDCBAABDC DDDDCBAAA AAAABCCDD
72,DDABCABCB BBAAABCDD BCDDBAABD DDDCCBAAA AAABCDDBD
73,CDDCBAAAB DCCBAABCD CCDDDBAAA BBAAABDDD BCCCCBCCA
74,DDBAACBCD CCDDCCAAA AAABCDDDC BAAABCDDD DCCCAABBB
75,BDDDDBAAA AAAABCDDD DDCBAAABC DDDDCBAAA AAABCCDDD
76,CDDCCAABB AAABBCDDD DBCDDBAAC CDDCAABBA BAABBDCDD
77,ABCDDCBBA DDBAAAACD ABBCDDCBB DDCABBBAB AAABCDDDD
78,CBADDCCBA AAAABCDDD DDDDBAAAA CDDDCBAAA DDDBBBAAC
79,DDCCBBAAA ACDDDBABA AAAABDDDC DDBAAABCD AAAABCCDD
80,AABBDDBBD DDBAACCBB AAAABDDDC DDCBCCBAA ACCACDDBA
81,DDDCBAAAB ACDDDBAAB AAAACDDCB DDCBAAABD ABBABCCDD
82,DDDDCBABA DDBAAABDD BCDDDBAAA AABBBDDDD CCAAABCDD
83,DDCAAABCC CDDDDBBAA AABCDDDCB AAAACCDDD DDDCBAAAB
84,AAAACDDDD CDDDBABBA AAABCDDDD BBAABCDDD DDDDCBAAA
85,DCAABBCCD AABCDDDCA DDDCBAABC AACDDDCBA DDCCBAAAB
86,DCDDCBAAB CDCDDAAAA AAAABDDDC DDCBAABBC AABBDCBCD
87,BDDDDBAAA AAAABCDDD DDCBAAABD DDDDCBAAA AAABCCDDD
88,DDBBCAAAB ABBCDBBCD ABDDCAABC DDCDCBBAA DCCAAABCD
89,DDDDBAAAA CDDDBAABC BCDDDCBAA BAAABCDDD DCCCDCAAA
90,ACDDBDCBA ABCCBACDD BCCDDCAAA CDCBBDDAA ACCBABDDB
91,AABCCDDDD DDDCCBAAA AABCDDDCB CBAABCCDD DCDCCCCAA
92,AACDDCCCC DDDCBBAAA AAAABCDDD DDDDCBAAA BABACDDCB
93,DDCBBAABB CDDDCBAAA BCCDDCBAA AAAACDDDD AAABBCDDD
94,CDDDDBAAA AAAABBDDD DDBBCCAAC DDDCBAAAB AAAACDDDD
95,BDDDCBAAA DDDBAABCD BBAAADCDD DDDCAAABC BBAAACDDD
96,DDCCBAAAA AAAABCDDD CCCDDBAAB DDDDCBAAA AAABBCDDD
97,ABADDCABD DCAABDDCB AAAABCDDD DDDCBCCAA ACDCACDAB
98,AAAABDDCD CCDDCBBAA AABCDDDCB BAABBCDDC CDCDDBAAA
99,DDDDCAAAA BCCBAACDD DDDDCAAAA BBAAACDDD DBAAABCDD
100,DDDCBAAAA AAABCCDDD DDBCDCAAA CCDDCAABC AAAABDDDD
101,AABCDDCCD DDDCBAAAB ABCDDDBAA DCBAAACCD BCCCCDDBA
102,DCABCBBBA AAABACDDD AAACBBCDD DDDDCBAAA BBABCCBBD
103,CADDDBCAA AAABCDCDD DDDBABBAA CDBAADDCA ACDCAACDB
104,AABBACDDD CDDCCBAAA BCCDDCBAA AAABCCDDD CDDDDBAAA
105,CCAABBDDB AAAABCDDD DDDDBAAAA DDDCCBAAA DBBDAAABC
106,ABDDCCCCC CBAAACDDD DDDCCAAAB DDDCBAAAC ABBBCCDDC
107,CCDCCAACC AAABDDDDD DDDCBAAAA BCDDDBAAA BDDDAABCB
108,ADDDCCBAA BAAABCDDD DDCAAAACD DDDDCBAAA AAABCDDDD
109,AAABCDDDD DDCBAAABC AAAABDDDD DDCBAAABD CDDCCBBAA
110,DCAAAACCC AAABBCDDD DDDCBAAAB DDDCBBACA DDDDBAAAC
111,DDBBAABBC AAABCBDDD AAABCBCDD DDDCCBAAA DDBBBAABD
112,BBCDDDBAA AAABBCDDD BBBAABDDD DDDCBAAAA ABCDDCCAA
113,AABBDDBAD DCABCBCCC BCDDDCBAA BDDABDBAD DDABCDBBA
114,CDDDCBAAA ABDDDCAAA AAAABDDDC DDCBAABBB AAABCCDDD
115,DDAAABBCD CBAAABCDD AACDCABDD DDDCCBAAA CCCCBAABD
116,CAACDDDBA CCCBAAACD DDCAAABCC AACDDDCBB BBCDCDCBA
117,DDDDCBAAA AAABBCDDD CCBCDCAAD DDDCCBAAA AAAABCCDD
118,AACDBCDDB ACDDCBABC ABCDDDBAA BBAABCDDC ABDCBDDAA
119,AABCDCDCC DDDCAAABC AAAABDDDD DDDCBAAAB AAABDDDCA
