,0
0,AAAHHH HHHFEA AAAFFH HHHFDA DDCAAH AAAHGH HHHHEA HHHAAA AAADFH HHHFEA BBAEBH AABBEH BBAAAH HHHECA GGHBHA HHGFHA HHGBDA GGHHFA AAABCH AAACBH AAAEEH HHHGGA AAADCH CBCHHA HHAABH
1,AAAHHG GGHHBA HHHDEA GGHHAA AAAHDH EEFHBA AAACHH BAACAH AABBEH AACHAH EDHEHA HHAAGG AAABAH HHHCBA GGHAAH GHFAHG HHHBGA HHGCHA FEHGBA HHHACA CBAHHA AAHHAH AAADHG AAAFGH BBAACH
2,AAAECH DDHAHA AAHAHH BBBACH BBAFBH CBGHFA HHHEGA HHHBBA BBAACH AAAFCH AAAGBH AAGAAH AAADHC HHHAEA EEHAHA HHGHHA HHHGFA CCAABH AAACBH AAAFDH DDGHAA HHGGHA HHAHAA AAHACH CBHAHG
3,AAAHHG CCCABH HHHGGA GHHAAH AACHHA HHHDFA FGHAAH AAAHFH GHHFEA CCABDH AAABCH CDAAAH HHHDEA HHGFFA BBBAAH AAACDH HHHEDA DEAAAH AAAHGH HHHGFA AAAABH AAADCH BABHHA HHHAAB AAAEEH
4,AAAFDH HHHAHA HHHDAB BAAGAH BBAHGH BAHAAH HHHDGA HHHCEA BBAABH AAAFEH AAACEH FFHAHC BBAAAH HHHBBA AAAEEH HHHGGA HHHFGA HHHBDA AAACCH AAAGBH BAHHHA HHCHHA DEAAGH AADEHH AAAHHA
5,AAACBH AAABGH BBFAAH EFAGHD CBHAAH GHCAHA GGHHHA HHHEFA HHHBBA AAAFCH AAAEDH AAADEH AAAHHA FFGHGA HHHDEA HHHGGA HHHAAC AAAGGH AABCBH BBABFH EDHAAD GGCHAB BAHAHB FFGHAA HHHFEA
6,GGHAAH CDAAGH HHGHGA HHHABA GGHAHA EFAHAH AAHAFH AAACCH AAACAH AAAHBH GHBHAA GHHHHA GHHGCA AAAHHH HHHAAH FFHAAH HHFHGA HHHBGA HHAHAA FFHAAH AAAHCH BBBAAH AAHAAH GGHHAA HHAHCA
7,AAAFDH CBHGAA HHAFHA HHGAAH HHHAAB GGHAAH EDHHHA FFGAAH AAAEEH GGHFGA HHHEFA HHHAAG AAACBH HHHDFA EEFAAH AAADEH AAAHGH HHHEEA CDAAGH AACAEH HHHAAH AAAEFH HHHAAF AAAGHH BCAHHA
8,BBBAAH AAAHGH BBAAHH GHHAHB DDAHAA HHHEGA EDHHHA HHGFGA DEBAAH AAADEH AAAFDH AAAECH GFHHHA HHHEDA HHHBDA HHHGGA HHFABF AAACCH AAAHHC AAAHBH BAEHHA DCHAHA DCHFAE HHHAHA GGFHGA
9,GGHGHA HHBHHA GGHHHA HHHAFA EDHCAH HHHAAB AAGABH BABAAH BAFAAH BBAHCH HHDHGA HHHFAA AAAHHG HHHAAH AAAHFH HHGHAA HHEHHA HHHEGA EEGHDA HHDHCA BAHHAC AAAHGA AAAFAH GHCCHA AAACEH
