,0
0,CECBEFDAB EFECAADED AABCDFFEE FEDDBAACE EFEABEFAA
1,FFFEDBAAB BAABBDEFF CCAADFEDC FFFECBBBA BBBBCCEFF
2,ACCCCCDEF FFECAABCD BDEEFEBAA DDCAABDFF FFECBBBBB
3,BCBFFCADE DBAAEEEDE EFFFDBAAB DEDBADFEA ABDFFEABD
4,ADEDBBCEF FFEDBAACD ABBBDFEDE FEECAABDF FEBAABDDE
5,AABDDEEEE FFFECBAAA ABDEFEECA CBAABCEFF EEDDEEDBA
6,EEDFECAAA AABCDEEFF FFECAADCC FFFECBBAA ABADFFEDC
7,CFFEDBABA BBCBACFFF FDABDFDBB DEFFDAABB AACDBCFEF
8,AABDEEEEE FEEDBAACD DEEFFCBAA CBAABDEFF EDEEEEDBA
9,FFEDDBBAA AAABCEEFF EECBECACF FFFDCBBAA BBBBCDDEF
10,AFFECAACE FFDBAACDE ABBBDFEEE EEDBAACEF FFEDCCBAA
11,AACDEEEEE FFFECBAAB AABBCEFFF FFECAABCE CEDDFECBA
12,ECAADEEEE AAABCEEFF EEDAABEFD FFEDBAABB EEEEECBAA
13,ABDEEDDEE FDBAACDEF CCBAADEFF FFFEDCAAA ABBCDEFFE
14,FEBAAADFE BBBBBCEFF CDEFCAADE FFEEDBAAA DDCCECBAF
15,AABDEEDEF FEDBAABDE ABCCFFDCD FFECAABCE CEEDDEEBA
16,FFDBCAABC ABBBCEFFF FFECAABDE EFEEECBAA FFDCCCAAD
17,FFBBCCBCB AABCEEEFE EECAAACFF FFDBABBCC DDCCCBBDF
18,FFECBABBB FFEECBABB BCEFFECBA AAABCEFFF FECCABACE
19,BBBDFFECA CBABBCEFF EEFFCAABC FFFEDCBAA BAABFEFEE
20,ABBACFFEE CDFFECCAA AABCDFFEE DCAACCEFF DEFFEBABA
21,EBAABEEFF EEEEEDDBA BABCDFFED AAACEEEFF FEEEDCBAB
22,CACFDAEFC AEFBADFDC CDBABBCFF EEDEEBADA AACCEEEFB
23,EFFEDAABD CBBABEFFE FDBDEAACF FFECBABBB DCABECDEE
24,BEFFECBAA AAABCEFFF FFDBBAACE FFFEDCAAA AABBDEFFE
25,CEFFECBAA BAABCEFFF FFECBAABE EEFEECBAA AABBDEFFF
26,EFFEDBAAA CCBBABDFF EEDEFDAAB FFCAABDDE BAAACEFFF
27,FFEECDCAA AABBCDEFF EEFEBAACE EEEEEDBAA BAABCDFFF
28,FEBDDECBA FEEEDBBAB EFECAABDE ACEFFDBAB CBBDFFFAA
29,ABBBDEEFF EEFEECBAA AABDEFEDC BAABEFFED DBABCCDEF
30,EFFEDBBAA BAABCDEFF EDDEFBAAE EFFEDCBAA AABBCDEFF
31,BEEEEAADE DAADFEDDC BBBABEFFE EFFEDDBAA DEBABEEFE
