,0
0,AAADDD DDDCCA AAACCD DDDCBA BBBAAD AAADDD DDDDCA DDDAAA AAABCD DDDCCA AAACAD AAAACD AAAAAD DDDCBA DDDADA DDDCDA DDDABA DDDDCA AAAABD AAABAD AAACCD DDDDDA AAABBD BABDDA DDAAAD
1,AAADDD DDDDAA DDDBCA DDDDAA AAADBD CCCDAA AAABDD AAABAD AAAACD AABDAD CBDCDA DDAADD AAAAAD DDDBAA DDDAAD DDCADD DDDADA DDDBDA CCDDAA DDDABA BAADDA AADDAD AAABDD AAACDD AAAABD
2,AAACBD BBDADA AADADD AAAABD AAACAD BADDCA DDDCDA DDDAAA AAAABD AAACBD AAADAD AADAAD AAABDB DDDACA CCDADA DDDDDA DDDDCA BBAAAD AAABAD AAACBD BBDDAA DDDDDA DDADAA AADABD BADADD
3,AAADDD BBBAAD DDDDDA DDDAAD AABDDA DDDBCA CDDAAD AAADCD DDDCCA BBAABD AAAABD BBAAAD DDDBCA DDDCCA AAAAAD AAABBD DDDCBA BCAAAD AAADDD DDDDCA AAAAAD AAABBD AAADDA DDDAAA AAACCD
4,AAACBD DDDADA DDDBAA AAADAD AAADDD AADAAD DDDBDA DDDBCA AAAAAD AAACCD AAABCD CCDADB AAAAAD DDDAAA AAACCD DDDDDA DDDCDA DDDABA AAABBD AAADAD AADDDA DDBDDA BCAADD AABCDD AAADDA
5,AAABAD AAAADD AACAAD CCADDB BADAAD DDBADA DDDDDA DDDCCA DDDAAA AAACBD AAACBD AAABCD AAADDA CCDDDA DDDBCA DDDDDA DDDAAB AAADDD AAABAD AAAACD CBDAAB DDBDAA AADADA CCDDAA DDDCCA
6,DDDAAD BBAADD DDDDDA DDDAAA DDDADA CCADAD AADACD AAABBD AAABAD AAADAD DDADAA DDDDDA DDDDBA AAADDD DDDAAD CCDAAD DDCDDA DDDADA DDADAA CCDAAD AAADBD AAAAAD AADAAD DDDDAA DDADBA
7,AAACBD BADDAA DDACDA DDDAAD DDDAAA DDDAAD CBDDDA CCDAAD AAACCD DDDCDA DDDCCA DDDAAD AAABAD DDDBCA CCCAAD AAABCD AAADDD DDDCCA BBAADD AABACD DDDAAD AAACCD DDDAAC AAADDD ABADDA
8,AAAAAD AAADDD AAAADD DDDADA BBADAA DDDCDA CBDDDA DDDCDA BCAAAD AAABCD AAACBD AAACBD DCDDDA DDDCBA DDDABA DDDDDA DDCAAC AAABBD AAADDB AAADAD AACDDA BBDADA BBDCAC DDDADA DDCDDA
9,DDDDDA DDADDA DDDDDA DDDACA CBDBAD DDDAAA AADAAD AAAAAD AACAAD AAADBD DDBDDA DDDCAA AAADDD DDDAAD AAADCD DDDDAA DDCDDA DDDCDA CCDDBA DDBDBA AADDAB AAADDA AAACAD DDBBDA AAABCD
10,AAABBD DDDADA DDDADA AADADD AADAAD BBDADA DDDCCA DDDAAA AAACBD AAACBD AAACBD AACDAA AAAAAD DDDAAA AAADDD DDDCDA DDDCDA DDDAAA AAABCD AAAABD CCADDA DDDADA DDCCDA DDCABA DDDCCA
11,AAAABD AADAAD AADAAD BBADDA AAACDD DDDAAD DDDDAA DDDCBA DDDBBA AAACBD AAADCD AAADCD AAAAAD AAADDD DDDDBA DDDBCA DDDCDA DDDAAA AAACAD AAAAAD AAABBD DDAADA AAADDA CCDDCA DDDDCA
12,DDDCDA DDAAAD BCADDA DDAADA DDADAB BCADDA AADAAD AAACAD AAADAD AAACAD BBCDAC DDDDAA DDDADA AAADAD DDDBBA DDDCDA DDDBDA DDDBCA DDABAD AAABBD BBDADA AADAAD BBADAA DDADAA BBAABD
13,AAABBD AAABBD DDDBDA BBACDD DDACDA DDDCCA DDDCCA ABAAAD AAACBD AAABDD DDDADA DDDDDA ABAAAD AABAAD AAABBD AAAAAD DDDDDA DDDDDA DDDDCA AAAAAD AAABCD AAADCD AAACBD AAADBD CCDDDA
14,DDDCDA DDDCCA CDCCDA ABADDD DDDADA DDCAAA CDADAD AABBCD AAADCD AAADCD AAADAD AAABAD DDDBCA AAAACD AADADD DDDCDA DDDBDA DDDDAA DDDAAA CBDAAD CCADDA CDACDA BADADC CCADAA AAABBD
15,AAAABD AABAAD AAADAD DDDAAB BBDADA DDDBDA DDCDDA DDDAAA AAABAD AAACBD AAADCD DDDDAA AAAABD DDDCAA AAACCD DDDCCA DDDCDA DDDBBA AAABAD AAAAAD AAACDD DDDAAA BADAAD CCDDDA DDDDAA
16,CCDDDA DDCDDA CBDDDA CCDAAD BCBACD BBAADD AAADDC AAAACD AAADAD BBADDB DDDADB DDDDCA DDDAAA AAADDD AADABD AAAADD CCADDA CCDDDA DDDAAA DDDAAB CCCABD DDAADA AADDAB DDDAAB AAACBD
17,DDDCDA DDDAAB AAADDA DDDABC CCCDAA AAABDD AAABAD AAADDD AADADD DDCDDA DDDDDA DDDDDA BBAAAD AAABBD AADDDA DDDCCA DDDBCA BBAAAD AADABD CCAAAD CCBDDA CDADDB DDDCDA CCAAAD AAAABD
18,AAADAD DDBDDA DDDADA AAADDD CDBAAD DDDBDA DDDACB DDDCDA DDDAAD BADCAD AAACBD AAADBD AAADDA DDDCBA DDDCDA CDAABD CCAAAD AAACAD AAAADD AADADD DDBDAA BBBADA DDAAAD BADDAB AADADD
19,AAADDD BBAAAD AADAAD CBDDDA DDDAAA BADDBA AADADC AACACD AAAACD AAAADD AAABBD AAAAAD DDDABA BBAAAD ABACAD DDAADA DDDBAA DDDABA DDDCDA AADABD BBADDA BBAADD AAADDA AADADA AADAAD
20,DDAACD DCDDCA AAABCD AABDCA DDCDCA BBAACD AAADDA CCDDDA BBADDA DDDCAA AAACBD AAABBD AAAAAD AADDDA DDDCCA DDDCCA DDDCCA AAADDD AAABDD CCDDDA AAADDD AACAAD DDDCDA DDAABD CCDAAA
21,DDDDCA DDDCAA AAADAD AACDDA AADABB BBADDA AAAADD BBDBDA DDDDDA DDDDDA DDDAAA AAACBD AAAABD CCDDDA DDDBCA DDDDCA AAACBD AAADDD AAAADD AAADDA DDADAA BCADDA DDADDA DDDDDA AAABBD
22,DDDCBA AAABCD DDDBCA AAACCD DDDCBA AAAABD DDDDDA BBADAD AAADDA DDDABD AAABDD DDDCAA BBAABD BBBAAD CBDDDA AAADDB CCDAAD DDDCCA DDBAAD DDDDDA CCDAAD AABDAD BBADDB DDDAAD DDDCDA
23,AAAACD DDBDDA CCDDDA DDDAAD AAADDD DDDABB DDDCDA AAAAAD AAADDC DDDCCA DDDDCA BBAAAD CCDDDA CCAAAD AAABBD AAADDD DDDCCA DDDDBA AAAABD CCCDAA AABDDA DDDAAD AAADDB ABAAAD DDAADA
24,AAAABD AAACDD DDDCDA DDDBBA DDDDDA DDDDAA AAAAAD AAABBD AAACBD AADBDA DDDBCA DDDCCA BBAADD BBAAAD AAACBD AAACCD DDDDDA DDDDDA DDDDCA DDDAAD AAACBD AAABAD AAABBD AAABBD DDDDDA
25,AAAACD AAADDA DDDDDA DDDBBA DDDDCA DDDCCA AAAAAD AAABBD AAACCD AAADDC DDDDBA DDDDCA CDDADA ABAAAD AAABBD AAAAAD CBDADA DDDDDA DDDCBA DDDACA AAABDD AAADAD AAACBD AAAAAD DDDDDA
26,AAADBD DDDADA DDBDBA DDDDAA DDDAAA CCADDA DDDAAC CCAAAD AAAAAD AAAADD BBADDA AAADAD AAADDA DDDACA BBAAAD DDDCCA DDDBBA AABABD AABDDA BBADAD DDDDAA BCAAAD AAABCD AAAAAD DDDACC
27,DDBADA CCADAD DDBBAD CCDDBA DDADDA AAADDA AAADAD AABABD AAABDD AAACAD CCBDAA BADDCA DDDBDA AAAACD AAACDD AACAAD AAADDA DDDADA DDCDBA DDDABA DDDABA AAADBD AADADD AAABDD AACBDD
28,DDDCDA BBCADD DDCADA DDCBDA DDDADA DDCADA AAADDA DDDCCA AADDDA BCAAAD AAABBD DDDCCA DDDCBA AAABBD AAACCD AAACAD AAABDD DDDACA DDDACA BBAACD DDDAAA ABACDC AAADDD DDBDDA AACBAD
29,AAADDD AAADAD AAADBD BCADCD AAADAD DDABDA AAADDA DDDDCA DDDCCA DDDAAB AAACBD AAACBD AAABAD DDDBCA DDDCCA DDDDCA ABAAAD AAACCD DDDDDA DDDDCA DDDDAA CCAAAD BCAADB AADBDB AABABD
30,AAABCD DDDCDA DDDBCA DDDDBA DDDDCA DDDDAD ABAACD AABCBD AAACCD AAADDD DDDBDA AAAAAD CBBDDA DDDBCA AAACCD AAABAD DDDDDA DDDCDA DDDDCA DDDABA AAADCD AAADAD AAADAD AAABBD CCDADA
31,AAABCD DDDDAA DDDDDA DDDAAD AAADDA DDDDDA AAABAD AAADDA DDADDB DDDAAA AAADDD DDDDBA AAAAAD AAADDC DDDCCA AAADBD DDDCDA AAADDA DDDDDA AAADDD AAAACD DDDCCA AAACCD BBDAAD DDDADA
32,DDDDDA DDDAAA AACADD AADDDA BCAADD DDDDAA CCADAD DDCDDA DDADAB BBAAAD AAABBD AAADDC DDDCCA DDDCDA AAABBD AAAAAD AABAAD CCDADA DDDADA DDDDBA DDDADA AACACD BBABDB CCDADA AAABBD
33,CDDAAD DDDBBA AAACDD DDDABA AAABBD DDDBBA AAABBD DDDDCA AAABAD AAADDA DDDACA AAACDD DDDAAB AAADDD AAADDD AAAABD DDDADA AAAABD DDDDDA DDDBAC AAADDC DDDAAA AAABCD AAADDD DDDDAA
