,0
0,DDCAA ADCBA DADBA DCBAA BDCCA AABDD AABDD ABCCD ACBDD AADDB DDCBA DDCAA DDBAA DCBAB AABCD AABDD AACDD BDCAA CCDBA DDBAA DDCAA DDBAA DDBBA CDBAD AACDD ABBCD ABCDD AACDD AACDD AABDD ABBDD AACCD DDCAA DDCAA AACDD AABDD ABCDD AACDD AABCD AACCD AABCD AABCD ACDCA DDBAA DDCBA DDCAA AABDD ABBCD ABBDD CDDBA DDBAA DCBBA DCBAA DCBAA DDBBA DDCAA DDCBA DDCAA AABDD AACDD AACDD DDCBA DCBAA DDBAA DDCAA DCBAA CDDBA DCCAA DDCAA BABBD AACDD DCDBA DDBAA DCBAA AACDD ABBDD ABDDB AACDD BCACD DDCAA ACDBD DBABC AADDC ABBDD AABDD AADDC AABDD AABCD AABCD AACDD AABCD CDCAB
1,AAACD BDADA DDCAA DDCAA DCBAA CAACD ABBCD ABCDD AABCD ABDCD ACCDB DDCBA DDBAA DACBA DDCAA DDCBA DCBAA DDBAA DCBAB AABDD AABDD ABBCD AABDD CDCBA DDBAA DDBAA DCBAA ABBDD ABCDD ABCDD AABDD AABCD AABCD AACDD ABCDD DDCBA DDBAA AACDD DDCAA DDCBA DCBAA AABCD AABCD AABDD DDDAA DCCAA BCDDA DCBAB AABDD AABCD AABCD ABDCB DCBAA DCBAA DDCAA DDBBA DCAAB DCBBA DCBAA BDDAA DCCAA AACDD DCCBA DCCAA DDCBA DDCAA DCBCA DDCAA BABCD AACDD DDCAA DDCAA DDBAA AABCD AACDD AACDD DCDBA DBBCA AABDD ABCDD ABBCD BACCD ABCCD ABBCD ABBDD AACCD ABDAB AABCD AABCD AABDD AACDD ABCCD
2,AACDD DCBAA DDCAA DDBAA DCBAA DCABB DBDDA DDBBA DABBD ADCDA DDCBA DCCBA DDCAA DDBAA DDCBA DDBAA DCBAA BBBBD AABCD AABDD AABCD AABDD DDCAA DCBBA DCBBA DDBBA AABDD AACDD ABCDD ABCDD AABDD AABDD AABCD ABCDD AACDD AABDD AACDD AACDD AABCD AABDD ACCDD DDCAA DDCBA DCCAA DCBAA DCAAB AABDD AABDD AACCD DCCBA DDBAA DCBAA DDBBA BAACD DCACA DCCBA DCCBA DDCBA DDBAB AABDD AACDD DDCAA DCBAA DDCBA DDCBA DDCBA DDCAA DCBBA DDBAB ADDCA DCBBA DCAAA DDAAB ABCDD ABCDD ABBCD AAADD ACCDC AABCD DDABB AACDD AABDD AABCD AACCD AACDD AABDD AACDD AABCD AABCD AACDD DDCAA AABDD
3,ADDBB DBDBA ABBCD AABCD AACDD AACDD ABCDD AACCD AABCD AACDD AACDD ABCDD DBCAA CABDC CDACA DDBBA DDBAA DCCAA AABDD ABBDD ABBDD ABBDD ACDCA DDCAA DDCAA DDBAA AADCC ABCDD ACADD ABCDD AABDD AABCD AABCD BCDCA DCBAA AABDD ABCDD AACDD DCBAA ABBDD ABBCD AABCD AABDD ADDCA DCCAA DCBAA DBACD DDBAA AACDD AABDD AACDD AACCD ADDBA DAAAC CDBAD BCCAD ACADD DDCBA DDCAA DDBAA DCABA CAADC AACDD AACCD ACDCB DDCAA DDCBA DDCAA DDCAA DDBAA AABDD CCDBA DDCAA BABCD ABCDD AACDD ABBDD ABBDD AACCD ABCCD ABCCD AABCD ABCDD AACDD AABDD AABDD AACDD AABCD AABCD AABDD AABCD DDCBA
4,CDDBA DDCAA DDCAA DCBAA CAABD AABDD AACDD ABBCD AABDD AABDD CDDCA DDCBA DDBAA DBABD ABCDD ABCCD AACDD AABDD DCCBA DDCAA DDBAA DCBAA ABBCD ABBCD AABDD AABDD ABCDD ABCDD ABCDD AACDD ABCDD DDCAA DCAAB ABCDD AACDD AABDD ABCDD ABCCD AABDD AABDD AABCD CDCBA DDCBA DCBAA DDCAA BABCD AACDD ABCCD AACDD DDCAA DDBAA DCBAA DCBAA DDDBA DDBAA DDCBA DDCBA DDCBA CBAAD ABBCD ABCDD DDBBA DCBAA DDBAA DDBAA DCCBA DDCBA DDCBA DCBAA BABCD ABBCD DDCAA DDBAA DCBAA ABCCD AABDD DDBAA DCBBA DCABC DDCBA BDCBA DDBBA DCCBA CDDBA DDCAA DCCBA DCBBA DCBAA DCBAA AABCD ABCDD ABBDD
5,DCBAB DDCBA AAACD ABCDD AABDD ABCDD ABCDD ABBCD AACDD AACCD ABCDD AABDD AACDD ACCCD AACDD DDCBA DDCBA DDCBA DCBAA DDBAA AACDD AABDD AABCD ABCCD AABDD AACDD DDBAA DDBBA DDBAA DCBBA DCBAA DDCAA CCDCA CAABD BCDCA DDCBA DCBAA AACDD DDCAA DCBAA DCBAA AABCD AABCD AABDD ABCDD ABCDD ACCBD DDBAA DDBAA DCCBA DDCAA DCBAA DCBAA ABBCD ABCAD ABBCD ADDBA DDCBA DDCBA DDCAA DCBAA DDBAA DCBBA DDCAA DDCBA DDCAA DDBAA DDCAA DDBAA BAACD AABDD ABCDD AACDD AABDD AACDD ACDCC ADBDA ABDDA ADDCA DABCC ABCDD DDAAA AACCD ABCDD DDBBA BABCD ABBDD CDCAA ABBCD ABBDD DDCBA DDBAA
6,ABACD AABDD DDBAA BDDBA DDCAA DCBAA DDBAA DDAAB ABDCA DCCBA BBBAD ABCDD CDCAA DDBAA DDCAA DDCBA DDCAA DDCAA DCBAA AABCD ABCDD AABDD AABCD AABDD DDCAA DDBAA DCCBA AABDD AACDD ABCDD CCCDA CDDBA DDCAA AABDD AADDB ACCAD DBBBA DDCBA DCCBA DDCAA DDCAA DDCAA DCBAA AABCD AACDD AACDD AACDD AACDD ABACD AABDD AADDC ACCCD ABCCD ABCDD AABDD AABDD AACDD ABCDD ACDCA DDCBA DDBAA DCBAA DCBAA AABDD AABCD AABDD CABDB BDDCA DCBBA DCCAA DDCAA DCBAA DDCAA DCCAA DDAAB DCCCA DCBAA AABDD ADDBB ACDCC DBBCA AABDD ACDDA DCABB ABBCD CABBD DDBAA CDCBA DDCAA BABCD ABCDD AABCD
7,CDDBA DCBAA DDCAA DCBAB ABBBD AABDD ABCCD ABCCD ABBCD AADDD ADDCB CADCA DADBA DDCAA DDCBA DDCBA DDCBA DBABB ABCCD AABDD AABDD AACDD DDBAA DDBAA DDCBA DCBAA ABBCD AACDD AABDD AACDD AABDD ABBCD ABCCD ABCDD DDBAA AABDD AACDD AACDD AABCD AABDD AACCD AABCD AABCD DDCBA DDBAA DDCAA DDBBA DDBAA BACBD ABBCD AABDD AABDD AABDD ACCDC DDCAA DCCBA DDCBA DDCAA DDCBA DDCAA DCBAA AABCD AABCD ADDDA DCCAA DCCAA DDBBA DDBAB AABDD DDCAA DCBAA DCCAA DCBAA AACDD ABCDD ABCDD CDDBA CDABC AABDD BABCD BABCD ABDBD ABCCD ABBCD AABDD AADDC AACDD CCCDA ABCCD AABDD AABCD AABDD
8,CCDCA ABDDA DDCAA DDBAA DDBAA DCBAA DDCAA DDBAA DDCAA DDBBA DDCAA DDBAA DCBAA DCBAA DDBAB AABDD AACCD AACCD ABCDD DDBAA DDBAA DDBAA DDCBA DDCAA DDBAA AABCD AABDD AACDD ABCDD ABCDD AABDD AACDD ABCDD DDCBA DDBAA AABDD ABCDD AACDD ACCDB ABBCD AABDD AABCD DDCAA DDBAA DDCBA DDBAA AABDD AACDD AACDD ABCDC DDBAA DCBAA DCBAA DCBAA DDBAA DDCBA DCCBA DDCBA DDCAA DAABD AACDD AABDD AACDD DDCAA DCBAA DDCAA DCBAA DDCBA DDCAA DDBAA ABDDD DDBAA DCBAB AABCD ABCDD ABCCD ABCCD ABCDD ABBDD AADBD ABCCD AABDD ABBDD AACCD AABDD AABDD AABDD AABCD AABCD AACDD AABCD DDBAA
9,AADDC DCBAA DDCAA DCBAA DCBAA AABDD ABBCD AABDD AACDD AACDD ABBCD ADBDA DBCAB BADCC DDCAA DBDBA DCBBA DDBAA DBCAB ABCCD CAACD ABCDA DDCAA DDCAA DCBAA AACDD ABCCD AACDD ABCCD ABCDD AACDD ABBDD DDCBA AABDD ABBDD AABDD AACCD ABCDD AABCD ABBCD ABBCD DDBBA DDBAA DCBAA DCBCA DCCBA DBAAD AACDD AABCD AACCD ABCCD ACDCB DCCAA DDBAA DDCAA DDCAA DDCBA DDCAA DDCBA DCBBA AABCD ABCDD ABCCD DDCAA DDCBA DDCAA DCBBA AACDD DDBBA AABCD AACDD CDCCA DCCAA DCBAA AACDD ACCCD AADDD ABBBD AABDD ABBCD AABDD AACDD AACDD AACDD AACDD AACDD AACDD CACDC AABCD ABBCD AABCD AABDD
