,0
0,FEDBA BFECA FBFCA FECBA CFDEA ABCEF ABCEF ABEDF ADBFE BAFEC FEDBA FEDBA FECBA FECAB BACDF ABCEF ABDEF BFEBB EEFBA FECBA FEDBA FECBA FFCCA DEBAF ABDEF ABCEF ABDEF ABDEF ABDEF ABCEF ABCEF ABDEF FFDBA FEDBA ABDEF ABCEF ABDEF ABDEF ABCEF ABDDF ABCEF ABCEF ADFDA FECBA FEDBA FEDBA ABCEF ABCEF ABCEF EEFBA FECBA FECBA FECBA FECBA FECBA FEDBA FEDBA FEDBA BACEF ABDEF ABDEF FEDBA FECBA FECBA FEDBA FECBA EEECA FEDBA FEDAA BBCCF ABDEF EDECA FECBA FECBA ABDEF ABCEF ABFFC AAEEF CDADF FFDBA ADEBF FCABE ABFEE ABBFF ABCEF ABEFE ABCEF BACDF ABCDF ABDEF ABCEF DFDAC
1,BBBEF CFAEB FEDBA FEDBA FECBA EABDF ACCDF ACDEF ABCEF ABEDF ADEFB EFEBA FECBA FBDBB FEDBA FEDBA FECBA FECBA FDCBB ABCEF ABCEF ABCEF ABCEF EFDBA FECBA FECBA FECBA ACCEF ABDEF ABDEF ABCEF ABCEF ABCEF ABDEF ABDEF FEDBA FECBA ABDEF FEDBA FEDBA FECBA BBBDF ABCEF ABCEF EEEAA FDDBA CDEEA FEBAB ABCEF ABCEF ABCEF ACFEB FECBA FECAB FEDBA FECBA FDBBC FECBA FDCBB BEFBB FDDBA AADFE FDDBA FEDBA FEDBA FEDBA FDBDA FEDBA BABEF ABDEF FFDBA FEDBA FECBA ABCEF AADEF ABDFF EEEBA FBCEA BACEF ABDEF ACBEF BADDF ABDEF ABCEF ABCEF ABDEF BBFBC BACEF ABCEF ABCEF ABDEF ABDDF
2,ABDFE FECBA FEDBA FECBA FECBA FDBBB EBEEA FECCA EABCF AEDFB FEDBA FEDBA FEDBA FECBA FEDBA FECBA FECBB BBBCF ABCEF ABCEF ABCEF ABCEF FEDBA FECCA FECBA FECBA ABCEF ABDEF ABDEF ABDEF ABCEF ABCEF ABCEF ABDEF ABDEF ABCEF ABDEF ABDEF ABCEF ABCEF ADEEE FEDBA FEDBA FEDBA FECBA FEBBB ABCEF ABCEF ABDEF FEDCA FECBA FECBA FECBA BBADF FDADA FEDBA FEDBA FEDBA FECAB ABCEF ABDEF FEDBA FECBA FEDBA FEDBA FEDBA FEDBA FECCA FECAB AEFDB FECCA FEBBB FEBAC ACEEF ABDEF ACBEF BBBFF ADEEE BACEF FFABC AADEF ABCEF ABCEF ABDEF ABDEF ABCEF ABDEF ABCEF ABCDF ABDEF EFDBA ABCEF
3,AFECB FCECA BBBDF ABCEF ABDEF ABDEF ABEEF ABDEF ABCDF ABDEF ABDEF ABDEF FBEAB EACFD DFADB EFCCA FFCBA FEDBA AACEF ABCEF ABCEF ABCEF AEFDB FEDBA FEDBA FECBA BAFED ACDEF AEBEE ACDFE ABCEF ABCEF ABCEF CEFEA FEBAB ABCEF ACDEF ABDFF FECAA ABCEF ABCEF ABCEF ABCEF BEFDA FEDBA FECBA EBADF FECBA ABDEF AACEF ABDEF ABDEF AFFCB FBBBE EEBAE CDDAF ADAFE FEDBA FEDBA FECBA FDBBB DBAFD ABDEF ABDEF ADFEC FEDBA FEDBA FEDBA FEDBA FECBA ABCEF EEECA EFDBA CABEF ABDEF ABDEF ABCFF ACCFF ABDEF ACDDF ABDEF ABCEF ABDEF ABDEF ABCEF ABCEF ABDEF ABCEF ABCEF ABCEF ABCEF EEEBA
4,DFECA FFDAA FEDBA FECBA EAACF ABCEF ABDEF ABCEF ABCEF ABCEF DEEDA FEDBA FECBA FCABE ABDEF ABDEF ABDEF ABCEF FEDBA FEDBA FECBA FEBBB ACBEF ABCEF ABCEF ABCEF ABDEF ABDEF ABDEF ABDEF ABDFE FEDBA FDBBB ABDEF ABDEF ABCEF ABDEF ABEEF ABCEF ABCEF ABCEF EEEBA FEDBA FECBA FEDBA BABEF ABDEF ABDEF AADEF FEDBA FECBA FECBA FECBA EEEBA FECBA FEDBA FEDBA FEDBA ECBAF ABCEF ABDEF FECBA FECBA FECBA FECBA FEDBA FEDBA FEDBA FECAB BBBDF ABBEF EFEBA FECBA FECBA ACDEF BACFF FECAA FDCCA FDACD FFDBA BFEBA FECBA FEECA DFEBA FFDBA FDDBA FECBA FECBA FECAB ABCEF ABDEF ABCEF
5,FDBAB EFEBA BBBEF ABDEF ABCEF ABDEF ABDEF ABCEF ABDEF ABDEF ABDEF ABCEF ABDEF AEDDE ABDEF FEDBA FEDBA FEDBA FECBA FECBA ABDEF ABCEF ABCDF ACDEF ABCEF ABDFF FECAA FFBBA FECBA FEBCA FECBA FEDAA EDEDA EABBF CEEEA EEEBA FEBBB ABDFE FEDBA FECBA FECBB ABCDF ABCEF ABCEF ABDEF ABEEF ADDCF FECAB FFCBA FEEBA FEDBA FECBA FECBA ABCDF BBEBF ABCEF AFFCB FEDBA FEDBA FEDBA FECBA FECBA FECBA FEDBA FEDBA FEDBA FECBA FEDBA FECBA BBBEF ABCEF ABDEF ABDEF ABCEF AADEF ADEDD AFCFA ACEFA BEEEA FABEE ABDEE FEBBB ABDEF ACDEF FFBCA CACDF ABCFE DFDAB ABCDF ACCFF EEECA FECAA
6,BBBEF ABCFE FECBA BFEBA FEDBA FDBBB FEBBA FEABC BCFDA FEDBA CCBBF ABDEF EFDBA FECBA FEDBA FEDCA FEDBA FEDBA FECBA BBBDF ABEEE ABCEF ABCEF BACEF FEDBA FECBA FEDBA ABCFF ABDEF ABDEF EDEEA DEFBA FEDAA ABCFF ABEFC AEDBF FCCCA EEDBA FEDCA FEDBA FEDBA FEDBA FECBA ABCEF ABDEF ABDEF ABDEF ABDFF BCBDF ABCEF ABEFD ADDDF ABDEF ACDEE ABCEF ABCEF ABDEF ABDEF BEFEA FEDBA FECBA FECBA FECBA AACEF ABCDF ABCEF EACFC CEEDA FECBA FEDBA FEDBA FECBA FFDBA FEDBA FFABC FDDDA FEBBB BABFF AEFCC ADFED FBBDB ABBEF ADEFB FEABC ABBDF DACBF FECAA EFEBA FEEAA BABEF ABDEF ABCEF
7,DFEBA FECBA FEDAA FDBAB BBCCF ABCEF ABDEF ACDDF ACBDF AAEEE AFEDB DBFDA EBFCA FEEAA FEDBA FEDBA FEDBA FCABC ABDDF ABCEF ABCEF ABDEF FECBA FECBA FEDBA FEBBB ABCDF ABDEF AACEF ABDFE ABBFF ACCEF ABDEF ABDEF FECBA ABCEF ABDEF ABDEF ABCEF ABCEF ABDEF ABCEF ABCEF FEEBA FECBA FEDBA FFCCA FECAA CADCF ABCEF ABCEF ABCEF ABCEF AEEED FEDBA FDDCA FEDBA FEDBA FEDBA FEDBA FECBA ABCEF ABCEF AEEEA FEDBA FEDBA FECBA FECAC ABCEF FEDBA FEBBB FEEBA FECBA ABDEF ACDEF ABDEF EEEBA EFABD ABCEF CABEF BACEF ABECF ABEDF ABCEF ABCEF AAFED ABEEE DDEEA ABDEF ABCEF ABCEF ABCEF
8,DDFEA ACFEA FEDBA FECBA FECBA FECBA FEDBA FECBA FEDBA FECBA FEDAA FECBA FECBA FECBA FEBAC ABCEF ABDEF ABDEF ABDEF FECBA FECBA FECBA FEDBA FEDBA FECBA BBBEF ABCEF ABDEF ABDEF ABDEF ABCEF ABDEF ABDEF EEECA FECBA ABCEF ABDEF ABDEF ADEFC ABCEF ABCEF ABCEF FEDBA FECBA FEDBA FECAB ABCEF ABDEF ABDEF ACEFD FECBA FECBA FECBA FECBA FECBA FEDBA FEDBA FEDBA FEDBA EABCF ABDEF ABCEF ABDEF FEDBA FECBA FEDBA FECBA FEDBA FEDBA FECBA ABEEE FECBA FDBAB ABCEF ABDEF ACDEF ABDEF ACDEE ABCEF ABFCF ABDEF ABCEF ABCEF ABDEF ABCEF ABCEF ABCEF ABCEF ABCEF ABDEF ABCEF FFCAB
9,AAEFD FECBA FEDBA FECBA FECBA BACEF ABCDF ABCEF AAEEF ABDFE ACCEF BFBFA FBEAC CAFDD FEDBA ECFCA FECCA FEBBA FCDAC ACEDF DABDF ACEFB FEDBA FEDBA FECAB ABDEF ACDEF ABDEF ABDEF ABDFE AADEF ABCEF FEDBA ABCEF ABCEF ABCEF ABDEF ABDEF ABCEF ABCEF ABCEF FECBA FECBA FECBA FDBDA FEDBA FBBBE AADEF ABCEF ABDEF ABDEF ADFEC FEDBA FECAA FEDBA FEDBA FEDBA FEDBA FEDBA FDBCA BBBEF ABDEF ACDEF FEDBA FEDBA FEDBA FDBCA AADFE FECBA BBBEF ABDEF DFEDA FEDBA FECBA ABDEF ADDEE AAEEE BBCCF ABCEF ABCDF ABCEF AADEF ABDEF ABDFE ABDEF ABDEF ABDEF DADFE BACEF ABCEF ABCEF ABCEF
