,0
0,HGDDECBBB HEBBBBDFG AABDFFGGH GGGGFECAA HHFDBBBBD AABDFGGGG GGGFECBAA HGECCCBBB ABBCDEGHH AACDEFGGH ABCEFHHFC HGBBCCCDD ABCDEFFGH BBBCDEFGH GHGFDCBBA ECAACEGHH CEGGHFCAA HHGEDCBBB HGGFEDBAA CBBBBDGHH CFHHFECBA HGGFEDBAA HHGFEDBAA AABCEGGGG HHFDBBBBC AACEFFFGG ECFHEABEE BABCEEFGH AACDFFFGH BBBCCDFHH
1,AAEGGGFFE HHFDCBBBB AABCEFGGH BEFFHGECA HGFDDCCBA HGGFEDBAA CBBBCEGHH AABCEFHHG HHGFECBAA AACDEFGGH ABBCDEFHH ABEFGHGDA HHECCCCCC HHGECBABC AABCEGGGG HGFFFEBAA ABBCDEGHH GHGFDCBBA HHGFDCBAA HHGDBBCCB CBAAFHGFD HHGFECBAA FFFFDCABH CEGHGECBA HGCBBCDEE BFHHGDBBB AABDEFGGH ABBCDEFHH AACDEGGGG BBBCCDEGH
2,DGHGEDBBA HHFECCBBB GGGGECBAC GGGGFECAA HGGFEDCAA HHFDCBBBC ABBCDEGHH GGGGEDBAA HHFCCBBCE AACDEFGGH ABBCDEGGH AABDEFGGH ABBCEFGGH BCEGGHFDA HHGEDCBBA BBBBDEFHH BEGHGFCBA HGFDCBBBD GGGFFDCAA EDCCBBDGH ACGGGFEDD HGGFEDBAA HGGFEDBAA GHGFDCBAA CAACDEGHH AABCDFGHH ABEGDDDFH ABBCDEGHH ABBCDFGHH BBBCCEFHH
3,FHFCCBCCE AABCDEFHH ABBCEFGGH AABDEFGGH HGGBBDEBB HGGFEDBAA ABBCDFGHH ACEGHGECA HHGEDBBBB AABDEFGHH BBBCCEFHH HHGEBABCD ABCEFGGGF BBBCCDFGH ACEGHGDCA HGFEDECAA ABBCDEGHH AACGGFFFF CABDDDFGH GGGGFECAA FCCBBCDGH ABCGGGGEC HHGEEDBAA ECAACGGGF EECAACFGH AACDEFGGH ABBDDEFHH ABBCDEGHH AABDEFGGH ABBCDEFHH
4,HHEFECDBA HECBBBDFH AABDEFGGH BDFGGGFBA GECBABCGH ABBCDEFGH HGGFECBAA HDBBBCDEG AABCDFGHH AABDEFGGH GGGGFEBAA AACDEFGGH ABBCEEFHH ABBDEGHHD HHGEDCBBA AABCEFGGH EGGHFDBAA HGFDCBBBB GGGFFDCAA DCCBBBFHH AEHHGEDBB HHGFDCBBA HGGFEDBAA AABDEGHHG HGEDBABDE BEHGEDCBB HGGGECBBA HHFEECBBA HHFEDDCBA HGEBBABEG
5,HFDDDCBBD ABCDEFGGH ABBCDEGHH BCCCCDCFH AADFFFFGG GGGFEDBAA HGFDBABCF ABCDDEGHH AACDFGGGF HHGFDBBBA HGEEDBBBB FFFFFFECA HFCCCDCCC FEECBBBEH AABCEFGGH ACEFGGGDC HGGFEDBBA HGFDCBBBC AAADFGGGG HGGFEDCAA HHFEDCBBA HGGFEDBAA HGGFECBAA BBBBCDGHH AABDEFGGG ACBGGGDGF DDDBBBCHH GBABCDGHH ECBBBCFHH BBBBCEFHH
6,AACFGGGFF HHGFDCBAA HGFDABCDC CCCBBCFHH HHGFDCCBA HGGFEDBAA HEBABBEGH ABBCDFGGH HHGFDCBBA AABDEFGGH GGGEFDCAA ABFDFFFGG GGGFFEDBA HHFEDCBBA BBBBCEGHH AABDEFGGH AABCDFGHH ABBCDEGHH ABBCDEGHH CEFGGGEBA HHGEDCBBB AADEEFFGG FFFFFFDAA HHGFECBAA HHGECBBBB GGEDBABDH BBBEHHFDD CDFFHGEAB FFFFFFFAA GGGFEBAAC
7,HHGEDCBBA CBBBCDGHH AACDEFFGH ACDFHGDFC GHGFECBAA HHGFECBAA AABCDFGGH EGHGFECAA HHGDBBBCC AACDEFGGG BBBCCDFHH GHHFDBBBB AACDEFGGH BBBCDEFGH CEGHGECBA HGFFECBAA BBBCCEGHH AABCEFGGG HHGEDCCBA HGGFEDBAA DCBBBDFHH GGGGFDCAA CCCCBBEHH HHGECCBBB ECAACDGHH ADGHHCDBB ABCDDEFGH ABBDEFFGH AACEFFFGG DDBBBCEGH
8,GHFEFECAA HHFEDCBBB HGGFEDBAA HGGFEDCAA HHGFDCBAA AABCDFGHH GGHGEDBAA HHGFDCBBA CBBBBDFHH AACDEFGGH AABDEFGHH HHGFCBBBB ABBDEFGHG BBBCCDFHH HHGECBBBB BBBBCEGHH ABDFHHFDC HHFDCCBBB HGGFEDCAA HHGFECAAB ABBCDFGHH HHGFDCBBA HGGFEDBAA HEBAGGECB BBACDEGHH AABDEFGHH ABCDDDFHH AABCDFGHH ABBCDFGGH BBBCDEFHH
9,FHHFECBAA HGECBBBCD AABDEFGHH AABDFGGGG GECACCHFB HHGGECBAA EBAADEGGH GGGFEDBAA BBBCDEGHH AABEFFGGG ABCEGHGEA AABDEFGGH ABBCDEFHH ABCEGHHEA HHGECCBBB HGEBAACFG AABCEFGHH FHGFDCBBA HGGFEDBAA HHGFECBAA AABCDFGHH HGGFEDBAA ECCBFHGDB AABDEGGGG HHGECBBBB ABCCEFGGH ABBCDFGHH ABBDEFGHH ABCDEFGGH BBBCCDFHH
