,0
0,HHFCEECBBBB HGCBBBBCDFH AABCDFFGGGH GGGGGFEDBAA HHGEDBBBBCD AABCDFGGGGG GGGGFEDCBAA HHFDCCCBBBB AABBCDEFGHH AABCDEFFGGH AABDEGGHGEC HHDBBCCCDDD AABCDEFFGGH BBBBCDDEGHH GHHGFDCBBBA ECBAACDFGHH CEFGHHFDBAA HHGFEDCBBBB HGGGFEDCBAA CCBBBBDFGHH CEGHGFECBAA HHGFFEDCBAA HHGGFEDCBAA AAABDEGGGGG HHGFDBBBBCC AABDEFFFFGG DDEGHEAADDF BAABCEEFGHH AABCDFFFFGH BBBBCCDEGHH
1,AABFGGGFFEE HHGEDCBBBBB AABBDEFFGHH BDEFGHGEEBA HHGEDDCCBBA HGGGFEDCBAA CBBBBCEFGHH AABCCEFGHGG HHGGFECBBAA AABCDEFGGGH ABBCCDDFGHH ABDEGGHGFCA HHFCCCCCCCC HHGFECBBABC AABBCEFGGGG HGGEFFECAAA ABBBCDEFGHH GHHGEDCBBAA HHGFEDDCBAA HHGFCBBBCCB DBBABFHHGFD HHGGFECBBAA FFFFFECBACH BDGHHGEDBAA HGDBBBCDDEE BDGHHGDCBBA AABCDEFFGGH AABBCDEFGHH AABCDFFGGGG BBBCCCDEFHH
2,DFHHGEDCBAA HHGFDCCBBBB GGGGGECCAAC GGGGGFEDBAA HHGFFEDCBAA HHGEDCBBBBC AABBCDEFGHH GGGGFEDCBAA HHGECCBABCE AABCDEFGGGH AABCCDEFGHH AABCDEFGGGH AABCDEEFGHH BCDEGGHGEBA HHGFEDCCBAA BBBBCDEFGHH BDFHHGFDBAA HHFEDCBBBBD GGGGFFDCBAA EDDCCBBCFHH ABFGGGFEEDD HHGFFEDCBAA HHGGFEDCBAA GHHGEDCBBAA CBABCDDFGHH AABCCDFFGHH AACGGCDDDGH AABBCDEFGHH AABCCDFGGHH BBBBCCDEGHH
3,EHGDCCBBCDF AABBCDEFGHH AABBDEFGGGH AABCDEFGGGH HGGFBBDCFBB HGGGFEDCBAA AABBCDFFGHH ABDEGHGFDBA HHGFEDCBBBB AABBEEFGGHH BBBBCCDEGHH HHHGDBABBCD AABCEFGGGFF BBBCCCDEFHH ABDFHHGECBA HHGFEDEDBAA ABBBCDEFGHH AABEGGFFFFF CBADDDDEGGH GGGGGFECBAA GCCBBBCCFHH AABEGGGGFEC HHGFEEDCBAA ECBAACGGGGF EEDBAACEGHH AABCDEFFGHH AABCDDEFGHH AABCCDEFGHH AABCDEFGGHH ABBBCDEFGHH
4,HHGEFECDCAA HFCBBBBCEGH AABCDEFGGHH BCEFGGGFDBA GFDCBABBEGH ABBBCDEFGHH HHGGFEDCBAA HFCBBBCCEFG AABBCDEFGHH AABCDEFGGHH GGGGGFECAAA AABCDEFFGHH AABCDEEFGHH AABCDEGHHGC HHGFEDCCBAA AABBCEFGGHH EFGGGFECBAA HHGEDCBBBBB GGGGFFEDBAA DCCCBBBDGHH ACGHHGEDCBB HHGFEDCBBAA HHGGFEDCBAA AAABDEFGHGG HHFDCBAACDE BCHHGEDDCBA HGGGGECBBAA HHGFEECBBBA HHGEEDDCBAA HGEDBBABCFH
5,HGDEDDCBBBE AABCDEFFGHH AABCCDEFGHH BCCCCCDCDGH AABEFFFFGGG GGGGFEDCBAA HHGEDBAABDF AABCDDEFGHH AABCDFGGGGF HHHGFDCBBAA HHFEEDBBBBB FFFFFFFEEBA HGDCCCDCCCC FFEDCBBBCFH AABBCEFGGHH ABDFFGGGFDC HHGFFEDCBAA HHGEDCBBBBC AAABDFGGGGG HGGGFEDCBAA HHGFEDCBBBA HHGFFEDCBAA HHGFFEDCBAA BBBBBCDFGHH AABCDEFGGGG ABBCGGGEFGE DDDCBBBBFHH GCAABCDFGHH EDCBBBBDGHH BBBBBCDEGHH
6,AABEFGGGFFF HHGGFDCBBAA HHGFDABBCDC CCCBBBCEGHH HHGGFDCCBAA HGGGFEDCBAA HFCBABBDFGH AABCCDFGGHH HHGGFDCBBAA AABCDEFGGHH GGGFEFDDBAA AAEFDFFEGFG GGGFFFEECAA HHGEEDCCBBA BBBBBCEFGHH AABCDEFGGGH AABBCDFGGHH ABBBCDEFHHH AABCCDEFGHH CDEFGGGFDBA HHGFEDCBBBB AACEEEFFGGG FFGFFFFECAA HHGGFECBBAA HHGFDCBBBBB GGFDCBABBFH ABBBFHHHDDC CCEFFHHFBAB FFFFFFFFDAA GHGGFEBBABC
7,HHGFEDCBBAA CBBBBCDFGHH AABCDEFFGGH ABDDGHGECFB GGGGFECCBAA HHGFFECBAAA AABBCDFFGHH EFGHGFECBAA HHGFDBBBBCC AABCDEFGGGG BBBBCCDEGHH GHHHFDBABBB AABCDEFGGGH BBBBCDEFGHH BDFHHGFDBAA HHGFFEDCBAA BBBBCCEFGHH AABCDEFGGHG HHGFEDDCCAA HHGGFEDCBAA DCBBBBCEGHH GGGGFFEDBAA CCCCCBBCFHH HHGFECCBBBB ECBABCDEGHH ACEGHHDCCBC AACDCDEFFGH AAABDEFFGGH AABDEFFFGGG DDDABBCDFHH
8,GHGEEFEDBAA HHGFEDCBBBB HHGGFEDCBAA HGGGFEDCBAA HHGFEDCBBAA AABCCDEFGHH GGGGFEDCBAA HHGFFDCBBAA CCBBBBDEGHH AABCDEFGGGH AABCDEFGGHH HHHGFCBBBBB AABCDEFGGHG BBBBCCDEGHH HHGFECBBBBB BBBBBCEFGHH ABCEFHHGEDB HHGEDCCBBBB HGGGFEDCBAA HHGGFECBAAB AABCCDEFGHH HHGGEDCCBAA HGGFFEDCBAA HFCABGGFDCB BBABCDEGGHH AABCDEFGGHH AABCDDDEGHH AABBCDFFGHH AABBCDEFGHH ABBBCDEFGHH
9,FGHGFECCBAA HHFDCBBBBCD AABCDEFGGHH AABCEFGGGGG GECDADCGHEB HHGGFDCBBAA FCAABDEGGGH GGGGFEDCBAA BBBBCDEFGHH AABCEFFGGGG ABCDFGHHGDA AABCDEFFGHH AABCCDEFGHH ABCDEGHHGDA HHGFECCBBBB HGGDBAACDFG AABCDEEFGHH FHHGFECBBAA HGGGFEDCBAA HHGGFEDBBAA AABBCDFGHHH HHGGFEDCBAA ECCBBFHHFCA AABCDEFGGGG HHGFDCBBBBB ABBCCFFFGGH AABBCDEGGHH AABCDEFFGHH AABCDEFFGGH BBBBCCDEGHH
