,0
0,AABCDD DDCCBA AABCDD DDCCBA BBAABD AABCDD DDCCBA DDCBAA AABBDD DDCCBA AAABCD AABBCD AAABBD DDCCAA DDDBDA DDCCCA DDCBBA DDDCBA AAABCD AABBCD AABCCD DDCCBA AABBCD BCCDDA DBAABC
1,AAADDC DDDDAA DDCCBA DDDDAA AACDCD CCDDAA AAABDD AABBAD AABBDD AACCAD CCDBDA DBABDC AABBBD DDCBAA DCBBAD DBAADC DDCBBA DDCBCA CDDCAA DDCBAA BBCDDA ABDCAC AABBDC AABCDD AAAACD
2,AAABCD BCCADA ABCADC AAAACD AAACCD BCDDBA DDCCBA DDCBAA AAABCD AABCCD AABCCD ABBABD AABBDB DDCBBA CDDADA DDCCCA DDCCBA BAAACD AABBCD AABCCD BCDDAA DDCCCA DCBDAA ABBACD BBBADC
3,AABCDC BAAACD DDDCBA DCBAAD ABDDDA DDCCBA CCBAAD AABCDD DDDCBA BAABCD AABBCD BAABBD DDCCBA DDCCBA AAAABD AAABCD DDCCBA BAABBD AABCDD DDCCBA AAABCD AABBCD ABCDDA DDCAAB AABCCD
4,AABCCD DDCACA DDCCAB AABCAD AAACDD ACDAAD DDCBCA DDCBBA AAABCD AABCCD AABBCD CCBADB AAABBD DDCBAA AABCCD DDCCBA DDCCBA DDCBBA AABBCD AABCCD ACDDDA DCCCDA BAAADD AACBDC AABDDB
5,AABBBD AABBDD ABBABD CAACDB BCCAAD DCAADA DDDCCA DDCCBA DDCBAA AABCCD AABBCD AABBCD ABCDDA CDDDBA DDCCBA DDCCBA DDBAAB AABCDD AABBBD AAABDD CDDBAB DCCDAB ACCADB CDDDAA DDCCBA
6,DDCAAD BAAADD DDCCBA DDCBAA DDCADA CAACAD ABCBCD AAABCD AABBBD AABCBD DCCDAA DDCCCA DDDCAA AABDDC DCBAAC CCBABD DDCCCA DDCBBA DCACAB CDCAAD AABDBC AAAABD ABCAAD DDDDAA DCBDAA
7,AAACCD BDDCAB DBACDA DCAABD DDCBAB DDCAAD CDDDDA CCBAAD AABBCD DDDCBA DDCCBA DCBAAC AABBCD DDCBBA CBAAAD AABBCD AABCDD DDCCBA BAAADD AABBCD DCBAAD AABCDD DDCAAC AABCDD AAACDB
8,AABBAD AAACDD AAAADD DCBADB BBCDAB DDCCCA CDDDCA DDCCBA BBAABD AABBCD AABCCD AABCCD DDDDCA DDCCBA DDCBBA DDCCCA DCBABC AABBCD AABDDB AABDBD ACDDCA BCCADA BDDCAC DDCACA DDCDBA
9,DDDCCA DCBDCA DDDDCA DDCBBA CCCBAD DDCBAB ABBACD AABBBD ABBABD AAACCD DDCCBA DDDCAA AABCDC DDCAAC AABCDD DDCDAB DDCCCA DDCCCA CDDDBA DDCDAA ACDCAB ABCDCB AABCBD DCBBDA AABBCD
