,0
0,FDFBCBCCB AAAEEEDEE BCDDAEEBE BCEEFADBC FFBBBCCBB EDABDDDEC
1,DBBCCCBFF FFEDBABCB DDACEDECB BDCBECDED EEDEEEBAA CBBDFFBCD
2,EEFDDACBB AADEEEEDD BDFDCCCDB EFFEBABBB DBDCECECC CCCDDCCCF
3,EDBDEBEBB AFEEECBCA FEEEDCBBA BECBCCDEE ABDDCDEDE BABEDEEED
4,BCDEECCCC FCEECDCDA DABCECDEE ABBBEEEDF ABCBDCEEF DDDDDDECA
5,CFBEDBDDB FDDCBBDBD ACBDCCBFF FFEBCBBBB CBBECEDEC BBBCCCDFF
6,BBEDDBCCF FFFCBBCBB BEFDBAEDB FABEDDEDB EEEFCABBB BBBBCFDFE
7,CCCBABDFF FFFCCCBAB FEDAEDBDA CBDECCDCE CDACDCEDE ECCDAFCDE
8,EBEECDDBB EFDCCBDAC BBACECDEF BBBCBFEDE EDEEFEAAA CCDCBDDEC
9,CEBBCFDDC FEECCABCC CEDBBAFDD EDCBDBBFB FFFDAABBC BBDFCACEE
10,BBEDCCFCC CFCCCCECB BAACEDEEF BCDCCDDEC BADCDCEFE DBBBCDECF
11,CBEDDBEEB FCDDDDBCB AAEDDEBEC DDDEFEDAA BBEADECED BCBCCBDFF
12,CCBCCBBFF AAEFDCCDD EDBCCDDCC ECBBFDBCE CABEBEEED BACBDCFFE
13,DCCDDFBCC FEFCAABBD CCDCAEEED AACDBEEFE EFFFABBBB ACCBBDDDF
14,FBCBFCDCA EFDEBABCC BBCBEEDFC ABDCBDFEF BEBABEDDF CDDCDEFDA
15,BFCDCDCCB BABBCEFEE DDDEDBECA FCBBDECDC EFDBDBBCE EDBDCBCDC
16,DDCDACFCC FEECCBBBD CCDDCCADF AABBCEDFE CAACCDFFD EDDEEECAA
17,BECCCECCC EFECADCAB BCCCCBFDE BACCDBEEF BCBAEFEDE FFEDBBBBB
18,DECCCADCD ABBAEEEEE DEFBCBADD BCDECDCFC BBBCCDDFD EDEDFEAAA
19,CDBBCECBF FEDECCABA EFEDBDBCA ADABDEEED DBCBFDBEE BCAEECDDE
20,BDBBDEDED FFEEBBBBB CDCFBCCBE BAABDEEEF ACBDEEDBF BBBDBDCDF
21,DCDCEEDCB FDFEDABCA DCCBCDFEB ABDBBDEEF DABCDDFED FFFBBBBCB
22,DCEDCEBBB ABAFDFDCE BBBDCEFBD DBEDBDBCE ACCCADDFF EFFCBBBCB
23,BBFEDBBCD ABADFDDEE DCCEECDBD CBACCEECF CABCBCEFF BBBDFCCCF
24,AEBDDECED BBAAEEEEE EEEDBDCAD DEDDEDBAC EEEEBCBBC BEDECBCAF
25,DDDFCDBCA AAADEEEEE DEEEDABBB DDDCCCADE BCBBEEFDD ECECDBBFB
26,EABEEDCDB CDECEBCEC BBBCCEDEF EFEFDBABB BBCDFBCEE ACCBEBDEF
27,CDDBEEDBB BABEEEDEE FEEBEDABB FEEEBBCAB BDEDCBBCE DDBCDBDFD
28,FBDDCDCCC BBBABEFFE FDDEDDCBA FCCCEDDAB EDBBCEDDC ABCCEEEDD
29,EFABCCDCD ABBBEEEDE BCEDDAECE DBABDEFDC DEDDDDDDA BBCBCEEEE
