,0
0,HFHBEBEDCCB AGEEDGCFCED BDBEDDDHGED GGHHCBBCCBB GDACFDEFCDF
1,DBBCCBBHGGG HFBDCDDEFAG GGEFBDCDCDB GEFFEFFFCAA DBBEGGBCDEG
2,FGHEFADDBBC FFECEBDCEHB FGFFFEGGAAA BADDDEGEGEE DCCEDCEBHFE
3,EDBEECEBBFH HGGEEDBDDBA HGFCBEDBBCD CBBBFEDFFFG CABFFEFFEEF
4,BEEGGDEDDDB GEFDEDCDACG DAFEDCCCFGH ACBCDDEDGFH FFFFFFGDAAB
5,DHCGECEDDDB CCBBDCDFGFH EDGGGHGBBAA CCCCBFDGFGD BCBDDDEHHEE
6,BBEDDCBDGGH HDCCEBCDGGB CEFEECBEDDG FEGGGGDABBB BBBBEGEHEFE
7,DCCBABEHGFG HFFFDDDECAB GGEGBBDDDDD CCEFADEDGFG ECCDAGCDFFH
8,GCFGEEEBCCD FDDDEBGCCBH BBDEDECEEGG EEGEGFGFAAA DCECBFEFCGF
9,CEBBCFDDDHH HEDCEDFDFBD AEGDGEEEEEC HFGGGEAABBD CBEHDADGGCG
10,CCGEDEHCDBD CDDCEDCECCH BEDDECDHCEF HHBBCCCCEED DCBBDEEDGGG
11,DCGEFDGFCDB EEEEADBBEHH BABCDDEEHGG CBBCGBFGDGE CDBCCCFGHDD
12,DCBCCCCGFFH EFDCBFCHBCE CFBDEGDBFGD AEEBBFBGGGE BABBDDFGEHH
13,FDDEFHBDDEB HCBBDCFFEFC AEECBBFFEGH GGFGGGBBABB BCCCBDDEHHH
14,HCEDGEFDBCD GHDDEGDBCBB EADCADFGEFH BECFCBBFFFH EFFEFGHDBAA
15,CHEFDEEECCB AADGGGFEDFE HEHBECDACED FCGGFCDBBCG FECFDDEEDDD
16,FFEFBEHDDBB HDEBBDFEEFB BAADEDFEGHG BBECBCEEHHF GFFGGGDABBA
17,CGEDDGDDDCD FDCFFAFBFFF ACFBDCDGFEH BCBDCBFHFFG HGGECCBBBCE
18,EGDDCAGDEDE AAEFEEFGGFE DCFECDEEFDE CACDCEEFFHF GFGGHFBBBBA
19,CEBBCEBCHHF GGFFCDCDEDA HEEFADCBDFF EDEBDBGFBGF BCBGEDDFFGD
20,BFBBEGDGFDD GGCEBDBFDEF ACCBFDCEGHH BDADCEGFFDH BBBDBDCEHHH
21,EDEEFGEDBCB HGEAFCEDCCC ADCABEGEEGH CEFACCFEGFF HHHBBBCDCBE
22,EDGDEGCCCDD AHEGDEECEED HGFBDCEECCC BCBDEDBFFHH GHHDCBBDBCB
23,BCHFDBCCEFF AEFDCEFCBGF BFAEEDBEEGG ADFBCCDDGHG BBBEFCCEGHE
24,BFBFEFEEEDE AAFFFEGEFED EFECFDDDEFA CEFGGFCECBD BFEFCCCBGGF
25,FFFHEFDEBAA AFFDEEGDEEC HFHFEDBCCCA CFBDBBFFHEE FCFCDBCGBDH
26,GBBGGEDFDBC FDCCCFBFEDH DECGFGFFFAA DCCBDDHCCFG BDDBFBEGGGD
27,EFFCGGEBCCB CEEFCFDGDDA HGBFFDDDBBB DCBFGFDCDDG DDBCDCDGDHF
28,HBFDEDCEDDE BACEHFGEEFC HFFDECBCDDD BDGGCBCGEFD BBCDFFGEEEC
29,GGBBDDEEDDD ABDFEDECFFH BFFDGEACEFF ECEGEFEEEFA BCDBDEGFGGD
