,0
0,FFBBDBB BDCECCC BBDCEEC FFEABCB EACDDCD
1,BACBEFE FBCCDCC FECCCCB EDDEEBA BBEEBCE
2,EFDBCBB EDCBCEC EEEDEAA BCCDEED CBDBCFD
3,DBDCBBF FFDCBBA FEBCBBC BBCDDEE BAEDEED
4,BEECDCB EECCCAD BDDBBEF ABBCDEF EDEEEAA
5,EDECDCB CBCCDEF DEEFCAA CBBEDDE ABCCEED
6,ADCCBEF FBCBBFC CEDBCDD DEEFABB BABEEDD
7,CBABFEE FEDCDBA EDCBCDC BDBCDEE DBADCEE
8,DDDDBBC DCDBDBE BCCDCDF DEDEFAA CDBDDCE
9,CBBDCEF ECCCCDB AEDEDDC FEEDABB BDEAEED
10,CDCDDCC CCCCCBF BDDBECE FCBBBDD CBBDCEF
11,BEDDECB DDBCBEF BABDDFE BBDCEDE CBCBEFC
12,CBCBDEE ECBDEBD DBCECED BDADDED ABBCEEF
13,DBDFBDB EBCCEEB BDBBEDF EEEEAAB BBBCCFF
14,ECEDDBC FDCEBBB BBBCEDF CBDADDF DEDEEAA
15,DDDDDBB ABFEDCD EFCCBCC CEEBBBD EBDCDCC
16,EDCDECB EDBCDDC AADDDEF BCBCCFE EEEEABA
17,CECECCC DBEBCEE ADBCEEE BBCBFEE FFCBBBD
18,EDCBDDD ACEDEED CDDBDDD BBCDDEF EEEEBBA
19,CBBDBFE FEDCCDA FCCCBCE DCBBECE BAECDED
20,BCCEDDC FCCCCCD BBCCCEF BACDEDE ABCCCFF
21,DDDECBB FDBBDCB BCADEDF BEACDEE FFBBCBC
22,DECEBBD CDDDBCD FEBCDBC BBDCCEF FFBBBBB
23,BFDACDE AECDDBE CBDCCDF ADBCCEF BBECCEE
24,CBEDDDC ADEDEEC ECDCCDB CDEDCBC CDDBBFD
25,DEEECBA AEDDDDC FFDCBBA DBBBEFC DDCAEBE
26,DBEDDBB CCBDCDE DCEEEDA CBBDEDE BCCBEED
27,DDDEBBB CDDEECB FCECCBA BBEDCCE CBCCDDF
28,EDCDCCD ABEEEDC FECBBCC BEDBDDD ABEEEDC
29,FBCDCCD ADECCEF BEECADE CCEDDEA BCBDEED
