,0
0,FEFBDBDCBBB AFDDCEBDCDC BCADCCCFEDC FFFFCBBCCBB ECABECDEBCE
1,CAACBBBFFFE FEACCCCDEAE FFDEBCCCCCB EDDDDEEECAA CBBDFFBCCDE
2,EFFDDACCBBB EEDCDBCCDFA EEEEEDEEAAA BACCCDEDEDD CCBDCCDBFED
3,DCBDDBDBBEF FFFDDCACCBA FFECBDCBBCC BBBBEDCEEEE BABEEDEEDDD
4,BDDEECDCCCB EDECDCBCABE CAEDCBBBEEF ABBBCCDCEEF EDEEEEFCAAA
5,CFBEDBDCCCB CBAACCCEEEF DCEEEFEABAA CCBBBECEEEC ABBCCCDFFDD
6,BBDCCBBCEFF FCBBDBBCFFB CDEDDBADCCE EDEFEFCABBB BBBBDFDFDDD
7,CCBAABDFEEE FEEECCCDBAA EEDEBBCCCCC BCDDACDCEDE DCBCAEBCEEF
8,FBEEDDDABCC ECCCDAECBBF BBCDCDBDDEF DDEDEEFEAAA CCDBBDDEBEE
9,BDBBBDCCCFF FDCBDCDCDBC ADECEDDDDDC FEEEFDAABBC BBDFCACEEBE
10,BBEDCDFCCBC BCCCDCBDCBF ADCCDBCFCDE FFBACBCBDDC CBABCDDCFEF
11,CBEDDCEDCCA DDDDACBBDFF BABBCCDDFFE BBBBEBEECED BCBCCBDEFCC
12,CCBBCBBEEDF DECBBEBFBCD BEBCDECBDEC ADDABEBEEFD AABBCCEEDFF
13,ECCDDFBCCDB FCBBCBEEDDB ADDCBBEEDFF EEEEEFBAAAB ABBBBCCDFFF
14,FBDCEDDCBBC EFCCDECBBBB DACCACDFDDF BDBEBBBEDDF DDEDEEFCAAA
15,BFDECDDDBBB AACEEEDDCED FDFBDCCACDC EBEEDBCBBCE EDBDCCDDCCC
16,DEDDADFCCBB FCDBBCDDDEB AAACDCDDEFF BADBBCDDFFD EDEFEECABAA
17,BEDCCECCCBC ECBDDADAEEE ACDBCCCEDDF BBBCBAEFEEE FFFDBBBBACD
18,DECCCAECDCD AADEDDDEEED CCEDBCDDECD BABCCDDDDFE EEEEFEBBBBA
19,BDBBBDBBFFE FFDECCCCDCA FDDDACBBCDD DCDBCAFDBEE BCAFDCCEEEC
20,BDBBDFCEECC EEBDBCAECDE ABBBECBDEFF BCACCDEEECF ABBCBCBDFFF
21,DCDDEFDCBCB FEDADBDCCBB ACCABDEDDEF BDEABBDDFEE FFFBBBBCBBD
22,DCECDEBBBCC AFDECDDBDDC FEEBCCDDCBB BBACDCAEEFF FFFCBBBCBCB
23,BBFDCACBDDD ADDCCDECBEE BEADDCBDDEF ACEABCCCEFF BBBDECBDFFD
24,ADBEDDDDDCD AAEEEDEDEDC DEDBDCCCDEA BDDEEEBDBBC BDDEBCBBFED
25,DEEFDDCDAAA ADECDDECDDB FEFEDCBCBBA CEACBBEEFDD ECECCBBEBCF
26,FBBEEDCDCAB DCCBBEBEDCF CDBEDEEEEAA CBBACCFBCEE ACCBDBDEEFC
27,DDECEFDABCB BDDECECFCCA FFBEECCCBBB CBBEEDCBCCE CCBCCBCECFE
28,FBECDCCDCCD AACDFEEDDDC FEECDBABCCC ACEEBBCEDDC ABBCEEFDDDB
29,FFABCCDDCCC ABCEDCDBEEF BDDCFDABDEE DBDEDEDDDDA BBCACDEDEEC
