,0
0,DBCBA CADCB BBBCD BBADC ACCCB BCCAC ABBDC DADAC DDBAA BDDAA DDAAB DACCB
1,DABBD AABDD DDCAA ACBDB CCBAD DCCBA BCCCB BADCC BBABD DDBAA CABDC DCABC
2,BCDBB DACCB AACDD CBCBB BBCDA CCBDA CCDDA ABDCB CBBDB CCCBB BBBBD BBCAD
3,CBBBD BCDBB ADCCB DCBCA DCCBA DCBBA BDCBB BACDC AADCC ACCBD BABCD DACCB
4,AACDC BBDCB DACDA DBCCA DABBD CACCC BCBBD CCABD ACCDC ABCBD CBABD CCDBA
5,ADBCB CBCCB DCCBA ABDBC ACBCD BABDD DDCAA BDABC BAACD ABCDB BBBCC BABDC
6,BACDC BCABD CDCBA BBDAC ACDCA BBDCB DAACB CCCCA CCADB ABCDC BDBCB CCBDB
7,DCDAB AACDC CCDAA DDBAB DCBAB CCBDA BACBC CACBC BDACC ABDBC DCBBA ADBBC
8,DACCB DBCAB BDBBA BBDAC BBBBD BBBCD BCACD ACCBC CABCC DCABA CBCDB BCBCB
9,BDBAC CDBBB DCCBA BBCCC ADDAC ABDBC DCBBB CACDA CCDCA ABCCD BABCD AACDD
10,BBBDC ADDAB BDCBB CBDCA BBBBD ACBCD ABCDB BCCCB BACDC BCBDB DBACC BBBBD
11,BACDA CBCCA DBBBB DDACB AADCD CCACB BBBAD DDCAA BBDBC BCBDB BDACC AACCD
12,CCBCA ABADD AADDC CBBCC CCBCB BDBBB DCCAB CCABC CABDB CADCB BADCC ABCDB
13,CCBBC DDABB DCCBA BBCAD CCCBB ADCCB ABDDC ABBDB CCCCA CABCD BCDAC BBBCD
14,DBBBC BDDCA BDBBC BBBDD BBDBB DACCA ABCDC ABCCC BDBBB BBCBD BBDCB CCDBA
15,ADCBC CBCCA CCBCA BCCCB BCADB DBDBA DBCAB CDABB CCCBB BAACD CCAAD ACCCB
16,CCBDA ACDBB DBBCA CABBD BCDDA BBACD BACBD BBBDC DBABD ACDDB CBADC DDBAB
17,BCBCC BCBBB CDCAA BDDAB BBBCC ABDBC BABDC BADCC BDCAD DBBBB CCCCA CBCBB
18,BCCBB BADCC BCCAC ADBBC BCDBA BBBCC ACCBD ADBDA ACACD ABBDB CACBD DCBAB
19,BDCAB CBAAD DBBBA CDACB CCCCA DCACA BDBBC BADDB CBCAC DABCC ACACD ACBDC
20,BCCBC BDACC CCCCA BDABC BCBCC ACCAD CBACD CBACD ACCCD BCBAD BBBCD ABBBD
21,CBBBD CDBBA DACCA CADCA DBCBB ACDCA ABDBC ABBCD DACBD BCBCB CDDBA DACDB
22,BCADB CDABB ABACD BDBAD BCBDC DBDAB BADCC BCACD ACDCB AABCD CCDBA CCADB
23,AADDB CACBD BBABD CBABC CBADC BDBBC CCACC ADBAD CABBD ABCCC BBABD CBBBD
24,ADBBD BBCBC CBBBC CCBCC CBDBA BDCAC BCBCC DBCAC CCCCA DBBBB ACBCD ACBAD
25,BACDC DCBCA BBABD DABBC BCCCA CBCBC BCBBC BBACD ACBAD BCDAB CACBC BBCDB
26,DABBD DBBCB BBCCC BBBDB CBBAD BCACD BCBBD BCADB BACBD CBBCC ACCAD BABCC
27,BCCBA CDBAA BAADD BDADC DCBBA DDABB DCBCA DBCAC ACDDA CCACC CCABC BBBDB
28,DBBCB DABBB CCCAA ABDCB DBBDA DBBBA DABBC CCBBB DDBBA DCCBA ABCBD ACDBB
29,CDAAC ADBCC ABCAD ADCAC AACCD ABCBD DCABC CCDBA BDACB CCDCA BBCDA ABDBC
