,0
0,EECBB ABEDE CDCDD BEECB FCBDB EAECD
1,CBCBF FEBBB DAEDC CDCDD EDECA BCECC
2,EEDBB ADEED CFBDC EFBBB CCDDC CCCDD
3,ECDDB DEDCB FEDBA CCCCE ADCDE BCEDD
4,BEDCC EEDBB BBECE BADDF ACCEF DDDEA
5,EDCCC EDBCC BBDCF FDBBB BCDDD BCCCF
6,BECCE FEBCB CFBDC DCDEC FECAB BBCEE
7,CBBDF FECBA FCDBC BDECD DACED DCBDD
8,DEDCB FDCCB BBECF CACEE EEEBA CDCDD
9,DADDD EEBBC DCBED ECCBD FFABC BDDBE
10,BDCFC ECCCB BADEF BDCED ACCEE CBCDE
11,BECDC EDDBB ADECD DDFDA BDDDD CBBDF
12,CCBCF AFDCD DCCEC DBDCD BCCEE ACCEE
13,DBECC FEBBC CCBEE ADCEF EFCAB BBCDF
14,ECDDB EECAD BCEDE ADBEE CBBDE CDDEA
15,CDDCC BBCFE DDECA DBDDC EDCBD EBCDD
16,DDAEB FECAC CDCAF ABDDF BACFE DEEDA
17,DCCDC FDBDA CCCED ACCEF BAEEE FFBBB
18,DDCCD BBDEE DEBBD BDCDD BBCDF DEFBA
19,CBCCE FECBB EFCBB BBDEE CBECE CBDCE
20,BCCDE FEBBB DDCDC BADDF ACDEE BBCCF
21,CBEEB EFCBB DCBFC ACCDF BBDEE FEBBB
22,DECCB ABEED BBEEC CECBD BCBDF FEBBB
23,BFCBC BAFDE CDDDC CBCEE BBCEF BBECE
24,CBEDD BBDEE EEBDB DDECB EEDBB CDCCD
25,DEEBB AAFEE EECBB DCCBE BAEFC DDCBD
26,CCECC CDCBD BADDF EEDAB BCECE BBDCF
27,DDCEB ACDDE EDDBB FECBA CECBE DBCCE
28,DCDBC BBBFE EEEBA DCEDB EBCDC ACDED
29,FACDD AAEEE BDDCE DADFC EDDDA BDBEE
