,0
0,EDBCB CDECD CBCED FFACB DBDDD
1,BBBEF EBCEC FDCBC DDEDA BCECD
2,EECBB ECCCD EEEDA ACDED CCCDE
3,DCCBF FDCCA FCCBC BBDDE BCDDD
4,CEDCB EDCBD BDBCF BBCEF EEECA
5,EDCDB CBCEF CEFBA BBEDD BBCFD
6,BDBDF ECCDD DDCCD DEFAB BBEED
7,CBBFE FECDA EDBCC CCBDE CBCDE
8,DEDBC DCCCD BCCDE DEEDA CCDDE
9,CBDBF ECDCC BDECC EEDAB BEBED
10,BEEDB CCCCE CDBDD FBBCD BBDDE
11,CDEDB DCBBF ABDEF BCDDE CBBFD
12,CBBEE DCCEC CCDCD CCCEE ABDDF
13,DCECC DBDDD BCBDF EEEAB BBCDF
14,DEDBB FCEBB BBCEE CDADE DDECA
15,EDDCB AEECD EDDBD DECBD DCCDC
16,DDECB ECCCC ACDEF BBCDF EEEAA
17,DCDCC DDBCE BCCDE BBBFE FEBBC
18,ECBDC ADDED CEBEC ACCDF EEEBA
19,CADDF FDCCA EDCBD DBCCE BDDDD
20,CBEDC EBCCD BBCDF BBDEE BCBEF
21,DDECB FBCCB BADEF CBCEE FCBCC
22,CEDBC CDDCC FCCDB BBCDF FEBBB
23,BFBDD CCDCE CBCCE BCCCF BCDDE
24,BDCEC AEEED DDCCC CEDDB CDBCE
25,EEDCA BDDDC EFBCA DBCED DDBDE
26,DDDDB DBCDE CDEEA CBDCE BCCEE
27,DDEBB DDDDB FDDCB BCDCD CBCDE
28,CDDCC ADEDC FCCBC CEBED BDDDC
29,EBDDC ADCCE CECBE CEDDB BBCEE
