,0
0,GFDCC BBFEG CEDFE CFFDC HCCEB FBFDE
1,CCDCH HFBCC EAGFC CEDEE FFFDA CDGDD
2,FFEBC AEFFE CGCED GHBBB DDEFD DDDEF
3,FDEEB EGECB GGECA DDDDG AFDFF BCGEE
4,BGEDD FFECB CBGDG BBFFG BCDFG EEFGA
5,FEDDD GEBDD BCEDH HECCB CCEFF BCDDH
6,BFDDF GGBCB DGCEC EDEFD GGDBC CBDFG
7,DCBEH GGDCB GCECC CEFDE EBDGF ECBFF
8,EFFDB GECDB CBFDG CBDGF FGGBA DECFE
9,FBEFE GFCBD EDBGE FDDBF GHABD BFECG
10,CECGC FDDDC BBEFG CECFE BDDFG DCDEG
11,CFDFD GEECC BFFDE EEGEA CEEEF DCCEH
12,DDBDH AGEDE FDDFD FCEDE CDDFF ACDGG
13,ECGDD GGBCD DDBGF AEDFH GGDBB BCDEH
14,FDEEB GFDBE BCFEF AECGG DBCFG DEEGB
15,DEEDC BBDGG FEFDB FBEED GECBF FBDEE
16,FEBGC GFCBD DFCBH ABEFH CBDGF FFGEA
17,EDDED GFBEB DDCGE BDDFG CBFFF HGCBB
18,FEDCE BBEGG FFCCE CEDFE CCDEG FFGCA
19,DCDDG HFDBB GGCBB CBEFF CCGCF CCEDG
20,CDDFF GGCCB EEDED BBFFG BDFFF BCDDH
21,DCGFC GGDBB EDCGD BDCFH BCFFF HGBBC
22,EFDDC BCFFF BCFGD CGDCF BDCEH GGCBC
23,CHDCD BAHEF DEEED DCDGF CBDFG CCGCG
24,DBFEE BBEGG FGCEB EEGCB FFEBC DEDDF
25,EGFCB BAGFG FGDCB EDDBG CBFHD EEDCE
26,DCGDD DFDCF CBEFG GGEBB BDFDF CBEDG
27,EEDFB BDFEF GFECC GFDCB DGCBF EBDDG
28,FDECD CBCGG FFFCB FDFEB GBCFD BCFGE
29,HACEE BBFGF BEEDF EBEGD FEEEB BEBGF
