,0
0,FFFACA EDFAAC FFFAAE FFFACA BBFFFA BBAFCF EEAFBA AAEFEA AAAFBC EEAFFA AAFEAF CDAFFE DEAFAF AAFBAE FFDAAE FFAABF AAFFAE AAFAFF AAAFAF FFACAF EEFFFA DDAAFC EEFAAB DDAFBA AAEABF
1,DDFAAF BCAFCF CCBFAF AADFFB FFEDEA FFFAEA CDAFFF BAFAFA DDFAFE CCAAFF FFDAFE DDAFFA BBAFAF BAFFAF EEAFAC FFEABA BACFAF AAFAEF CCCFFA EFEAAF EEFDAF AAAFAF FFCFFA BAFAFA AAAFAF
2,BBAFCA FFFAFA FFFAAF AAFFFA CBFAFA FFAFDA CBFBAF DECFAF CDAFAF DCFBDA EFAFAF AACFAB DDFACF EFDFCA CDAACF DCFAFA EEAFEA EDFABA FFACAF BAFAFA AAFFAB CDAFCF DEAFAF DDFAFE FFDAEA
3,FFFAFA CCAFAF CCACAF AAFEAF AAAFFF BBCFAB FFFEBA EEFEFA BAFAFA EEAFBA FFFAFA DCFFAB AACDFF BAFACD CCFAAF AAFFAF CCAAAF EFAFAF AAFBFF CCFAFE EEAFAF AAAFFF CBFAAF CDAFBA FFDAFB
4,CCEABF AAAFAF CDAFAF CCAFAF CBFAAD DCFFFA CBFAAC DDFFAB EEFAAA AAEAAF EEFAAF FFFAAF EFAAFA CDAAFF EEDAFA AAFAAF AAAFDA FFFAAB EFACAF CCDAAF FFFCFA BBFAFF BBDAFF FFFABA AAAFFF
5,BBAFFC BBAFAF DCFAFD EFECAF EFAFAF EFAFAF AABDAF DEAFFD AAAFFE AABBFE EEAFAA DCFAFA AAFDFA FFABAB EEAFFA DDFAFA EEFAFA AAAEFF AABFAF BBAFBA BAFAFF AAAFBF CBFAFD BABFAF EECDAF
6,EFBAAF BBFAAF DDBAFA AACAAF FFADFA FFFAEA BBAFAF FFEACF AAAFAF FFFFEA EEEAFF FFAFEA FFFADA BBAFFA DEAAFF BBFFAD BBFAFA CCAFDA BAFADF AAFACF EFAFFA EEAFAF BAFFFA EEBFFA AAFFFA
7,DDFAED FFCAFA AAFDDE FFBFFA DDFAAF FFFAFA DDFBFA DEAAFA FFFAFA DDFAAF DEAFAA BADFFA FFEAAF EFBAFA CBFAED EEAAAF EEAFFA AADEBF CDAADF EFAFFA EEFFBA EEBEFA AACFFA CDABAF EEABAF
8,CBFAAC FFAFFA CBFACB FFADAF BBAFFA EEFAFA CCFAAF EFAAAF EFAFAF AAAAFF CCFAAF AAFAFB CCEEFA BBFAFC AAFFBF EEFAFE FFFAAA DCFAAF FFDFAA AAFFCA AAFAFE CBFAFA AABDFB CDAFAF AAFFFA
9,AAEAFA DDFAFE AAFAFA BBAFFA FFCACA FEFABA FFAAAF CCFAAF AAAEFD FFCAAF BBAFAF FFEAFA FFCAFA BBFFAF FFFAAE CCFFAA DDFAFB FFEFAA CCAEAF BAFAFF FFFAAF BBACFA EFAAAF CBFAFA EFCACF
10,EFAFFA EEFAFA CDAECF FFAECB EFAFFD EEAFCD CCFAAF FFCFFA DDFCAB BCACBF BCABEF AAFBAF BBAFAF BAFDAA BBAFFA EECFFA EEFAAF BAFAFA EFAAFB CCAFAA EDFAFA BACFAF AAEABF AAFAFF AADFAF
11,FFCAAF DDFFFA FFAACD EEFCAA EEFFAA FFACFA DDFAFA BBAFFA FFAEAF FFACAF CBFFFA EEAFBA EFEAFA DEAAFF FFFABA EEAFFA BBBFAF EEFAAF BBAFAA BAFFFA EFACFB AADFAF EFAFAF EEFAFD FFABAE
12,AAFFDA EEAFAC FFAFFA AAAFFA CCBBAF BBAFFA FFAFAA CCAFFA CCAFAC AAAFAF CCAFFA DEAFAF BAFFBA EFAFAF FFAFAA BBACCF EEFAAF AAAFFA BAFAAF DCFAAB DEAFAF EFAEAF EFAAAF CCAFFA AACCAF
13,FFAFCA EEDAFA EEFFFA AAEFDF FFFFAA FFEEEA FFAEAF EFBAAF BBFFFA EFFAFA AADCFF EDFAFA CDAFAF EEAFFA AAAFCF BAEFAA BBFAFE DDFFFA BAFABD AAFAFD AAAFAF EFDAFA DEAEAF AAAFFF FFABAF
14,EEFFAA DDCAAF BBAFBF FFFCFA DEAFFC AAAFFE AAFAFF AAFAFA CCCFAF FFAFAF DDFAAF EEBFFA AAAEFF CBFEAA AACAEF DEAFFA BCAFAF AAFFAF AACFAF CCAFAF AAFADF EFAFAE BBAADF FFFAAA FFFACE
15,AAAFAF AAAFFC BAFFAF DDAFFA EEFCFA EFAFFA BBACAF AAAFFA FFAFFA CBFAEA DDFADF FFFAAA FFFAAE EFAAFC EFAFFA DCFAAF AAFAFE DCFAAF FFFAFA AAFADF EEEEFA BAEAFC EFAFFB DEAFAF DEABFA
16,DDEAFA EEAFCA AAABAF FFAAAC EDFAFA EEFAAA EEFAAF AABCAF AAEFAF EEFFFA FFAFFA AABCFF DDFAFF DDFAFF AAFFAE AAFFAC FFEEFA DDAAEF AAACFF FFFFBA FFBBBA AAFFFA FFBBFA CBFABF FFAFAA
17,AAFAFF AAFADE BBAFAB EFAFBC AAFAFC FFAFFA AAAFBE FFFAAF EFDAFA CBFAAF AADAAF FFBAAF BAFAFE BAFCFA EFAAAF BBAFAF AAFAFB EFBADF EEFFAF BBFAFA DCBFAA EEDFAA DDFFDA FFAFFA AAFAFF
18,BAAFAF CDAFEF CCFAAF DEABFB AAAFFC EFEAAF BBAEFA EDFAFE BBAFAF DDFAAE EEAFFA FFFAFA CDAFFA FFAAFA BCAFFA DCFFAC BBAFAB AAFAFE CDAFEB CCAFAA CCFEAF BBFABF EEFFAA BBABFF DCFFEA
19,AAAFAF BBFAFA CBFFEA BBAAFF EEFCAA CCBFFA DDFDFA CBFCAF AAFAAF DDEFAA CCFBFA EEBFFA AAABFF AAECAF AAFFAF CBFFBA FFEAEA FFAAAF FFFCAA FFAFFA CCAFFA AAAFFF DEAECF AABFAF BAFBFA
20,BBAEAF AAAFAF AACFFA AAFABF FFAAFA EEAFAA BAAFFA DDAFFA AAFCFA BBBEFA BBAFFD EEDACF FFFAFA CDAFAF CBFAFA AABADF AAAFFF CCAFAF CDAFAF CCBADF EEBAFF AAADFF AAEFFA ABABFF CBBEFA
