,0
0,DCCDABBAA DBBBBAADD CCBCDCACA CCBACCACD BBBCCCDAB DCCDDCAAA BDCBAADDB AABDBCBDB
1,DBBACDBCB ADCCCCBBA ABBBBBDCD AADDCDBCA BCCBBCCCB DAABCBABD DDCBABBBB ACBDDBBBB
2,CDCDBCBAB ABAAABDDD CBCCBBACC DCACCCACA DCDDDAAAA BAADDADCC CBCAABCDC BBCBBBCAD
3,CBCACDABD AAAADDCDC DCBCBABBB DDCDBCAAA ACDBABCBD BBBAACCDD ACCCBDCBA ACCDBCBDB
4,AADBDDBBB CDCCBBBBA DCCCCADBA AACCABDCD AABBBCDDD ABDACADCC AACBBDDCB CCCCCDDAA
5,BDDADCBAB DCCCCBBAA AACBBCBDD ABCBBADDD DDDCBBABA BBBBAACDD ACCBDACBD ABBBACCDD
6,BACDCCBBC AACDDCDCB BBBCACACD DCABADCCA DAAADBCCD ABACCCCDC AADCCCCCB AAACDBDDC
7,DCDCABABB DDCBBCCAA DDCABBDBA CADCCBBDA CABCCCCAC BBDCCCACC ABCBCBDDB BBAADBCBD
8,DBBCCBCBB CBCBDCBAA BBDBACBCB ABCCBCCCD BBABBCBDD BABDBBDCD DDBABABBB CBABCCBDB
9,BCCBABCDC AAADDCDCC BACCBDACC CBCABDDBC DCCBBBCAB CDBCCCDBA AACCCDCAB CDDAAACCC
10,BBADCBBCD DCCBCCABB CADCBADCB AACBCDBCD ABBDCBBDC DDCBABBBB BBCCDCBBA ABBBCDABD
11,BABDCADBC DDCCCABBB DCBADABBB DCCBCACCB BAABBDDCC BBABCBDBD BDACDBBBC ABBABBDCD
12,BDBBCBCCB ABBBACCDC CBABCBCDB ACCBDCBCC CCBBBBDCB ABDCBCADB CBCDBBBBB AAACBDCDB
13,CBABBBDDB BDCDCBDBA AAACADDDC CBAACDDCC AABCCBCDD CCBBBCCCA CBBCCDACB BAACCCADD
14,DCACBDACC DCABCCACB BBCCDDAAB BABDBCDDB AABDCBBCD BCCBDDABA ABBACDBCD CCBCCDDAA
15,ADDACCBCB CDBCBACCA CCDBDBBBA DCCDACCAA DBCAABDDB CBBCCDBAB BAABCDCCB BBCBCBCCC
16,CCBCCAACD DCDCBBBAA CBBACDBCC CCACBABDD BABCBCCDD BBADCACCD ABCDCADCC CDCDDCAAA
17,ACDBBBBDB CDCCCCBAA BDCCACCBC CBCAADDBC BABCCBCBD BBCBCCCAD CCBABBDDB DDBBBABBA
18,BDCBBCBAC BCCACCCAD ACBBABBDD DBBBBADCC ACADCCADB BBABDBCCD BBBCDBCBB CCDDDAAAA
19,BCDAABDDC ABDDCCBCB CDBCBBABD DDACCABBA ABDABCCCD CCCCAACAC DAACCCBDB ACDBBCACD
20,ABDABCBDC CCDCBBBCA BCBBCBBDC BDCABBCAD BAABBCDDD ABCABCBDD BBBAADCBD ABCACBBDD
21,CBBBADCDC DCBCBBCCA CABCCADBB BBBBCDCBA AABCBBCCD BCDDABBBD BBDACBBBD DBACABBCB
22,BCADCBCCB BABACBBDD BDBBBDAAC ABADCDCAC CBCDCCACA BBCACCDDA ABBDDDABB DCBBBBBCA
23,BBCDDCBAA CABBCBBCD CBBCCCDBA BDCBCCABC CBAACBBDD ABDDABBBD AACDDDCBB ABCCBCADD
24,ACBBCDBDA DCCBBCAAC CBCCBCCAC DCBBDBBAC BCCBCCDBA BABCCCCCA DCBACCABC CCCABBABD
25,CBCBDBCBA CDBBABACD CBBCCCBBB DDCCAACAB CDBDBCBCA BDCACABBD BCDCAACBC DBDABADDB
26,DABACDDCB DBCBBCBBC BBCBDBCCB AABBDBBDD CDDBDDAAA CCBBACBCD CAADCCBCC BACBABCDD
27,BBBCBACDC BABCBBCDD BCBBCBCDA DCBDDBABB DDCCCBBAA CABACCDCB BABACCDCD ABBCBCCDC
28,DBADBADBB CCCCCDCAA ABCDCBDAB CDBDBCBAA DBBABCCCC ACCDDBCBA DDACBABBD AADACCCBB
29,CDBAACBBC BBCACBCBD ADDABCBAD CBDAADBBD CCAAACCDC CAABDCBCC DCDDBAAAA BBABCBDCC
