,0
0,DDDAAB CDDAAB DDDAAC DDDAAA BBDCDA AAADDD CCADAA AADDCB AABDAB CCADDA AADCBD BBABDC CBADAD ABDCAC DDBAAC DDAABC ABDDAC AACADC AAADBC DDADAC CCDCDA CBAADB DDDAAB CBADAB AACADD
1,CCDBAC BAADDD BBBDAD AACDDB DDCDAA DDDAAA BBADDC ABDADA CCDADC BBAADC DDBADC CCADBA AAADAD ABDDAD DCBDAB DDCAAB ABCDAC AADADD BBBADA DDCCAD CCDDAD AAADAD DDCDAA ABDADB AAADBD
2,AAADAB DDDADB DDCABD AADDDA BBDADA DDADBB BBDDAD CCBDAD BBADAD CCDCAA DCADAD AACDAB CCCADD DDCDAA BBAADD CCDADA DDBDAA CDDCAA DDACAD ABDADB AADDAB BBADDD CCADAD CCDADC DDBABA
3,DDCADB BBADAD BBACAD AADDAD AAADDC BBCDAB DDDDAA DDDDAA ABDADB DCADAA DDDADA CCDDAB AACADD BBDABC BCDAAD ABDDAD BBABAD DCADAC AADADC BCDADC CCBDAC AAADDC BBDABC BBADAB DDBADB
4,BBBADD AABDAD BBADAD BBADAC BCDBAC CCDDAA BCDCAB CCDDAB DDDCAB AACABD CCDCAD DDDAAD CCAADA BBAADD DCBADB AADACD AAADBB DDDAAB DCABCD BBBABD DDDCCA BBDADD ABBADD DDDAAA AABCDC
5,AAABDB AAADAC CCDADC DDCDAD DCADAC DCADAD AABDAD CBACDC AAACDC AABADC CCBDAA CCDADA AADADA DDACAB CCACDA CCDADA CCDADA AAAADD AABDAD BBADAA ABDADC AAADBC BBDADC ABBDAD CCBDAD
6,DCAAAD BBDDAD CBAADA AABABD DDABDA DDDAAA BBADAD DDCACC AAADBD DDDDAA CCBADC DDADAA DDDAAA BBADDB CCAADD BBDDAC BBDADA BBADBB AACADD ABDACC DCADDA CCADAC ABDDBA CCBDCA AADCDB
7,CCDADC DDBADB AADBCC DDBDCA CCDAAD DDDACA CCDADA CCAADA DDDADA CCDAAD CCADAB ABCDBA DDCBAD DCBADA BCDADC CCABAD CCADDA AACCDD BBAADD CCACDA DDDDAA CCBADA AACDDA BBACAD CCACAD
8,BCDAAB DDADCA BCDAAB DDACAC BBADDA DDDABA BBCACD CCACAD DCADAC AAAADD BCDAAD AADADB BCCADA BBDADB AADDCC DCCADC DDDAAB CCDDAD DDCDAA AADDAB ABDADC BCDBBA AABADB BBADAC AADDDA
9,AACADA CCDADC AADADB BBADDA DDBBAA DDDAAB DDAABD BBDCAD AAAADC DDBAAD AAADAD DDCADB DDBADB BBDDAD DDDAAC BCDDAA CCDADB DDCDAA BBACAD ABDADD DDCABC AAAADA DCAAAD BBDADA CCBADD
10,DCADCA DDDACA BBABDD DDACBB CCABDC CCADBC BCDACD DDCDBA CCDDAB BAAADD BAAADD AADCAD AAADAD BBDDAB AAADDA CCBBDA CCDAAD BBDADB DCAADB BBADAB CDDABA AACDAD AACADD AACADD AACDAD
11,DDBAAD CCDDAA DDABBC DDDDAB CDDDAA DDABDA CCDADA ABADDA DDACAC DDACAC BBDDBA DCADAA DDCADA CCAADC DDDAAB DCBDBA ABCDAD DCDAAD BBADAB ABDDDA DCAADB AACDAD DCADBC CCDADC DDACAC
12,ABDDAA CCADAB DDADDA AABDDA BBBCAD BBADCA DDADAA BBACDA BBBDAB AAADAD BBABDA CBADAC ABDDAA DCADAD DDADAA AAAADD DDDAAD AABDDA ABDBAD CCDAAB CCADAD DCADAD CCAACD BBADDA AABBBD
13,DDADAA CCBADA DDDDBA AACDDC DDDDAA DDCDAA DDADAC DCAACD BBDDCA DDCADA AACADC CDDADA BBADAD CCADDA AAADCC BBDDAA ABDADC CCDBDA BBDAAC AADADC AAADBD DCBADA CBACAD AAACDC DDABAC
14,DDDDAA CBBBAD AAADCD DDDCAA CBACDB AAADDC AADADC AADADB BBBDAD DCADAD CCDCAC CCBDAA AAAADD BCDDAA AABADD CBACDA BAADCD AADDAD AACDAD BBADBD AADADD DCADAC AAAADD DDDAAB DDDABC
15,AAADAD AAACDB ABDDAD CCADBA DDDBDA DDBCDA BAACAD AAADDB DDADDA BCDABA CCDACC DDDCAB DDDBAC DCAADB DCADDA CCDCAD AADADC CCDDAD DDDADB AADADD CCDBDA AACADB CCADDB CCADAD CCAADA
16,CCCADA CCADAA AAAABD DDAAAB CCDADA DDDCAA DDDBAD AABBBD AACDAD DDDDCA DDADDA AABADD CCDADC CBDADC AADDAC AADDAB DDCDAA CBAADD AAAADD DDDDAA DDBCAA AADDDA DDBADA BBDADD DDADAB
17,AADADC AADADC BBADAB CCADAB AADADB DDBDBA AAADAC DDDAAD DCBADB BCDAAD AABADD DDAAAD ABDADC BBDBCA DCAAAD AAADAD AADADB DCAADD CCDDAC ABDADA CCCDAA DDCDAA CCDDAA DCADDA AADADD
18,AAADAD BBADDC BBDAAD CBAADB AAADDB DCCAAD AAAADA CCDADC AAADAD CCDBAC DCADCA DDDADB BBADDA DDAADA BBADDB CCDDAB BBADAB AADADC BBADCB BBADAB BCDDAD BBDADD CDDDAA AAAADD CCDDAA
19,AAADAD ABDADB BCDDAA AAAADD DDDDAB BBBCDA CCDADA BBDDAD AADACD CCDDAA BCDADA CCBDDA AAAADD AACCAD AADDAD BCDDAA DDCABA DDABAD DDDDAA DCADCB BBADDA AAADDC CBABDD AABDAD BBDADA
20,AAADAD AAADAD AACBDA ABDABC DDAADB CCADAB AABCDA CBABDA AADADB ABBADA AAADDC CCBADD DDDADA BBADAD BCDADA AABADD AAACDD BBADBD BBADAD BBAADD CCAADD AAAADC AADDDB AAAADD BBBADA
21,DDADAC BBDADC BBABDA DDDBAA BCDAAB CDDDAA DDBCAD DDBDAC DDBCAB CCADAD BBADAD CCDDAB AADCAD DDADAC AADADD AADAAD DDDAAC BBBADD BBBADC AAADCA CCAADC DDDBAA CCDAAC CCADAA BBAADD
22,CCBCDA BCDDAB ABDBDA CCDADB AAADDB AAADDC AACDBA BBAADB BBCADC AACBDA CCDDAD DDCADC BBDDAD CDDDAA AADADA AADADD CBADDC DDADAA AADACC AADADC AABDCD DDDAAA CCCADA ABADDA BBADAA
23,CCADAD DDDDAA DDDAAA DDBADC BBADDA AABADD DDAADA BBBADA DDADCA AADDAD BAABDC AAABDC DDADAA BAADAD AAADAC AAAACD DDBAAC BAAADD AADADC DDBABA DDADAA AAABDD DDBCAD AAADDC BBADAA
24,AAADDA BAAADD ABCDAA DDCABB BBDAAD ABCCAD DCAADB BBDDAD CCCAAD DDBDDA AAADAB DCAABD BBADAD AACDDC DDDDAB DDAADC CBADAC CCCBDA DDDAAB AAADAD BAAADC AACADB BAADDC BAAADC CCDAAD
25,DCBAAD ABBDDA BCDADA BBBDDA DDBADB AAAADD CDDAAB CCADAD DCADAC CCADAB DDACAB DDDAAC BBBDAA BCDADB CCBDAA AAAADA AABDDA CBAADD AABADC DDACCB DDCDAD BCDACC DCADAC BCDDAB AACAAD
26,DDDAAB AAADDD DDDDAA CCDAAC DCAADD BBDAAD CCAAAD AADDDA BBDADA CCAADC AAADDA AAADDC AAADDD AAADCD CCADBA ABDDAA DCAACD AABADD DDADBA DDDADB BBAADB DCCADD DDBADB CBADCB BCDBAB
