,0
0,CCCCCCCDFHH GGEDBACEFFF HHHGCBBBBBC AHHGFCBCDDD AAAEGHEFFFE GGGGDCFBBBB BBBBBCEEFHH ABDCDEEEFGH FFFGGGGCAAA AACEEFFFGGG
1,GGFFFFFECAA HHCCCCBCCDD ABCDEGGFFFF HHGDDDCBBBB HFGDEFFCBBA EEFFFGDEFAA BBBCCCDFGHH CDFFCBBCCGH ADEEEEEFFFF AFGGFGFEDCB
2,GGGFFFFECAA HHGGFFAABBB AABCFGGGGFF EDDDDEHDBCC CCDEFGGAGGA DBAEEEEEEEH BBBEBCFDGFH DGGGBBCFBCH AABCDDFGGHH AAAFFFFFFFF
3,GGGGGFFCBAA AAAHHGEDDDD GCABEFGGEDC BBAACFFGGGH HHGEDCCBBBB HGGHGDBBABB BBCCCCCDFHH AABCDEFGFGH HGBBCCCDDDD AACEEFFFGGG
4,GGGGGFFCBAA CCBAEHGFEEE DGHBCEEEDBA BBBBBCFGHHH GHHGFEDCBAA HHFFECDDBAA BBBBCCDEFHH AEFDDDCDEFH HHHFBBBBCCC AACEEFFFGGG
5,GGGFFFFECAA GGGFHDBBBBB AABEFGGGGFF EEDDDHECBBB GFEFDECABFF HGDCCCCCEGC CAADDEFFFGH CBHEDEDBCEH BBBBBCEHHHH ABDFFGFFFEE
6,GFFGFFFEDAA HHGBBBBCCDD AACDEGGFGFF HHHEDDCBBBB GGHFGDCDCAA HHDCCDDDAEE CCCCCCCEDHH BCFECBBBEGH AAAFFFFFGFG AFGGFGFEDCB
7,FFGGFFFEDAA HHBCCBCCDEE AABDEGGFGFF HHHGDCCBBBB FHHEFGABBBB CDEEEFGGGCA DEDCAADDEGH AABDEFFFFGH BBBCCCCCHHH BHFEDEDDCCB
8,GGGGGFFCBAA BBAADFGGGGG HHHBCCCCCCB BBBABFFGGGG AABCDEFGGGH AABCDEFGGGH BBBBCDDFFHH GHHGFDCBAAB AABCDDFGGHH AACEEFFFGGG
9,AAACFGGGGFF GGGGGFCAABB AACDFGGFFFF HHGECBABCDD DCACCBEGGHH CECGGABFFED EEEEEEEEFFA AEFDDDDDDFH AABCDEFGGHH AACEEFFFGGF
10,GGGGGFFCBAA BBBHHGDDCCC FAACFGGGFEC AACEFEEFGGG HHGFEDDCBBA EFGHGDDCABB CCCBCCDDEHH ABCACGGGFFH HHHBBBCCCCC AACEEFFFGGG
11,GGGGFFFDCAA EEDDHECCCCC AABCFGGGGFF FFFEEEHCBAA BACCCEECHHH BCDHCDDDDDD BEECABDDHGH BCCDEDCDEGH BBBCCDDEFHH AACEEGGFFFF
12,GGGGGFFCBAA CCBBBBEHHHH GGGHHCBBBBB CCCCBBBDHHH AAACDEFGGGH AABCDDFGGHH BBBBCDEEFHH GGHHGDBBABB DEEEFFFGGCA AACEEFFFGGG
13,CCCCCCCDFHH GGEDBACFFFG HHHGCBBBBBC AHHFECBCEEE ABAFGGDEFGD HGCCCDDDCCC BBBBBCEFGHH AACCDDEEFGH FFFGGGGCAAA AACEEFFFGGG
14,FGGFFFFECAA FCCCCBACHHH DDEFFGHFAAA GGGGFFEBAAA AABCDFFFGHH EEFFFAABGGG DDDDDEEEFGA ADEEEEEFFFF AABCCDFGGGH AEFFEGFEDCF
15,GGGGGFFCBAA AAAGFEFFGGG AACEFGGGFFE AAAFFEEFGGG FBDDDCCFHEB GHGEDCBBBCF CBCBBCCDEHH FFFFFFFFAAA AABCDEFGGHH AACEEFFFFGG
16,GGGGGFFCBAA AAABFEFGGGG HHEBCCCCCCC BBBBBBFGHHH AABCCDFGGHH AABCDEEGGHH BCBBBCDDFHH HHFCBBBCCCD GGGGGGABBBB AACEEFFFGGG
17,GGGGGFFCBAA CCBAACHHGFF DFHHFCCCCBA CCBBBBCFHHH CEGHHFEDCAA HHGFEDBCBBA DCBBBCCEFHH AABBDFFGGGG EEEEFFFFFBA AABDDEFFGGG
18,GGGGGFFCBAA BBBAAEGGGGG HHHGBCCCBBB BBBBBBEGHHH AABCDEFFGHH AACCCDFFGGH ABBCCDEFFHH HHHFDBBBBBC EEFFFFFGEAA AACEEFFFGGG
19,GGGGGFFCBAA AAABGFFGGGG HHCBCDDDCCC BAAADFFGGGG DCDDDEHEDCB HHGGDBBDBCB BBBBBCDEFHH AABCDEEFGGH GGGGGGABBBB ABEGGGGFEDC
20,CCCCCCCDFHH HGEEBACEFFF HHDBBCBCCEG HHGEDBABCCC CAACEGFCGFH DDAFECHDEEE CCCBACEFEHH EFFFFFFFFBA AABCDEFGGHH AACEEFFFFGG
21,GGGGGFFCBAA AAAGFEFFFGG HFBCDDEEDDC AADFFEEFGGG HGBBBFFGFBA HEEDCCFFFAA CCBBBCDEEHH AABCDEEFGHH HHDBBCCCDDD AACEEFFFGGG
22,FFFGFFFECAA HHGGFCBABBC AABBEGGGGGG HGGGGFCBAAA EFGHFEDEDAA FGGGCFDDBBB EEEAABDEEGH ABBBCDEEGHH AABCDEFGGHH AAEFFFFFFFF
23,GFFGFFFEDAA HHHABCBCCDD AACDEGGFFFF HHHEDDCBBBB GGGGFFDABAB BCDDEFGGGGA ABBBBDGGGGH CCCCCCCCHHH AACDDDFHHFG HHGGFEDCBAA
24,GGFFFFFECAA HHBCCBBCDDE AACDEGGFGFF HHGDDDCBBBB BFAABFEGGGF HFBBBDDDEEE CCCCCCCDEHH BCDDBBDDEGH AADFFFFFFFF AFGGFGFEDCB
25,GGGGGFFCBAA AAEGFDEFFFG HABDEEFFEDD AAABFFFGGGG HFDDDCCCAHD GGFFEEEDFAA CBBBBCDEFHH AABCDEFFGGH HGBCCCDDDDD AACEEFFFGGG
26,CCCCCCCBDHH HHGFFECCAAA AACDEFFFEEH HGFDBAADGGG HHGEDCCCCBA GCCAAAFEGGG BBBBBCFHHGG AABBCDEFGHH AABCDEFGGHH AACEEFFFGGG
27,FFFGFFFECAA HHGBBBBCCDD AACDEGGFGFF HHHEDDCBBBB ABDFGGEHDCB HHHDDECAEEB CCBCBBCDGHH BDFECCCCBGH AEEEEEFFFFF HHGFFEDCBAA
28,GGGGGFFCBAA CCBBBBEHHHH GGGHHCBBBBB BBBBBBEGHHH AABCEEFFGGH AABCDEFGGHH BBBCCCDEFHH HHHFCBBBBBC FFFGGGGBAAA AACEEFFFGGG
29,GFFFFFFEDAA HHGABCCCDDE AACDEGGFGFF HHHEDDCBBBB HEGHDBBCCCB HFBBBHCCDDD CCCCCCDDEGH BCEECCCCDGH AAACFFGGGGG AFGGFGFEDCB
30,GFGFFFFECAA HHGBBCBCCDD AACDEGGFGFF HHGDDDCBBBB EGHDEGGCBBA HHEDDEBAEEE BBBBBEFGGHH CCCCCCCCDHH AABCCDFGGGH AFFFFGFEDCB
31,CCCCCCCDFHH GGEDBACEFFF HHHBBBBBBCE HHHFDBABCCC FCABCADFFHH CDBBBGEFGGG BBCCCCDEFHH ABCCCDEEFGH GGGGHBBBBBB AACEEFFFGGG
32,FGGFFFFECAA EEEDDHCCCCC AABCEGGGGGF GFFEEDGHBAA ADGFCDCAEHH EEEFFFFFFBA DBBDBBDEEHH BCGEBCCECEH AABCDEFGGHH AEEEEEEEEEE
33,GGGGGFFCBAA AAEFEDFFFGG HABDEEEEEDD AAAFFEEFGGG AABCCDEFGHH AACDEEFFGGH EEEEFFFFECA CBBBCCDEFHH HHHBBBCCCCD AACEEFFFGGG
34,GGGGGFFCBAA BBBAAFGGGGG GHHGBCCCBBB BBBBBEFGGGG FBDBBAEFEGH HFDCCCBBCEE BBBBBCDEFHH AABCDEEFGGH GGGGGBBBBBB AACEEFFFGGG
35,CCCCCCCDFHH GGEEBACEFFF HHDBBBBCCEF HHGEDBABCCC BDCBEGGGCGC BBCCCBEEHHH CCCCCCCCFHH ABCCCDEFFGH HHHEBBBCCCC AACEEFFFGGG
