,0
0,AADFE EFAAD CCDDD ECBBE ABCDF FBBCC
1,EEDBA ACEEC FCBBB CCBBF BCBCF ACEEE
2,EEDCA ABEEE FCCCC ACDDE BCBCF ABCFF
3,DDBBF FCEDA ADEDD FCABE DDDDA ACEEE
4,EDBAE DEDCA ADEEE FDBAD ADDDF ACEEE
5,EEDCA ABEEE FCCCC CBCCF BCBCF ADEEE
6,EEDBA ABEED FBCBB EBBCE BCCCF ACEEE
7,EEDBA ABEED FCBBB CDBEB ABDDF ADEEE
8,CCBBF FFBBB ADDEE ABDDF EFCAC FFBBB
9,AEEDB ACEEE ADDDE CCCCE FBBBC ACEEE
10,DDBBF CBDCE AEEDD FEBBC CDDDB ACEEE
11,DDCCD ABEEE FBBCC CBBFD BBCCF ACEEE
12,EDCBC EFDBA ADEEE ABDEF EFCAC FEBBB
13,AADFE EFAAD ACDEE CBBCF ABCDF FBBBB
14,EEEAA CEFBA FBBCC CADDF ADEEE ACEEE
15,CCBBF FACCC AEEEE FCCBD EEEAA ACEEE
16,CCBBF FEBBB ADDEE ABDEE FDABE FBCCC
17,EECBD EEDBA ADEEE FEDAA ABDEF FEBBB
18,DDCBE FFBBA ADEEE ABCEF EFAAD FDBBB
19,DDBAF FECBB ADDDD FBBBE ABCDF FBCCC
20,AADFE FDABD ADDDD CEDCC EEECA ACEEE
21,CCBBF FCBBD ADEEE EDCAD DDDDA ACEEE
22,EEDCA ABEEE FCBBB FECBA ABCEF ABCFF
23,EEDBA ACEED FCBBB CCCBF BBBEF EFEBA
24,EEDBA ACEEC FCBBB CBCDF BCCCF ACEEE
25,CCBDF FBCCB AEEEE FECAC DDDEA ACEEE
26,CCEEB ABCDF AEEDD CBCCF EEEEA ACEEE
27,EEDBA ABEED FBBBB FDDBB BCCCF DFEBA
28,EECBC EFDBA ADEEE ABDEF FFAAD FBBCC
29,EEDBA ABEED FCBBB DCBCE ACCDF ACEEE
30,EEDBA ACEEC FBBBB CBBCF BBBEF ACEEE
31,AADFE FEABD BCDDD ABCDF ABCDF EBCCC
32,DDCBD ABEEE FCBBB DECCC BCBCF ABEEE
33,CCBDF FBCBC ADDEE ACDDF ECDDB ACEEE
34,DDCBE EFBBA ADDDD EBCCE ABCDF ECCCC
35,AADFE FDABD BDDDD ABFDE BCDDE ACEEE
36,DDBBF CBDCE AEEDD BBCBF DDDDA ACEEE
37,EEDDA ACDDE FCBBB CBDDE BCBCF ABDEE
38,CCBBF FDCCB ADEEE DCCAF ABCDF FBBBB
39,DDBAF FECBB ADDDD FDBAD ABCDF FBCCC
40,DCBBF FFBBB ADDDE ABCEF EFBAD FEBBB
41,EEDCA ABEED FBBBB BBCDF AAEEE ACEEE
42,ABFED DADEE ADDDE CDCBF FDBBC ACEEE
43,CCBBF FEBBB ADDEE ACEEE ECCDB ACEEE
44,EEDBA ACEED FCBBB ECBBE BBBCF ACEEE
45,EEDBA ABEEE FCBBB FCDBB ABCDF ACEEE
46,AADFE EFCAC DBCDD DCBBF ABCDF EFDAA
47,DCBDE DBFEB ADEDD FDABD ACCDF DCCDD
48,CCBDF FBCCC ADEEE EDCAE DDEEA ACEEE
49,AADFE FCACE ADDDD DDEAD DDEEA ACEEE
