,0
0,BBCGH EFFFA AEGFF AGFFF ECCCH ACFFH GGEBB
1,GGFCA BBCGH HGCBA HFDBB ECBDH AEFDG AEEFF
2,GGFBA DBBFH EDDGB DFEEC CCEEG BFEDD ACEFH
3,FFEBD HEDAD CBBGH HFDCA FBBEH ADFFG GBCDE
4,GGFBA FECED CBBFH HGEBA FEBBG AEFFG HDCCC
5,GGFBA EBBFH EEDGB EDBFF BCCEH DCFCF ABFGG
6,GGFCA BBCGH GGDBA HGEBA CBDEH AEFEG AFFFF
7,GGFCA BBCGH GGEBA HGBBC EFCEC ABFGH BBDGG
8,GGEBA DGGDB CBBGH ACEGH ACEEH FGFBA EFGEA
9,AEGFE GABFG HGCAC BBEGH DDDCG HDCCC ACEGG
10,FFEBD HDDBE BAFFH HFDBB GCCCF AEFFF HBCCD
11,GGFBA GCCDF FFDFA ACDGG BBDGF ACEEH ABCGH
12,GGFBA AFFGC DCBCH ACEGG ACDFH FGGBA FGGBA
13,BBCGH EFFFA AEFFF AGDFE CCCDH ACEFH GGEBB
14,GGFDA ACDFH HFECA ACEGG BCEEG ADFFF ABEGG
15,FFEBD GGCBC BAEFG EDGDB DBFCG FFFFA ACEGG
16,GGFBA FGGBA CBBFH ABEFH ACFFG HGBBC GHBBC
17,GGFBA AGDGC DCBDH FHEBA HGDAB ABDGH FGGBA
18,GGFBA BFGFB CBBFH ACEGH ABDFH GHEAB FGGAA
19,GGFBA FFGBB CBCGH EEGDB DCCDH ABEGH HHBBB
20,BBCGH FGGBA AGFDE BEFGC FFEBE EEFFA ACEGG
21,FFDBE FGGAB BAGFG GDGCA FFCBF ACEGH HBCDD
22,GGFBA DBCEH GGFCA GGFAB GFEBB BBCFH BCDDH
23,GGFCA BBCGH GGDBA HGDBB CDCCH CCCCH ADHGD
24,GGFCA BBCGH HGDBA DDFGB BCDEH AEFFG AEFFF
25,EEDBG FGEAC BBDGH GCBFF GGBBE ABEGH GCDDE
26,CCBHE GBAEG AGFEG HEECA CCDDH DACFH ACEGG
27,GGFCA BBCGH GGDBA CGFCC GEDCD AEFEG BEFEE
28,GGFBA AFFGC CBBEH ACEGH ACEGG GHDBB GGEBB
29,GGFCA BBCGH GGDBA GFDEA DCCDG AEFFG ADFFF
30,GGFCA BBCGH HGCBA GFECA CCCCH CCCCH ABEGG
31,BBCGH FFGDA AFFEF CBEGF BCCFH ACEFH HGBCC
32,GGFBA GBCDF GFDFA CCBGG FFCCD ADEEG ACDEH
33,EDDBG FGFAB BAEGG ABDGH ACEEH HCBCD HBCDD
34,GGFBA BFFGB CBBGH ECFHA CCEDH ABEGH HGBBC
35,BBCGH FGGBA AGFDE DFGEB BFGDE ACEFH HCCCD
36,FFEBD HCDBE BAFFH HECCB BDCEH ADEFG GCDDE
37,FFECC BBCGH FFFBB DCBGG BEEEG DFEBF BCDDH
38,FFDBE FGGAB BBDGH EEFDB EECCG ACEFH GGEBB
39,GGFBA FFGBB CBBGH ECDFF FFCBF ABEGH HHBBB
40,GGFBA DGGDB CBBGH ACEGH BBDFH GGFBA FGGBA
41,GGFBA BBCGH GGDBA HFDCA BCCFH BBCGG ABEGG
42,BBFGG FGABF HGCAC DDGFA DFBBH HGBBB ACEGG
43,GGFBA FGGBA BAEGH ACEFH AEFFF HCBCD HBCDD
44,GGFCA BBCGH GGDBA FHECA ECCCH DDDDG ABEGG
45,GGFBA BBCFH GGFCA GGEBB FFEBD ABDGH BBCHH
46,BBCGH DEFGA ACGFF ACFGG DDBCH ACEFH CEFGB
47,EEDBG HCDBE CBBGH HGDBA GBCCF AFEFG HFBCC
48,EEDBG FGEAC BAFFG GADDG FECBG ACEGH ECDEF
49,BBCGH FGGAB AGFDE BBEEH EGCAF ACEFH EBDEF
50,GGFBA BEFHB CBBFH ECDGC GFEAC ABEGH ECDEF
51,GGEBA CFFFB CCBEH DEHBC FEBBG ACEFH ABEGG
52,EEDBG FGEAC ABGFG GDBGB FEDBF EEEEB ACEGG
53,GGFBA DBBFH FFGCA ADGFE BDFEF BCDEH AFFFF
54,GGFBA AGDGD DCBDH GHEBA HFCBC ABDGH FFGDA
55,EDCBH GGACE CGDCF HFBBD DBDGF HGBBB ACEGG
56,BBCGH FGGCA AGFEE CFFCD CGFBE ACEFH HBCDD
57,FFEBC HCDBE CBBGH HFDBB CCDDH EEFFA ACEGG
58,GFFCA BBCGH GGEBA GGCBC BBBGH BBBHH ABEGG
59,BBCGH EFFGA ACGFF ADGFG AEEDH ACEFH GGEBB
60,EEDBE FGGAB BAEGG ACEGG DFFDB FBCEG DCDEF
61,EEDBE FGGAB BAEFH ABEGH EFFFA FFFFA ACEGG
62,GGFBA BBCGH GGFCA HGCCB GBCCG ABEGH BBDGG
63,FFDBE FGGAB BBDGH GCCCF EDCBH ABEGH HBCCD
64,FFDBE FGGAB CBCGH DCDFE ECCDG ABEFH FFGCA
65,DDCBH GGEAC BAGFG EEFDC GFDAE ABEGH HBCCD
66,GGFCA BBCGH GGEBA HFCBC FGEAD ABEGH BBCHH
67,GGEBA BEFHB CCBEH EDEEC DBDCH ACEFH FFGCA
68,GGFBA DBBFH GFEDA EDBEF EHBBF BFCDG BBDGG
69,GGEBA FFGBB CBCGH GFFCA CBDDH ABEFH GGFBB
70,GGFBA DBBFH FFEDA CCEEG FEFCB DEBDG BCDDH
71,GGFCA CBBGH GGEBA ECBFG EFDDD ACEEH ABEGG
72,EECBH GDBCF BAFFH HFDBA DCCDH BADGH ACEGG
73,GGEBB FGGBA CBBGH ACEGH ACEFH GHEBA FGGBA
74,BBDHG EFFFA AEGFF AEGEE FDCBH ACEFH HGBBC
75,GGEBA FFGBB CBBFH BBGGF FDCCG ABEGH GGGAA
76,FFDBE GGCBC AFFEF GGBDC ECCEF EEFFA ACEGG
77,EEDBE FGGBA BAEGG ACEGH ADFEG HCBCD HBCDD
78,GGFBA GBCDF EEDGB BGDCG CCEFF ACEEH ABDGG
79,GGFBA HEDBC BBCGH HGEBA CCBFH AEFGG HDCCC
80,BBCHH DEFGA ABGFG ACGFF DCBDH ACEFH FGFAB
81,BBFGG GDADG HGCAC BECGF DCBDH HECCC ACEGG
82,BBFGG GFACG HGCAC ADEGF EFBCG HGBBB ACEGG
83,EEDBG GHACD BGECF GGEBB FFEAE HHBBB ACEGG
84,BBCGH EFFGA ACGFF CBCHF DDCEG ACEFH GHDBB
85,BBCHH DEFGA ABGFG ADFGF FFCBF ACEFH ACEGG
86,BBCGH FGGBA AGFDE HFDBC AEEDH ACEFH HDBCD
87,FFEBD HCDBE BBCGH HFDBA GECAG ADFFG HBCDD
88,GGFBA BGDGC CCBEH HFDBB DDAEH ABEGG GGFAB
89,BBCGH EFFFA AEGFF ACEGG DECCG ACEFH HDBCD
90,DDCEG EBBDH GGBAE GBDFD FECCE HCCCC ACEGG
91,GGFBA FDCED CBBFH HGDBA HFCAC ACGFG HHBBB
92,BBCHH EFFGA ACGFF AEFEF CCECH ACEFH FGFAB
93,BBFGG FGBAF HGCAC DFFEB ECCCH HHBBB ACEGG
94,EEDBG FGEAC BAGFG GEBFB FFEAD ACEGH ECDEF
95,GGFBA CGGDB CBBFH ACEFH ACEGG GHCBB GHCBB
96,BBCGH FGGBA AGFEE BCDGH FDBCG ACEFH GHCBB
97,GGFCA BBDGH HGCBA GGFCA CBFCH CCDDH ABEGG
98,GGFBA FGGBA BBDGH ACEGH ACFEH HCBCD HBCDD
99,DDCBH GGBBD BAGFG FCAFF GDCBG ABEFH HBCCD
100,BBCHH DEFGA ACGFG ADFEG EDDAG ACEFH GGEBB
101,GGFDA BBEGG GFECA BCEEH AEDFF AEFFG ABEGH
102,GGFDA BBDGH HFECA GEEEA GEFEA AEFFG ABEGH
103,CCBFH GBBDH GGBAE HDCCB FFFEA ADFDH ACEGG
104,GGFCA ADDFH GGECA FBEBG CDDCH AFFFF ABEGG
105,GGFBA BBCGH GGFBA ACFGG EFFCB ABEFH BCCEH
106,GGFCA BBCGH HGCBA HGCCB CCDDH CDDDG ABEGG
107,GGFBA FFGBB BBDGH FCDED HEBBE GGGAA ACEGG
108,GGFBA DBBFH EEGCB DACGG FACFG BBFEG ABFGG
109,GGFBA CACFH GGFDA HFEBB GFCBE BBCGH BBCGH
110,EEDBE FGGAB BAFFG ABEGH AFEEG GBCDF GBDEE
111,GGEBA AFFGB DCBDH ACEGG ACDFH CEGFA ABEGG
112,GGFDA BBCGH HGCBB GEGBB BDEDH AFEDG AEFFF
113,FFDBE FGGAB BAGFG FDDFB EGCAF ACEGH ACEGG
114,GGFBA AFFHB CCBEH DCEGD DDEBG ABEGH HHBBB
115,GGFDA BBEFH GDDCC BBEGG EFFCC ADGFE HFECA
116,GGFBA CFGEB CCBEH AFGEC GFCAE ACEGH GGEBB
117,ADGFE GHABE HGDAB ABGGE DDDBH FFFFA ACEGG
118,BBCGH FGGBA AGFDE CGDBF CCCFG ACEFH HBCDD
119,GGFBA EDCFD CBBFH HGEBA HDDBC ACGFG HHBBB
120,GGFBA HCCBD CBBGH HFDBA HGCBB ABFGG HFBCC
121,GGFBA CFGEB CBBGH HEBDD FDCBG ABEGH GGCBB
122,FFEFA CCDDH HGEBA ACDGG BBDFG AEFFF ACEGG
123,GGFBA BFGFB CBBFH ACEGH ACEFH GHDBB GHCBB
124,GGFDA BBDGH HGCCB HGCBB CCCDH AEEEH BEEFF
