,0
0,FEDCCBA AADEEED CABEEEE EEFDBAA AAADEFF FCABDDD AABEFFE EFABBCD FCFCBBB BBBBBFF AABCDFF BBBBCEF AABDEEF BABCEFF ABDDEEF
1,FEDDCAA FEDDDBA CCAADFF ABCDEFF EEEEDBA FFECBAA FDEABDC CEABCEF EEECEAA AABDDEF AADDEFF CBBBCEF ADDDDDE AABDEFF EFEDCBA
2,EEFDCBA FFDCBBA FFBBBBC AABDEFF EEEDCBA CCFDBBB AACDEFF BEDCEAD BCCCCCF BBCDBEE ABBDDFE DBCDBCF ABBDEEF BBCCCCF DEEACDD
3,DFEEDBA DCCBBBF FECBBBB FBABDEE FFDCBBA ACCDEEE FFDCBBA EEFCBAB FECCABC ABCCCFF ABDEEEE ABCDCEF FEBBBCC AACDEEF ABDDEEF
4,DEEEDBA FEDCCBA AFEDCCC BEFACCC FFDCBBA AACEEEE DFFDBBA FEEDBAA FDEEBAA BBBCCEF AABDEFF BBBBDDF FFFCAAB AACDEEF ABDDEEF
5,EFEDCBA FEDCBBA FFBBBCC AABEEEE EEEECAA CFEBBBB EECEBDA ABCEEFD BCCCDFC CAADEEF BBDCBDF BDDABDF BBCCCDF AACDEFF BFFDCBA
6,EEEECAA FEDDCCA ABACEFF ABCDEFF EEEEDCA FFECBAA DEFCDAA FECCCBA CDDEAEE BBBCDDF AABDEFF CBBBCEF AABEEEE AABDEFF EFEDCBA
7,EDEECBA FEDDDBA CAACDFF ABCDEFF EEEEDBA FEECBBA DEFCDCA CEABCEF DEEEECA EEEBABD BBBBCFF ABCCCEF AABDEEF ADDDDDD EFEDCBA
8,DFEEDBA FEDDDBA ACDEEEE FFEBBBB FFDCBBA ABDDEEE AABDEFF ABBCDEF AACDDEF BABCDFF AACCEFE FEDCAAB AABDEEF EFFDAAA ABDDEEF
9,AABDEFF FFDCBBA FFEBBBB ABCDEEE EEEECAA FBABEEE EDADCBF ABCCEDF DBAEEDC CCCBBDF FFFBBBB CBBBCEF AABDEFF AACDEFF ACDDEEC
