,0
0,BBBBBFHHGGG GGGHDBBABEE HABDDEEFEEE FFEECCBBBDH ABBDDDDDFHH HHDBCCCCCCC
1,GGGGGFEDAAA AABEFGGGGGA HHECCCCCCCC DDEEDBBBDGH CCCCCCCCCHH AACDFGGGFFF
2,GGGGFEDCBBA AAABEGGGGGF EHECCCCCCCC CADDDDGDGEH BCCDDBCBEHH ABBBCCGGGGG
3,EEEECBBAGHF GGGACFGECBA ABEFFFFFFFF HGGCBABCDEH EEFFFFFFFCA AACDEFGGGGG
4,FFFFDCBBAGH FEEHDFFECAA AAEFFFFFFFF HGFEEBBABCH AADEEEEEFGH AACDEFGGGGG
5,GGGGFEDDCCA AAABFGGGGFF GHDDDCCCCCC ECBBBEDCFHH CCCDCCBCEHH AAEFFFFFFFF
6,GGGGGFDDAAA AAADFGGGGFC HHDCCCCCCCC HDBCBBDEEFH CCDDDDDDDEH AADDFFFGFFF
7,GGGGGEDCAAA AAADFGGGGFE HHDCCCCCCCC CEEFFDBGFAF AABCDEEEFHH AABFFFFFFFF
8,DDDDDCCBBGH HHHHBCCCBBB ACEEFFFFFFF AABCDEFEFHH FGGHFCBAACF GHHHEBBBBBB
9,ABFGGGFFEDA AABEFGGGGFF EACFFFFEFFF DDECEDCDCDH HHCCCCCCCDD AACDEFGGGGG
10,EEEEDBBAGHE DDDACEEDCBH AADGGFFFFEE GHHECBBCBBG DEEEEEEEEFA AACDEFGGGGG
11,EEEEEDDCCHB AAACEGGGGFF GHECCCCCCCC BDDCCCCHHDG BBCCCCCDFHH AAAEFFFFFFF
12,FFFFEDCCBAH GGGGHDBBBBB AABFFFFFFFF AABCEEEFGHH FGGHGDAABCF HHHFBBBBCCC
13,BBBBBFGGGGG GGGHDBBABEE EABEEFFFFFF ECCCCCCDEFH ABBCCDDEFHH HHEBCCCCCCC
14,GGGGGFDBAAA DEEFGHHBBAA HHDBBCCCCDD CDDABEEFFFH AADFFFFFFFF AACDFFGGFFF
15,DDDDCBBBGHH HHBBCDDDCCF AADFFFFFFFF HHECBCGBBCG GGGGGGGAAAA AACDEFGGGGG
16,DDDDCCBBCHH HHHFBCCCBBB ABEFFFFFFFF AABCEFGGGGH GHHEBABBCEG HECCCDDDDDD
17,FFFFEDCCAAH HEEGHDDCBAA AACFFFFFFFF HHGFEEDBAAB AABBCFFFGGH HHHFBBBBBCC
18,EEEEDCCCBDH GGGHECCBBBB AAEFFFFFFFF ABBCCDEFGHH GGHGDAAABDG HHHCBCCCCCC
19,EEEECBBBBHH HHHFCCCCBBB ABEFFFFFFFF GGEBCBACCEH ABBCCDEEGHH HFCCCDDDDDD
20,BBBBBFHHGFG GGHEAAABEFE FACFEEEFFFF ECFFFFEDAAH FFFFFFGFAAA AACDEFGGGGG
21,DDDDCBBBGHH GHHBBCCCBBH BADFFFFFFFF HEEFFDBCABG EEEEEEFFFFA AACDEFGGGGG
22,GGGGGEDCCBA AAABDGGGGGF HHDCCCCCCCC GHFFFDDDAAC BBBBCDDFGHH BBBBBDGGGGG
23,GGGGGFEDAAA AAADFGGGGFD HHECCCCCCCC CCCDDDBCCFH BBBBBBBHHHH FGHGGFECBAA
24,GGGGGEDCAAA AABDFGGGGGA HHECCCCCCCC HABCCCDEEFH CCCDDDDDDEH AADDFFFGFFF
25,DDDDCBBBHHH HHFBCDDDCCB AADFFFFFFFF HGGFFDBAABF EEEFFFFFFCA AACDEFGGGGG
26,DDDCCHHGDCA BABCDDEDGHH AADGFFFFFFE CCCCCDDDDEH FFFFFFFFEAA AACDEFGGGGG
27,GGGGGEDDAAA AAADFGGGGGC HHDCCCCCCCC HHEFCFCBBAF CCCCCCCCCHH DGHGGFECBAA
28,FFFFEDCCBAH GGGGHDBBBBB AAEFFFFFFFF AABCDFFGGGH GGHGDAAABDF HHDCCCCCCCC
29,GGGGGFDDAAA AAADFGGGGFC HHECCCCCCCC HBBGCCCDDEH AACDDDDDFHH AADDFGGGFFF
30,GGGGGEDDAAA AABEFGGGGGA HHECCCCCCCC DCCCBCCDDFH BBBCCBBFHHH AACDFGGGFFF
31,BBBBBEGHGGG GGGHAAAADFE HABEEEEEEEF BAADCDDFGGH ABBCCDDEFHH HBCCDDDDDDD
32,EEEEEDDCCGC AAACEGGGGFF GHHCCCCCCCC EFFFFDBCDBG BCCDCCCCFHH AABBCGGGGGG
33,CCCCCBBBHHH HHFBCCDCCBD BACEEFFFFGG ABCDDEFFFGH FFEDDEEEEFA AACDEFGGGGG
34,FFFFDCCBACH GGGHFCCCBBB ACEFFFFFFFF HCCBBDECCEH ABBCCDEEGHH HBCCDDDDDDD
35,BBBBBFHHGFG GGHEAAABEFE GABEEEEFFEE ABBBEHHEEEG BCCDDDEEFHC AACDEFGGGGG
36,EEEEDBBAGHD DDDADFFECBH AAEGGFFFEEE EBCBEDCBFHH EFFFFFFFFCA AACDFFGGGGF
37,FGGFFEEEDAA AABEEFFFFFH HHCECCCCCCD DDDAEEEEEFH CCDDCBBDEHH ABBBBFGGGGG
38,DDDDCBBBGHH HHHBCDDCCBB BACFFFFFFFF FEEDFCBBBDH ABBCCDEEFHH HHDCCCCCCCC
39,EEEECBBBBHH HHHFCCCCBBB ACEFFFFFFFF HHDEECCBBCF ABBCDDEEGHH HFCCCDDDDDD
40,DEDDDCCBBGH HHHHBCCCBBB ACDEEFFFFFF ABCCCCEFGHH GGHHEBAABDF HHHFBBBCCCC
41,GGGGGEDDBAA AAADFGGGGFC HHECCCCCCCC CBBBCCCCGHH AABBBGGGGGG AACDFFGGGFF
42,AAABGGGGFEF GDAABFGGFFE DACFFFFFFFF DCCFFDBBBEH HHHCBBBBCCD AACDEFGGGGG
43,DDDDCCBBCHH HHHFBCCCBBC AACEEFFFGGG AABCFGGGGFG GFDDDDDEEFA AACDEFFGGGG
44,GGGGGFEDAAA AAADFGGGGFD HHECCCCCCCC FFFCCCCADDH CCCCCCCCGHH AACDFGGGFFF
45,GGGGGEDCBAA AAACEGGGGGE HHDCCCCCCCC HHEEEEEBAAE ABBBCDEFGHH AAAFFFFFFGG
46,BBBBBEGGGGG GGGGHCBAACD HABCDDDEEEE EGDCEBBBCFH ABBCCDDDFHH GGGGGFBBBBB
47,EEEDCBBBHGC DEFAEHHGDBA ABEFFFFFFFF HFFFBBBBCCG ABEDCDDEFHH HBCDDDEEEEE
48,DDDDCBBBHHH HHFBCDDCCBF BADFFFFFFFF GGFEDCCBACH FFFFFFFFFAA AACDEFGGGGG
49,BBBBBFGHGFG HHHBABBDFFF FACEEFEFFFF DGFDGGDAACH EFFFFFFFFAA AACDEFGGGGG
50,FFFFECCBABH FGGHHCCBBBA ABEFFFFFFFF EFGGFEDCAAE FFFFFFFFFAA AACDEFGGGGG
51,EEEEDCBBAGH GGGHFCCBBBB AAFFFFFFFFF CDFFFDACBEH ABBCCDEEFHH FGGGGGEAAAA
52,DDDDCBBBHHH GGEACCCCBEH BADFFFFFFFF HFFEDCBCACG FFFFFFFFBAA AACDEFGGGGG
53,GGGGFEDDCBA AAABFGGGGGF HFDCCCCDDDD BACCFFGDFEH CCCDCCDDDEH AACDFFGGGFF
54,FFFFEDCCAAH HEEGHDDCBAA AACFFFFFFFF HHGFDDCBBBD AABBCFFGGGH HHHHBBBBBBB
55,DDDDCBADHGF EAABCCCGHHG AADFFFFFFFF CDDCABDFGGF HHHCBBBBCCC AACDEFGGGGG
56,BBBBBFHHGFG GGGGAAABDFE GABEEEFFFFE CBBEGGFFBBH DEEEEEEFFGA AACDEFGGGGG
57,EEEEDBBAGHD EEFADHHGDBA ABEFFFFFFEE FDCBBCDDDEH FFFFFFFFAAA AACDFFGGGGF
58,GGGGGFEDAAA AAACFGGGGFF HHDCCCCCCCC BBBCCCCDGHH BBBBBFGGGGG AACDFFGGFFF
59,BBBBBEGGGGG GGGHGBBAACE HABEEEEEFFF CCABEFDEDGH ABBCDDDEFHH HHEBCCCCCCC
60,DDDDCBBBGHH HHHCBCCCBBD AACEEFFFGGG ACDEGGGEEFA FFFFFFFFFAA AACDEFGGGGG
61,DDDDCBBBGHH HHHBBCCCBBD AACEFFFFFGG EEEEFFFFEEA GFFGGGGCAAA AACDEFGGGGG
62,GGGGGEDDBAA AAACFGGGGFE HHDCCCCCCCC HGGEBBBBBCG AABCDDEEGHH AABFFFFFFGG
63,DDDDCBBBGHH HHHBCDDCCBB BADFFFFFFFF HHDDCCBBBDH DEEEEEEEFFA AACDEFGGGGG
64,DDDDCBBBGHH HHHBCDDCCBB ACEFFFFFFFF HHDCCBBCDBH ABBCCDEEFHH HHHHBBBBBBB
65,CCCCBBAFHGG GHEBCDDCCBH BADFFFFFFFF FGGFFEEAABF DDEEEEEEFFA AACDEFGGGGG
66,GGGGGEDDAAA AAADFGGGGFF HHECCCCCCCC DEFGGGGAAAF AABCCEEFGHH AAAFFFFFFFF
67,FFFFDCCCACH FGGHHCCBBBB AAEFFFFFFFF GFCDACDCCEH ABBCDDEEGHH HHHHBBBBBBB
68,GGGFFEDDDBA AAACFGGGGGF HHCCDCCCCCC HECFFGBBBDE BCCCCCCDEHH AABFFFFFFFF
69,EEEDCBBBBHH HHHFCCCCBBB ACEFFFFFFFF EDCCBBEDDFH ABBCCDEEFHH HHGBCCCCCCC
70,GGGFFEDDDBA AAACFGGGGFF HHDCCCCDDCD FGEFDDEFCCB CCDBBCCCGHH AABBBFGGGGG
71,GGGGGFEEBAA AAAEFGGGGFG HHDCCCCCCCC AFDGDGDFCFB CCCCCCCCEHH AACDFGGGFFF
72,EEEDCBAFHFB DDABDFFEDCH AAEGGFFFEEE EEDCCBCDEEH FFFFFFFFEAA AABDEFFGGGG
73,DDDDCBBBEHH HHHFBCCCBBB ACEEEFFFFFF AABBDEFFGGH GGHGEBAABDF HHHFBBCCCCC
74,AAAACGGGGFG GGGHDBBABEE HABDEEEEEFE DCDGECCBBDH ABBCDDDEFHH HBBCDDDDDDD
75,EEEDCBBBBHH HHHFCCCCBBB ABEFFFFFFFF GFGCEACBBDH ABBCDDEEFHH HHHCBCCCCCC
76,DDDDCBBBGHH GGBBCCCCDHH BADFFFFFFFF GFEDCBAFDBH FFFFFFGFAAA AACDEFGGGGG
77,DDDDCBBBGHH HHHFBCCCBBC BACEEEFFFGG AABDEFGFFFH GFEDDDEEEFA AACDEFGGGGG
78,EEEEEDDCCGC AAACEGGGGFE FHHCCCCCCCC BCCCDDDHDEG BBCCCCCDFHH AABFFFFFFFF
79,EEEEDBBBBHG HGGFCFFDBAA AADFFFFFFFE GEDBBBACFHH AADEEFFFFGH AACDEFGGGGG
80,BBBBBFGGGGG GGGGHDBAABD HABDDDEEFFF DCDEBCBDDFH ABBCCDDEFHH HHGBCCCCCCC
81,AAABGHGGFEF DAABEGGGGFF DACFFFFFFFF FEDECCBBEGH HHECCCCCCDD AACDEFGGGGG
82,AAABGHGGFEF GAAAEGGGGFF DACFFFFFFFF GEDEGBBCBEH HHHCBBBBCCD AACDEFGGGGG
83,DDDDCBABHHH FCABCCCEHHG AADFFFFFFFF GEGEFEDCAAG HHHGBBBBBCC AACDEFGGGGG
