,0
0,AAAABDFFFEE EEFFCAAABDD FABCCDDDDDD EEDDBBBBBCF AABCCCCCEFF FFCBBBBCCCC
1,EEEEEDDCAAA AABDEEEEEEA FFDBBBBBBBB CCDDCBABCEF BBBCCBBCCFF AACCDEEEEEE
2,EEEEEDCCBBA AAABDEEEEED DFDCCCCCCCC BACCCCECEDF BBCCCBCBDFF AABBBBEFFFF
3,DDDDCBAAEFE FEFACEEDBAA ABDEEEDDDDD FEFCAABBCDF DDDDDDDDEBA AABCDEEEEEE
4,EEEDCBBBAEF EDDFCEEDBAA AADEEEEEEEE FEEDDBAAACF AACDDDDDEFF AABCDEEEEEE
5,EEEEEDCCBBA AAABEEEEEED EFCCCCCCCCC DCBBBDCBDFF BCBCBCBBDFF AADDDEEEEEE
6,EEEEEDCCAAA AAACEEEEEEC FFCBBCBBBBB FCBBBACDDEF BBCCCCCCCDF AACCDEEEEEE
7,EEEEEDCCAAA AAACDEEEEED FFCBBBBBBBB CDDEECAEDAE AAABCDDDEFF AABEEEEEEEE
8,CCCCCBBBAFF FFFFBBBBBBB ABDDDDDEEEE AABBCDEDEFF EEFFECAAABE FFFFDBBBBBB
9,AADFFEEDDCA AAADEEEEEEE DABDDDDDDDE CCDBDCCCCCF FFCBBBBBBCC AABCDEEEEEE
10,DDDDCBAAEFD CCCACDDCCBF AACEEEEDDDD EFFDCBBBAAE CDDDDDDDDDA AABCDEEEEEE
11,DDDDDCCCBFA AAABDEFEEED EFDBBBBCCCC BCCBBBBFFCF BBBBCCCCEFF AAADEEEEEEE
12,EEEDDCCBAAF EEEFFCBBAAA AABEEEEEEEE AABBDDDEEFF EEEFFCAAACE FFFEBBBBBBB
13,AAAABDFFFEE EFFFCAAABDD DABDDDEEEEE DBBBBBBCDEF AABBCCCDEFF FFDBBBBBBBB
14,EEEEEECAAAA CDDEEFFBAAA FFCBBBBCCCC CCCAADDDDEF AACEEEEEEEE AACCDEEEEEE
15,CCCCCBAAEFF FFAACCCCCBE AACEEEEEEEE FFDBBBEBBBE EEEEEEEAAAA AABCDEEEEEE
16,CCCCCBBBBFF FFFEBBBBBBB AADDDDEEEEE AABBDEEEEEF FFFDAAABBDE FDBBCCCCCCC
17,EEEEDCBBAAF FDDFFCCBBAA AACEEEEEEEE FFEEDDCAAAB AAABCDEEEFF FFFEBBBBBBB
18,DDDDCCBBACF FFFFDBBBBBA AADDDEEEEEE ABBBCCDDEFF EFFFCAAABCE FFFBBBBBBBB
19,DDDDCBBBBFF FFFEBCCBBBA ABDDDDDDDDD FEDBCBACBDF AABBCCDDEFF FDBBCCCCCCC
20,AAAABDFFFEE FFFDAAABDED DABDDDDEDDE DCDEDDDCAAF EEEEEEEEAAA AABCDEEEEEE
21,CCCCBBAAEFF FFFABCCBBBF AACEEEEEEEE FDDEECBBABF DDDDDDDDDEA AABCDEEEEEE
22,EEEEEDCCBAA AAABCEEEEEE FFCBBBBBBBB FFEEECCCAAB AABBBCCEEFF AABBBCFFFFF
23,EEEEEDDCAAA AAACEEEEEEC FFDBBBBBBBB BCCCCCBBCEF BBBBBBBFFFF EEFEEEDCBAA
24,EEEEEDCCAAA AAACEEEEEEA FFDBBBBBBBB FAABCCCDDEF BBCCCCCCCDF AACCDEEEEEE
25,CCCCBBABFFF FFEACCCCBBB AACEEEEEEEE FFEEECBAABD DDDDDDDDEBA AABCDEEEEEE
26,CCCCBFFECBA AAABCCDCEFF AACEEEDDDDD CBBBCCCCCDF EEEEEEEEDAA AABCDEEEEEE
27,EEEEEDCCAAA AAACEEEEEEC FFCBBBBBBBB FFDDBEBBAAD BBBCCCCCCFF CEFEEEDCBAA
28,EEEDDCCBAAF EEEFFCBBAAA AADDDEEEEEE AABBCDEEEFF EFFFCAAABCE FFCBBBBCCCC
29,EEEEEDCCAAA AAACDEEEEEC FFDBBBBBBBB FABEBBCCCDF AACCCCCCDFF AACCDEEEEEE
30,EEEEEDCCAAA AAADEEEEEEA FFDBBBBBBBB CCBCBCCCCEF BBBBBBBDFFF AACCDEEEEEE
31,AAAABDFFFEE FFFFAAAACDD FABDDDDDDDD BAACBCCDEEF AABBCCCDEFF FBBBCCCCCCC
32,DDDDDCCCBEB AAABDFFEEED FFFBBBBBBBB DDDEECBBCBE ABBCCBCCDFF AAABBEEEEEE
33,CCCCBBBBFFF FFEABCCCBBC AABDDDEEEEE ABBCCDEEEEF EDDCCDDDDDA AABCDEEEEEE
34,DDDDCCBBABF EEFFDBBBBAA ABDDDDDDDDD FCBBBCDCBDF AABBCCDDEFF FBBCCCCCCCC
35,AAAABDFFFEE FFFDAAABDED EABDDDDDDDD ABBBDFFDDDE BBCCCCDDEFB AABCDEEEEEE
36,DDDDCBAAEFC CCCACDDDCBF AADEEEDDDDD DBBADCBBDFF DDDDDDDDEBA AABCDEEEEEE
37,EEEEEDDDCAA AABDDEDDDDF FFBDBBBBBBC CCCADDDDDDF BCCCCBBCDFF AAABBEEEEEE
38,CCCCBBAAEFF FFFBBCCCBBB BACEEEEEEEE EDDCDBBABCF AABBCCDDEFF FFCBBBBBBBC
39,DDDDCBBBBFF FFFEBCCBBBA ABDDDDDDDDD FFCDDBBAABE AABBCCDDEFF FDBBCCCCCCC
40,CDCCCBBBAFF FFFFBBBBBBB ABCDDDDDEEE AABCCCDEEFF EFFFDBAAACE FFFEBBBBBBB
41,EEEEEDCCBAA AAACEEEEEEC FFDBBBBBBBB BBBBCCCCEFF AAAABEEEEEE AACCDEEEEEE
42,AAABEFEEEDE FCAABEEEEED CABEDDDDDED CCBEECBBBDF FFFBBBBBBBC AABCDEEEEEE
43,CCCCCBBBBFF FFFDBBBBBBB AABDDDEEEEE AABCEEEEEEE EECCCCCDDEA AABCDEEEEEE
44,EEEEEDDCAAA AAACEEEEEEC FFDBBBBBBBB DEEBBBCACCF BBBBBBBBEFF AACCDEEEEEE
45,EEEEEDCCBAA AAABDEEEEED FFCCBBBBBBB FFDDDDDBAAD AAABBCDDEFF AAADEEEEEEE
46,AAAABDFFFEE EEEFFBAAABC FABCCCCDDDD DECCDBBABDF AABBCCCCEFF EEFFFEAAAAA
47,DDDCCBABFFC CDEADFFECBA ABDDEEEEDDD FEDEBBBBBBE AADCCCCDEFF FBBCCCDDDDD
48,CCCCBBABFFF FFDABCCCBBE AACEEEEEEEE FEEDCCBAABF DDDDEEEEEAA AABCDEEEEEE
49,AAAABDFFFEE FFFAAAACDED EABDDDDDDDD CEECEECAABF DDDDEEEEEAA AABCDEEEEEE
50,EEEDDCBBABF EEEFFBBBBAA AADEEEEEEEE DEFEEDCBAAD DDDDEEEEEAA AABCDEEEEEE
51,DDDDCBBBAFF EEFFDBBBBAA AADEEEEEEEE BCEEDCABBDF AABBCCDDEFF EEEEEEDAAAA
52,CCCCBBABFFF EFDABCCBBDF AACEEEEEEEE FEDDCBBCABE EEEEEEEEAAA AABCDEEEEEE
53,EEEEEDCCCAA AAABEEEEEEE FECCCCCCCCC BABBEDFCEDF CCCCCCCCCDF AABCDEEEEEE
54,EEEEDCBBAAF FDDFFCCCBAA AACEEEEEEEE FFEECCBAAAC AAABCDEEEFF FFFFBBBBBBB
55,CCCCBAACFFE DAABBCCFFFF AACEEEEEEEE CCCBABCEEFD FFFBBBBBBBC AABCDEEEEEE
56,AAAABDFFFEE FFFEAAAACDD EABDDDDDDDD BBBDEEEEABF CDDDDDDDEEA AABCDEEEEEE
57,DDDDCBAAEFC DDEACFFECBA ABDEEEDDDDD DCBBBBCCCDF EEEEEEEEAAA AABCDEEEEEE
58,EEEEEDDCAAA AAACEEEEEED FFCBBBBBBBB BBBBBBBCFFF AAAAADEEEFF AACCDEEEEEE
59,AAAABDFFFEE EEEFFAAAACD FABDDDDDDDD BBAADECDCEF AABBCCCDEFF FFDBBBBBBBC
60,CCCCBBBBEFF FFFBBBBBBBC AABDDDEEEEE ABCDEEEDDDA EDDDDDEEEAA AABCDEEEEEE
61,CCCCBBBBEFF FFFBBBBBBBC AABDDDEEEEE DDDDDEDDDDA EEEEEEECAAA AABCDEEEEEE
62,EEEEEDCCBAA AAACEEEEEED FFCCCCCBBBB FEFDBBBBBBE AAABCCDDEFF AABDEEEEEEE
63,CCCCBBAAEFF FFFBBCCCBBB BACEEEEEEEE FFCCCBBBACF CDDDDDDDDEA AABCDEEEEEE
64,CCCCBBAAEFF FFFBBCCCBBB ABDDDDDDDDD FFCCBBBBCBF AABBCCDDEFF FFFFBBBBBBB
65,CCCCBAAEFFF FFDABCCCBBF AACEEEEEEEE EEEEDDDAAAE CCDDDDDDDEA AABCDEEEEEE
66,EEEEEDCCAAA AAACDEEEEEE FFDCBBBBBBB CDDEEEEAAAE AAABCDDEEFF AAADEEEEEEE
67,DDDDCCBBABF EEEFFBBBBAA AADEEEEEEEE FECCACCBBDF AABBCCDDEFF FFFFBBBBBBB
68,EEEEEDCCCAA AAACEEEEEED FFCCCCCCCBC FDBEEEABBCD BBCBBBCCDFF AABEEEEEEEE
69,DDDCCBBBBFF FFFEBCCBBBA ABDDDDDDDDD DCCBBADCCEF AABBCCDDEFF FFEBBBBBBBB
70,EEEEEDCCCAA AAACEEEEEEE FFCBCCCCCCC DEDECCDDBBA BBCBBBBBEFF AAABBEEEEEE
71,EEEEEDDDBAA AAADEEEEEEE FFCBBBBBBBC AECECECDBEB BBBBBBBBDFF AACCDEEEEEE
72,DDDCBBAEFEB CCABCDDDCCF AADEEEEDDDD DDCBBBBCDDF EEEEEEEEDAA AABCDEEEEEE
73,CCCCBBBBDFF FFFDBBBBBBB ABDDDDDDEEE AABBCDDEEFF EFFFDBAAACE FFFEBBBBBBB
74,AAAACEFFEEE EEFFCAAABDD FABCDDDDDDD CBCEDBBBBCF AABCCCCDEFF FBBBCCCCCCC
75,DDDCCBBBBFF FFFEBCCBBBA AADEEDDEEEE EEECDABBBCF AABBCCDDEFF FFFBBBBBBBB
76,CCCCBBAAEFF EEAABCCBCFF AACEEEEEEEE FEDCBBADCAF EEEEEEEEAAA AABCDEEEEEE
77,CCCCBBBBEFF FFFDBBBBBBC AABDDDEEEEE AABCDEEDEEF EEDCCCDDDDA AABCDEEEEEE
78,DDDDDCCCBEC AAABDFFEEED DFFCCCCCCCC BBBCCCCFCDE ABBBCCCCDFF AABDEEEEEEE
79,DDDDCBBABFF FEEEBDECBAA AACEEEEEEDD EDCBBAACEFF AACDDDEEEEF AABCDEEEEEE
80,AAAABDFFEEE EEEFFCAAABC FABCCCDDDED CBCDBCACCDF AABBCCCDEFF FFFBBBBBBBB
81,AAABEFFEEDE CAABDEEEEED CABEDDDEDEE DDCDBBBBDFF FFDBBBBBBCC AABCDEEEEEE
82,AAABEFFEEDE EAAADEEEEED CABDDDDEEEE EDCDEABBBDF FFFBBBBBBCC AABCDEEEEEE
83,CCCCBBABFFF ECAABBCDFFF AACEEEEEEEE EDEDDDCCAAE FFFEBBBBBBB AABCDEEEEEE
84,AAAABDFFFEE EEEFFAAAACD FABDDDDDDDE FDCBBBBDCBF AABBCCCDEFF FFCBBBCCCCC
85,AAAABDFFFEE EEEFFCAAABC BAADDDEEEEE BBDEEDCBABF ABBBCCCCEFF EEEEEEEAAAA
86,AAAABDFFFEE FFFDAAABDED EABDDDDDDDD ABAAEDDDDEF AABBCCCDEFF AABCDEEEEEE
87,DDDDCBAAFFD DDEACFFECBA AADEEEEDDDD FEEDDBBAACF DDDDDDDDDEA AABCDEEEEEE
88,EEEDDCBBABF FDDFFCCCBAA AADEEEEEEEE ECCCDBABDEF AAABCEEEEFF FFFBBBBBBBB
89,AAAABDFFFEE EEFFCAAABDD FABDDDDDDDD DDBDDCCCBAF AABCCCCDEFF AABCDEEEEEE
90,DDDCCBFFDCA AAABBDFFFEE AACEEEEEEEE EDDDDCBCBCE FCCCCCCCCCD AABCDEEEEEE
