,0
0,FFFCAA FFFFAA AAACFF FFDFAA EEEABF AABAFF AAAAFF FFECAA CCCCAF AACFFD FFFEAB AADFFE BBBBAF DDDFAA EECFAA AAAAFF FEAAFB FFFFAB EEFCEA BBAAFE AAAAFF AAABFE AAABFC AAAAEF AAAAFF AAAAFF FEAADE AABBFF AAACFF BBAEAF
1,FFDFAB FFEFAA FFFDAA EEEFAA EEFFAA AAABFF AABCFF AAAFFE AAFFDC EEEFAA EEFFFA FFCDAB FFABFA AAAFFE DDAFAB AABAFF DDDEFA FFFAAB BBBCAF BBBAFF AAAAFF AAACFE FFCBAB BBABEF AADDFE BBAAFF ABEAFF AACFFE BBAFCB FFFDCA
2,CCBAFB FFEFAA FFFEAA FFEFAA EEEFAA AAAAFF AAAAFF AAAFFE DEFFAA FFFFAA BBBAFD BBAAFF AAABFF AAAFFE ABEFFA EEFAAE AAAEFF BBBBAF BBBCAF BBBAFC ABFAAF AAAFED FEACDD EDAAAF AAACFF AABAFF AAADDF BBBBAF AAAFFD AAEEFD
3,AAEEFC FFFFAA EFFEAA BBCCAF FFFDAA FFECAA FFFAAC AACEFE FFFEAA FFEFAA AACEFE AACEFE FFFFAA FFDFAA EDACFA EEFAAE FFFEAA EDAADF AAAEFD BAAAFF AAAAFF BBAAFF AAADFF BBAAFF FFFCAB AAAAFF AABAFF AABBFF AAACFF BBAEAF
4,AAEDFC FFFFAA EFFEAA EEFFDA AAEFFD FFECAB BBBBFA AACEFE FFFEAA FFEFAA AAABFF AABDFE AAAFFB FFEFAA FFEEAA FFFEAA FFEAAE FFDFAB FFFAAD BBABEF BBAADF AAEDFD EEEFAB BBBBAF AAAAFF AAAAFF AABAFF AABBFF AAACFF BBAEAF
5,CCAFAB FFEFAA FFFDAA FFEFAA EEFDAA AAAAFF BBABCF AAAFFE DDFFAA FFFFAA BBAFEB CBAAFD FEAFAB FFAEFA AAAFFE FEAFAB AAAEFF BBAFAB FEBBAF BBAAFE BBAAFF BBCAFE ABEEFA ABAADF AABAFF BBBBAF AADAFF AABDFF AAAFFD FFFEBA
6,EEBBAF FFFCAA FFFDAA EEEFFA ABFFAD AAAAFF AAACFF AAAFFE ABFFEB EEEEFA EEFEDA FFDAAC BBBCFA EFFCAB FFFDAB EEEFAA AAAEFF DCADFE AAAFAF BBBDAF BBAAFF AAAAFD FFCBAB AABBEF BBBBAF AAAAEF ABEAFF AACFFE BBAFCB FFFDCA
7,EDAAFF FFEDDA FFFDAA FEEFAB FFFAAD AAABFF AABBFF AAAFFE AAFFDC FFFEAA FFDDBA FFDDAB BBBCFA DEEFAA DDAFAB AABAFF AAAEFF EEEFAA AAAFAF BBBAFE BBAAFF AAAAFF AAAEFE ABAADF AABAFF AAAAFF AAEDFE AAEFBC BBAFCB FFFDCA
8,AAEDFC FFFFAA EEFEAA EEFFDA AAECFE AAAAFF DDDDFA AACDFE FFFEAA FFEFAA AAADFE AACDFE AABAFF AAACFF AAADFF AAAAFF AAAAFF BBBAFF FEAAFE AAACFE AAAAFF AAAEFC FFEEAA EEBAAF AAAAFF AAAAFF AADAFF AAAAFF AAACFF BBAEAF
9,BBAAFF AABEFE FFFDAA FFEFAA EEEFEA BBACFF AAACFF AAAFFE CDFFAA FFFFAA FFFEAB AACFFE FFDFAB EEBABF BAACFE ABEFAF DEFAAE DEFAFA ABFBFA BBAFAF DDEBFA AAFAFD FFAEAB ABAADF AABAFF AAAAFF AABAFF AABBFF AAADFF CCFAFA
10,AAEDFC FFFFAA EFFEAA BBCCAF FFFEAA FFAACD EEFAAD AACDFE FFFEAA BBBAFF FFECAE AACFFE FFDFAA FFFABA EEFFAA BBBCAF FFFAAB FEADCE BBEFFA BBAAFF AAAAFF AABAFB AAAFFE DCAFAF EEEEFA AAAAFF AABAFF AABBFF AAACFF BBAEAF
11,EEFBFA FFEFAA FFFDAA FFEFAA CDFCAB AAABFF AAAAFF AAAFFE EEFFAA FFFEAA BBBAFE FFEFAC DCAAFF AADEFE AAEFFE BBBBAF AAAEFF AAFAFD AAEEFE BBAAFE AAFAFF AAAFED FFCCFA BBBAEF AAABFF AAAAFF AAADFE AAABFF AAAFFD FFFEAA
12,AAEDFC FFFFAA EFFEAA EEFFDA BBBBAF AABAFF AAAAFF FFFBAB FFFEAA FFEFAA DDEFFA AABEFE BBABCF AAACFF AAABFF AABBCF AABAFF AAAFDD AAAAFE AAABFE AAAAFF AAABFF FFFEAA BBAACF AAAAFF AAAAFF EEEFAA AABBFF AAACFF BBAEAF
13,CDFBFA FFFFAA AAACFF FFDFAA EEEABF AAAAFF AAAAFF FFFCAA DCCCAF AACFFD FFFEAB AABFFE BBFAAF DDDFAA CCAFAB FFFAAB AAAFEF FFFFAB ABFAFE BBAAFF AAAAFF AAABFF AAABFE AAAAEF AAAAFF AAAAFF FFBAAC AABBFF AAACFF BBAEAF
14,AAFAFD FECFDA FFFFAB FFAFAB EEFFCA AAFBFE AAAAFF BBAEAF FFBEAB FFFFAA DEEFFA FFCDAB ABAAFF AACFFE AAAFEE AAABFF EFFDAA AAFAFD BBAFAF BBABCF CDFAFA AAFAFD ECAFCE AAAAEF AAAAFF AAAAFF ABEAFF AACFFE BBAFFB EDAFAF
