,0
0,BBBBEFF DDEEEBA AAEEDDE ABFDEDD CDBBBBF AACDEEF EEFDABB
1,EEEECBA BABBEFF FFEBBAA FEECBAB DCBABEF ACDECCF ADDDDDE
2,EEEECAA DAABCFF DDCCFCB CDECECB BBBDCDF BDEEBCE ABCDDEF
3,EEEDBAD FDCCABC BBBBEFF FEDCCBA EBABCDF ACCDEEE FBBCCCD
4,EEEDBBA DECCEBC BBBBCFF FFEDBAA EECBABF ABEEEEE FFBBBCC
5,EEEEBAA DABBCFF DDDCFBB DDBACEE BBCCBFF BDCDDBF AABEEEF
6,EEEECBA ABBBEFF FFECBAA FFEDBBA BCACDEF ABDEDDF ABDEEEE
7,EEEECBA AABBEFF FFEDBAA FFEBBBB DEDBEBD AABDEEF ABBBFFF
8,EEEDBBA BEEEEAA BBAAEFF ABCDEEF ABCDCEF EEFEBAA DDEEEAA
9,ABEFEDD EBABDEF FFECABB BAADEEF CCCCCBF FEBBBBB AACDEEF
10,EEEDBAD FDCCACD AAAEEFF FFDCBAA FDBBCBE ACDDEEE FDBBCCC
11,EEEEBAA FBBBCDD EEDCEBA ABCCEEF BBBCFDE ABCDDDF AABCEFF
12,EEEDBBA ACEEEFA CCBBBEF AACDEEF ABCCDEF EEFFBAA EEEEDAA
13,BBBBEFF DDEEEBA AAEEDEE ACECEEC BBBBCDF AACDDEF EEFDAAB
14,EEEEDAA AACCDEF FEDDCAA ABCDEEE BADDDDF AAEEEEE AABDEFF
15,EEDCBBD EEFCABC BAAEEEF DDCEEBB DBBECBF EEEEEBA AACDEEF
16,EEEDBBA DEEECAA CBBACFF AABDEEF ABCEEEF FFEBABB FFEABBB
17,EEEDBBA AFDCEEC CBBBBFF DFFDCAA FEECAAB AABCEFF EEEECAA
18,EEEDBBA AEEEFBA CBBBBFF ABCDEEF ABBCDFF EFFDAAB EEEFBAA
19,EEEDBBA EDEECAA BBABEFF DDEECBA DCBBCCF AABDEEF FFEBBBB
20,BBBBEFF DEEECAA ADFECDD BBEDEDC DEDDCAE DDDDDDA AACDEEF
21,DDDCBBE EEEFAAB AABEEEF FBDFCCA DEDBBAF AACDEEF FBBCCCC
22,EEEECAA DABBCEF EEEECAA EFEEBAA FEDDDAB ABBCDEF BBCCCDF
23,EEEECBA BABBEFF FFECBAA FFEBBAA CCCBBCF BBBBBEF ACCFEEB
24,EEEECBA BABBDFF FFECBAA DBDEEEA ABCCDEF ACDDDEF ADDEEEE
25,DDDCBBF EEEEABB BBACEFF FBBBDDD FEDBAAE AACDEEF FBBCCDD
26,BBBBFFD FDAACEF ABEDCEE FEDDCBA BCCCCCF DAABDEF AACDEEF
27,EEEECBA AABBEFF FFFCBAA BDEFCCB EDECBBD ACDEDDF ADDDDDD
28,EEEDBBA ACEEEFA CBBBBFF ABCDEFF ABCDEEF EFFCAAB EEFDABB
29,EEEECBA ABBBEFF FFECBAA EFCCDCA DBBCCCF ABEEDEE AAEEEEE
30,EEEECBA BABBEFF FFECBAA EEEDBBA BBBCCCF BBCCCCF AABDEFF
31,BBBBEFF DEEEEAA ACEEDDD CABDFFD ABCBDEF ABCDDEF FFDBBBB
32,EEEEBAA FCBBCDE EEDCCDA ADBAEEF EEDBBCD ACDDCDF ABBCDEF
33,DDCCBBF EEFEABB BAAEEEF AABCEEF ABCDDDF FDBBBCD FDBBCCC
34,EEEDBBA ADEEFCB BBBADFF DCBEEEA BBCDCCF AABDEEF FFDBBBB
35,BBBBEFF DEEECAA ADFECDD CCEEEAB ABFECCD ABCDDEF FEABBCC
36,EEEDBAD FCCCACD BAADEFF FEDCCBA BCCBBEF ACDDEEE FBBCCCD
