,0
0,CCCCCFH GFCADFF HHEBBBC CHGCBDD AAFGFFE GGFDCBB BBBCEFH ADCDEFH FFGGEAA ACEFFGG
1,GFFFECA HECCCCD ACEGGFF HGDDCBB HGDFDBA EFFGDDA BBCCEGH CFDBBDH AEEEFFF AGFGEDB
2,GGFFEBA HGFEABB ABEGGGF DDDGGBC CDEGDFC DAEEEEH BBCDEFH DGEBDBG ABCEFGH AAFFFFF
3,GGGFDBA ABHGEDD GACFGEC BABEGGH HGECCBB HGGDBAB BCCCDGH ABDEFFH HCCCDDD ACEFFGG
4,GGGFDBA CBBHGEE DHBEEDB BBBCGHH GHFECBA HFEDDBA BBCCEFH BFDCCEH HHDBBCC ACEFFGG
5,GGFFEBA GGGEBBB ABFGGFF EDDHCBB FFFDBCF FFCCCFD BADEFGH CFDEBCH BBBCGHH ADFGFFE
6,FFFFECA HGBBBCD ACEGGGF HHDDCBB GHFDDCA HFCDDAE CCCCDEH BEDBBEH AAFFFFG AGFGEDB
7,FFFFECA HDCBCDE ABDGGGF HHFCBBB GHEFBBB DEEFGGA DDBBDEH ABDFFFH BBCCCHH EGEEDCB
8,GGGFDBA BABFGGG HHBCCCB BBBEGGG ABCEGGH ABCEFGH BBCDEGH GHGDBAB ABCEFGH ACEFFGG
9,AAEGGGF GGGFBAB ACEFGFF HGDBBCD DACBFGH DDGBEFE EEEEEEB BEEDDEG ABCEFGH ACEFFFF
10,GGGFDBA BBHGDCC EADGGFD ABEEFGG HGFDCBA FGHECAB CCCCDEH ACBFGFG HHBBCCC ACEFFGG
11,GGFFEBA EDFGCCC ABEGGGF FFEFGBA ABCEDGH BEGDDDD CEBBDGH BCDDCEH BBCDEGH ACEGGFF
12,GGGFDBA CBBBGHH GGHDBBB CCBBCHH AADEFGH ABCDGHH BBCDEGH GHGDBAB DEEFFGA ACEFFGG
13,CCCCCFH GECAEFG HHEBBBC CHFCCEE BAGGDGD HCCDDCC BBBCEGH ABCDEFH FFGGEAA ACEFFGG
14,FFFFFCA ECCBBHH DEFGGBA GGFFCAA ABCFFGH EFFBAGG DDDEEED ADEEEFF ABCDFGH AFFGEDD
15,GGGFEBA AAGEFGG ABEGGFE AAFEFGG ECDCEHB GHDCBAF CCBCDFH FFFFFAA ABCEFGH ACEFFGG
16,GGGFDBA AADFGGG HFCCCCC BBBCGHH ABCEFGH ABCDFGH CBBCDFH HFCBBCD GGGFABB ACEFFGG
17,GGGFDBA CBADHGF DHHCCCB CBBBDHH CGHFDCA HGFDCBA DBBCDGH ABCFGGG EEFFFFA ABDEFGG
18,GGGFDBA BBAEGGG HHECCBB BBBBFHH ABDEFGH ACCEFGH ABCDEGH HHEBBBC EEFFGDA ACEFFGG
19,GGGFDBA AADFFGG HECDDCC BABFFGG CEDGFDB HGFBCBB BBBCDFH ABCEFGH GGGFBBB AEGGFDC
20,CCCCCFH GFCADFF HEBCCCF HGEBBCC CACGDFH DBEEGEE CCBCEFH EFFFFFA ABCEFGH ACEFFGG
21,GGGFDBA AAGEFFG HBCDEDC ACFEEGG HBBEGEA HEDDEEA CBBCDFH ABCEFGH HEBCCDD ACEFFGG
22,FFFFECA HGGCABC ABCGGGG HGGFBAA EGGDECA FGFDEBB EEABDEH ABBDEGH ABCEFGH ACFFFFF
23,FFFFECA HGBCBCD ACEFFFF HHDDCBB GFGEBBA BDDFGGB BBBDGGH CCCCCHH ABDDGGG HGFECBA
24,GFFFECA HDCCCDE ACEGGGF HGDDCBB CBBEFHF HBBDDDE CCCCDEH BDCCDEH ACFFFFF AGFGEDB
25,GGGFDBA ADFEFFG FBDEFED AADFFGG HDDCCCE GFFEDDA CBBCDFH ABCEFGH HBCCDDD ACEFFGG
26,CCCCCEH HGFECAA ACDEFEH HFCABFG HGDCCCA FCABFGG BBBCGHG ABCDFGH ABCEFGH ACEFFGG
27,FFFFECA HGBBBCD ACEGGFF HHEDCBB ADFGGDB HHDDADC CBCBDGH BFDCCCH AEEEFFF HGFECBA
28,GGGFDBA CBBBGHH GGHDBBB BBBBFHH ABDEFGH ABCEFGH BBCCEFH HHEBBBC FFGGEAA ACEFFGG
29,FFFFECA HGACCDE ACEGGGF HHDCCBB GGGBBDC HBBGCDD CCCCDEH BEDCCDH AADFGGG AGFGEDB
30,GGFFECA HGBCBCD ACEGGFF HGDDCBB EHDGEBA HFDDADE BBBDGGH CCCCCFH ABCDFGH AGFGEDC
31,CCCCCFH GFDADFF HHBBBBD HHFBBCC EACBEFH DBBFEGG BCCCDFH ACCDEFH GGHCBBB ACEFFGG
32,GGFFEBA EEDHCCC ABDGGGG GFEDHBA BGDCBEH EEEFFFA DBDBEEH BFDCDDH ABCEFGH AEEEEEE
33,GGGFDBA ACFEFFG GBDEEED AAFFFGG ABCDFGH ACDEFGH EEFFFEA BBBCEFH HHBBCCD ACEFFGG
34,GGGFDBA BBAEGGG GHECCBB BBBEGGG ECCBEEH HDCCBCE BBBCDFH ABCEFGH GGGCBBB ACEFFGG
35,CCCCCFH GFDADFF HEBBCCF HGEBBCC BCDGGDD BCCBDGH CCCCCFH ACCDEFH HHCBBCC ACEFFGG
36,GGGFDBA BBHGDCC EADGGFD ABEEFGG HGECBBB GBCBFEF BBCCDGH ABCEEGH HBCCDDD ADFGFFE
37,FGFFECA GHDCBBC ACEFFFF FGGCCCB FCCFBDG EEEBCFF BBBCEFH FFEBBEF ABCEFGH AFFFFFF
38,GGGFDBA AAGEFFG HBCDDDC AAEFFGG FBECEDF GFEDFCA BBCCEFH ABCDFGH FFGGEAA ACEFFGG
39,GGGFDBA AADFFGG HECDDCC BBBEGGG HBBDFDF GHDDCCA CBCCDFH ABCEFGH GGGFBBB ACEFFGG
40,GGGFDBA BABFGGG HHBCCCB BABFGGG ABCEFGH ABEFGFG BBCDEGH HHFCBBB EEEFFGA ACEFFGG
41,GFFFECA HHCBBCD ABEGGFF HHDDCBB FHEGBBA FABBFGG AAEFGGG AABGGGG ABCDFGH AFFGFDC
42,BBBCFHH FFEDFFA AACFGGG HGDBBDD DBBEEHF DCBFHGB BBBDFFH HDCCCCD ABCEFGH ACEFFFF
43,GGGFDBA AADEGGG HFCCCCC AAEFFGG ABCEGGH ABCEGGH FFFFFEA BBBCEFH HHBBCCC ABEFFGG
44,GGFFECA HGBCBCD ACEFFFF HHDDCBB DGHGDBA GGHCBBB BBBCFHH DDDDDDH ABCDFGH AGFGEDB
45,GGFFECA HGFABCD ABDGGGG GGGFBAA GFEGEBA HHDBCCC CCBCEFH ABCEFGH BCCCDFH BBBDFGH
46,CCCCCFH GECAEFG GGHCBBB AEGFEEE BACEFHG EHEDECA BBCDEGH ACCEDFH ABCEFGH HGCCCCC
47,GGGFDBA BGHECCC EADGGFD BABFFGH GHGDCBA HFEFCBB CCCCDEH GCABDEH HHGBBBB ACEFFGG
48,GGGFDBA ADFEFFG FBDEFED AAFEFGG HFBBFCD HGFDCBA BBBCDFH ABCEFGH HBCDDEE ACEFFGG
49,CCCCCFH GFCAEFF HBBCCEG HHEBBCC BDBEGEG BFFBDHC BBBDDFH ACDDEFH HBCCEEF ACEFFGG
50,GGGFDBA BBAEGGG GHGBBBB BBBCGHH DDCBBHH BEGFECB CCBCDFH ABCEFGH HBCDDEE ACEFFGG
51,GGGFDBA BBBFGGG GHECCBB BBBBGHH DBDFHFB CCGGFFA BBBCEFH ABCEFGH ABCDFGH HHDBBBB
52,GGGFDBA ADFEFFG FBDEFED AGFDEFF HDCCCCF HFEDCBB CBBCDFH EEEEEFA ABCEFGH ACEFFGG
53,GFFFECA HGGDBBB AAFGGFF FFGGBBB ACCGGFF CADDFGH CBDBGEG BDBCEFH AAFFFGG AFFGFED
54,GGGFDBA CBADHGF DGHCCCB CBBBDHH EGHFDBA HGEEBBB CBBCDFH ABCFGGG DEEEFFA ACEFFGG
55,GGFFDBA BGGEEEA ABCDDGH HFCABFF HGFDBBB EGEFADD DDDDDEG HCCCCCD ABCEFGH ACEFFFF
56,CCCCCFH GFDADFF HGBBBCE HGEBBCC AFFFFGB CBBEFHE DBBCDFH ACCDEFH HGBBCDD ACEFFGG
57,GGGFEBA BBHGDCC EADGGFD BABEFGH HHEDCBA HFDBBCE BBBCFHH FFFFFFA ABCEFGH ADFGFFE
58,GFFFECA HGBCBCD ABEGFFF HHECCBB GFEGBBA ABCFGGG ABEEFGH BBBFGGG ABCDFGH AFFGEDC
59,CCCCCFH GECAEFF GHGBBBB AGGEDEE AADFGGG DDBBFHF BBBDEFH ACDDEFH FFGGEAA ACEFFGG
60,GGGFDBA AAFEFGG HBCDDDC AAFFFGG ABCEFGH ACCDGGG GFGGEBA ABCDEGH GBCDEEF ACEFFGG
61,GGGFEBA AAFEFGG HBCDDDC AAFEFGG ABCDFGH ABCDEHG GGGFCAA FFFFFCA ABCEFGH ACEFFGG
62,FGFFECA HHCBBCD ABEGGFF GGGFBAA HGFDBBA HFFFBBB BBBCFFH ACDEFFH BBCCCHH AACDFGH
63,GGGFDBA AAGEFGG HBCDDDC AAEFFGG HEDDDBC HHDCCBB BBBDEFH ABCEFGH HHBBCCC ACEFFGG
