,0
0,BBBCF FCADE FEBBB DFBBC ACEEE FFCBA BBCDF ACCDF EEEBA ACEEE
1,EEEDA FBBBC ACEEE FDCBB FDEBA DEEDA ABBEF CDBBF ADDDE BEEDB
2,EEECA FEDAB ABEEE CCECB BDECC BBDDE BCCDF DEBCD ABDEF ACEEE
3,EEECA AEECC DAEEC AADEF FECBB FFDAA BBBCF ABDEF FBBCC ACEEE
4,EEECA BAFED DDDDB BACFF FEDBA FDCCA BBBDF BDCCF FEBBB ACEEE
5,EEEDA FEDAB ACEEE DCFBB EECAD FBBCE ABDEF BEDBE ABBFF ADEED
6,EEEDA FCBBC ACEEE FECBA EEDCA FBCBD BBBCF BDBBF ACEEE BEEDB
7,EEEDA FBBCD ACEEE FECBA FEDAB CDEEA CBBDF ACDEF BBBDF EDDCB
8,EEECA AAEEE FDBBB AADEF ABDEF ABDEF ABCDF FFCAA ABDEF ACEEE
9,ABEEE FEEAA ACEEE FDABC CBBEF CDBED DDDDB BDCCE ABDEF ACEEE
10,EEECA BEECC BBEEC ADDEE FECBA EFDAA BBBCF ABEEE FCBBC ACEEE
11,EEECA DCFBB ABEEE EDECA ABDDF BECCC CCBDF BCCCF ABCDF ADEED
12,EEECA BBBFF EFCBA BBBDF ABDEF ABCEF ABCDF FFCAA DDEEA ACEEE
13,BBBCF ECADE FEBBB DEBCD ACEDE FCCCB ABCEF ABCDF EEEBA ACEEE
14,EEEDA CBBDF CEEDA FEEBA ABDEF DDBCE CCDEC ADDDE ABCEF BDECC
15,EEECA ACDEE ACEED ACDEE CCBFC FDBBC BBBCF EEECA ABDEF ACEEE
16,EEECA ABDEE FBCCB BABFF ABDEF ABCEF BBBDF FCBBC EEDAB ACEEE
17,EEECA BACFE DFCBA BBBEF CFECA FECBA CBBDF ABEEF DDDEA ACDEF
18,EEECA BACFF FEBBB BBBFF ABDEF ABDEF ABCDF FEBBB DDEEA ACEEE
19,EEECA ABEEE FBCCB AAEEF CCEDB FEBBB BBCDF ABDEF EEDAA AEEDC
20,BBBCF FCADE FBBBD FDABC ABEDE CBDDD BBBDF DDDEA ABDEF ACEEE
21,EEECA ACDEE FBCCC AEDEE EBDEA ECDDA BBBCF ABDEF FBBCC ACEEE
22,EEEDA FECAB ABEEE FEDAA DFCDA EECCA DBBDF ABCEF ABDEF AEEEE
23,EEEDA FCBBC ACEEE FECBA EEDAA BCEEC AACEF BBBDF ACCFE FEDBA
24,EEEDA FBBCD ACEEE FDCBA CADEE FBCCD BBBCF BCBCF ADEEE BEEDB
25,EEECA AEDEE CCDDC ABDEE FCBBE EEDDA BBBDF ABDEF FBCCC ACEEE
26,CCBBF FEDBA ACDDF FCACE FDBCA DBBEE BBBFE ABCEF ABDEF ACEEE
27,EEEDA FCBBC ACEEE FECBA ADEEB FDCAB BBBDF BDBBF ADDDD FEDBA
28,EEECA BBBFF EFCBA BBBFF ABDEF ABDEF ABCDF FEBBB EEEBA ACEEE
29,EEEDA FBBCD ACEEE FECBA EFBBB EBECC BBCCF BDBBF ABEEE BEEDB
30,EEEDA FCBBC ACEEE FDCBB EEEBA FCCAD AACEF BBBBF ABCEF BEEDB
31,BBBCF ECADE FDBBC FEBBB CBBDF CADDE BBBDF ABCDF EFCBB ACEEE
32,EEEDA DCFBB ABEEE EDCEA BDCBF DDEEA BBBDF BDBCF ABDEF ADDDD
33,EEECA AEDEE DCDDC ACDEE ABCEF ACDEF DDEEA BBCDF FCBBC ACEEE
34,EEECA BACEF FEBBB BACEF CCADF FCBBD BBBDF ABDEF FFCBB ACEEE
35,BBBCF FCADE FBBBD FEBBC BBEDD BBBDF BBBCF ABCDF FDBBC ACEEE
36,EEECA BEECC BBEEC ACDEF FDCBB EBBEE BBBDF ABDEF FBCCC ADEED
37,EEEDA FECBB ACEEE EFCBB EBDAF DDADD BBCDF EDACD ABDEF ADDDD
38,EEEBA ACDEE FBCCC ABEEE CDBEC EDCDA BBBDF ABCEF EEEBA ACEEE
39,EEECA ABEEE FBCCB BACEF EBBDE FECCA BBBDF ABDEF EEDAA ACEEE
40,EEECA AAEEE FDBBB AAEEF ABDEF ACEEE ABCDF FECAB DDEEA ACEEE
41,EEEDA FDBBC ACEEE FECBA EEEAA CABFF ABDEE AAEEE ABCEF AEEDC
42,BBBFF EDCDA ABEEE FDABC CACFE CBEFB BBCEF FCBBC ABDEF ACEEE
43,EEECA ABDEE FBCCB ABDEE ABDEF ABDEF DDDEA BBCDF FDBBC ACDEE
44,EEEDA FCBBC ACEEE FECBA CFEBA EFCBB ABBEF CCCCF ABCEF BEEDB
45,EEEDA FEABC ABEEE FEDAA ECEBA FEBBB CABDF ABDEF BBCCF ABCEF
46,BBBCF ECADE EFCBA AEDDD ABDEF EECDA BBCDF ACDCF ABDEF FCBBB
47,EEECA BFDBB BBEEC AADEF FFCBA FDDBB BBBCF EABCF FFBBB ACEEE
48,EEECA AEDEE CCDDC ACDEE FCADB FECBA BBBDF ABDEF EBCDD ACEEE
49,BBBCF FCADE FBBCE FEABC BBDDE BEBED BBCDF ACCDF EBCDD ACEEE
50,EEECA BACEF EFBBB BBBFF DBBDF DDECB BBBCF ABDEF EBCDD ACEEE
51,EEEBA AAEEF FEBBB BBBFF CBDFB BEEEA BBCDF ABDEF ABCEF FEBBB
52,EEECA AEDEE CCDDC AECDE FCBBE FDCBA BBBCF DDDDA ABDEF ACEEE
53,EEEDA FECAB ACEEE EDFBB ABEEE BBCEE BCBEE ACBDF ACEEE ADEDC
54,EEECA BACFD DFCCA BBBEF DFEBA FECBA BBBDF ABEEF CDDEB ACEEE
55,EEECA BFDDA ABCDF FCACE FECBA EDDAC CCCDD FCCCC ABDEF ACEEE
56,BBBCF ECADE FCBBD FEBBC AEDEC CADFE CBBCF ACCDF FBBCC ACEEE
57,EEECA BEECC BBEEC AADEF FECBA FCBBD BBBFF DDDDA ABDEF ADEED
58,EEEDA FCBBC ADEEE FECBA FDFAA ABDEF ACDEF AADEE ABCEF BEEDB
59,BBBCF ECADE FFBBB AEDDD ABDFE CBAEE BBCCF ACCDF EEEBA ACEEE
