,0
0,DDBABBA DDDCBAA AAABCDD AABCCDD ABCCBDC DDDCBAA DDCBBAA AABBCDD AACCDDC DDDCBAA DDCBBAA DDCBBAA AABBCDD AABCCDD AABBCDD AABCCDD DDCCBAA AABCCDD AABCCDD AAABCDD AABBCDD CDDCBAA DDCCBAA AABCCDD AACDDDB DDCBAAA DDCBBAA DDCCBAA DDCCBAA AABBCDD ABDDDBA DDCCBAA DDCCBAA DDDCBAA DCAAABD AACDDDC DDCBBAA AABBCDD ABBBBDD BBCDDBA ACBDCBC ABBBCDD AABCCDD AABCCDD AAABCDD AABCDCC
1,AABDDDD DDCCBAA DDBBAAB AAABCDD AABCCDD CDDCCAA DDCBAAA DDCCBAA DDCCBAA CAAABCD AABBCDD AABCDDC DDCCBAA DCBABBC AABCCDD AABBCDD AABBCDD CCDDCAA DDCBAAA DDCCBAA DDBAAAC AABBCDD DDDCAAA DDDCAAA AABBCDD AABCDDD DDCBBAA DDCBBAA DCCCBAA DBABCCB BBAABDD DDDCBAA DDCBAAA DCCCCAA AABBCDD DDCBBAA DDBAABB AABCCDD DDCBAAA AABCCDD AABCCDD AABBCDD AABCCDD BCBBACD AABBCDD AABBCDD
2,ACDDCBA DDCBBAA DDCBAAA DCCCCAA BAABDDD DDCCBAA DDCBBAA DDCCBAA DCBBAAC AABBCDD AABCDDD DDCBBAA DDCBBAA AABCCDD AABCCDD AABCCDD AABBCDD AABCCDD AABCCDD AABBCDD CDDCCAA DDCBBAA DDCBAAA AABBCDD AACDDCB DDCBBAA DCBAAAD DDDCBAA DDCCBAA BAABCDD AACDDCC DDCCBAA DDCCBAA DDCCBAA BAABDDC DDCBAAA CAABCDD AABCDDD AABBCDD AACDDBC AABCCDD AABBCDD AABCCDD AABCCDD AABBCDD BBAABDD
3,CDCBBBA AAABCDD AABBCDD AABBCDD AABCCDD AABCDDD DDCBAAB DDCCCAA DDCCBAA AABBCDD AABBCDD CDDCBAA DDCCBAA AABBDDD AABBDDD AABBCDD AABCDDC DBAABCD AABCCDD BBAABDD AABBCDD AABCDDC DDCBBAA DDDCBAA AABBCDD AABCCDD CDCBAAB CAACCCD BBDDCBA DDCCBAA DBBBABB AABBCDD CDDCCAA DDCBBAA DDCBBAA AACDDDC DDCBAAC AABCCDD AABBCDD AABCCDD AABCCDD AABBCDD AABCCDD AABBCDD AABBCDD BCCDDBA
4,DDCBBAA DDCBBAA AAABCDD AABCCDD AABBCDD DDDCBAA DDCBAAA AABBCDD AABBCDD DDDCBAA DDCBBAA AAABCDD AABBCDD AABCCDD AABCCDD CCDCCAA DBABBCC AABBCDD AABCCDD AABBCDD ABCDDCA DDCBBAA DDCAAAC AABCCDD ABDDDBA DDCBBAA DDBBBBA DDCCBAA DDCCBAA AAABCDD ABCDDCB DDCCBAA DDCBBAA DDCCBAA DCBAABD AABDDDC DDCBBAA AABCCDD DDCBBAA DCCCCAA DDDCBAA DDCBBAA DDCBAAA DDCCBAA BBAABDD AABBCDD
5,DCBBBBA AABBCDD AABCCDD AABBCDD AABCCDD BBBBBCD AABCDDD BCDDCAA DDCCBAA DDCBBAA AABCCDD AAABCDD AABBCDD DDBBBAA DDCBAAA DDBBBAA DDDBAAA CDCCCBA DCBBBBB DDCCBAA BBAABCD AABBCDD AABBCDD CDDDCAA DDCBBAA DDCBBAA DCBAABB AAABCDD CDCCCAA DDCCBAA DDCBBAA DDCCBAA DDCCBAA DDCCBAA DDBAAAB AABBCDD AABCCDD AABBCDD CCDAADA DDDBAAB CDDDCAA AABBDDD DDCBAAB AACCDCC AABBCDD DDDCBAA
6,AABCDDD DDBABBA DDCBAAA DDCCBAA DDDCBAA AAABCDD DDCCBAA DDCBBAA DDCBBAA DDBAAAB AABBCDD AABCCDD DDCCBAA DDCAABC AABCCDD DDDBBBA DCAABBC ABCBCCD DCDCBAA DDDCBAA DDCCBAA BBAABDD AABCCDD AABCCDD AAABCDD AABBDDD AAABDDD AABBCDD AABCCDD DDDCBAA DDCBBAA BBBABCD AAABCDD CCDBCCA DDCBBAA DDCBBAA DDCBBAA DCCCBBA CBABACD AAABDDD DABABCD CDDCBAA AABCCDD DDBBBBB DDBAAAB AABBCDD
7,DDCBBAA DDCBAAA AAACCDD AABCDDD AABCCDD BDDBACA DDDCBAA DDCCBAA DDCBAAA AAABCDD AABCCDD DDCCBAA DDCBBAA AABCCDD AABCCDD AABBCDD AABBCDD DDBAABB AABCCDD AABBCDD AABBCDD AACDDCB DDCBBAA DDCCBAA AAABCDD AABCCDD AABCDDD DDCBAAA DDCCBAA DDCCBAA DCAAACD AABCDDD DDCCBAA DDCBBAA AACDDCB DCCBBAA DCAAACD AABCCDD DDCABAA AACCCCD AABCDDD ABBBCDD AABCCDD BBCCCDA AAABCDD AABBCDD
8,DDDAABA DDCBBAA DDCBBAA DDCCBAA DDCCBAA DDCCBAA DDCBBAA BAABCDD AABCCDD CDDDBAA DDCBBAA DDCBBAA DCBAABD AABCCDD AABCCDD AABCCDD ACCDDCA DDBAABB AABCCDD ABBBCDD AABBCDD DDCBBAA DDCBBAA AABBCDD AABCCDD DDCBBAA DDCBBAA DDCCBAA DDCCBAA DDCBAAB AABBCDD AACDDCC DDCBBAA DDCCBAA DDCBBAA ACDDCBA BAABCDD AABCCDD AABCDDD AABCCDD AABCCDD AABBCDD AABBCDD AABBCDD AABBCDD ABCDDBA
9,CDDCBAA DDCBBAA CBAAACD AABCCDD AABBCDD AACCDCC DCBBACB DCBBCCA DDCBBAA DBAABCD AAABCDD DDCCBAA BAABCDD AABCCDD AABCCDD AABBCDD DDCAAAB AABCCDD AABCCDD AABBCDD BCDDCAA DDCBBAA DCCCCBA BAABCDD AABCCDD AABCDDD DDCBBAA DDCCBAA DDCCBAA DDCBAAA AABBCDD ACDDDBA DDCCBAA CBBAADD DCBAABD AABCDDC DDCBBAA AABBDDD AABCCCD AABBCDD AAABCDD AABBCDD AABCCDD AABCCDD AABBCDD AAABCDD
10,CDBAABD DDCBAAA AABBCDD AABBCDD AABCCDD ABDDDBA DDCBBAA DDCBAAA AABBCDD AABCCDD DDDCBAA DDCBBAA DDDCBAA DDCBBAA DDCBBAA DDCBBAA AAABCDD AABCCDD AABCCDD DDCCBAA DDCBBAA AAABCDD AABCCDD DDCBAAA DDCBAAC AABCCDD ABCCCCC AABBCDD AABCCDD DDDCBAA DCBAACC DCBCCBA DCBBCBA DDCCBAA DDCCBAA DDBBAAB AABCCDD AABCCDD BDCBDBA AACCDDC AABCCDD DAABCCB AAABCDD ACDCDAA AAABCDD CDDDBAA
11,DDCBBAA DDCBBAA DDCBBAA DDCBBAA DDCCBAA DDCCBAA DDCCBAA DDCCBAA AAABCDD AABCCDD AABCCDD DDCBBAA DDCCBAA DDCBBAA BAABCDD AABCCDD AABBCDD AABCCDD AABCCDD AAABCDD ABCDDCA DDCBBAA DDCBBAA AAABCDD AABCCDD AABCCDD DDCBBAA AABCCDD DDDCBAA DDCCBAA DDCBBAA BBBAACD AABCDDD DDDCBAA DDCCBAA BAABCDD ADDCBBA DDCCBAA DDBABAB ABDDCCC AABBCDD AABBCDD ACCBBCD AABCCCD AABBCDD AABCCBD
