,0
0,DCABA DDCAA AABCD AACDD ABCCC DDCBA DCBAA AABCD ABCDC DDCBA DCBAA DCBAA AABCD ABCDD ABBCD AACDD DDCBA ABCCD ABCDD AABCD AABCD DDCAA DDCBA AACDD ABDDB DCBAA DCBAA DDCBA DDCBA AABDD ACDCB DCCAA DDCAA DDCBA DBAAD ABDDC DCBAA AABDD ACBCD BBDDA ACDBC ABBCD AACDD AACCD AABCD ABCDB
1,AADDD DDCAA DCBAB AABDD ABCDD CDCBA DCBAA DDCBA DDCAA CAABD AABCD ABCDC DDCBA DBABC ABCDD AABCD AABDD CDDBA DCBAA DDCBA DCAAC AABCD DDCAA DDCAA AABCD AACDD DCBAA DDBAA DCCBA DABDB BAACD DDCBA DDBAA DCCBA AABDD DDBBA DCAAB ABCDD DDBAA AACDD AACCD AABDD ABCDD BCBBD AABCD AABDD
2,ADDBA DDBAA DCBAA CDCBA AABDD DDCBA DDBAA DDCBA DBBAB AABCD ABCDD DDBAA DDBAA AACDD ABCDD AACDD AABDD ABCDD ABCDD AABCD CDCBA DDBAA DCBAA AABCD ABDDB DCBAA DCAAD DDCBA DDCAA BABCD ABDDC DCCBA DDCBA DDCAA BABDD DDBAA CABDD ABCDD ABBDD ABDCC ABCCD AABCD ABCCD ABCCD AABCD BAACD
3,CDBBA AABCD ABBCD ABBCD AACDD ABCDD DDBAB DCCBA DCCBA AABCD AABDD DDCBA DDCAA ABBDD AABDD AABCD ABCDC DAABD ABCCD BAACD AABCD AACDC DDBAA DDCAA ABBCD ABCDD CDBAA CACCC BCDCA DDCAA DBBAB AABCD CDCBA DDBAA DCBAA ABDDC DCBAC ABCDD AABDD AACDD ABCCD AABCD AACDD AABCD AABCD BCDCA
4,DDBBA DDBAA AABCD ABCDD AABCD DDCBA DCBAA AABDD ABBCD DDCBA DCBAA AABCD AABCD ABCDD ABCDD CDCCA DABBC ABBCD ABCDD AABCD ABDDA DDBAA DCAAC ABCDD ACDCA DCBAA DCBBA DCCBA DDCBA AABCD ACDCB DCCAA DCBAA DDCBA DBAAD AADDC DCBAA ABCCD DCBAA DCCBA DDCAA DDBBA DCBAA DDCAA BAACD AABCD
5,DBBBA AABDD AACDD AABCD ABCDD BBBBD ABCDD BDDBA DDCBA DCBAA ABCDD AABDD ABBDD DCBAA DCBAA DCBBA DDBAA CDCCA DBBBB DDCAA BAABD AABCD AABDD CCDBA DCBBA DDBAA DBABB AABDD DDCBA DDCBA DCBAA DDCBA DDCBA DDCBA DCAAB AABDD ABCCD ABBDD CCABB DDBAB CDDBA AABDD DCBAB ABCDC AABDD DDCAA
6,AACDD DCABA DCBAA DCCAA DDCBA AABDD DDCBA DDBBA DDBAA DCAAB ABBCD AACCD DDCAA DCAAC AACDD DDBBA DBABC ACBDD DDCBA DDCBA DDCBA BAACD ABCDD ABCDD AABCD ABBDD AABDD ABBCD ABCDD DDCBA DCBAA BBABD AABDD CDBCA DCBAA DCBAA DDBAA DCCBA BABBD AABDD CBACD CDCAA AACCD DBBBB DCAAB AABCD
7,DDBAA DCBAA AACCD AACDD AACDD CDBBA DDCBA DDCBA DDBAA AABDD AACDD DDCBA DDBAA AACDD ABCDD AABCD AABDD DCABB ABCDD AABCD AABCD ABDDB DCBAA DDCAA AABCD AACCD ABCDD DDBAA DDCBA DDCBA DBABD AACDD DDCBA DDBAA ABDDC DCBBA DBABD ABCDD DDAAA ABCCD AACDD ABBCD ABCDD BCCDB AABCD AABCD
8,DDABA DDBAA DCBAA DDCBA DDCAA DCCBA DDBAA BABCD AACDD CDDBA DCBAA DCBAA DBAAD AACDD ABCDD AACDD BCDDA DCABB ABCDD ABBCD AABCD DDBAA DDBAA AABDD ABCDD DCBAA DCBAA DCCBA DDCBA DDBAA AABDD ACDCC DCBBA DCCBA DDBAA ADDBA BABCD ABCDD AACDD ABCDD ABCDD ABBCD AABCD AABCD AABDD ABDDA
9,CDCBA DCBAA CAABD AACDD ABBDD ABCDC DCBAB DBBCA DCBAA DBACD AABDD DDCBA BABCD ABCDD AACDD AABDD DDAAB AACDD AACDD AABCD BCDCA DCBAA DCCBA BABCD AACDD ABCDD DDBAA DDCBA DDCBA DDBAA AABCD ACDCA DDCBA CBABD DBAAD ABCDC DDBAA ABBDD ABCCD AABCD AABDD AABDD ABCDD ABCCD AABCD AABCD
10,DCAAD DDBAA AABDD AABCD AACCD ACDDA DCBAA DDBAA AABCD AACDD DDCBA DCBAA DDCBA DCBAA DCBBA DDBAA AABCD AACDD ABCDD DDCBA DCBAA AABCD ABCDD DDBAA DCBAB ABCDD ACCCC AABCD ABCDD DDCBA DBABC DBCCA DCBCA DDCBA DDCAA DCBAA AACDD ABCCD CDBDA ACCDC AACCD DABCC AABDD ADCCA AABDD CDDAA
11,DDBAA DCBAA DCBAA DDBAA DDCAA DDCAA DDCBA DDCBA AABCD AACDD ABCDD DCBAA DDCBA DDBAA BABDD ABCCD AABCD AACDD ABCDD AABCD ACDDA DDBAA DCBAA AABCD ABCDD ABCCD DCBAA ABCCD DDCBA DDCBA DCBAA BBABD ABCDD DDCAA DDCAA BABCD BDCBA DCCBA DCABB ACDCC ABBDD ABBCD ACBBD ABCCD AABDD ABCCD
12,BDDBA DDBAA DCBAA AACDD DCBAA DDCBA DCCBA DDCBA DDBAA AABCD ABCDD ABCDD DDCBA DDBAA DCABB ABCCD AABDD ABCCD ABCCD AABCD AABCD ABCDD DCCAA AABCD ABDDC DCBAA DCBAA CCDBA DDCBA DDCAA DCBAA ABCDD ADCCB DCCBA DCBAA AACDD DDCBA DDBAA AACDD DDAAB DCBBA AABDD ABCCD AABDD AABCD ABCDC
13,DDCAA DCBAA DCBAA DDBBA DDCAA DDCAA DCCBA AABDD ABCDD DDCAA DCBAA DDCAA AABCD ABCDD AACDD DDAAB AABDD ABCCD AABDD ABDDB DDCBA DBAAD ABCDD DDCAA DCBAA DBABB ACDDB AABDD ABCDD DDCBA DCBAA DDCBA AABCD AACDD DDCBA DCBAB ABCDD AACDD DDCBA DBAAC DDDAA DDCAA DCABC ABBCD AABCD AABCD
14,ABCDD ABCDC DBABD ABCDD ABBDD BDDBA DCBAA DDCBA DDBAA DCBAA AABCD AACDD DCBBA DDBAA AACDD AACCD AABDD ABCDD ACDCC CBABD AABCD CDDBA DDCBA DBAAC AACDD ACDCC DCBAA DDCBA BDCCA DDCAA AABCD AACDD CABDC DDCBA DDBAA DCBAA DCAAB AACDD AABDD ABCDC AACDD ABACD AACCD ABBCD ABBDD AABCD
15,DCBAA DCBAA BABCD AABDD AACCD DDCBA DCBBA DDCBA AABCD AACDD BDDBA DDCBA DDCBA AABCD ABCDD ABCCD AABDD ABBDD ABCDD AABCD AABDD DDCAA DDBAA AABCD AACDD CDDBA DCBAA DDCAA DCCBA DDCBA DCBAA BABCD ACDDB DDCBA DCAAB ABCDD CCBDA DCBBA ABCCD AACDD ABCDD AACDD ABBCD AACDD AABCD AABDD
16,ABDDC DDBAA DCBAA DDBAA DCBAA DDCBA DCBAA DDCBA AABCD AABDD DDCAA DCCBA DCBBA AABCD AACDD ABBCD AABCD CCDCA ABCCD AABCD AACDD CDCAA DCBBA DCBAA AABCD AABDD ABCDD DDBBA DDCBA CABBD ABBCD DCCBA DDCAA DDCBA BAACD ABDDC DDCBA DBABB ABBDD AACCD AABDD AACDD AACDD AABDD AABCD ABBCD
17,CBAAD ABDDC DCBAA DDBAA DCBBA DDCBA DCBAA DCCBA DDBAA AABDD BCDCA DDCBA DBABC ABCDD AACDC AABCD DDCAA ABCCD ABCCD AABCD AABCD DCCBA DABCB DBBBA BACDB ADDBA DCBAA DDCBA DDBAA ABCDD AABDD DDCBA DCBBA DCBAA AACDD AABDD ABDDB DDBAA DBBBB AACDD ABCDD AABCD ABCDD DDBAA DDBAA ABBCD
18,DACCA DDBAA DCBAA DDBAA DCBAA DDBAA DCBAB AABCD AACDD DDBAA DDBAA AABCD AACDD ABCDD CDCBA AABCD AACDD ABCCD ABACD DDCBA DDCAA DDBAA ABCDD AABCD DCBAA DBABC ABCDD DDCBA DCABC ABCCD ABDDC DDCBA DDCBA AABCD AACDD ACDCA DDBAA ABCDD AACDD ABCDD DBABB DDCBA BAACD ABBCD AABDD CCCCA
19,DAABC DDCAA DCBAA CDCBA DDBAA DDCBA DCBAA AABCD ACDDC DDCAA DDBAA DCBBA AABCD ABCDD AACDD CCDCA DABCD ABCDD ABCDD AABCD BCDCA DDBAA DBABC ABCDD ABDDB DCBAA DCBBA DCCBA AABCD AABCD ACDDB DCCAA DDBBA DDBAA DDCAA BAACD DCBAA DCBAA AACDD AACDD AACCD AABCD AACDD AABDD AABCD AABCD
20,DCBAA AABDD ABDDC DDBAA DCBAA DCCBA DCAAB ABBCD DCCBA DCBAA AABCD AABCD DDCBA DDBAA DCBBA DCBAA AABCD ACDDA DABBC AABCD AABCD AABDD DDCAA DDBAA ABCDD AACDD DCBAA DDCBA DDCAA AACDD AACDC DDCAA DCBBA BBABD AACDD CDDBA DDBAA CABCC AACCD DDDAA DDCAA AABCD ABCDD DDAAC CBAAD ABBCD
21,DDCAA DCAAB ACBBD BDDBA DCCBA DCBAA AABCD AABDD ABBDD DDCAA AABCD AABCD AACDD ACDDB DCBAA AABDD ABCDD DDCAA DDCBA DCBAA DDBAA DCBAA ABCDB DDBAA DCBAA AABDD AABCD ABBCD ABCDB DDCAA CAACD AABCD ABCDC DCBAA AACCD ABCDD ABCDD BCDDA DDBAA DDCAA DBABD AACDD ABDCC AABDD DDCBA DBBBB
22,ABCDD DDCBA DCBAA DCCAA DCBBA DDCBA DDBAA DDCBA DCBAA AABDD ABCDD BDDCA DDCAA DDBAA ABCDD AACDD AABDD ABCDD ABCDD AABCD AABDD DDCBA DCBAA AABCD ABCDD DDBAA DCBAA DDCBA DDCAA AABDD ACDCB DCCBA DDCAA DDCAA AACDD DDCAA DCBAB ABCDD AACDD ABCDB DCBBA AABCD ABCDD ADCBC AABCD AABCD
23,CDABC ACDCA ADCCC AABDD ABCCD ACDCB DCAAB CDDAA DCAAC ABCDD ABCDC DDCBA DBABB AACDD DDBAA BAACD CCDCA AABCD ABCDD AABCD AABCD AACDD DDBAA DDCAA ABBCD AACDD ADCBB DCABB AACDD DDCBA DCBAB AABCD DDCBA DDCAA DCABB DCBAA AABDD ABCDD AABCD AACDD ABBDD AACCD AACDD AACCD AABCD AABDD
24,BABCD ABCCD AABCD ABCDD AACDD ACDDA DDBAA DDCBA DCBAB AABDD ABBDD DDCBA DDCAA BAACD AACDD ABBCD AABCD DDCBA ABCDD DDCAA DCBAA AABCD AACDD DDCBA DBAAD ABDDC BCDCA DCCBA DDCBA DDBAA AACDD DCCCA DCCBA DCBAA DCBAA ABCDC DCBAA AACDD DCBAB AABDD AACCD AABDD AACDD ABBCD AABCD BDDCA
