,0
0,HHGECBCDCBB HGHGFEDBBAA BBBBBCEFGHH AABCDEFGGGH ACBFFECDHGE HGGGFEDCBAA HHGFEDCBBAB BBBBCDDFGHH AABDFFGGGFF GGGGGFECBAA HHGFEDCBBAA HHGFECCCAAC AABBCDEFGHH AABCDEFGGHH AABCDDEFGHH AABCDEFFGHH GGGGFFECBAA AABCDEFFGHH AABCDEFFGGH BBBBCDEFGHH ABBBCDEFGHH FGHGGEDCBAA HGGGFEDCBAA AABCDEFGGHH ABBDFGGGGEC HHGFEDCBBBA HHGFEDCBBBA HGGGFEDCBAA HHGGFEDCBAA AABBCDFGGHH ABDGHHGFECB HHGFEEDCBAA HHGGFECBBAA GGGGFEDCBAA GFECBBBBCEH AABDFGGGGFF HHGFEDCBBAA AABCCDFGGHH ABDECCDEGHH DECDFGHGDAA ACGDFHFDDDF AACDCDEFFHH AABCDEFGHHG AABCDEEFGGH ABBBCDEFGHH AABCDFHHFCF
1,AAABEGGGGGG HHGFFEDCBAA HHGEDCBBBBC ABBBCDEGGHH AABCDEEGGGH EGGGGEEDCAA HHGFDDCBBBB HGGGFEDCBAA HHGFFEDCBAA GCBBBBCDFHH AABCCDEFGHH AABCEFGHGFE HHGFFEDCBAA HHFCBBBCCEE AABCDEFGGHH AABCDDEFGHH ABBBCDEFGHH EFGGGGFDCAA HHGFDCBBBBB HGGGFEDCBAA HHFDCBBBBDG ABBBCDEFGHH GGGGFECBBAA GGGHGECBAAB AABBCDEFGHH AABCDEGGHGG HHGFEDCBBAB HHGFEDCCBAA HGFEFFFDBAA HECBACEGGCD ECCBBBBDGHH HGGGFEDCBAA HHGFECCBBBA GGFFFFFECAA BABBCDEFGHH HHGFEDCCBAA HHGECBBBCCC AABCDEFFGHH HHHGDCCBBBA AAACDEFGGHH ABBBDFFFGGH ABBCCDEFGHH AABCDEFFGGH BCGDCCBBEGH BBBBCCDEGHH AABBCDEFGHH
2,ACFHHGFECBA HHGFEDCCBAA HHGFDCCBBBB GFGGFFFECBA DAABCDFGGHF GGGGFEDCBAA HHGFEDCCBAA HHGGFEDCBAA HHEDCCBBBCF ABBBCDEFGHH AABCDFGGGGG HHGFFDCBBBA HHGFEDCBBBA AABCDEFGGHH AABCDEFGGHH AABCDEFFGHH AABBCDEFGHH AABCDEFFGHH AABCDEFFGHH ABBBCDEFGHH EFGGGFEDCAA HHGGFDCCBAA HHGFDCCBBBB AABCDDEFGHH AACDFGGGFEC HHGFEDCBBBA HGFECBBAAEH HGFGGFDCBAA HHGGFEDCBAA CCBBBCDFGHH AACEFGGGFFE HHGFFEDCBAA HGGGFEDCBAA HHGGFEDCBBA DCBAACFHHGF HHGGEDCBBBB FDAAACEFGGH AABCDEFGGGH AAACEDEGGHG AABDFGHGDEE AABCEEEFGHH AABBCDEFGHH AABCDEEFGHH AABCDEFFGHH BBBBCDDFGHH CCCBBBCEGHH
3,BHHGFDCBCBB ABBBCDEFGHH AABCCDEFGHH AABCCDEFGHH AABBDEFGGHH AABCDEFGGGG HGGFFDBABCB GHFFFEEDBBA HHGFFEDCBAA AABCDDEFGHH ABBBCDEFGHH EGHGGFDCBAA HHGGFEDCBAA AACCCDFGGGH ABBCCDFGGHG AABBCDEFGHH AABCDEGHHGC HGCAABCDEFG ABBCDEFFGHH DCCBBBCEFHH BBBBCCDEGHH AABCDEGHHGF HHGFEDCBBAA GGGGGFDCBAA AABCCDEEGHH AABCDEFFGHH CHHGEDCBBBC EEBABFFFFFG CFCGHGFECBA HHGGFEDCBAA HGDDDCCBBEC ABBBCCDFGHH EGGGGFEDCAA HHGFEDCCBAA HHGFEDDCBAA AABDFGGGGFE HHGFDCAABDF AABCDEFGGGH AABCCDFGGHH AABCDEFGGGH AABCDEFFGHH AABCCDEFGHH AABCDEFFGHH AABCCDEFGHH ABBBCDEFGHH DEEFGGGGEAA
4,GHHGDCDDBAA HHGFEDCBBAA BBBBBCDFGHH AABCDEFFGGH AABCCDEFGHH GGGGFFEDBAA HHGFECBBBBB AABCCDEGGHH ABBCCDEFGHH HGGGFEDCBAA HHGFEDCBBAA BBBBCCEFGHH AABBCDEFGHH AABCDEFGGHH AABCDEFGGGH FFFGGFFECAA HFBBBCCDDEF AABCCDEFGHH AABCDEFGGGH ABBCCDEFGHH ABCDFGHHGCA HHGFEDCBBAA HHGEDBAABDF AABCDEFGGGH BCDFGHHGDBA HHGFEDCBBBA HHFDCCCCCBB HGGFFEEDBAA HHGGFEDCBAA BBBBBDEFGHH AACEGGGFFED HHGFFEDCBAA HHGFEDCBBAA HHGGFEDCBAA HFDCBBBBCEH AABCEGGHGFE HHGFDDCBBBA ABBCDEEFGHH HHGEDDDBBBA GGFFGFEDBAA GGGGGEDCBAA HHHGECBCBBA HHGFDCCBBBB HHGGFECBBAA DCCBBBCDGHH ABBBCDEFGHH
5,HHECDDCCCBB AAABCDFGGHH AABBDEFGGHH AABCCDEFGHH AABCDEFGGGH CCCCCCCCFHH AABCEFGGGGG CEFGHGFDCAA HHGGFEDCBAA HHGFEDCCBAA AABCDEFFGHH AABBCDFGGHH AABCDDEFGHH HHGEDCCCBBB HHGFDCCBBBB HHGEDDCCBBB HGHGFCBABBC FGGGFFEEDAA HHECCCCCCCC HHGFFECBBAA DCCBBBCDFHH ABBBCDEFGHH AABBCDEGGHH DFGFGGFDBAA HHGFFDCCBAA HHGGFDCBBAA HHFDBBBCCCE BBBBBDEFGHH FGGGFFFDCAA HGGGFEDCBAA HHGFEDCBBAA HGGGFEDCBAA HHGGFEDCBAA HHGFFEDCBAA HHGECBBBBCD AABBCDEGGHH AABCDEEFGHH AABDEDDGHGG DGFGFBADGGA FHHHFDBABCC EFGGGGFCAAA AABBCDFGGHH HHFEDCBABCE AABEEFGGGFF ABBBCDEGGHH GGGGGFECBAA
6,AAABDFGGGGG HHGECBCDCBB HHGFDCCBBBB HHGFEEDBAAB FGGGGFECBAA BBBBBDEFGHH GHGGFEDCBAA HHGFEDDCBAA HHGFEDDCBAA HHFECBBBBCD ABBCCDEFGHH AABCDEFFGHH HHGGFEDCBAA HGGFCAABCEE AABCDEFGGHH GGGHFCBCCAA HHFBABBCDEF AADGDCEGFEH HGFGFEDCBAA HGGGFEDCBAA HHGFFEDCBAA DCBBBBCDFHH AABCDEFFGHH AABCDEFGGHH BBBBBCDFGHH ABBCBCEGGGH AABBCDFGGHH AABCDDEFGHH AABCDEFGGHH FGGGGFEDBAA HHGFEDCBBAA DCCCBBBCFHH ABBBCDEFGHH GCEHGDDFEDA HHGFEDCBBAA HHGFEDCBBAA HHGFEDCBBAA GHFEFFECCBA EDCBBCCCEHH BBBBBCEGHHH HBBCBBDDEGG EGGHGEDBABB AAABDFGFGGH HHFDCCCCCCC HHHDCBBBBCE ABBCCCDFGHH
7,GHHGEDCBBAA HHGEDDCBBBB ABBBCEFFGHH AABCDEFGGGH ABBBEFFFGHG BHHGFDBBFCA GFGGFEDDBAA HGGGFEDCBAA HHGFEDBBBBB ABBBCDEFGHH AABBCEFGGHH HHGFFEDCBAA HHGGFDCBBAA AABBCEFFGHH AABCEEFFGHG AAACDDEFGHH AABBCDFGGHH HHFDBBBBCCD AABCDEFFGHH ABBBCDEFGHH ABBBCDEFGHH AABDFGGGGEB HHGFEDCCBAA HHGGFEDCBAA BBBBCDDFGHH AABCDEEFGHH AABCDFGGGGG HHGFEDCBBBA HHGGFEDCBAA HHGGFEDCBAA HFDCBABCDFH AABCDFGGGGG HGGGFEDCBAA HHGFEDDCBAB AABDFGGGFED HHFEDDCCBBB HGECAABCEGH ABCCDEFGGGH GHHGCBCCABC AABDFFFEFGH AAABDEFGGGH ABCCDDEFGHH AABCEFFGGGG CCDEEFFFGGA ABBBCDEFGHH ABBBCDEFGHH
8,GGHHDBBCCCB HHGFEDCBBAA HHGFEDCBBBA HHGGFEDCBAA HHGFFEDCBAA HHGFEEDCBAA HHGFEDCBBAA CCBBBCDEGHH AABCDEEFGHH EFGGGGECBAA HHGFEDCBBAA HHGFEDCBBBA GFDCBBBBDGH AABCDEFFGHH AABCDEFGGHH AABCDEFFGHH BCEFFGGGFCA HHGDBBBCCCD AABCDEFFGHH ABCCCCDEFHH ABBBCDEFGHH HHGFEDCBBAA HHGFEDCBBAA AABCCDFFGHH AABCDEFGGHG HHGFEDCBBBA HHGFEDCBBBA HGGFFEDCBAA HGGGFEDCBAA HHGFECBABBC AABCDDEFGHH AACFGGGFFED HHGFEDDCBAA HHGFEEDCBAA HHGFEDCCBAA ACGHHGFDCBB CBBBBCDFGHH AABCDEFGGGH AABBCEFGGHH AABCDEFGGGH AABCDEFGGGH AABCDDEFGHH AABCCDEFGHH AABBCDEFGHH ABBBCDEFGHH ABCEFGHHDAC
9,EEGHGFDCBAA HHGFEDCBBAA GEDBABBCEHH AABBDEFFGHH AABCCDEFGHH ABBDFFFGFGE HEGDDDAAFDD HGFDBDEEGCA HHGFEDCCBAA HDEBBBBEFFG BBBBCDEGHHE HHGFFEDCBAA CCBBBCDFGHH ABBCDEFGGGH AABCDEFGGHH AABCCDFFGHH HHGFDBBBBCC AABCDEFFGHH AABCDEFGGHH AABCCDFFGHH CDEFGHGECAA HHGFEDCBBAA HGFFEEFDCAA DBBABDEFGHH AABBDEFFGHH AABCDFFGGGG HHGFEDCBBAA HHGFFEDCBAA HHGGFEDCBAA HHGGFDCBBBA BBBBCDEFGHH ADEFGHGFDBA HHGGFEDCBAA EDCCCBBBGHH GGEDBBABCGH AABCEFGGGGF HHGFEDCBBAA AABCDDFGGHH AACDDEEFFGH AABCCDEFFGH ABBBCDEFGHH AABCCDEGGHH AABCDEFFGGH AABCEFFEGHG BABBCDEFGHH BBBBCCEFGHH
10,DHGDCBABCGG HGGGEDBBBBB AABBCDEFGHH AABCDDEFGHH AABCDEFFGHH ABDFGGGGECA HHGFEDCCBAA HHGFEDCBABC AABBCDEFGHH AABCDEFGGHH GGGGGFECBAA HHGFEDCBBAA GGGGFFDCBAA HHGFEDCCBAA HGGEEDDCBBA HHGGFDCBBAA BBBBCCEFGHH AABCDEFFGHH AABDEFFGGGG HGGGFEDCBAA HHGFEDCBBAA BBBBCCEFGHH AABCDEFGGHH HHGGFDCBBBA HHGFDCBAACE AABCDEFFGHH AADFFFFFFFF AABCDDEFGHH AABCDEFGGHH GGGGFEDCBAA HGFDBAABEFF HGFDDEEEDAA HGFECCEFDBA HHGGFEDCBAA HHGGFEDCBAA HHGEDCBBBBC AABBCEFGGHH AABCDEFFGHH BGGGDDFGDAA AACFGFFGGFE AABBCEFFGHG HCBBCCDEFGC BAABCDEGGHH ACGHEFGFCAB ABBBCDEFGHH FFGGGGECAAA
11,HHGGEDCBBAA HHGFEDCBBAA HHGFEDCCBAA HHGFEDCCBAA HHGFFEDCBAA HHGGFEDCBAA HHGFFEDCBAA HHGGFEDCBAA BBBBCDEFGHH AABCDEFFGHH AABCDEFFGGH HHGFFDCCBAA HGGGFEDCBAA HHGFEDCBBAA EBAABDEFGHH AABCDEEFGHH AABBCDEFGHH AABCDEFFGHH AABDDEFGGHG BBBBCCDEGHH ABDEFGHHECA HHGFEDCBBBA HHGFEDCBBBA CBBBBCDEGHH AABCDEFGGGH AABDEEFFGGH HHGFEDCBBBB AABDEEEFGGH GGGGFEDCBAA HHGGFEDCBAA HHGFEDCBBAA DDCCCBBBEHH AABCDEFGGGG GGGGFEDBABA HHGFFEDCBAA DCBABCDFGHH AEGHHFEDCBA HGGFFEDCBAA HHGECBCCBCC ABEFGGFEFEE AABCDDEGHGG ABBCCDFFGGH ACFEEDCCEHH AABDEFFFFGH AABBCDEFGHH AABCDEFFDFH
