,0
0,DBCAA DAABD ABCDD DDCBA DCAAB AACDD DDCAA DCBAA AABDD ABCCD ABCDB DABBB ABCCD AABCD DDBAA BABCD BDDBA DCBAA DDCBA BAACD BDCBA DDCAA DDCAA AACDD DCBAB ABCCD BDCAC AACCD ABCCD AABCD
1,ACDCC DCBAA AACDD BCDCA DCBBA DDCBA AABCD AACDD DDCAA ABCDD AABCD ACDDA DBBBB DDBAA AACDD DCCAA AABCD DDBAA DCBAA DCAAB BACDC DDCAA CCBAC BDDBA DAABC BDDAA ABCDD AABCD ABCDD AABCD
2,CDCBA DCBAA DDCAA DDCBA DDCBA DCBAA AABDD DDCAA DCBAB ABCDD AABCD ABCDD ABCCD ACDDA DCBAA AABCD BDDBA DCBAB DDCBA BBABD ADDCB DDCBA DDCAA DDBAA AABCD ABBDD ACCBD AABCD ABBDD AABCD
3,DCAAC AABCD AACDD ABCDD DCACA DDCBA AABDD ACDCA DDBAA AACDD AABCD DDAAB ABCDC AABCD ACDCA DCCBA AABCD ABDCC AABCD DDCBA CAABD ABDDB DCCBA BABDD CAACD ABCDD ABBCD AABCD ABCDD AABCD
4,DCCBA DAABD ABCDD BCDCA DBABD AABCD DDCAA DAABC AABDD ABCDD DDCBA ABCCD ABBCD ABCDC DDBAA AACDD CDCBA DCBAA DDCBA BBACD ADDBA DDBAA DDCAA AACDD DCAAC BDCBA DDCAA DCBAA DCBBA DBAAD
5,DBBAB ABCDD AABCD BBBBD ABCCD DDCBA DCAAC ABBCD ABCDC DDBAA DCBAA CCCCA DBBBB CBAAD AACDD ACDDB DDCBA DCBAB AACDD DDCBA DCBAA DDCBA DDCAA AABCD ABCDD ABDCC BBABD BABCD BAACD AABCD
6,ABDDC DDBAA DCABB BAACD DDBBA DDCBA DAABD ABBDD DDBAA ABCDD DCCBA ACCCD DCCBA DCBBA AABCD ABCDD AABDD AABDD AABCD BCDCA DCBAA ABCCD CCCCA DDCAA DCBAA DCAAD AADDB BCDCA CCCCA DDBAA
7,DCBAA BABCD ABCCD ABDBB DDCAA DDCAA AABDD CDCBA DCAAB ABCDD AABCD DDBAA ABCDD AABCD BDDBA DCCBA AABCD AACDD DCBBA DDCBA BABCD DDCBA BBABD DDBAA BABCD ADDBA ABBCD AACCD ABCCD BAACD
8,DCCBA DCBAA DDCBA DDCBA DDBAA AABDD DDCAA DDBAA BAACD ABCDD ABCDD DDBAA ABCDD AABCD DCBAA AABCD ABDDB DCBAA DDCBA DDCAA AABCD DDBAA DDCBA DACCA AABDD ABCDD ABBCD AABCD AABCD AABCD
9,DDCAA DCAAB ABCDD ABCDD CBBDB DDCAA BABDD DDCBA AABCD ABCDD ABDDA ABCDD AABCD ABDDA DCBAA DCABD ABBDD DDBAA DDCBA DDCAA AABDD DDCBA BACDA AACDD DCBAA ABCCD AABDD ABCDD ABCDD AABCD
